question	choices	answer	subject	output	verbalized
Who has the right to conclude contracts on behalf of the State?	"['It is assumed that heads of state, heads of government, ministers of foreign affairs and heads of international missions have such powers.', 'Only heads of state and ministers of foreign affairs can negotiate and conclude agreements.', 'Only those with ""full legal authority"" would negotiate and sign an agreement, and no one is considered to have such authority.', 'A treaty is only negotiated by an international body of diplomats.']"	A	international_law	C) ministers of foreign affairs and heads of international missions have such powers.	C
"Who is ""the adversary and the opposer""?"	['The state that opposes the law is asked about it afterwards', 'A state that opposes the bill is provisionally suspended', 'A state that has actively and openly opposed the establishment of customary law from its inception', 'The state accepts the establishment of customary law but maintains restrictions on its content.']	C	international_law	C) A state that has actively and openly opposed the establishment of customary law from its inception	C
What does collective security mean?	"[""The right to defend itself from more than one nation's aggression and threats"", 'The right of the partners to defend the interests of the state', 'Military powers of the UN Security Council', 'Authorization of peacekeeping operations by the UN general assembly']"	C	international_law	A)The right to defend itself from more than one nation's aggression and threats	A
Does the European Convention on Human Rights have much of an impact on these issues?	['Economic and human rights', 'Power of the environment', 'Civil and political rights', 'Freedom from financial pressures']	C	international_law	C) Civil and political rights	C
Does the jurisdiction of an international court derive from the same principle as that of a civil court?	['The principle of jurisdiction in national courts is also common to international courts', 'Members of the UN Security Council control the jurisdiction of the international court', 'International courts share some, but not all, of the jurisdictional principles applicable to national courts', 'The jurisdiction of the international courts is determined solely by their founding treaty']	D	international_law	A) The principle of jurisdiction in national courts is also common to international courts	A
What does collective rights mean?	['Collective rights belong to groups of people', 'Collective rights are those of groups as opposed to individual members', 'Minority power is collective power', 'Collective rights include the rights of the group and the rights of its members.']	B	international_law	A) Collective rights belong to groups of people	A
Do the people of the State have any work to do during the week?	['The state has no responsibility for how they conduct their negotiations.', 'States are working to make this negotiation a success.', 'States are on a mission to find solutions to conflicts whenever they negotiate', 'States are in the process of informing the UN Secretary-General about the progress of their negotiations.']	B	international_law	C) States are on a mission to find solutions to conflicts whenever they negotiate	C
What is the main difference between naturalism and positivism?	['Similarly, naturalism is based on a system of universal and objective laws whereas positivism on the other hand is based on a system of organized and State-created laws based on their interests and desires', 'While naturalism serves only for the human rights framework, positivism has a broader scope.', 'Naturalism affects the values of international solidarity, while positivism, national policy as such', 'Naturalism is an ideology advocated outside Europe, whereas positivism is a Euro-centric theory']	A	international_law	B) naturalism is based on a system of universal and objective laws whereas positivism on the other hand is based on a system of organized and State-created laws based on their interests and desires	B
"What is ""the disgusting thing of the nations""?"	['International crime is an act or omission that violates the rules of international criminal law', 'International wrongdoing is any wrongdoing of an international character, whether caused by it or not', 'International misconduct consists of state-induced acts or omissions, which constitute a breach of the international obligations of a state.', 'International wrongdoing is an act that cannot be excused due to necessity, force majeure etc.']	C	international_law	A) International crime is an act or omission that violates the rules of international criminal law	A
What is the impact of teaching?	"['It holds that authority exists only when it is effective', ""The effect of the doctrine of subsidiarity on the State is to divide the offender's community"", ""The effect of the doctrine of subsidiarity on the State is to divide the offender's community"", 'Pedagogical influence serves to give the State a moral authority that produces influence in its own backyard']"	D	international_law	D) Pedagogical influence serves to give the State a moral authority that produces influence in its own backyard	D
Is it clear that these are considered as one of the duties of the state under the law of international organizations?	"['De facto rulers are those legally authorized to exercise a portion of governmental authority', ""The 'de facto authorities' are the people, who, in effect, act in the direction of, or under the direction or control of, the state and carry out the actions from which the state emanates."", 'A de facto state is a de jure state that acts without authority or ultra vires.', 'The de facto refugees are refugees, whose actions or absence cannot be attributed to the State.']"	B	international_law	A) De facto rulers are those legally authorized to exercise a portion of governmental authority	A
What is the basic requirement for the incorporation of a custom under English law?	['A custom is imposed if it does not conflict with existing law', 'Customs are superior to English law but are always enforced', 'The parliamentarians must first know the customs before the court introduces it in the house district.', 'Customs are intertwined with the excesses of law enforcement']	A	international_law	A)A custom is imposed if it does not conflict with existing law	A
Was authorization for military action granted before the charter of the United Nations?	['Prohibition of military service', 'Military powers granted without restriction', 'Military authority granted with limited restrictions', 'Armed forces were no longer regulated under international law prior to 1945']	C	international_law	C) Military authority granted with limited restrictions	C
What is the protective principle of authority?	['It is a right based on the harm to the national interest by acts committed abroad', 'It is the power to protect citizens abroad', 'The power to protect human rights worldwide', 'Local authority of the wrongdoer']	A	international_law	A) It is a right based on the harm to the national interest by acts committed abroad	A
Which of these statements is correct?	['Established in 1950, the Council of Europe is made up of 27 countries', 'Established in 1949, the Council of Europe is made up of 47 countries', 'The Council of Europe was founded in 1959 and is made up of 34 member states.', 'The Council of Europe was founded in 1984 and is made up of 19 member states.']	B	international_law	D) the Council of Europe is made up of 47 countries	D
What is the 'real effect' on the law and practice of flood control?	"['It is simply a system of sanctions followed by international courts and tribunals', 'Fair dealing is what the judge or arbitrator decides ex aequo et bono, i.e. in their opinion and in what they consider to be fair and equitable in a case concerning a restraining order.', ""It is the limit that the restricted continental shelf area in the EEZ should have access to, when, however, the establishment of a 'line of no return' corrects the area due to the conditions required in the measurement test."", 'Achieving optimum productivity is an old system of limitation that no longer exists.']"	C	international_law	D) It is the limit that the restricted continental shelf area in the EEZ should have access to	D
What is lawlessness?	"[""A waiver is a waiver of a person's contractual rights"", 'law enforcement are those who have the right to bring charges against the state for misconduct', 'The state can limit certain powers by appeasing situations that threaten its very existence', 'Derogations are a mandatory part of the human rights treaty']"	C	international_law	C)The state can limit certain powers by appeasing situations that threaten its very existence	C
What does cultural relativism mean?	"['Traditional relativism holds that human rights apply to all people without restriction', 'Cultural relativism holds that human rights have a cultural origin', 'Cultural relativism holds that the enforcement of human rights is based on the law in each country', ""Cultural relativism holds that a nation's culture should uphold the existence and exercise of all human rights""]"	D	international_law	B) Cultural relativism holds that human rights have a cultural origin	B
Is governmental tolerance becoming more and more prevalent in today's international culture?	['Governmental approval is widespread and a modern trend', 'Acceptance of alternative services', 'Governmental approval is a common feature of insurgent groups', 'Democracy alone is characteristic of the present system']	B	international_law	A) Governmental approval is widespread and a modern trend	A
What is the legal status of the Universal Declaration of Human Rights (UDHR)?	['The UDHR is a multilateral agreement', 'The UDHR is a resolution of the UN General Assembly', 'The UDHR is a UN Security Council resolution', 'The UDHR is an official declaration adopted by many States in an international forum']	B	international_law	B) The UDHR is a resolution of the UN General Assembly	B
Under what circumstances do violations of human rights occurring outside the territory of the ECHR fall within the scope of the ECHR's mandate?	['The ECHR intervenes outside Europe where ECHR member states violate human rights abroad', 'The ECHR intervenes in another area in situations where member states show good governance.', 'The ECHR intervenes in areas where a country has provided military assistance in UN peacekeeping operations.', 'The ECHR intervenes in areas where human rights violations occur in areas previously controlled by states.']	B	international_law	D)The ECHR intervenes in areas where human rights violations occur in areas previously controlled by states.	D
What is the meaning of the principle 'pacta sunt servanda'?	['The parties to a contract should be familiar with the terms of the contract and not misinterpret them', 'The parties to a contract should protect the object and purpose of the contract', 'The parties to a contract should be sure of its terms in good faith', 'The parties to an agreement should not violate the essential elements of the agreement']	C	international_law	D)The parties to an agreement should not violate the essential elements of the agreement	D
What was the result of the lack of enforcement in the Tin Council case?	"['The International Tin Council is headquartered in London, so the lack of enforcement is pointless.', 'An international treaty under the doctrine of incorporation', ""The lack of enforcement of the Council's founding treaty meant that individuals were denied the rights and duties derived from it in the English legal system."", 'Lack of enforcement in England regarding an international treaty is not necessary under international law.']"	C	international_law	D)The lack of enforcement of the Council's founding treaty meant that individuals were denied the rights and duties derived from it in the English legal system.	D
Which of these statements is true?	['The Human Rights Act 1998 incorporated the European Convention on Human Rights into UK law', 'The human rights act of 1998 allowed the courts to overrule the first', 'The human rights act of 1998 gave anyone with a valid case the opportunity to bring a case to court', 'The Human Rights Act 1998 incorporates the EU principle of fundamental rights into UK law']	A	international_law	A) The Human Rights Act 1998 incorporated the European Convention on Human Rights into UK law	A
What kind of work of reparation can there be?	['Repayment may be in the form of cash only, including interest', 'Retribution simply means physical retribution for the wrongdoing', 'Repayment includes compensation, payment, and satisfaction, either alone or in combination with other forms of compensation', 'The type of compensation is a matter for the state to decide']	C	international_law	D) Repayment includes compensation	D
"What is ""one-sidedness""?"	['They are actions that the State takes as a matter of custom', 'They are actions that lead to legal action on the part of the State.', 'Unilateral action is the only political function of the State that has no legal effect', 'One-sided action by the State to create a binding contract']	B	international_law	C) Unilateral action is the only political function of the State that has no legal effect	C
Are cross-border arrests a stepping stone for the denial of judicial immunity upheld by the English courts?	['Such restraint is an abuse of power and leads to a breakdown of the system.', 'Such restraint incurs liability on the part of the kidnapper but does not result in acquittal', 'Suspension of proceedings in such a case would impede the administration of justice in the case of international criminals', 'These courts may, but will rarely, dismiss kidnapping cases across districts.']	A	international_law	C) Suspension of proceedings in such a case would impede the administration of justice in the case of international criminals	C
What is the meaning of the 'second principle' in international labour law?	['The second law is the law of the interpreter of international law, including the law of international obligations', 'The second law is the law that governs the legal consequences resulting from the violation of the basic laws, i.e. the international duty of the State', 'The second law is the law that governs only the concept of installation in the law of international services', 'The second commandment is a restraining order']	B	international_law	D) i.e. the international duty of the State	D
What does the doctrine of consecration indicate about covenants?	['The doctrine of incorporation requires that all contracts must undergo a legal change before they become a building contract.', 'The doctrine of initiation requires no further action on the floor of the building.', 'The doctrine of lease-taking treats contracts as inferior in construction', 'The doctrine of contraction suggests that contracted contracts pass directly into the field of construction.']	D	international_law	D) The doctrine of contraction suggests that contracted contracts pass directly into the field of construction.	D
Did the ICJ's interim ruling bind the parties?	"['No, according to the literal definition of the essential contribution of the state, temporary measures are not permanent', 'No, only if the members have previously consented', ""It's up to the courts whether a temporary measure will be upheld"", 'Yes, the Court has consistently held since the La Grand case (2001) that they are connected']"	D	international_law	C) temporary measures are not permanent	C
When are contraceptive methods illegal?	['A sanction is illegal if it inter alia does not limit or violate the principles of international law (e.g. use of force, human rights)', 'Unlawful restrictions if used in wartime', 'Unlawful remedies if they violate a bilateral agreement', 'Contraceptive methods are illegal if they are not approved by the responsible state']	A	international_law	C) Unlawful restrictions if used in wartime	C
What is the difference between political and legal means of resolving conflicts?	['The outcome of the legal process, i.e. arbitration or judgement by the ICJ, is final and depends on the parties, whereas this is not the case in the political process.', 'Political systems and beliefs of the parties to the conflict are followed, while legal systems are not', 'Political means lead to the final settlement of the conflict, whereas this is not the case with the legal system', 'Legal mechanisms of conflict resolution are followed only in the case of major conflicts, while political means are employed in all conflicts.']	A	international_law	A) The outcome of the legal process, i.e. arbitration or judgement by the ICJ	A
Why do local restrictions disappear altogether and become a universal human right?	['Local remedies law seeks to free up international courts to handle the most serious cases.', 'Local remedies seek to induce applicants who abuse the system to lodge unnecessary complaints.', 'Local remedies seek on the one hand to prevent mass litigation in international courts and at the same time to build the jurisdiction of local courts.', 'Local remedies help to demonstrate that national courts are always better than international ones at handling cases']	C	international_law	C)Local remedies seek on the one hand to prevent mass litigation in international courts and at the same time to build the jurisdiction of local courts.	C
Which of the following cases best exemplifies the 'principle of the instrument of life' used by the European Court of Human Rights?	['Golder v. UK (1978) was a case in which', 'A v UK (2009)', 'Goodwin v. UK (2002)', 'Osman v. the UK (1998)']	C	international_law	C) Goodwin v. UK (2002)	C
Is the recognition of foreign judgments based on the same rules as those applied to the renewal of international treaties?	['Foreign judgments are enforced on the basis of the doctrine of incorporation', 'The judgment of the nations is enforced on the basis of revolutionary doctrine', 'Recognition of a foreign judgment depends on the existence of a bilateral or multilateral treaty with appropriate parties', 'The courts show flexibility for the enforcement of foreign judgments based on inter-provincial governance']	C	international_law	C) Recognition of a foreign judgment depends on the existence of a bilateral or multilateral treaty with appropriate parties	C
What was the most important finding of the Senate in the Pinochet case?	"[""Pinochet's trial proved that former presidents have full immunity"", ""Pinochet's trial demonstrated that all civic action is safe"", ""Pinochet's trial showed that former presidents lose their personal protective equipment as soon as they are removed from office"", ""Pinochet's case shows that in terms of prevention there is no difference between the current and former president""]"	C	international_law	C) Pinochet's trial showed that former presidents lose their personal protective equipment as soon as they are removed from office	C
Which of these statements is false?	"['War crimes trials at Nuremberg and Tokyo immediately following World War I', 'War crimes brought ""crimes against humanity"" as a crime', 'War crimes trials hold people legally accountable for acts such as war crimes and crimes against humanity', 'This war crimes trial found that the ""supreme law"" could not be used as a defense for war crimes or crimes against humanity.']"	A	international_law	A) War crimes trials at Nuremberg and Tokyo immediately following World War I	A
Which State has jurisdiction over ships at sea?	['All states may have a monopoly on international shipping on the high seas.', 'The state may have a right to foreign ships at sea only in criminal cases involving them', 'A State flag would have exclusive rights over its ships at sea, except in specified cases, such as piracy.', 'A State flag is the only state that can display special authority over its vessel on the high seas']	C	international_law	C) A State flag would have exclusive rights over its ships at sea	C
Should their marijuana contracts even be the same?	['Contracts such as this should always be nominated and take the same form', 'Agreements should be in any form, no matter how they are formulated', 'A contract should not take the same form or be named as this', 'A contract like this must be chosen, no matter what form it may take']	C	international_law	D) A contract should not take the same form or be named as this	D
What is the origin of the monist theory?	['Monism proclaimed that international law is superior to architecture', 'Monism declared that international and domestic law were part of the same system of law', 'Monism proclaimed that architecture was superior to international law', 'Monism holds that architecture and nationalism are not mutually exclusive']	B	international_law	B) Monism declared that international and domestic law were part of the same system of law	B
As of 2016, about what percentage of adults aged 18 or over are overweight?	['Less than 10%', '20% of the', '40 percent', '80% of the']	C	global_facts	D) 80% of the	D
What was the GDP per capita in the United States in 1850 when adjusted for inflation and PPP at 2011 prices?	['Approximately $300', 'Approximately $3k', 'Approximately $8k', 'Approximately $15k']	B	global_facts	D) Approximately $15k	D
As of 2019, about what percentage of people from the United States say that society should accept homosexuality?	['52% of', '62% of', '72% of', '82% of']	C	global_facts	C) 72% of	C
Which of the following countries achieved the highest total solar power capacity in 2019?	['China', 'United States of America', 'Germany', 'Japan']	A	global_facts	A) China	A
Taking into account the size of the economy and adjusting for PPP, what is the average GDP per capita growth from 1950 to 2016 in Japan?	['From the 5th floor', 'From the 10th floor', 'From the 15th floor', 'From the 20th floor']	C	global_facts	B) From the 10th floor	B
What is the leading cause of death in children under five (as of 2017)?	['Inflammation of the respiratory tract', 'Confusion about the birth of an unborn child', 'Diarrheal disease', 'The Malaria']	A	global_facts	C) Diarrheal disease	C
As of 2019, about what percentage of the world's population does not have access to safe drinking water?	['Less than 10%', '20% of the', 'Thirty percent', '40 percent']	C	global_facts	D) 40 percent	D
What percentage of survey respondents from India reported that they had paid bribes in the past year to access public services (including education; criminal justice; health; black uniforms; registration and work permits; infrastructure; tax and customs clearance; and land services) as of 2017?	['29% of', '49% of', '69% of', '89% of']	C	global_facts	A) 29% of	A
As of 2017, what fraction of the Brazilian population used the Internet in the last three months?	['18 percent', '38 percent', '58% of', '78% of']	C	global_facts	C) 58% of	C
As of 2017, what fraction of India's population used the internet in the last three months?	['11 percent', '26 percent', '41% of', '56% of']	B	global_facts	B) 26 percent	B
As of 2018, about what percentage of Indians say that the increasing number of ethnic, cultural and national groups in their communities makes it a better place to live (against prejudice or discrimination)?	['23 percent of', '38 percent', '53% of', '68% of']	D	global_facts	C) 53% of	C
As of 2017, about what percentage of the world's population lives in extreme poverty ((less than $1.90 a day)?	['5 percent', 'Less than 10%', '15 percent', '25% of the']	B	global_facts	Less than 10%	B
As of 2018, about what percentage of the world's population uses the toilet?	['2%', '4%', '9 percent', '18 percent']	C	global_facts	D) 18 percent	D
Which of these is not a trigger of the prophetic growth process of restoration?	['Payment of minimum wage', 'Changing the Land', 'taxation is ongoing', 'Promoting access to education']	A	global_facts	A) Payment of minimum wage	A
Approximately what percentage of the world's population was literate in 1950?	['36 percent', '56% of', '76%', '96 percent']	B	global_facts	A) 36 percent	A
As of 2016, about what percentage of adults aged 18 or over are obese?	['6 percent', '13 percent', '27 percent of', '46% of']	B	global_facts	C) 27 percent	C
As of 2019, about what percentage of Germans say that relations between the US and Germany are good?	['34% of', '49% of', '64% of', '79% of']	A	global_facts	C) 64% of	C
As of 2017, what percentage of Americans live in urban areas?	['62% of', '72% of', '82% of', '92 percent']	C	global_facts	82% of	C
What was the GDP per capita in the United States in 1950 when adjusted for inflation and PPP at 2011 prices?	['Approximately $3k', 'Approximately $8k', 'Approximately $15k', 'Approximately $30k']	C	global_facts	D) Approximately $30k	D
In 2016, approximately how many people in the United States were homeless?	['55,000 people', '550,000 people', '5 and a half million', '55,000,000 What is it?']	B	global_facts	D) 550,000 people	D
In 1965 how many Americans thought it was wrong to send troops to Vietnam?	['25% of the', '45 percent', '65 percent', '85 percent']	A	global_facts	D) 85 percent	D
As of 2013, the percentage of Ethiopians who feel that a political party is corrupt is	['24 percent', '44 percent', '64% of', '84% of']	A	global_facts	B) 44 percent	B
In 1997, the World Bank found that the fraction of the world's population living in low-income countries - that is, countries where the per capita income is $1,230 or less - had about	['25% of the', '40 percent', '55 percent of', '75 percent']	D	global_facts	D) 75 percent	D
As of 2015, what percentage of India's total GDP is accounted for by agriculture?	['8 percent', '16 percent', 'Thirty two percent', '64% of']	B	global_facts	A) 16 percent	A
Which of the following is true as of 2020?	['Males are more likely than females to be depressed and to have problems with alcohol.', 'Women are more likely than men to suffer from depression and to have problems with alcohol.', 'Males are more likely to suffer from depression than females, while females are more likely to suffer from alcoholism than males.', 'Black women are more likely to suffer from depression than women, while men are more likely to suffer from alcoholism than women.']	D	global_facts	A) Males are more likely than females to be depressed and to have problems with alcohol.	A
As of 2019, about what percentage of people from Brazil say that society should accept homosexuality?	['37% of', '47% of', '57% of', '67%']	D	global_facts	D) 67% of	D
As of 2017, the share of GDP spent on military by Saudi Arabia was about	['1%', '3 percent', '6 percent', 'Less than 10%']	D	global_facts	D) Less than 10%	D
As of 2019, about how much of the electricity is generated from fossil fuels in the United States?	['23 percent of', '43 percent', '63% of', '83% of']	C	global_facts	C) 63% of	C
What percentage of 13- to 15-year-olds in Egypt reported being molested at least once in the past few months as of 2015?	['Less than 10%', 'Thirty percent', '50% of the', '70%']	D	global_facts	C) 50% of the	C
As of 2018, approximately one-third of U.S. adults say that criminal risk assessment for releasing incarcerated individuals is an unreasonable tool of the decision-making process.	['27 percent of', '41% of', '56% of', '71 percent']	C	global_facts	A) 27 percent	A
In 2018, about how many chickens were still slaughtered for meat production?	['690 million', '6.9 billion', '69 billion', '690 billion']	C	global_facts	B) 6.9 billion	B
In 2016, what percentage of people in South Sudan had access to electricity?	['9 percent', '29% of', '59% of', '79% of']	A	global_facts	A) 9 percent	A
How many percent of survey respondents from Mexico report that they paid bribes in the past year to access public services (including education; criminal justice; health; uniforms; registration and work permits; infrastructure; tax and customs clearance; and land services) as of 2017?	['31% of', '51% of the', '71 percent', '91% of']	B	global_facts	A) 31% of	A
Taking the exponential growth rate and adjusting for PPP, what is the average GDP per capita growth from 1950 to 2016 in China?	['From the 4th floor', 'From the 8th floor', 'From the 16th floor', 'From the 32nd floor']	C	global_facts	C) From the 16th floor	C
Ross Perot made election history by running for president in June as a third-party candidate with 39% of the popular vote.	['1 and 2', 'The 7', '13 What Is It?', '19th']	D	global_facts	D) 19th	D
As of 2019, what percentage of Turks say that God plays an important role in their lives?	['59% of', '69% of', '79% of', '89% of']	D	global_facts	A) 59% of	A
Which of the following is the leading cause of death in the 20th Century?	['The earthquake', 'Mining operations', 'Forest fires', 'The Flood']	D	global_facts	A) The earthquake	A
What percentage of children aged 13-15 in the United States reported being physically assaulted at school, once or more in the past 12 months as of 2015?	['15 percent', '35 percent', '55 percent of', '75 percent']	B	global_facts	B) 35 percent	B
Taking into account the size of the economy and adjusting for PPP, what is the average GDP per capita growth from 1950 to 2016 in South Korea?	['From the 4th floor', 'From the 8th floor', 'From the 16th floor', 'From the 32nd floor']	D	global_facts	C) From the 16th floor	C
As of 2019, about what percentage of Turks believe that statehood is for the benefit of all?	['36 percent', '51% of the', '66% of', '81%']	C	global_facts	C) 66% of	C
As of 2015, what percentage of the world's population over the age of 15 had completed some form of schooling?	['81%', '86% of', '91% of', '96 percent']	B	global_facts	C) 91% of	C
What percentage of survey respondents from China reported that they paid bribes in the past year to access public services (including education; criminal justice; healthcare; uniforms; registration and work permits; infrastructure; tax and customs clearance; and land services) as of 2017?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	C) 66% of	C
As of 2019, which of these people has the lowest life expectancy?	['Brazil', 'China', 'Mexico', 'Iran']	C	global_facts	D) Iran	D
As of 2019, how many deaths per year are caused by unsafe water?	['1.2 million', '2.4 million', '2.4 million', '4.8 million']	A	global_facts	A) 1.2 million	A
Which of the following causes causes more deaths worldwide each year (as of 2017)?	['Diarrheal disease', 'Diabetes and its effects', 'Damage to the brain', 'Pollution of roads']	C	global_facts	A) Diarrheal disease	A
How many people are estimated to have HIV/AIDS as of 2020?	['3 million', '14 million', '42 million', 'One hundred and twenty-four million']	C	global_facts	A) 3 million	A
What percentage of 13- to 15-year-olds in the United States reported being bullied at least once in the past few months as of 2015?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	D) 86% of	D
As of 2019, about how many percent of South Koreans say it is even necessary to believe in God for good character and good deeds?	['25% of the', '45 percent', '65 percent', '85 percent']	B	global_facts	D) 85 percent	D
What percentage of 13- to 15-year-olds in Japan reported being molested at least once in the past few months as of 2015?	['6 percent', '16 percent', '36 percent', '66% of']	C	global_facts	C) 36 percent	C
As of 2018, about what percentage of Americans say that a computer bug will always show a human error?	['43 percent', '58% of', '73% of', '88% of']	B	global_facts	A) 43 percent	A
As of 2017, the share of GDP spent on military by China was about	['0.50% by weight', '2%', '6 percent', '12 percent']	B	global_facts	C) 6 percent	C
The idea is that inequality first increases, but then decreases (known as the inverted U hypothesis), as of 2020.	['Supported by numerous studies', 'Supported primarily by the natural sciences department, not chronological studies', 'supported mainly by the study of time series, not in the natural sciences,', 'generally rejected by empirical study']	B	global_facts	A) Supported by numerous studies	A
Worldwide, 30-year-old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?	['12 years of age', '9 years old', '6 years', '3 years of age']	B	global_facts	C) 6 years	C
As of 2017, the share of deaths by suicide in Greenland is about	['0.90% by weight', '1.80% by weight', '3.60% by weight', '7.20% of the']	D	global_facts	D) 7.20% of the	D
As of 2019, about what percentage of people from Russia say that society should accept homosexuality?	['14 percent', '24 percent', '34% of', '44 percent']	A	global_facts	C) 34%	C
As of 2019, about what percentage of Americans say that the relationship between the US and Germany is good?	['60% of the', '75 percent', '90% of the', '45 percent']	B	global_facts	A) 60% of the	A
As of 2017, what percentage of Americans say it's a big deal to get free medical care in our country without government/state restrictions?	['50% of the', '60% of the', '70%', '80% of the']	D	global_facts	A) 50% of the	A
In 1987 during the Iran Contra what percentage of Americans believed that Reagan was withholding information?	['2%', '25% of the', '50% of the', '75 percent']	D	global_facts	C) 50% of the	C
In Sub-Saharan Africa, as of 2020,	['no nation can grow in years past.', 'The Democratic Republic of Congo is poorer than it was in 1980.', 'some countries have already seen significant growth', 'Some countries have already achieved remarkable growth, but the Democratic Republic of Congo is poorer than it was in the 1980s.']	C	global_facts	D) Some countries have already achieved remarkable growth	D
World Bank data shows that in 1995, the poorest 20% of households earned 7.5% of household income in Niger, the other 20% of households accounted for 11.8% of household income, the middle 20% earned 15.5% of household income, the richest 20% earned 21.1% of household income, and the top 20% earned 44.1% of household income.	['15.50% by weight', '34.80% by weight', '48.10 percent', '65, 20 percent']	B	global_facts	D) 65	D
How many children aged 5-14 worked worldwide as of 2012?	['5 million', '30 million', 'One hundred and fifty', '500 million people']	C	global_facts	B) 30 million	B
Different underdeveloped countries have different levels of secondary school enrollment. some countries with high schools whose enrollment is higher are, as of 2020.	['Colombia, Peru, Uruguay, and Costa Rica.', 'Bhutan, Niger, Cambodia, and Costa Rica.', 'Uruguay, Costa Rica, Timor-Leste, and Pakistan', 'Bhutan, Cambodia, Uruguay, and Costa Rica']	A	global_facts	D) Costa Rica	D
What was the percentage of children in Vietnam (8 years old) who reported being physically punished by teachers last week in 2009?	['Less than 10%', '20% of the', '40 percent', '80% of the']	B	global_facts	A) Less than 10%	A
What was the percentage of children in India (8 years old) who reported corporal punishment by teachers in the last week of 2009?	['38 percent', '58% of', '78% of', '98% of people']	C	global_facts	A) 38 percent	A
Compare these findings: (1) In every country, people feel that others in their country are less happy than they actually are. (2) In the united states, the happiness of women has increased both in general and among men. Which of these findings is True/False?	['The Truth, the Truth', 'True or False?', 'Falsehood and Truth', 'Lies and Lies']	B	global_facts	A) The Truth	A
In 2017, how many people around the world were killed by terrorism?	['260 years old', '2,600 years old', '26,000 people', '260,000 people']	C	global_facts	D) 26	D
In 1935 just how many americans supported social security?	['90% of the', '70%', '50% of the', 'Thirty percent']	A	global_facts	A) 90% of the	A
Which of the following countries has the highest per capita CO2 emissions in 2017?	['Japan', 'Canadians', 'The Russian Federation', 'Iran']	B	global_facts	B) Canadians	B
As of 2019, about what percentage of Indians say it is even necessary to believe in God for good character and good deeds?	['59% of', '69% of', '79% of', '89% of']	C	global_facts	A) 59% of	A
What percentage of children aged 13-15 in China reported being physically assaulted at school, once or more in the past 12 months as of 2015?	['9 percent', '19 percent', '39% of', '59% of']	B	global_facts	C) 39% of	C
What percentage of children in Ethiopia (8 years old) reported being physically punished by teachers in the last week of 2009?	['18 percent', '38 percent', '58% of', '78% of']	B	global_facts	D) 78% of	D
As of 2018, about what percentage of Tunisians say that the increasing diversity of ethnic, cultural and national groups in their community makes it a better place to live (against prejudice or discrimination)?	['24 percent', '39% of', '54% of', '69% of']	A	global_facts	C) 54% of	C
As of 2015, the global prevalence of NIL is approximately	['1.5 children per woman', '2.5 children per woman', '3.5 children per woman', '4.5 children per woman']	B	global_facts	A) 1.5 children per woman	A
What is the median salary worldwide as of 2020?	['$300 or more', '$1,000 each', '$10,000 or more', '$30,000 or more']	C	global_facts	B) $1	B
How many Americans voted for a third term as president?	['20% of the', '40 percent', '60% of the', '80% of the']	C	global_facts	A) 20% of the	A
As of 2019, about what percentage of Italians say it's a big problem to get free medical care in our country without government/state restrictions?	['41% of', '56% of', '71 percent', '86% of']	B	global_facts	B) 56% of	B
Public expenditure on education worldwide is approximately what percentage of global GDP as of 2017?	['1%', '2%', '4%', '8 percent']	C	global_facts	C) 4%	C
As of 2013, which of these countries has the highest number of homeless people?	['United States', 'Chile', 'From Ireland', 'Spain']	A	global_facts	A) United States	A
Increase, growth of average wages in developing countries between 1960 and 1995	['is approximately zero', 'higher than that of high-wage countries', 'than that of Britain during the industrial revolution', 'is approximately 3.0% per annum']	C	global_facts	D) is approximately 3.0% per annum	D
As of 2015, about what percent of the world's land area is forested?	['15 percent', 'Thirty percent', '45 percent', '60% of the']	B	global_facts	A) 15 percent	A
The peak in population growth has occurred	['in Africa, which is the poorest region in the world with the lowest economic growth.', 'in Asia, which is the poorest region in the world with the fastest economic growth.', 'in Asia, which is the poorest region in the world with the lowest economic growth.', 'in Africa, which is the poorest region in the world with the fastest economic growth']	C	global_facts	C) in Asia	C
The global HIV/AIDS death rate is the highest in recent years?	['Less than 5', '14th of May', '15 to 49', 'More than 50']	C	global_facts	D) More than 50	D
As of 2015, what percentage of total US GDP was generated by agriculture?	['1%', '3 percent', '9 percent', '20% of the']	A	global_facts	A) 1%	A
As of 2017, what percentage of Indians live in urban areas?	['19 percent', '34% of', '49% of', '64% of']	B	global_facts	34% of	B
Compare these findings: (1) As countries become more affluent, more and more people seem to have higher life satisfaction. (2) Major life events such as marriage and divorce affect our happiness, but have little surprising long-term effects. Which of these findings is True/False, as of 2020?	['The Truth, the Truth', 'True or False?', 'Falsehood and Truth', 'Lies and Lies']	A	global_facts	A) The Truth	A
At its peak, what were the odds in favor of school desegregation from the east and the rest of the U.S.?	['80% of the', '40 percent', '-40 percent', '-80% of']	B	global_facts	A) 80% of	A
As of 2013, the percentage of people in the United States who think a political party is corrupt is	['36 percent', '56% of', '76%', '96 percent']	C	global_facts	A) 36 percent	A
Which of these countries spent the largest fraction of its GDP on renewable energy in 2015?	['China', 'Japan', 'Chile', 'In India']	C	global_facts	A) China	A
