premise	hypothesis	label	output	verbalized
Boka rinoita nezvekuchengetedzwa kwemashoko rinoita zvimisangano zvinoita  pakati pezvisere negumi nezviviri pamwedzi.	Boka rezvekuchengetedza rinowanzoita zvimisangano pfumbamwe pamwedzi.	neutral	true	entailment
Boka rinoita nezvekuchengetedzwa kwemashoko rinoita zvimisangano zvinoita  pakati pezvisere negumi nezviviri pamwedzi.	Boka rinoita nezvekuchengetedza rinoita chimusangano chimwe pazuva rega rega repamwedzi.	contradiction	true	entailment
Boka rinoita nezvekuchengetedzwa kwemashoko rinoita zvimisangano zvinoita  pakati pezvisere negumi nezviviri pamwedzi.	Boka rinoita nezvekuchengetedza rinoita zvimisangano zvakawanda pagore.	entailment	true	entailment
Asi, gadziro ineunyanzvi yekumavambo yangayatopedzwa kare.	Gadziro ine unyanzvi yaive nenguva yekumavambo.	entailment	true	entailment
Asi, gadziro ineunyanzvi yekumavambo yangayatopedzwa kare.	Gadziro ine unyanzvi yakangoitika muchikamu chekupedzisira.	contradiction	true	entailment
Asi, gadziro ineunyanzvi yekumavambo yangayatopedzwa kare.	Pasina nguva yekumavambo yamboitwa, gadziriro ine unyanzvi ine mukana wakakura wekusazobuda zvakanaka muzvikamu zvekumberi.	neutral	true	entailment
"Nekudaro, vagadziri vezvisungo zvehururmende nevakuru vemabasa vaakutora nzira itsva dzekufunga, vachitarisa nzira dzakasiyana dzekuzadzisa zvinangwa, nekushandisa ruzivo rutsva kugadzira zvisungo zvitsva.
"	Vamiriri vehurumende vari kushandura nzira dzavo dzavanga vachishanda nadzo.	entailment	true	entailment
"Nekudaro, vagadziri vezvisungo zvehururmende nevakuru vemabasa vaakutora nzira itsva dzekufunga, vachitarisa nzira dzakasiyana dzekuzadzisa zvinangwa, nekushandisa ruzivo rutsva kugadzira zvisungo zvitsva.
"	Vamiriri vehurumende vari kuedza kuwedzera simba ravo nekufunga zvakasiyana.	neutral	true	entailment
"Nekudaro, vagadziri vezvisungo zvehururmende nevakuru vemabasa vaakutora nzira itsva dzekufunga, vachitarisa nzira dzakasiyana dzekuzadzisa zvinangwa, nekushandisa ruzivo rutsva kugadzira zvisungo zvitsva.
"	Vamiriri vehurumende vanoramba kushandura nzira dzemararamiro avo.	contradiction	true	entailment
Magwaro edzimhosva anogona kuda kushandurwa mutauro kuitira vanoda kubatsirwa vanoverenga mimwe mitauro isiri chirungu. 	Magwaro edzimhosva anotenderwa chete kuva kuchirungu.	contradiction	false	contradiction
Magwaro edzimhosva anogona kuda kushandurwa mutauro kuitira vanoda kubatsirwa vanoverenga mimwe mitauro isiri chirungu. 	Magwaro edzimhosva anogona kuiswa mumutauro wechiChinese kana chiRussian.	neutral	false	contradiction
Magwaro edzimhosva anogona kuda kushandurwa mutauro kuitira vanoda kubatsirwa vanoverenga mimwe mitauro isiri chirungu. 	Magwaro edzimhosva anogona kuiswa mune mimwe mitauro.	entailment	true	entailment
Zvimwe zvatiri kuedza parizvino zviri kuuya kana kuti zvakarongwa zvinosanganisira	Zvakawanda zvezvatiri kuedza zvava kutoitwa.	neutral	true	entailment
Zvimwe zvatiri kuedza parizvino zviri kuuya kana kuti zvakarongwa zvinosanganisira	Hatina chimwezve chakarongerwa ramangwana.	contradiction	true	entailment
Zvimwe zvatiri kuedza parizvino zviri kuuya kana kuti zvakarongwa zvinosanganisira	Tine chimwe chakarongwa.	entailment	true	entailment
Isaiwo zvinhu zvakaita senguva diki dzinopiwa, kudzimwa kwemafaira ekutanga nekushaikwa kwemikana yekuwana zvinyorwa zvinodikwa.	Vakadzima mafaira ekombiyuta kubva muIBM.	neutral	true	entailment
Isaiwo zvinhu zvakaita senguva diki dzinopiwa, kudzimwa kwemafaira ekutanga nekushaikwa kwemikana yekuwana zvinyorwa zvinodikwa.	Vakadzima mafaira ekombiyuta emhando yekutanga.	entailment	true	entailment
Isaiwo zvinhu zvakaita senguva diki dzinopiwa, kudzimwa kwemafaira ekutanga nekushaikwa kwemikana yekuwana zvinyorwa zvinodikwa.	Vakachengeta ese mafaira emhando yekutanga.	contradiction	true	entailment
Zvino, mumiriri mumwecheteye akamboshanya pekutanga anoshanyairazve purovhaidha mutsva kuti apindure mivhunzo nekuita hurukuro dzematambudziko anenge aonekwa mumasemburu emakiremu.	Mumiriri akashanya kweawa rimwe chete.	neutral	true	entailment
Zvino, mumiriri mumwecheteye akamboshanya pekutanga anoshanyairazve purovhaidha mutsva kuti apindure mivhunzo nekuita hurukuro dzematambudziko anenge aonekwa mumasemburu emakiremu.	Kwaiva nekushanya kwemumiriri.	entailment	true	entailment
Zvino, mumiriri mumwecheteye akamboshanya pekutanga anoshanyairazve purovhaidha mutsva kuti apindure mivhunzo nekuita hurukuro dzematambudziko anenge aonekwa mumasemburu emakiremu.	Hatina kumboshanyirwa.	contradiction	true	entailment
Kuchengetedza upfumi hakungovi nechekuita nekuwanda kweupfumi, asi upfumiwo hunepesvedzero yahunoita kusarudzo yekuhuchengetedza.	Sarudzo yekuti munhu anochengetedza here kana kusachengetedza mari inokonzerwa neupfumi hwavo.	entailment	true	entailment
Kuchengetedza upfumi hakungovi nechekuita nekuwanda kweupfumi, asi upfumiwo hunepesvedzero yahunoita kusarudzo yekuhuchengetedza.	Upfumi nezvichengetedzwa zvemari hazvina kumbofanana neipi zvayo nzira nguva zhinji.	contradiction	true	entailment
Kuchengetedza upfumi hakungovi nechekuita nekuwanda kweupfumi, asi upfumiwo hunepesvedzero yahunoita kusarudzo yekuhuchengetedza.	Vapfumi vanogona kuita mukana wakawanda wekuchengetedza chikamu chakakura chezvavanowana.	neutral	true	entailment
Semuenzaniso, rimwe sangano ratakaongorora raiva rabatanidzwa nemabhizimusi maviri raida kuti kambani ikasire kubatanidza mabhizinesi matsva uye kuronga patsva zvakare kuitira kuti zvipindirane nezvinodikwa pakuti bhizinesi rikure.	Kunyanwe panga pabatanidzwa mabhizimusi maviri, panga pasina chikonzero chekuti kambani iite muronga mutsva wehutungamiriri hwayo.	contradiction	true	entailment
Semuenzaniso, rimwe sangano ratakaongorora raiva rabatanidzwa nemabhizimusi maviri raida kuti kambani ikasire kubatanidza mabhizinesi matsva uye kuronga patsva zvakare kuitira kuti zvipindirane nezvinodikwa pakuti bhizinesi rikure.	Kubatanidza makambani maviri kuumba sangano rimwe nekuronga patsva zvakakonzera mhirizhonga panzvimbo yepabasa.	neutral	true	entailment
Semuenzaniso, rimwe sangano ratakaongorora raiva rabatanidzwa nemabhizimusi maviri raida kuti kambani ikasire kubatanidza mabhizinesi matsva uye kuronga patsva zvakare kuitira kuti zvipindirane nezvinodikwa pakuti bhizinesi rikure.	Takaongorora kambani yanga yabatanidza mabhizimusi maviri tikatozokasira kuronga patsva kuti tiite zvinoenderana nezvinoda bhizinesi ravo.	entailment	true	entailment
Magadzirirwo, taive nekushungurudzika kuti mubhadharo utenderwe tisati tanyatsoona kuti vanhu vafamba.	Taiziva kuti kubhadhara kuchanonokesa.	contradiction	true	entailment
Magadzirirwo, taive nekushungurudzika kuti mubhadharo utenderwe tisati tanyatsoona kuti vanhu vafamba.	Taifunga kuti kubhadhara kuchaitwa pasati paita cherechedzo yekuti ndizvo here.	entailment	true	entailment
Magadzirirwo, taive nekushungurudzika kuti mubhadharo utenderwe tisati tanyatsoona kuti vanhu vafamba.	Taifunga kuti mari yatakabhadhara inokasira kuenda tikazobirwa.	neutral	false	contradiction
Tekinoroji yakanyanyopindana nematanho ebhizinesi mumasangano aya nekuti tekinoroji inoonekwa seinoita kuti bhizinesi riite, kwete semudziyo wekushandisa.	Chirongwa chemakombiyuta chekuronga zviri mberi chemhando yepamusoro ndiyo imwe yetekinoroji dzakakosha dzinonyanyodiwa nemabhizinesi. 	neutral	true	entailment
Tekinoroji yakanyanyopindana nematanho ebhizinesi mumasangano aya nekuti tekinoroji inoonekwa seinoita kuti bhizinesi riite, kwete semudziyo wekushandisa.	Tekinoroji ungori mudziyo kwete chinoitisa kuti bhizinesi riite.	contradiction	false	contradiction
Tekinoroji yakanyanyopindana nematanho ebhizinesi mumasangano aya nekuti tekinoroji inoonekwa seinoita kuti bhizinesi riite, kwete semudziyo wekushandisa.	Mabhizinesi aya anoisa tsinhidziro yakawanda patekinoroji.	entailment	true	entailment
Pfungwa mbiri dzinobuda zvakanyanya muzvinyorwa dzinogona kuzobatsira kupamazano mutsvakurudzo dzemangwana.	Zvinyorwa zvinogona kushandura maongororero atinoita masemburu edu.	neutral	true	entailment
Pfungwa mbiri dzinobuda zvakanyanya muzvinyorwa dzinogona kuzobatsira kupamazano mutsvakurudzo dzemangwana.	Zvinyorwa zvinogona kushandura tsvakurudzo dzekumberi.	entailment	true	entailment
Pfungwa mbiri dzinobuda zvakanyanya muzvinyorwa dzinogona kuzobatsira kupamazano mutsvakurudzo dzemangwana.	Hapana zvimwe zvekuita munyaya dzekushandura tsvakurudzo.	contradiction	true	entailment
Maraini akaita mabhokisi anoratidza nzvimbo yehutano hwevatumiri vetsamba zvakabatanidzwa uye maraini ane ngoda anoratidza kurasika kwekuenda kunoshandira kune rimwe bato.	Maraini anohwerengedza kuti magariro evatumiri vematsamba ari panzvimbo yezvikamu gumi kubva muzana.	neutral	true	entailment
Maraini akaita mabhokisi anoratidza nzvimbo yehutano hwevatumiri vetsamba zvakabatanidzwa uye maraini ane ngoda anoratidza kurasika kwekuenda kunoshandira kune rimwe bato.	Maraini haaratidze chimwe chinhu kunze kwenzira.	contradiction	true	entailment
Maraini akaita mabhokisi anoratidza nzvimbo yehutano hwevatumiri vetsamba zvakabatanidzwa uye maraini ane ngoda anoratidza kurasika kwekuenda kunoshandira kune rimwe bato.	Maraini anoratidza huwandu hwehutano huri muvatumiri vematsamba	entailment	true	entailment
Zvichienderana nekuongorora kwenjodzi uku, Centrelink yakagadzira nzira dzakasiyana dzekudzivirira dzakanangana nekudzidzisa vanobatsirwa nevashandirwi nezvezvinodiwa zvekuzivisa mari.	Centrelink yaisaziva nzira yekugadzirisa dambudziko.	contradiction	true	entailment
Zvichienderana nekuongorora kwenjodzi uku, Centrelink yakagadzira nzira dzakasiyana dzekudzivirira dzakanangana nekudzidzisa vanobatsirwa nevashandirwi nezvezvinodiwa zvekuzivisa mari.	Centrelink yaive nenzira dzakawanda dzekudzidzisa vanhu kuripota mari yaipinda nekuti hurumende yairasikirwa nemari yakawanda nekuda kwemhosho.	neutral	true	entailment
Zvichienderana nekuongorora kwenjodzi uku, Centrelink yakagadzira nzira dzakasiyana dzekudzivirira dzakanangana nekudzidzisa vanobatsirwa nevashandirwi nezvezvinodiwa zvekuzivisa mari.	Centerlink yaive nenzira dzakawanda dzekudzidzisa vanhu kuripota mari yaipinda.	entailment	true	entailment
Vakatendera ratidziro dzedesign kambani isati yaisa mari yakawanda mumidziyo nematurusi ekugadzira mapurototaipi apachinhanho cheratidziro. 	Zvino vaigona kuratidza mashandiro aiita design.	entailment	true	entailment
Vakatendera ratidziro dzedesign kambani isati yaisa mari yakawanda mumidziyo nematurusi ekugadzira mapurototaipi apachinhanho cheratidziro. 	Vaigona kuratidza kambani kuti yanga isina ruzivo kuvaka mafekitari matsva.	neutral	true	entailment
Vakatendera ratidziro dzedesign kambani isati yaisa mari yakawanda mumidziyo nematurusi ekugadzira mapurototaipi apachinhanho cheratidziro. 	Vanga vasina ruzivo rwekuratidzira kukosha kwekushandisa upfumi kuti hugobudisa humwe hwakawanda.	contradiction	true	entailment
Kushandira pamwe kweSouth Carolina  kwakabudisa imwe budiriro gore rakatevera.	Hapana muSouth Carolina vakashanda pamwe.	contradiction	true	entailment
Kushandira pamwe kweSouth Carolina  kwakabudisa imwe budiriro gore rakatevera.	SC yakashanda pamwe.	entailment	true	entailment
Kushandira pamwe kweSouth Carolina  kwakabudisa imwe budiriro gore rakatevera.	Mademocrat nemarepublican ku South Carolina ari kushanda pamwe.	neutral	true	entailment
Sekureva kwemumwe ari paBhodi,  zvitupa zvechikamu 605(b) zveBhodi hazvina kupihwa pakasiyana kune Small Business Administration (SBA) Chief Counsel for Advocacy.	Bhodhi harina kupa SBA mapepa emvumo uye vakazvisiira hofisi yevaongorori.	neutral	true	entailment
Sekureva kwemumwe ari paBhodi,  zvitupa zvechikamu 605(b) zveBhodi hazvina kupihwa pakasiyana kune Small Business Administration (SBA) Chief Counsel for Advocacy.	Bhodhi harina kupa SBA mapepa emvumo.	entailment	true	entailment
Sekureva kwemumwe ari paBhodi,  zvitupa zvechikamu 605(b) zveBhodi hazvina kupihwa pakasiyana kune Small Business Administration (SBA) Chief Counsel for Advocacy.	Bhodhi raipa SBA mapepa emvumo zuva rega rega kune wese aikumbira rimwe.	contradiction	false.	contradiction
Kana paita kupindirana kwemitengo yemahotera nezvimwewo ongororo yemafambiro acho ndopainozoitwa.	Midodo yemahotera mazhinji enyika inotambira macard ezvikwereti pakubhadhara.	neutral	true	entailment
Kana paita kupindirana kwemitengo yemahotera nezvimwewo ongororo yemafambiro acho ndopainozoitwa.	Rwendo pachezvarwo rwunozoongororwa kuchishandiswa mari dzinobhadharwa muhotera.	entailment	true	entailment
Kana paita kupindirana kwemitengo yemahotera nezvimwewo ongororo yemafambiro acho ndopainozoitwa.	Hapana nzira yekuongorora kuti rwendo rwakaendwa here kana kuti kwete.	contradiction	neither	neutral
Semuenzaniso, rimwe guta guru redunhu ratakashanyira ine makambani eSoftware anodarika mazana matanhatu.	Madhorobha mahombe ndiwo nzvimbo dzakanakisa dzemakambani eSoftware.	neutral	true	entailment
Semuenzaniso, rimwe guta guru redunhu ratakashanyira ine makambani eSoftware anodarika mazana matanhatu.	Dhorobha rimwe rine churu chemakambani eSoftware.	entailment	true	entailment
Semuenzaniso, rimwe guta guru redunhu ratakashanyira ine makambani eSoftware anodarika mazana matanhatu.	Makambani eSoftware anowanzosada madhorobha nezvikonzero zvemitemo.	contradiction	true	entailment
Mukupima kunyatsokuita kwazvo, kugona zvese hakuitike.	Unogona kugona zvese ukanyatsoshingirira chaizvo.	contradiction	false	contradiction
Mukupima kunyatsokuita kwazvo, kugona zvese hakuitike.	Haungambogoni zvese.	entailment	true	entailment
Mukupima kunyatsokuita kwazvo, kugona zvese hakuitike.	Haungagoni zvese nekuti tese tiri vanhu vekutadza .	neutral	true	entailment
Waaigara naye mumba airendesa imba kuna Hazmi naMihdar nguva ya2000 chizvarwa chemunyika chinochengetedza mutemo chichinozikanwa chose, ane ushamwari nevamwe kumapurisa nevashandi veFBI.	Hazmi na Mihdar vakatenga imba uye havana wavakazotaura naye..	contradiction	true	entailment
Waaigara naye mumba airendesa imba kuna Hazmi naMihdar nguva ya2000 chizvarwa chemunyika chinochengetedza mutemo chichinozikanwa chose, ane ushamwari nevamwe kumapurisa nevashandi veFBI.	Hazmi na Mihdar vairenda kamuri kwegore rese nemari inota madhora mazana mashanu pazuva.	neutral	true	entailment
Waaigara naye mumba airendesa imba kuna Hazmi naMihdar nguva ya2000 chizvarwa chemunyika chinochengetedza mutemo chichinozikanwa chose, ane ushamwari nevamwe kumapurisa nevashandi veFBI.	Hazmi na Mihdar vairenda kamuri.	entailment	true	entailment
Nezvemafambire avakaita kuenda kuBosnia, tarisai chinyorwa chezvechenjedzo , kubvunzurudzwa kwenhengo ye Saudi al Qaeda, munaGumiguru zuva rechitatu muna 2001.	Nhengo ye al Qaeda yakaenda kuBosnia nzendo dzinoita gumi nesere muna 2001.	neutral	true	entailment
Nezvemafambire avakaita kuenda kuBosnia, tarisai chinyorwa chezvechenjedzo , kubvunzurudzwa kwenhengo ye Saudi al Qaeda, munaGumiguru zuva rechitatu muna 2001.	Nhengo yeal Qaeda yakaenda kuBosnia.	entailment	true	entailment
Nezvemafambire avakaita kuenda kuBosnia, tarisai chinyorwa chezvechenjedzo , kubvunzurudzwa kwenhengo ye Saudi al Qaeda, munaGumiguru zuva rechitatu muna 2001.	Hapana umbowo hwenhengo yeal Qaeda ichienda kuBosnia.	contradiction	false	contradiction
Jane akakumbira mushandi weNew York akaiswa kune zvekutsvaka Mihdar  kusaina fomu remvumo reFISA zvichiratidza kuti mushandi ainzwisisa mabatiro aaifanira kuzoita nyaya dzeFISA.	Jane akakumbira kuti fomu remvumo reFISA  risainwe nemutongi.	neutral	true	entailment
Jane akakumbira mushandi weNew York akaiswa kune zvekutsvaka Mihdar  kusaina fomu remvumo reFISA zvichiratidza kuti mushandi ainzwisisa mabatiro aaifanira kuzoita nyaya dzeFISA.	Jane akakumbira kusainirwa fomu remvumo reFISA.	entailment	true	entailment
Jane akakumbira mushandi weNew York akaiswa kune zvekutsvaka Mihdar  kusaina fomu remvumo reFISA zvichiratidza kuti mushandi ainzwisisa mabatiro aaifanira kuzoita nyaya dzeFISA.	Jane akati hakuna fomu remvumo reFISA rine basa.	contradiction	false	contradiction
Hapana chiri kubuda sechisina kumira zvakanaka pane chainyatsocherekedzwa chiine basa maererano neongororo yepagedhe .	Umboo hunovhundutsa hwakabatwa paiitwa ongororo yepagedhi repaongororo.	contradiction	true	entailment
Hapana chiri kubuda sechisina kumira zvakanaka pane chainyatsocherekedzwa chiine basa maererano neongororo yepagedhe .	Ongororo dzepagedhi rekusecha dzinosimbiswa chete  nekugona kunyumwa  kwemushandi anoongorora mikwende inopinda munyika paanenge achiita ongororo.	neutral	true	entailment
Hapana chiri kubuda sechisina kumira zvakanaka pane chainyatsocherekedzwa chiine basa maererano neongororo yepagedhe .	Ongororo yepagedhe reongororo haina kuwana umbowo hunovabata.	entailment	true	entailment
Khallad azopa nhoroondo yechipiri, inoti vese vatatu vakaenda pamwe chete  kuKarachi.	Khallad akati hapana zvaaiziva nezvevatatu ava.	contradiction	true	entailment
Khallad azopa nhoroondo yechipiri, inoti vese vatatu vakaenda pamwe chete  kuKarachi.	Khallad akati vatatu ava vanogona kunge vakaenda pamwe chete.	entailment	true	entailment
Khallad azopa nhoroondo yechipiri, inoti vese vatatu vakaenda pamwe chete  kuKarachi.	Khallad akati paive nemukana wemakumi mashanu muzana wekuti vatatu ava vakaenda pamwe chete kuKarachi muna Gumiguru	neutral	true	entailment
Mhangaro yenjere, kubvunzurudzwa kwaBimalshibh, mwedzi waGumiguru zuva rekutanga gore ra2002.	Binalshibh akabvunzurudzwa nebato reFBI.	neutral	true	entailment
Mhangaro yenjere, kubvunzurudzwa kwaBimalshibh, mwedzi waGumiguru zuva rekutanga gore ra2002.	Binalshibh  akabvunzurudzwa mugore ra2002.	entailment	true	entailment
Mhangaro yenjere, kubvunzurudzwa kwaBimalshibh, mwedzi waGumiguru zuva rekutanga gore ra2002.	Binalshibh haana kumbotaurwa naye, ndobva atoshayikwa.	contradiction	true	entailment
Mihdar akawana vhiza idzva reku U.S mazuva maviri musangano we CIA-FBI wapera muNewYork.	Mihdar aiva ne vhiza rekuUS rekupinda munyika.	entailment	true	entailment
Mihdar akawana vhiza idzva reku U.S mazuva maviri musangano we CIA-FBI wapera muNewYork.	Mihdar haana kumbowana vhiza saka haana kuuya kuUS.	contradiction	false	contradiction
Mihdar akawana vhiza idzva reku U.S mazuva maviri musangano we CIA-FBI wapera muNewYork.	Mihdar akapiwa vhiza nekuti anga asina chaangatyisa .	neutral	true	entailment
Zvisinei nemakore maviri akapera kuchiitwa tsvagiridzo, FBI yakatadza kuwana mumwe aaishanda naye kana kuziva kuti aive ani chaiye .	FBI yakatadza chero kuwana murume uyu paakabuda muFlorida muna2001.	neutral	true	entailment
Zvisinei nemakore maviri akapera kuchiitwa tsvagiridzo, FBI yakatadza kuwana mumwe aaishanda naye kana kuziva kuti aive ani chaiye .	FBI yakatadza kuziva kuti murume uyu anga ari ani.	entailment	true	entailment
Zvisinei nemakore maviri akapera kuchiitwa tsvagiridzo, FBI yakatadza kuwana mumwe aaishanda naye kana kuziva kuti aive ani chaiye .	FBI yakaziva kuti murume aiva ani ikamuisa mujeri.	contradiction	neither	neutral
Pari panya  yeAmerican 11, kufambiswa kwemashoko kune musoro kwekupedzisira  kubva kundege kwakaitwa nenguva dzemaawa masere nemaminiti gumi nematatu mangwanani.	Paifambiswa mashoko kubva kuAmerican11.	entailment	true	entailment
Pari panya  yeAmerican 11, kufambiswa kwemashoko kune musoro kwekupedzisira  kubva kundege kwakaitwa nenguva dzemaawa masere nemaminiti gumi nematatu mangwanani.	Paifambiswa mashoko  kubva kuAmerican 11 mushure memaminitsi mashanu ega ega.	neutral	true	entailment
Pari panya  yeAmerican 11, kufambiswa kwemashoko kune musoro kwekupedzisira  kubva kundege kwakaitwa nenguva dzemaawa masere nemaminiti gumi nematatu mangwanani.	Hapana kumbofambiswa mashoko kubva ku American 11.	contradiction	true	entailment
Kuri kuzviwana, zvaizoda kubatana nekukasira uye kune udzamu kubva kuhurumende ye German, kunova kwaizogona kunetsa kuwana.	Kana ikapedzwa ongororo, inogona kuratidza nzvimbo ine vasungwa vatatu vakatiza.	neutral	true	entailment
Kuri kuzviwana, zvaizoda kubatana nekukasira uye kune udzamu kubva kuhurumende ye German, kunova kwaizogona kunetsa kuwana.	Hurumende yeGerman inogona kunge yakanetseka nekuita tsvakurudzo nekukasira uye ine udzamu.	entailment	true	entailment
Kuri kuzviwana, zvaizoda kubatana nekukasira uye kune udzamu kubva kuhurumende ye German, kunova kwaizogona kunetsa kuwana.	Tsvagurudzo inenge isina kugozha uye iri nyore chose  kuti hurumende iite.	contradiction	true	entailment
Zvinoita kuti zvibudirire izvi zvaive zvisina kukwana asi hapana zvakawanda zvakaitwa kuzviwedzera kana kuzvigadzirisa. 	Havana kushandura chirongwa chavo chekuongorora zvakanyanya.	neutral	true	entailment
Zvinoita kuti zvibudirire izvi zvaive zvisina kukwana asi hapana zvakawanda zvakaitwa kuzviwedzera kana kuzvigadzirisa. 	Hapana zvavakanyanyoita kushandura zvinhu.	entailment	true	entailment
Zvinoita kuti zvibudirire izvi zvaive zvisina kukwana asi hapana zvakawanda zvakaitwa kuzviwedzera kana kuzvigadzirisa. 	Vakaita zvakawanda kushandura zvinhu zvese.	contradiction	true	entailment
Email yemuongorori, asi inoratidza kuti aivhiringidza  tumitemo netumhingamupinyi twemutemo  twakawanda kunyaya dzekugovera mashoko uye mitemo inotungamiririra kushandiswa kwemashoko nevanoita mhosva dzechitsotsi atsvakwa kubudikidza nenzira dzeuchenjerii..	Muongorori akapa ongororo yakanyatsojeka	contradiction	true	entailment
Email yemuongorori, asi inoratidza kuti aivhiringidza  tumitemo netumhingamupinyi twemutemo  twakawanda kunyaya dzekugovera mashoko uye mitemo inotungamiririra kushandiswa kwemashoko nevanoita mhosva dzechitsotsi atsvakwa kubudikidza nenzira dzeuchenjerii..	Muongorori haana kujekesa zvinhu zvakawanda.	entailment	true	entailment
Email yemuongorori, asi inoratidza kuti aivhiringidza  tumitemo netumhingamupinyi twemutemo  twakawanda kunyaya dzekugovera mashoko uye mitemo inotungamiririra kushandiswa kwemashoko nevanoita mhosva dzechitsotsi atsvakwa kubudikidza nenzira dzeuchenjerii..	Ripoti yemuongorori yanga yakakanganisika zvekuti hapana akakwanisa kuiverenga.	neutral	true	entailment
Vamwe vashandi vemuhofisi vakapiwa basa rekubetsera kubvisa vaiva kustairwell vamwe vakaiswa kunobvisa vaiva muPlaza, Concourse nechitesh chePath.	Vashandi vemuhofisi vakapiwa zvekuita.	entailment	true	entailment
Vamwe vashandi vemuhofisi vakapiwa basa rekubetsera kubvisa vaiva kustairwell vamwe vakaiswa kunobvisa vaiva muPlaza, Concourse nechitesh chePath.	Vashandi vemuhofisi vaingomhanya chero kwavaidikwa.	contradiction	true	entailment
Vamwe vashandi vemuhofisi vakapiwa basa rekubetsera kubvisa vaiva kustairwell vamwe vakaiswa kunobvisa vaiva muPlaza, Concourse nechitesh chePath.	Vashandi vemuhofisi vaipiwa kwekuenda zvichibva nehukuru hwavo.	neutral	true	entailment
Musi wa9 Chikunguru, nhau dzinoshamisa dzakasvika kubva kuAfganistan.	Takwana nhau kubva kuAfghanistan.	entailment	true	entailment
Musi wa9 Chikunguru, nhau dzinoshamisa dzakasvika kubva kuAfganistan.	Hatina chatakanzwa kubva ku Afganstan kusvika muna Gumiguru	contradiction	true	entailment
Musi wa9 Chikunguru, nhau dzinoshamisa dzakasvika kubva kuAfganistan.	Takaudzwa nezvekuuya kwekurwiswa kwemuna Chikunguru zuva repfumbamwe. 	neutral	true	entailment
Kutadza kufambisa mashoko changa chiri chinhu chakakosha kuWorld Trade Center, Pentagon, neSomerset County, Pennsylvania, nzvimbo dzakaitikira tsaona kunova kune mapato anomiririra nehutongi hwakasiyana siyana hwakatirimuka. 	Mashoko akafambiswa zvakanyatsonaka zuva regumi nerimwe mwedzi wepfumbamwe.	contradiction	true	entailment
Kutadza kufambisa mashoko changa chiri chinhu chakakosha kuWorld Trade Center, Pentagon, neSomerset County, Pennsylvania, nzvimbo dzakaitikira tsaona kunova kune mapato anomiririra nehutongi hwakasiyana siyana hwakatirimuka. 	Vanhu vakava nenguva yakaoma kufambisa mashoko paWorld Trade center nekuti magetsi anga aenda tambo dzenhare dzadonha.	neutral	true	entailment
Kutadza kufambisa mashoko changa chiri chinhu chakakosha kuWorld Trade Center, Pentagon, neSomerset County, Pennsylvania, nzvimbo dzakaitikira tsaona kunova kune mapato anomiririra nehutongi hwakasiyana siyana hwakatirimuka. 	Vanhu vakava nenguva yakaoma kufambisa mashoko paWorld Trade center.	entailment	true	entailment
Tsvakurudzo yemadhatabhesi aripo ingadai yakabudisa zvitambi zvekudhiraivha, nhamba dzemota, nedzenhare.	Vaongorori vakakumbirawo kuti vaone madhatabhesi ezvebasa.	neutral	true	entailment
Tsvakurudzo yemadhatabhesi aripo ingadai yakabudisa zvitambi zvekudhiraivha, nhamba dzemota, nedzenhare.	Marudzi akawanda eruzivo aivamo mumadhatabhesi agara aripo.	entailment	true	entailment
Tsvakurudzo yemadhatabhesi aripo ingadai yakabudisa zvitambi zvekudhiraivha, nhamba dzemota, nedzenhare.	Panga pasina nzira yekuwana ruzivo pamusoro pezvidzidzo uchishandisa zvinyorwa zviripo.	contradiction	true	entailment
Achiti aive asingagutsikani nezvese zvakaitwa, mutungamiri akazviparadzanisa kubva kunaHazmi and Mihdhar, asi kwete vasati vawana rubatsiro rwavaida.	Mutungamiri akabva angobata vakuru vemutemo ipapo ndokuramba kubatsira munyaya iyi.	contradiction	true	entailment
Achiti aive asingagutsikani nezvese zvakaitwa, mutungamiri akazviparadzanisa kubva kunaHazmi and Mihdhar, asi kwete vasati vawana rubatsiro rwavaida.	Mutungamiri wesangano akapa rubatsiro zvisinei nekusagutsikana kwake.	entailment	true	entailment
Achiti aive asingagutsikani nezvese zvakaitwa, mutungamiri akazviparadzanisa kubva kunaHazmi and Mihdhar, asi kwete vasati vawana rubatsiro rwavaida.	Rubatsiro rwaive rwe mari nekubetsera kuwana mapepa ekufambisa.	neutral	true	entailment
Mugore ra2003, mazita aya akabviswa; nyaya dzose dzeutororo munyika dzose dzaakupiwa zita rimwe, 315.	Nyaya dzese dzeutororo dzinopiwa chitambi chepamusoro kuti dzekukosha.	neutral	true	entailment
Mugore ra2003, mazita aya akabviswa; nyaya dzose dzeutororo munyika dzose dzaakupiwa zita rimwe, 315.	Nyaya dzese dzeutororo dzinowana chitambi chimwe.	entailment	true	entailment
Mugore ra2003, mazita aya akabviswa; nyaya dzose dzeutororo munyika dzose dzaakupiwa zita rimwe, 315.	Nyaya yese yeutororo inotongwa yoerwa pachezvayo.	contradiction	true	entailment
Mushandi wemuhofisi akanga aona South Tower ichidonha, akamhangara kuzvikamu zve ESU mu North Tower murayiro yake yekuti vanhu vabude.	Hapana akasara ari muNorth Tower mushure mekunge South Tower yadonha.	contradiction	true	entailment
