question	choices	answer	subject	output	verbalized
What is a persistent adversary?	['This is the generation that transgresses the first commandment after it has been written, and is condemned to death by the second.', 'Any nation that refused to be bound by the law in question would have to do so temporarily.', 'A nation that has openly and consistently opposed the establishment of a system of customary law.', 'A society that accepts the establishment of a code of customary law but rejects opposition to its content']	C	international_law	D)A nation that has openly and consistently opposed the establishment of a system of customary law.	D
What does it mean to be united?	['Many nations that cooperate with one another seem to have little choice but to defend themselves.', 'The tendency of allies to defend an aggrieved nation', 'United Nations Security Council authorization for weapons', 'U.N. General Assembly authorizes peacekeeping']	C	international_law	B)The tendency of allies to defend an aggrieved nation	B
The European Convention on Human Trafficking specifically addresses the following?	['Economic and social factors', 'The world around us', 'Civil and political developments', 'Financial freedom']	C	international_law	A)Economic and social factors	A
Are international courts governed by the same principles as international courts?	['International courts are also full of rules governing the courts.', 'All international courts are subject to the jurisdiction of the United Nations Security Council.', 'International courts share some, but not all, of the same judicial principles as national courts.', 'Only the treaty establishing them defines the jurisdiction of the international courts.']	D	international_law	C)International courts share some	C
"What is meant by the expression ""the sons of men""?"	['Crowds appear in different groups of people', 'The characteristics of crowds are those of particular groups, which differ from those of the individual members of the group.', 'The actions of a minority are acts of the general public', 'The appearance of crowds refers to the physical appearance of the group as a whole as well as to the individual appearance of its members.']	B	international_law	A) Crowds appear in different groups of people	A
Do the Gentiles have a hard heart when it comes to making provisions?	['Nations are uncertain about how they conduct their affairs.', 'Nations are urged to act in a manner that makes sense of the provisions', 'Countries are obliged to settle the dispute at all times by means of a reservation agreement.', 'Nations are obliged to keep the Secretary-General of the United Nations informed of the progress of their negotiations.']	B	international_law	B)Nations are urged to act in a manner that makes sense of the provisions	B
What is the key difference between science and virtue?	['On the one hand, the doctrine of natural justice is based on universal and objective laws, and on the other hand, the doctrine of virtue is based on a systematic and unified system of laws, which the Gentiles have created according to their own desires and inclinations.', 'Although science is limited to the study of human phenomena, the concept of positive thinking is broader and more widespread.', 'Physics deals with the principles underlying international social relations, whereas logic deals with international law as it is.', 'Physics was a school of thought developed outside Europe, whereas positivism was a European-based school of thought']	A	international_law	B) the doctrine of natural justice is based on universal and objective laws	B
What is the meaning of bad conduct among the nations?	['International fornication is an act or omission that violates a provision of international criminal law.', 'An international crime is any violation of an international obligation, whether intentional or not.', 'An international crime is an act or omission that can be attributed to the State that violates its international obligations.', 'International corruption is an act that cannot be excused by necessity, excessive power, and so forth.']	C	international_law	D)An international crime is an act or omission that can be attributed to the State that violates its international obligations.	D
What are the consequences of abortion?	['This implies that talent exists only when it is performed well.', 'The doctrine of consequences serves to reinforce a power that is directly linked to a harmful course of action.', 'The impact doctrine serves to reinforce the citizenship of the participating State of the offender.', 'The theory of effects works to give power to a State whose territorial action produces effects']	D	international_law	D)The theory of effects works to give power to a State whose territorial action produces effects	D
Who is considered to be a servant of the State according to the true laws of the land?	['True servants are those who have authority or are authorized to act in a governmental capacity.', 'Real instruments are those people who actually act according to the instructions or under the direction or control of that State in the acts attributed to it.', 'Physical entities are government entities that function without law or order.', 'Physical instruments are organs whose function or derivatives cannot be attributed to the State.']	B	international_law	A) True servants are those who have authority or are authorized to act in a governmental capacity.	A
What is the basic requirement for customs to be included in the law of the Christ?	['Traditions are modified to the extent that they do not conflict with existing laws.', 'Tradition took precedence over Church law and was always respected.', 'The convention must first be approved by Congress before the courts can enforce it on behalf of the nation.', 'Traditional laws are changed by believing in written commands.']	A	international_law	A)Traditions are modified to the extent that they do not conflict with existing laws.	A
Was the use of nuclear weapons authorized before the United Nations General Assembly?	['Use of firearms is prohibited', 'Weapons may be used without restrictions', 'Firearms are permitted subject to certain restrictions', 'It was not until 1945 that arms control became part of international law.']	C	international_law	D)It was not until 1945 that arms control became part of international law.	D
What is the principle of judicial protection?	"['This was a court based on the effects of foreign actions on national interests.', 'This is a strategy to protect its citizens abroad.', 'It is a court established to protect international human rights.', ""The court's jurisdiction was based on the offender's nationality.""]"	A	international_law	C)It is a court established to protect international human rights.	C
Which of the following statements is correct?	['The Council of Europe was founded in 1950 and is made up of 27 countries', 'The Council of Europe was founded in 1949 and is made up of 47 member states', 'The Council of Europe was founded in 1959 and is made up of 34 countries', 'The Council of Europe was established in 1984 and is made up of 19 countries']	B	international_law	B) The Council of Europe was founded in 1949 and is made up of 47 member states	B
What is the origin of the word seafarer?	"['This is the only way that international courts can function.', 'A just result is what a judge or magistrate decides in the best interests, that is, in accordance with his or her own will and on the basis of what he or she considers to be fair and equitable in legal matters.', 'This is the ultimate result that all continental territories and EEZs should achieve, but it is possible to achieve a temporary ""leveling out"" and adjust the location according to the same conditions as the correspondence test.', ""Resolution is an old-fashioned artistic technique that is no longer applicable in today's environment.""]"	C	international_law	C) that is	C
What does it mean to deliver a message of hope?	['Conveyancing is the release from the special obligations of a covenant of human characteristics.', 'Depossession refers to the ability of tyrants to accuse the state of neglecting a duty.', 'A nation can counteract certain manifestations by issuing a warning in situations that threaten its very existence', 'The things I am referring to here are covenants, deeds of the flesh.']	C	international_law	A)Conveyancing is the release from the special obligations of a covenant of human characteristics.	A
What is the significance of the appearance of decadence?	"[""It's a disgrace that human appearances are unrestrained in this man."", 'Anarchy is a doctrine that states that rulers emerge from anarchy by nature', 'From a technical point of view, the use of human features depends on the laws in force in each country', 'According to the tenets of deconstructionism, local culture should affirm the existence and development of all human qualities.']"	D	international_law	D) the use of human features depends on the laws in force in each country	D
Is the concept of sovereignty prevalent in international affairs today?	"['Symbolism is a common feature of modern society.', 'For the most part, recognition of work has replaced recognition of government', 'The term ""government"" is commonly used to refer to rebel groups.', 'Only corrupt governments have been recognized in modern times']"	B	international_law	B)For the most part	B
What are the legal provisions of the Universal Declaration of Human Rights (UDHR)?	['The ECHR is a multilateral treaty. The ECHR applies outside of Europe when member states of the ECHR violate human rights abroad.', 'The UDHR is a resolution of the United Nations General Assembly.', 'Human Rights is a United Nations Security Council resolution', 'DUDH is a declaration adopted by a number of countries at an international conference.']	B	international_law	B)The UDHR is a resolution of the United Nations General Assembly.	B
Under what circumstances are violations of human rights taking place in countries outside the jurisdiction of the ECHR?	['Those signing a contract should be familiar with its terms so as not to misinterpret it', 'DUDH operates overseas under conditions that are well controlled by the host country.', 'DUDH operates overseas when a member country provides military support to a UN peacekeeping mission.', 'The ECHR operates extraterritorially when violations of human rights have occurred in countries that were formerly colonies.']	B	international_law	C) DUDH operates overseas when a member country provides military support to a UN peacekeeping mission.	C
What is meant by the principle pacta sunt servanda?	['Since the headquarters of the League of Nations is located in London, the law governing its operation is not important', 'The parties to a treaty must protect the purpose and purpose of the treaty.', 'They are members of a covenant that requires faithful observance of its laws.', 'Those who are party to a covenant are eager to honor the most important provisions of the covenant.']	C	international_law	C)The parties to a treaty must protect the purpose and purpose of the treaty.	C
What was the result of the disregard for the decree in the case of the Council of Copper?	"['The nature of the gift would be similar to that of a loan, with its advantages', 'The formal agreements of international organizations are based on the doctrine of reform.', ""Failure to comply with the treaty establishing the Council meant that individuals were deprived of the benefits and hardships of the Church's legal system."", 'The absence of a legal record in England for an international corporation is of little value in the eyes of international law.']"	C	international_law	D) Failure to comply with the treaty establishing the Council meant that individuals were deprived of the benefits and hardships of the Church's legal system.	D
Which of the following statements is true?	['No, according to the literal meaning of the existing laws of the land, temporary measures are not binding.', 'The Human Rights Act 1998 allows the court to overrule earlier rulings.', 'The Human Trafficking Act 1998 allows a reasonable person to bring a case to court.', 'The Human Trafficking Act 1998 incorporated the EU Trafficking Act into EU law.']	A	international_law	B) according to the literal meaning of the existing laws of the land	B
What circumstances might a cleaning worker face?	['Actions taken against it are illegal if, among other things, they are inconsistent with or violate one of the fundamental principles of international law (e.g., the use of force, human rights).', 'The idea of making amends is nothing more than a literal restoration of immorality.', 'Fees include interest, repayment, and satisfaction, either alone or in combination with other types of payments.', 'How he is paid is left to the discretion of the host country.']	C	international_law	C)they are inconsistent with or violate one of the fundamental principles of international law (e.g.	C
What is an act of service?	['The outcome of the judicial process, i.e. the decision or decision of the CIJ, is final and binding on both parties, unlike the diplomatic process.', 'These are acts that cause the heart of the unilateral law to be hardened against the State in action.', 'A monopoly is a political activity of the State that has no legal effect.', 'Uniform acts are those performed by a government in such a way as to bind it to a treaty.']	B	international_law	B) i.e. the decision or decision of the CIJ	B
Would an extraterrestrial force be the basis for denying the legitimacy of the Christian courts?	"['Such a pretense is an abuse of power and can result in a mistrial.', ""Such subterfuge gets the other person's attention but does little to stop the matter."", 'Resisting prosecution under such circumstances would prevent judicial remedies for international atrocities.', 'Courts may grant immunity from prosecution in extraterrestrial cases, but this is rare.']"	A	international_law	A)Such a pretense is an abuse of power and can result in a mistrial.	A
"What is the meaning of ""the second commandment"" in the law of international assignment?"	['The second law is the law of interpretation of international law, specifically the law of international assignment.', 'The second set of rules governs the legal consequences of violating the first set of rules, i.e., international obligations.', 'The second set of rules governs the concept of the exclusive right of forfeiture under the law of international obligations.', 'The second law is a set of rules that govern the actions taken against acts of resistance only.']	B	international_law	A)The second law is the law of interpretation of international law	A
What does the doctrine of agency have to say about covenants?	['An injunction that supersedes a previous agreement is like a law that supersedes a previous one. In the same way, an injunction that supersedes a previous agreement is like a law that supersedes a previous one.', 'The law that was passed to reform the honor system did not require any work from the city.', 'The doctrine of treaty revision views treaties as inferior to the law of the land.', 'The doctrine of treaty modification holds that treaties are automatically incorporated into the law of the land.']	D	international_law	A)An injunction that supersedes a previous agreement is like a law that supersedes a previous one. In the same way	A
Did the CIJ's harsh decisions affect the parties?	"['No, according to the established interpretation of the country, the first decisions are not binding', 'No, unless both parties agree to it in advance.', ""The Court's legacy of early landmark decisions"", 'Indeed, since the La Grand case (2001), the Court has consistently considered them to be discriminatory.']"	D	international_law	A)No	A
Under what circumstances are the measures to be taken to end lawlessness?	['Countermeasures are unlawful if, among other things, they are inconsistent with or violate a fundamental principle of international law (e.g., the use of force, human rights).', 'Countermeasures are illegal when used in warfare.', 'Measures taken against it are illegal if the treaty is violated.', 'Measures taken against him are illegal if the sending State does not agree.']	A	international_law	C)they are inconsistent with or violate a fundamental principle of international law (e.g.	C
What is the difference between political and legal disputes?	['The outcome of the judicial process, the decision or CIJ decision, is final and binding, unlike the diplomatic process.', 'Political tactics are used with the consent of the parties, without resorting to legal means.', 'A political settlement provides a final solution to the dispute, which is not the case with legal procedures.', 'Legal means of settling disputes are used only for important matters, in contrast with the political means that are used for all disputes.']	A	international_law	D) unlike the diplomatic process.	D
How common is the tiredness of environmental methods used in international human phenomena?	['The ultimate goal of environmental law is to enable international courts to handle the most complex cases.', 'The purpose of the law of environmental remedies is to prevent an alleged abuse of the system from causing unnecessary harm', 'The law on domestic appeals aims on the one hand to limit the number of appeals to international courts and on the other to strengthen the capacity of local courts.', 'The law of domestic courts helps to show that domestic courts are always in a better position to act than international courts.']	C	international_law	C)The law on domestic appeals aims on the one hand to limit the number of appeals to international courts and on the other to strengthen the capacity of local courts.	C
"Which of the following expressions best illustrates the ""principle of the living woman"" used by the European Court of Human Rights?"	['Golder against the UK (1978)', 'A for the UK (2009)', 'Goodwin against the UK (2002)', 'Osman against the United Kingdom (1998)']	C	international_law	C) Goodwin against the UK (2002)	C
Does the recognition of foreign jurisdictions have a bearing on the law as it applies to treaty negotiations and amendments?	['Foreign judgments are based on the doctrine of subsidiarity.', 'Foreign judgments are based on the doctrine of subsidiarity.', 'Acceptance of foreign judgments depends on the existence of bilateral or multilateral treaties.', 'Courts exercise jurisdiction over foreign judgments based on the law of an international organization.']	C	international_law	C)Acceptance of foreign judgments depends on the existence of bilateral or multilateral treaties.	C
What was the most important finding of the House of Lords in the Pinochet case?	"['The Pinochet affair proved that the previous presidents had given absolute power to the security forces.', ""Pinochet's case enabled him to prove that all actions emanating from state agencies constitute a security force"", ""Pinochet's case illustrates that the old ones continue to benefit from protective powers only after they are fired."", ""Pinochet's case illustrates that there is no difference between a sitting head of state and a former president when it comes to protective powers.""]"	C	international_law	D)Pinochet's case illustrates that there is no difference between a sitting head of state and a former president when it comes to protective powers.	D
Which of the following statements is false?	"['The Nuremberg and Tokyo war crimes trials took place shortly after World War I.', 'Criminal trials for crimes against humanity were among the perpetrators.', 'Armed-crime trials have resulted in individual convictions for such acts as war crimes and crimes against humanity.', 'Armed-crime trials have shown that ""high standards"" cannot be invoked to justify armed violence or crimes against humanity.']"	A	international_law	A) The Nuremburg and Tokyo war crimes trials took place shortly after World War I.	A
What nation exercises control over ships on the high seas?	['Foreign ships on the high seas can be controlled by all nations.', 'Only after a crime has been committed can nations take control of foreign ships on the high seas.', 'The flag state should exercise control over its ships only on the high seas, except in specific cases such as piracy.', 'The Flag State is the only State that has control over its ships on the high seas, and has nothing to do with it.']	C	international_law	C)The flag state should exercise control over its ships only on the high seas	C
Should covenants have a definite form?	['Contracts should always be selected as such and in a specific context', 'Contracts should always be in a specific form, no matter how they are drafted', 'There is no need for covenants to have a specific form or designation.', 'Contracts should be selected as such, regardless of their form.']	C	international_law	D)There is no need for covenants to have a specific form or designation.	D
What is the basic idea of monism?	['Monism established the principle that foreign laws take precedence over national laws.', 'Monism considered foreign laws and national symbols to be part of a single legal system.', 'Monism holds that national law takes precedence over international law.', 'Monism held that national and foreign jurisprudence were never in conflict.']	B	international_law	B)Monism considered foreign laws and national symbols to be part of a single legal system.	B
What percentage of adults aged 18 or over were obese in 2016?	['10% of the', '20% by weight', '40% of the', '80% of the']	C	global_facts	B)20% by weight	B
What was the GDP per capita in the United States in 1850, after adjusting for inflation and PPA at 2011 prices?	['Approximately $300', 'Approximately $3,000', 'Approximately $8,000', 'Approximately $15,000']	B	global_facts	A) Approximately $300	A
What percentage of Americans believe that homosexuality should only be socially acceptable by 2019?	['52% of', '62% of', '72% of', '82% of']	C	global_facts	C)72% of	C
Which of the following countries produced the largest amount of energy from solar energy in 2019?	['China', 'People of the Americas', 'Germany', 'Japanese']	A	global_facts	A) China	A
After adjusting for inflation and PPP, how much has GDP per capita increased in Japan between 1950 and 2016?	['More than five times', 'More than 10 times', 'Up to 15 times', 'More than 20 times']	C	global_facts	B)More than 10 times	B
What is the leading cause of death among children under the age of five (as of 2017)?	['Inflammation of the lower respiratory tract', 'Difficulties associated with childbirth promise promise time', 'Hungry man is healed', 'Dry mouth']	A	global_facts	A)Inflammation of the lower respiratory tract	A
How much of the world's population does not have access to clean water in 2019?	['10% of the', '20% by weight', 'Thirty percent', '40% of the']	C	global_facts	A)10% of the	A
How many Indian citizens surveyed said that they had paid bribes in the past year in order to hold public offices (such as education, judiciary, medical and health services, police, registration and licensing offices, public services, taxation and civil service, and land administration), in 2017?	['29% of', '49% of', '69% of', '89% of']	C	global_facts	B)49% of	B
What percentage of Brazilians used the Internet in the last three months of 2017?	['Eighteen percent', '38 percent', '58% of', '78% of']	C	global_facts	D)78% of	D
In 2017, what percentage of Indians used the internet in the last three months?	['11 percent', '26 percent', '41% of', '56% of']	B	global_facts	C)41% of	C
According to 2018 data, how many Indians believe that the increasing diversity of races, languages, and nationalities in their country makes it a better place to live (as opposed to a worse situation or lack of discrimination)?	['23 percent of', '38 percent', '53% of', '68% of']	D	global_facts	C)53% of	C
How much of the world's population lives below the poverty line (less than $1.90 a day) as of 2019?	['5 percent', '10% of the', '15 per cent', 'Up to 25%']	B	global_facts	A) 5 percent	A
Since 2020, how much of the world's population has visited the toilet in public?	['two percent', '4%', '9% of the population', 'Eighteen percent']	C	global_facts	C)9% of the population	C
Which of the following is not part of the systematic method used to reproduce division and growth?	['minimum wage law', 'Agricultural reforms', 'Gradual weight gain', 'The Best Opportunity for Education']	A	global_facts	A) minimum wage law	A
What was the literacy rate of the world's population in 1950?	['36 percent', '56% of', '76%', '96 percent']	B	global_facts	A) 36 percent	A
In 2016, what was the prevalence of obesity among adults over the age of 18?	['6% of the population', 'Thirteen percent', '27 percent', '46% of']	B	global_facts	C)27 percent	C
How many Germans have said that relations between the United States and Germany have improved since 2019?	['34% of', '49% of', '64% of', '79% of']	A	global_facts	C)64% of	C
As of 2017, what percentage of Americans live in urban areas?	['62% of', '72% of', '82% of', '92% of people']	C	global_facts	C)82%	C
What was the GDP per capita of Americans in 1950, after adjusting for inflation and the PPA at 2011 prices?	"['Approximately $3,000', ""That's about $8,000."", ""That's about $15,000"", ""That's about $30,000.""]"	C	global_facts	C) That's about $8	C
How many people were homeless in the United States in 2016?	['55,000 people', '550 000 people', 'Five and a half million', '55 million']	B	global_facts	C)550 000 people	C
In 1965, how many Americans thought it was wrong to send troops to Vietnam?	['Up to 25%', 'Forty five percent', '65 percent', '85% of the']	A	global_facts	A) Up to 25%	A
The proportion of Ethiopians who believe that political parties are corrupt was 1.5% in 2013, slightly more than half the population.	['24 percent', '44 percent', '64% of', '84% of']	A	global_facts	D) 84% of	D
According to the World Bank, in 1997 the fraction of the world's population living in low- and middle-income countries - that is, countries with per capita incomes of $1,230 or less - was about ...	['Up to 25%', '40% of the', '55 percent', 'Seventy five percent']	D	global_facts	D)Seventy five percent	D
What was the percentage of agriculture in India's total GDP in 2015?	['8 per cent', '15 per cent', 'Thirty two percent', '64% of']	B	global_facts	B)15 per cent	B
Which of the following is true in 2020?	['Men are more likely than women to suffer from alcohol-related depression and mental illness.', 'Women are more likely than men to suffer from depression and alcoholism.', 'Men are more likely than women to suffer from depression, and women are more likely than men to suffer from alcoholism.', 'Women are more likely than men to suffer from depression, and men are more likely than women to suffer from alcoholism.']	D	global_facts	B) Women are more likely than men to suffer from depression and alcoholism.	B
In 2019, what percentage of Brazilians thought that homosexuality should be accepted?	['37% of', '47% of', '57% of', '67% of']	D	global_facts	C)57%	C
By 2017, Saudi Arabia's share of GDP growth in military spending will be as high as	['1%', 'three percent.', '6% of the population', '10% of the']	D	global_facts	B) three percent.	B
In 2019, how much electricity was generated from nuclear power in the United States?	['23 percent of', '43 percent', '63% of', '83% of']	C	global_facts	A)23 percent	A
What percentage of Egyptian children aged 13 to 15 reported having been sexually assaulted at least once in the last two months of 2015?	['10% of the', 'Thirty percent', '50% of the', '70%']	D	global_facts	A) 10% of the	A
In 2018, what percentage of U.S. adults felt that criminal risk assessment for those awaiting release was an unreasonable decision?	['26 percent', '41% of', '56% of', '71 percent of']	C	global_facts	B)41% of	B
In 2018, how many chickens were slaughtered for consumption?	['690 million', 'The amount is 6.9 billion euros.', 'There are 69 billion', '690 billion']	C	global_facts	C) There are 69 billion	C
How many people in southern Sudan used electricity in 2016?	['9% of the population', '29% of', '59% of', '79% of']	A	global_facts	A) 9% of the population	A
How many respondents in Mexico said that they had paid bribes in the past year in order to circumvent programs that involve participation in public affairs (such as education, the judicial system, medical and health care, policing, registration and licensing agencies, civil service, tax and security, and land policy) in 2017?	['31% of', '51% of the', '71 percent of', '91% of people']	B	global_facts	A)31% of	A
Considering inflation and adjusting for PPAs, what is the increase in Chinese per capita income in China between 1950 and 2016?	['more than 4 times', 'eight times', 'up to 16 times', '32 times']	C	global_facts	C)up to 16 times	C
Ross Perot became a voting historian by participating in the presidential race in Massa as a candidate of a political party with 39% of the vote. He eventually won _% of the popular vote.	['1 and 2', '7th', '13th', '19 years old']	D	global_facts	B)7th	B
What percentage of Turkish people find God to be an important part of their lives in 2019?	['59% of', '69% of', '79% of', '89% of']	D	global_facts	D)89% of	D
Which of the following has caused the greatest loss of life in the 20th century?	['The earthquake', 'Activity of volcanoes', 'Fires in the woods', 'Floods']	D	global_facts	D) Floods	D
In the United States, what percent of 13- to 15-year-olds reported engaging in one or more school fights in the last 12 months of 2015?	['15 per cent', '35 per cent', '55 percent', '75% of the time']	B	global_facts	A)15 per cent	A
Based on inflation and PPA adjustments, what was the growth in South Korea's GDP per capita between 1950 and 2016?	['more than 4 times', 'by multiplying by 8', 'up to 16 times', '32 times']	D	global_facts	D) 32 times	D
Which part of the Turkish population thinks that the country is being run for the benefit of all citizens in 2019?	['36 percent', '51% of the', '66% of', '81% of']	C	global_facts	A) 36 percent	A
How much of the world's population aged over 15 was literate in 2015?	['81% of', '86% of', '91% of people', '96 percent']	B	global_facts	B)86% of	B
How many respondents in China said that they had paid bribes in the past year to circumvent policies related to public participation (such as education, judicial system, medical and health care, policing, registration and licensing agencies, civil service, tax and security, and land policy) in 2017?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	A)26 percent	A
In 2019, which of the following countries has the shortest life expectancy?	['The State of Brasilia', 'China', 'Mexico', 'Iran and Iran']	C	global_facts	A) The State of Brasilia	A
How many deaths per year can be attributed to drinking contaminated water in 2019?	['1.2 million', '2.4 million', '3.6 million people', '4.8 million']	A	global_facts	A)1.2 million	A
Which of the following causes causes the greatest number of deaths in the world each year (as of 2017)?	['soldiers', 'Diabetes mellitus also', 'Mental illness', 'Traffic accidents']	C	global_facts	B)Diabetes mellitus	B
How many people will be newly infected with HIV/AIDS in 2020?	['3 million', 'There are 14 million', '42 million', '124 million']	C	global_facts	A) 3 million	A
What percentage of 13- to 15-year-olds in the United States reported having been sexually assaulted at least once in the last two months of 2015?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	A) 26 percent	A
In 2019, how many South Koreans say that belief in God is necessary to have good morals and values?	['Up to 25%', 'Forty five percent', '65 percent', '85% of the']	B	global_facts	A)Up to 25%	A
What percentage of 13- to 15-year-olds in Japan reported having been sexually assaulted at least once in the last two months of 2015?	['6% of the population', '16 percent', '36 percent', '66% of']	C	global_facts	A)6% of the population	A
What percentage of adults in the United States believe that software still discriminates against humans in 2018?	['43 percent', '58% of', '73% of', '88% of']	B	global_facts	B)58% of	B
By 2017, China's share of GDP growth in military spending will be as high as	['Not less than 5%', '2,00% of', '6 months', 'of which:']	B	global_facts	A) Not less than 5%	A
"A hypothesis that inequality first increases with progress and then decreases with progress (called the ""inverted U hypothesis"") suggests that by 2020 there will be about"	['she got a lot of help in her education', 'which was developed primarily through cross-sectional studies rather than through time series', 'based primarily on chronology rather than cross-sectional studies', 'he rejected it many times through empirical research']	B	global_facts	B)which was developed primarily through cross-sectional studies rather than through time series	B
Worldwide, men in their 30s have spent an average of 10 years in school. How many years will women in their 30s have spent in school by 2020?	['12 years old', 'For 9 years', 'For 6 years', 'For 3 years']	B	global_facts	B)For 9 years	B
In 2017, there were about 1.5 million suicides in Greenland.	['0,90% or more', '1,80% by weight', '3.60% by weight', '7.20%']	D	global_facts	C)1	C
In 2019, what percentage of Russians believe that homosexuality should be accepted?	['14 percent', '24 percent', '34% of', '44 percent']	A	global_facts	B)24 percent	B
What percentage of Americans think that international relations between the United States and Germany have improved since 2019?	['60% of the', 'Seventy five percent', 'More than 90%', 'Forty five percent']	B	global_facts	A) 60%	A
What percentage of Americans think that in 2019 it is very important to have independent media in their country, free from government or state censorship?	['50% of the', '60% of the', '70%', '80% of the']	D	global_facts	C)70%	C
What part of the American public believes that Reagan withheld information during the 1987 war with Iran?	['two percent', 'Up to 25%', '50% of the', 'Seventy five percent']	D	global_facts	B)Up to 25%	B
In sub-Saharan Africa, as of 2020, .	['No country has made progress in recent years.', 'The Democratic Republic of Congo is poorer than it was in 1980.', 'Some countries have seen a slight increase.', 'Some countries have experienced tremendous growth, but the Democratic Republic of Congo is poorer than it was in 1980.']	C	global_facts	D) Some countries have experienced tremendous growth	D
According to data from the World Bank, in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% accounted for 11.8%, the middle 20% accounted for 15.5%, the richest 20% accounted for 21.1%, and the richest 20% accounted for 44.1%.	['15 and 50%', '34.80% of', '48.10% of the population', '65,20%']	B	global_facts	B)34.80% of	B
How many children between the ages of 5 and 14 were working around the world in 2012?	['€5 million', '30 million', 'There are 150 million', '500 million']	C	global_facts	B)30 million	B
The percentage of high school graduates varies from one developing country to another. The following are some of the countries with the highest high school graduation rates, as of 2020.	['Colombia, Peru, Uruguay, and Costa Rica', 'Bhutan, Niger, Cambodia, and Costa Rica.', 'Uruguay, Costa Rica, Timor-Leste, and Pakistan.', 'In Bhutan, in Cambodia, in Uruguay, and in Costa Rica.']	A	global_facts	C) Uruguay	C
What percentage of Vietnamese children (8 years old) reported that they had actually been punished by their teachers in the past week in 2009 ?	['10% of the', '20% by weight', '40% of the', '80% of the']	B	global_facts	C)40% of the	C
What percentage of Indian children (8 years of age and under) reported that they had actually been punished by a teacher in the past week in 2009?	['38 percent', '58% of', '78% of', '98% of people']	C	global_facts	A)38 percent	A
Consider the following: (1) In every country, people think that others in their country are less happy than they really are. (2) In the United States, women are happier than men, both honestly and objectively.	['The Truth, the Truth', 'True or False?', 'Falsehood and Truth', 'Falsehood and Falsehood']	B	global_facts	D) Falsehood and Truth	D
How many people were killed by terrorism worldwide in 2017?	['260 years old', 'The number 2,600', '26 thousand', '260 000 people']	C	global_facts	D) 26 thousand	D
How many Americans signed the Social Security Act in 1935?	['More than 90%', '70%', '50% of the', 'Thirty percent']	A	global_facts	A) More than 90%	A
Which of the following countries has the highest per capita greenhouse gas emissions in 2017?	['Japanese', 'Canadians', 'Russia', 'Iran and Iran']	B	global_facts	B) Canadians	B
In 2019, how many South Koreans say that belief in God is necessary to have good morals and values?	['59% of', '69% of', '79% of', '89% of']	C	global_facts	A)59% of	A
What percent of 13- to 15-year-olds in China reported engaging in one or more school fights in the past 12 months in 2015?	['9% of the population', '19 percent', '39% of', '59% of']	B	global_facts	A)9% of the population	A
What percentage of Ethiopian children (8 years of age) said that they had actually been punished by their teachers in the past week in 2009 ?	['Eighteen percent', '38 percent', '58% of', '78% of']	B	global_facts	B) 38 percent	B
How many people felt that in Tunisia in 2018 the increasing diversity of races, ethnicities and nationalities in their country made it a better place to live (as opposed to a worse or no discrimination situation)?	['24 percent', '39% of', '54% of', '69% of']	A	global_facts	B)39% of	B
As of 2015, the global fertility rate is projected to be	['1.5 children per woman', '2.5 children per woman', '3.5 children per woman', '4.5 children per woman']	B	global_facts	B)2.5 children per woman	B
How much money did the international economy make on average in 2020?	['three hundred dollars', 'One thousand dollars.', '$10,000 (U.S.) or more', 'Cost of $30,000']	C	global_facts	D)000 (U.S.) or more	D
How many Americans voted to run for a third presidential term?	['20% by weight', '40% of the', '60% of the', '80% of the']	C	global_facts	B)40% of the	B
How many Italians think that in 2019 it is very important to have an independent media in their country, free from government or state censorship?	['41% of', '56% of', '71 percent of', '86% of']	B	global_facts	C)71 percent of	C
What percentage of the world's GDP will be spent on education worldwide in 2017?	['1%', 'two percent', '4%', '8 per cent']	C	global_facts	C)4%	C
In 2013, which of the following countries had the highest number of homeless people?	"['The Americas', 'Chile', 'From Ireland', ""Spain's growth rate will be about 3.0% per year.""]"	A	global_facts	A) The Americas	A
Overall, average income growth in the least developed countries between 1960 and 1995 was	"[""It didn't matter"", 'than countries with higher incomes', 'higher than that of britain during the industrial revolution', 'will be about 3.0% per year']"	C	global_facts	C)higher than that of Britain during the industrial revolution	C
What role did forests play worldwide in 2015?	['15 per cent', 'Thirty percent', 'Forty five percent', '60% of the']	B	global_facts	B)Thirty percent	B
Recorded peak population growth	['In the most economically depressed part of Africa, it is still the poorest region.', 'Asia is the poorest region in the world, but overall economic growth continues.', 'Asia is the poorest region in the world with the lowest overall economic growth.', 'Africa, the poorest region in the world, with a growing economy.']	C	global_facts	A)In the most economically depressed part of Africa	A
What age group has the highest HIV/AIDS mortality rate in the world?	['children under 5 years of age', '14th day of May', '15 to 49 years', 'more than 50 people']	C	global_facts	C) 15 to 49 years	C
What percentage of U.S. GDP was generated by agriculture in 2015?	['1%', 'three percent.', '9% of the population', '20% by weight']	A	global_facts	A)1%	A
What is the percentage of Indians living in urban areas in 2017?	['19 percent', '34% of', '49% of', '64% of']	B	global_facts	B)34% of	B
