question	choices	answer	subject	output	verbalized
"What philosopher called this idea of natural rights ""a pillar of nothingness""?"	['by Alan Gerwicz', 'Immanuel Kant What did he say?', 'by John Locke', 'What is it?']	D	international_law	B) Immanuel Kant	B
Who has the authority to negotiate international treaties?	['Agreements are concluded by competent representatives of States. Heads of state, heads of government, foreign ministers and heads of diplomatic missions are assumed to have such authority.', 'Contracts can only be negotiated and concluded by heads of state and government.', 'No one is considered to have such authority unless he has been appointed by us and sealed.', 'Contracts concluded by members of diplomatic missions only Countries']	A	international_law	A) Agreements are concluded by competent representatives of States. Heads of state, heads of government, foreign ministers and heads of diplomatic missions are assumed to have such authority.	A
Whom will you 'continue to oppose'?	['After the establishment of the constitution in question, they continue to resist', 'Prohibit the government from being temporarily restricted by the law in question.', 'The government has consistently and openly opposed the creation of the rule of customary law since its inception.', 'The government accepts the sovereignty of customary law, but disputes its content.']	C	international_law	D) The government has consistently and openly opposed the creation of the rule of customary law since its inception.	D
What does it mean to be peaceable?	['The right to self-defense', 'Protecting the rights of friends of the State', 'UN Security Council authorization for the detention of detainees', 'Peacekeeping missions authorized by the United Nations General Assembly']	C	international_law	A)The right to self-defense	A
Which of the following concerns the European Convention on Human Rights?	['Economic and social rights', 'Right of residence', 'Civil and political rights', 'financial freedom']	C	international_law	C) Civil and political rights	C
Will the jurisdiction of international courts apply the same principles to domestic courts?	['The limits of jurisdiction applicable to national courts are also studied in international courts.', 'The jurisdiction of all international courts is subject to the UN Security Council.', 'International courts have some, but not all, of the principles of jurisdiction applicable to national courts.', 'Jurisdiction rests solely with international courts']	D	international_law	A)The limits of jurisdiction applicable to national courts are also studied in international courts.	A
What is the right of vengeance?	['The right to retaliate varies from person to person', 'The rights of the members of an individual group are distinct from those of a group', 'Minority rights are the rights of the privileged', 'The right of redress is a collective right as well as an individual right of the members of the group.']	B	international_law	D)The right of redress is a collective right as well as an individual right of the members of the group.	D
Are the nations bound by any obligations when they negotiate?	['Governments have no control over how they conduct their negotiations', 'Governments are obliged to conduct meaningful dialogue.', 'Governments have an obligation to find a solution to a dispute every time they negotiate', 'Countries are obliged to inform the UN Secretary-General of the progress of their negotiations.']	B	international_law	B)Governments are obliged to conduct meaningful dialogue.	B
What is the fundamental difference between creation and righteousness?	['On the one hand, the universe is based on a common law and purpose, while on the other hand, civilization is based on a system of written laws and boundaries created by governments for their own purposes.', 'For if the creation is subject to law, then the righteousness that is by the law is greater than the sin.', 'If nature is the foundation of society, then justice is also a universal law.', 'Creationism is considered to be outside of the European school of thought, while ethics is a Euro-centric theory.']	A	international_law	D) civilization is based on a system of written laws and boundaries created by governments for their own purposes.	D
"What is ""the wickedness of the world""?"	['An international crime is an act or omission that violates international criminal law', 'All international violations, whether related to or not to international obligations of the State', 'Whether or not the act is legally binding is a matter for the state, and it is a violation of federal law.', 'Action on a global scale is inexcusable in the face of necessity, power, and greed.']	C	international_law	A) An international crime is an act or omission that violates international criminal law	A
What is the effect of doctrine?	['Power is only effective when it is exercised', 'The doctrine serves to authorize judgments involving harmful conduct in connection with State interference', 'Doctrine used by the State to confer judicial authority on citizens to prosecute crimes', 'The doctrine of State influence serves to give judicial authority to this action to influence its environment.']	D	international_law	B) The doctrine serves to authorize judgments involving harmful conduct in connection with State interference	B
Under what legal obligations are people legally considered to be part of the Kingdom?	['Legal entities are individuals who are legally authorized to exercise public authority', 'Legal entities are persons who, in fact, act under the direction of, or under the direction or control of, the State in carrying out activities related to that State', 'Illegal entities are government entities that operate legally without proper authority or ultra vires.', 'Illegal entities are entities whose actions or omissions cannot be connected with the Kingdom']	B	international_law	A) Legal entities are individuals who are legally authorized to exercise public authority	A
What is the principle of inclusion in English law?	['A custom is only binding if it is not contrary to a law', 'Tradition is superior to English law and has always been embraced', 'Courts must be recognised by parliament before they can move to the interior.', 'Customs are intertwined with law enforcement']	A	international_law	A)A custom is only binding if it is not contrary to a law	A
Was the use of military force justified before the Charter of the United Nations?	['Forced labor was forbidden', 'Unrestricted power of arrest allowed', 'Restricted bandwidth allowed', 'Prisoners were not regulated under international law before 1945']	C	international_law	D) Prisoners were not regulated under international law before 1945	D
What is the principle of judicial protection?	['It is a judgment based on a foreign act that harms the national interest', 'It is a legal authority to protect a citizen of a foreign country', 'It is the legal authority for the protection of international human rights', 'He is a law-abiding citizen']	A	international_law	C) It is the legal authority for the protection of international human rights	C
Which of the following statements is true?	['The Council of Europe, founded in 1950, has 27 member states', 'Established in 1949, the Council of Europe has 47 member states', 'Established in 1959, the Council of Europe has 34 member states', 'Established in 1984, the Council of Europe has 19 member states']	B	international_law	D) Established in 1949	D
"What is the ""equal pay"" in maritime law and practice?"	['The only method of restraint followed by courts and international tribunals', 'Fairness is the ability of a judge or jury to decide ex aequo et bono, that is, to take into account what is fair and just in a given case.', 'The continental and EEZ boundaries must all be reached, however, by weighing the distances and taking into account the conditions of the test zone.', 'If it was a trick to get a fair result, it is not a trick now.']	C	international_law	C) that is	C
What does it mean to be humble?	['A waiver is an exemption from a specific human rights obligation in a contract', 'Reducing the ability of copyright holders to sue the State for copyright infringement', 'A government may suspend privileges in situations that threaten its existence', 'Breach of human rights treaties is an executive clause']	C	international_law	A)A waiver is an exemption from a specific human rights obligation in a contract	A
What is the meaning of cultural cohesion?	"['Cultural diversity ensures equal rights for all without any restrictions', 'Cultural relations imply that people have cultural values.', ""The practice of traditional courts ensures that people's rights are respected in every country."", 'Cultural relations require that all human rights be guaranteed by the environment and culture.']"	D	international_law	B)Cultural relations imply that people have cultural values.	B
How widespread is the worldwide work of informing governments today?	['Informing governments has become increasingly common in recent times', 'Information to governments has been replaced by information to the masses', 'Government recognition of rebel groups is commonplace', 'Only partial democracies are now recognized']	B	international_law	A) Informing governments has become increasingly common in recent times	A
What is the Universal Declaration of Human Rights (UDHR)?	['The UDHR is a multilateral treaty', 'The UDHR is a decision of the UN General Assembly', 'The UDHR is a decision of the UN Security Council', 'The UDHR is a declaration adopted by many countries at an international conference']	B	international_law	B)The UDHR is a decision of the UN General Assembly	B
In what circumstances does a violation of human rights outside the territory of the ECHR fall within the jurisdiction of the ECHR?	['The ECHR applies outside Europe where human rights have been violated by member states outside the ECHR', 'The ECHR applies to situations in which a country is effectively a member.', 'The ECHR applies outside the area where a Member State has authorized a UN peacekeeping mission', 'The ECHR applies outside the territory where human rights violations are taking place in the former member states.']	B	international_law	A)The ECHR applies outside Europe where human rights have been violated by member states outside the ECHR	A
What is meant by the principle pacta sunt servanda?	['The parties to a contract should know the terms of the contract and not misinterpret them', 'The parties to an agreement must uphold the spirit and purpose of the agreement', 'Those who enter into a contract should honor the terms of the contract with integrity', 'The parties to an agreement should not unnecessarily violate the agreement']	C	international_law	C)Those who enter into a contract should honor the terms of the contract with integrity	C
What was the result of the failure to apply the Law in the Sanhedrin case?	"['The International Criminal Court had its headquarters in London, so there was no point in ignoring the law', 'The founding treaties of international organizations are governed by the founding doctrine', 'The ineffectiveness of the treaty establishing the Council means that in the English legal system the rights and duties of individuals are not recognised.', ""England's lack of enforcement of international law has no effect under international law.""]"	C	international_law	D)The ineffectiveness of the treaty establishing the Council means that in the English legal system the rights and duties of individuals are not recognised.	D
Which of the following statements is true?	['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law.', 'The 1998 Bill of Rights authorizes a court to overturn a primary law', 'The Human Rights Declaration of 1998 gives any reasonable person the right to bring a case to court', 'The Human Rights Act 1998 incorporated the EU Charter of Fundamental Rights into UK law.']	A	international_law	A) The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law.	A
What are some ways in which we can show gratitude?	['Money can be any form of money, including interest', 'Conviction involves only physical retaliation for wrongdoing', 'Returns container, container and filling, either alone or in other form of container', 'The form of education is a matter for the State to decide']	C	international_law	A) Money can be any form of money	A
"What is meant by the expression ""one act""?"	['These are the practices practiced by the Gentiles in a traditional context.', 'They are the creation of legally binding acts on the part of the State in force', 'One-sided actions have no legal effect on government policy', 'Partial actions are actions taken by the Kingdom to be bound by a covenant']	B	international_law	B)They are the creation of legally binding acts on the part of the State in force	B
Are the courts of England otherwise legally bound by the statute?	['Such a robbery could lead to illegal transportation and delayed transportation', 'Such a robbery does not result in a delay unless the offender is held accountable', 'Procrastination in such cases prevents justice for international criminals.', 'Courts can hear cases outside the district, but only for a limited time.']	A	international_law	D) Courts can hear cases outside the district	D
"What is the meaning of ""the second commandment"" in the law of universal responsibility?"	['The secondary rules are the rules of interpretation of international law, including international liability law.', 'The secondary laws govern the consequences of violating the first law, the universal obligation of the State', 'The secondary law is the law of international liability that governs only the attribution of intentions.', 'The secondary laws were laws against action only']	B	international_law	C)The secondary laws govern the consequences of violating the first law	C
What does the doctrine say about contract breaches?	['The doctrine requires that all treaties be amended before becoming national laws.', 'The elimination doctrine does not require further action at the national level.', 'The doctrine deals with extradition treaties as domestic law.', 'The doctrine of transposition suggests that ratified treaties automatically pass to the legislative branch of the country.']	D	international_law	A)The doctrine requires that all treaties be amended before becoming national laws.	A
Are the actions of the ICJ binding on the parties?	['No, in the literal sense of the term State action is not mandatory in the present case', 'No, unless the parties agree beforehand', 'Whether the measures are mandatory depends on the court', 'Yes, since the La Grande case (2001) the Court has not been divided.']	D	international_law	A)No	A
When are anti-discrimination measures illegal?	['Measures taken against others are illegal if they do not comply with or violate mandatory international law (e.g. the use of force, human rights).', 'Anti-discrimination measures in prisons are illegal', 'Retaliatory action is illegal when it violates a treaty between two countries', 'The government is responsible for any illegal actions unless authorized']	A	international_law	A) Measures taken against others are illegal if they do not comply with or violate mandatory international law (e.g. the use of force, human rights).	A
What is the difference between using political and legal means to resolve conflicts?	['Results from the legal method, i.e. the ICJ ruling, are final and binding on the parties, but not on the diplomatic method.', 'Political systems are governed by the consent of the parties to the dispute, but not by the law', 'Political tactics may settle the dispute, but not legally', 'The legal method of settling disputes applies only to major disputes, and in all disputes the political method is used.']	A	international_law	C) are final and binding on the parties	C
What is behind the ecological footprint of human rights in the world?	['Domestic arbitration is intended to free international courts to deal with complex cases', 'Local resolution rules are intended to avoid unnecessary complaints from the applicants using the system.', 'The law of domestic settlement on the one hand limits the number of claims to international courts and at the same time aims to build the capacity of domestic courts.', 'Domestic arbitration law allows international courts to consistently demonstrate that they are in a better position to hear cases than international ones.']	C	international_law	C)The law of domestic settlement on the one hand limits the number of claims to international courts and at the same time aims to build the capacity of domestic courts.	C
Which of the following is a living instrument used by the European Court of Human Rights?	['Golder and UK (1978).', 'A v the UK (2009)', 'Goodwin and UK (2002).', 'Osman v. the UK (1998)']	C	international_law	B)A v the UK (2009)	B
Is the recognition of foreign judgments the same as the law that applies to the acceptance and exchange of contracts?	['Judgments are made by incorporation of a foreign body', 'Foreign judgments are made by a change of doctrine', 'Foreign judgments depend on the existence of bilateral or multilateral treaties', 'Courts can decide to enforce a foreign law']	C	international_law	C)Foreign judgments depend on the existence of bilateral or multilateral treaties	C
What is the significance of the House of Lords' findings on Pinochet?	"[""Pinochet's case ensures that former leaders have full freedom."", 'The Pinochet case proved that all civil actions must be free.', 'The Pinochet affair ensured that former heads of state were denied personal liberty after being removed from power.', 'Pinochet proves that there is no difference between the current and former head of state on the issue of immunities.']"	C	international_law	D)Pinochet proves that there is no difference between the current and former head of state on the issue of immunities.	D
Which of the following statements is false?	"['War crimes trials in Nuremberg and Tokyo immediately after World War I', 'The crisis began as a war crime ""crime against humanity""', 'The War Crimes Act holds individuals legally accountable for acts such as war crimes and crimes against humanity.', 'The prosecutor found that this war crime ""high order"" could not be used to prevent war crimes or crimes against humanity']"	A	international_law	A) War crimes trials in Nuremberg and Tokyo immediately after World War I	A
What power has jurisdiction over the ships of the great sea?	['All countries can impose sanctions on foreign ships on the high seas', 'Governments can exercise jurisdiction over foreign ships on the high seas only in relation to crimes of their own', 'The flag state must have exclusive jurisdiction over the high seas, except in special matters such as maritime piracy.', 'A flag state is a sovereign state whose ships exercise a special right to navigate the high seas without a flag.']	C	international_law	C)The flag state must have exclusive jurisdiction over the high seas	C
Do they have to be of a certain type?	['Contracts should always be labeled and have a unique design', 'Contracts should always have a unique design, no matter what they are called', 'Contracts that do not have to have a specific form or designation', 'Contracts of any form should be labeled as such']	C	international_law	D) Contracts that do not have to have a specific form or designation	D
What is the basic idea of monotheism?	['Monism holds that international law takes precedence over domestic law', 'Monism holds that law is an international and domestic body of law', 'Monism holds that the law of the land is superior to the law of the universe', 'Monism ensures that national and international laws do not conflict']	B	international_law	A)Monism holds that international law takes precedence over domestic law	A
How many percent of adults aged 18 and over are obese as of 2016?	['10 percent of', '20 percent of', '40 percent', 'eighty percent']	C	global_facts	B)20 percent of	B
What was the GDP per capita in the United States in 1850, adjusted for the cost of living and PPP values in 2011?	['Approximately $300', 'Around $3k', 'Approximately $8k', 'Around $15k']	B	global_facts	A) Approximately $300	A
As of 2019, what percentage of Americans say that homosexuality should be socially acceptable?	['52% of the', '62% of', '72% of the', '82% of the']	C	global_facts	C)72% of the	C
Which of the following countries generated the most total solar power in 2019?	['China', 'United States of America', 'Germany', 'Japanese']	A	global_facts	A) China	A
By controlling the standard of living and adjusting for PPP, how much has per capita GDP increased in Japan from 1950 to 2016?	['by 5 times', 'by a factor of 10', 'by 15 times', 'by 20 times.']	C	global_facts	B)by a factor of 10	B
What is the cause of death for children under five (as of 2017)?	['Infection of the lower respiratory system', 'When Problems Arise and Time Passes', 'Diseases of the heart', 'What is malaria?']	A	global_facts	A)Infection of the lower respiratory system	A
As of 2019, what percentage of the world's population does not have access to safe drinking water?	['10 percent of', '20 percent of', 'Thirty percent', '40 percent']	C	global_facts	A)10 percent	A
What percentage of those surveyed reported paying bribes in the past year to obtain government services (such as education, justice, healthcare, policing, registration and licensing services, health services, tax and customs collection, and land services)?	['29% of the', '49% of', '69% of', 'It is 89%']	C	global_facts	A)29% of	A
How much of the Brazilian population used the Internet in the last three months of 2017?	['18 percent of the', '38 percent of', '58% of', '78% of']	C	global_facts	D)78% of	D
As of 2017, how much of India's population used the internet in the last three months?	['11 percent of', '26 percent of', '41% of', '56% of']	B	global_facts	C)41% of	C
As of 2018, what percentage of Indians believe that the influx of people of different races, castes, and ethnicities into their country will make them better off (as opposed to worse off)?	['23 percent of', '38 percent of', '53% of the', '68% of']	D	global_facts	C)53% of	C
As of 2019, about what percent of the world's population lives in extreme poverty (less than $1.90 a day)?	['five percent.', '10 percent of', '15 percent of', '25% of the']	B	global_facts	A)five percent.	A
How many percent of the world's population will use a pit toilet by 2020?	['two per cent', 'four percent.', '9 percent', '18 percent of the']	C	global_facts	C) 9 percent	C
Which of the following is not a redistribution-of-sizes policy?	['minimum wage law', 'the restoration of the earth', 'the step tax', 'increase in educational attainment']	A	global_facts	B) the restoration of the earth	B
In 1950, how much of the world's population could read and write?	['36 percent of', '56% of', '76% of', '96 percent of']	B	global_facts	B)56%	B
How many percent of adults aged 18 and over are obese as of 2016?	['6 percent', '13 percent of', '27 percent of', '46% of']	B	global_facts	B)13 percent of	B
As of 2019, about how many percent of Germans think that relations between the U.S. and Germany are good?	['Thirty four percent', '49% of', '64% of', '79% of']	A	global_facts	A)Thirty four percent	A
As of 2017, how many percent of Americans live in cities?	['62% of', '72% of the', '82% of the', '92% of people']	C	global_facts	A) 62% of	A
What was the GDP per capita in the United States in 1950, adjusted for the cost of living and PPP in 2011?	['Around $3k', 'Approximately $8k', 'Around $15k', 'Around $30k']	C	global_facts	B)Approximately $8k	B
How many people were homeless in the United States in 2016?	['55,000 people', 'five hundred and fifty thousand', 'five and a half million', '55,000,000 What is it?']	B	global_facts	C)five hundred and fifty thousand	C
In 1965, how many Americans thought it was wrong to send troops to Vietnam?	['25% of the', '45 percent of', '65 percent of', '85 percent of']	A	global_facts	A)25% of	A
As of 2013, the majority of people in Ethiopia think that political parties are corrupt.	['24 percent', '44 percent', '64% of', '84% of']	A	global_facts	D)84% of	D
In 1997, the World Bank estimated that the fraction of the world's population living in low- and lower-middle-income countries had a per capita income of $1230 or less.	['25% of the', '40 percent', '55 percent of', '75 percent of']	D	global_facts	B)40 percent	B
What percentage of India's total GDP was accounted for by Q in 2015?	['eight percent', '16 percent of', '32 percent of', '64% of']	B	global_facts	B) 16 percent of	B
Which of the following is true in 2020?	['men are more likely to suffer from depression and alcoholism than women.', 'women are more likely to suffer from depression and alcoholism than men.', 'While men are more likely to suffer from depression, women are more likely to use alcohol.', 'Women are more likely to suffer from depression than men, and men are more likely than women to have problems with alcohol.']	D	global_facts	B)women are more likely to suffer from depression and alcoholism than men.	B
As of 2019, what percentage of Brazilians think that homosexuality should be accepted by society?	['37% of', '47% of', '57% of', '67% of']	D	global_facts	D)67% of	D
As of 2017, Saudi Arabia's share of GDP for military spending has dropped to	['one percent', 'three percent.', '6 percent', '10 percent of']	D	global_facts	C) 6 percent	C
How much fossil fuel-based electricity has been produced in the United States since 2019?	['23 percent of', '43 percent', '63% of', '83% of']	C	global_facts	B)43 percent	B
How many children aged 13-15 in Egypt have reported being raped at least once in the past two months since 2015?	['10 percent of', 'Thirty percent', '50% of the', '70% of the']	D	global_facts	A) 10 percent	A
As of 2018, about 50 percent of adults in the U.S. believe that an algorithm is the most likely explanation for a crime.	['26 percent of', '41% of', '56% of', '71 percent of']	C	global_facts	B)41% of	B
How many eggs were killed for meat production in 2018?	['690 million', '6.9 billion', '69 billion', '690 billion']	C	global_facts	C) 69 billion	C
What percentage of South Sudan's population had access to electricity in 2016?	['9 percent', '29% of the', '59% of', '79% of']	A	global_facts	A) 9 percent	A
How many percent of respondents from Mexico reported that they had paid a bribe in the past year to obtain public services (such as education; justice; health and medical care; police; registration and licensing services; health care; income and retirement taxes; and land services) since 2017?	['31% of', '51% of the', '71 percent of', '91% of people']	B	global_facts	A) 31% of	A
By controlling the standard of living and adjusting for PPP, how much did China's GDP per capita increase from 1950 to 2016?	['by 4 times', 'by 8 times', 'by 16 times.', 'by a factor of 32']	C	global_facts	C)by 16 times	C
Ross Perot set an election record in June by leading the short-term presidential candidate in the third round with 39%.	['1st year', 'The 7', '13 What Is It?', '19th']	D	global_facts	C)13	C
As of 2019, what percentage of Turks say that God plays an important role in their lives?	['59% of', '69% of', '79% of', 'It is 89%']	D	global_facts	B)69% of	B
Which of the following was the deadliest in the 20th century?	['The earthquake', 'Activity of the volcano', 'Forest fires', 'Fighting']	D	global_facts	D)Fighting	D
How many children aged 13-15 reported being bullied at school one or more times in the past 12 months in 2015?	['15 percent of', '35 percent of', '55 percent of', '75 percent of']	B	global_facts	B)35 percent of	B
How much has GDP per capita increased in South Korea from 1950 to 2016, measured by standard of living and adjusted for PPP?	['by 4 times', 'by 8 times', 'by 16 times.', 'by a factor of 32']	D	global_facts	D)by a factor of 32	D
As of 2019, what percentage of people from Turkey agree that this government will be run for the benefit of all the people?	['36 percent of', '51% of the', '66% of', '81% of the']	C	global_facts	A)36 percent of	A
How many percent of the world's population over the age of 15 could read and write by 2015?	['81% of the', '86% of', '91% of people', '96 percent of']	B	global_facts	B)86% of	B
What percentage of respondents in China reported paying bribes in the past year to obtain government services (such as education; justice; healthcare; policing; registration and licensing services; healthcare; tax and customs revenue; and land services)?	['26 percent of', '46% of', '66% of', '86% of']	A	global_facts	A) 26 percent of	A
As of 2019, which of the following is the youngest?	['The United States', 'China', 'Mexico', 'from Iran']	C	global_facts	A) The United States	A
As of 2019, how many deaths per year are caused by unsafe water?	['1.2 million people', '2.4 million', 'three and a half million', '4.8 million']	A	global_facts	A)1.2 million people	A
Which of the following causes the most deaths worldwide each year (as of 2017)?	['Diseases of the heart', 'What can you do about it?', 'A disease that affects the mind', 'Damage to roads']	C	global_facts	A)Diseases of the heart	A
How many people will be infected with HIV/AIDS in 2020?	['3 million', '14 million', '42 million', '124 million']	C	global_facts	C)42 million	C
How many children aged 13-15 in the United States have reported being sexually assaulted at least once in the past two months since 2015?	['26 percent of', '46% of', '66% of', '86% of']	A	global_facts	A) 26 percent of	A
As of 2019, what percentage of South Koreans say it is necessary to believe in God to have a good life and a good price?	['25% of the', '45 percent of', '65 percent of', '85 percent of']	B	global_facts	A)25% of the	A
How many children aged 13-15 in Japan have reported being raped at least once in the past two months since 2015?	['6 percent', '16 percent of', '36 percent of', '66% of']	C	global_facts	A) 6 percent	A
As of 2018, about how many percent of adults in the United States believe that computer programs are consistently biased?	['43 percent', '58% of', '73% of', '88% of']	B	global_facts	A) 43 percent	A
As of 2017, China's share of GDP for military spending is about	['0.50% by weight', 'two per cent', '6 percent', 'twelve percent']	B	global_facts	B) two per cent	B
It is estimated that inequality will first increase with growth, then decrease with growth (known as the U-turn), starting in 2020.	['most of the studies are heavily funded', 'is supported by cross-sectional research rather than time-based research.', 'supported by a cross-sectional study rather than a chronological one.', 'generally refers to empirical studies']	B	global_facts	C)supported by a cross-sectional study rather than a chronological one.	C
Worldwide, 30-year-old men have spent an average of 10 years in school. How many years have women of the same age spent in school, as of 2020?	['12 years old', '9 years old', '6 years old', '3 years']	B	global_facts	B)9 years old	B
Since 2017, the proportion of people who die by suicide in Greenland has risen to	['0.90% by weight', '1.80% by weight', 'three.60 percent', '7.20% of the']	D	global_facts	B)1.80% by weight	B
As of 2019, what percentage of Russians think that homosexuality should be accepted by society?	['fourteen percent', '24 percent', 'Thirty four percent', '44 percent']	A	global_facts	B) 24 percent	B
As of 2019, about how many percent of Americans think that relations between the U.S. and Germany are good?	['60% of the', '75 percent of', 'More than 90%', '45 percent of']	B	global_facts	A)60% of the	A
As of 2019, what percentage of Americans think it is important to have an independent media in our country?	['50% of the', '60% of the', '70% of the', 'eighty percent']	D	global_facts	D)eighty percent	D
In 1987, when the Iran-Contra Affair broke out, what percentage of Americans believed that Reagan was a spy?	['two per cent', '25% of the', '50% of the', '75 percent of']	D	global_facts	A) two per cent	A
In sub-Saharan Africa, as of 2020,	['Over the years, the nation has not grown.', 'The Democratic Republic of Congo is poorer than it was in the early 1980s.', 'in some more developed countries.', 'While other countries are more developed, the Democratic Republic of the Congo is poorer than it was in the early 1980s.']	C	global_facts	C) The Democratic Republic of Congo is poorer than it was in the early 1980s.	C
Data from the World Bank show that in 1995 the poorest 20% of households in Niger had an income of 7.5%, the next poorest 20% had an income of 15.5%, the second richest 20% had an income of 21.1% and the oldest 20% had an income of 44.1%.	['15.50% by weight', '34.80% by weight', '48.10% of the population', '65.20% of the population']	B	global_facts	B)34.80% by weight	B
How many children between the ages of 5-14 have been forced to work around the world since 2012?	['5 million', '30 million', '150 million people', 'five hundred million']	C	global_facts	B)30 million	B
LDCs have different high school enrollment rates.Some countries with high school enrollment rates, as of 2020,	['Colombia, Peru, Uruguay, and Costa Rica.', 'Bhutan, Niger, Cambodia, and Costa Rica.', 'by Uruguay, Costa Rica, Timor-Leste and Pakistan.', 'Bhutan, Cambodia, Uruguay, and Costa Rica.']	A	global_facts	C) Uruguay	C
How many Vietnamese children (age 8) reported being physically punished by teachers in the past week in 2009?	['10 percent of', '20 percent of', '40 percent', 'eighty percent']	B	global_facts	B)20 percent	B
How many children in India (8 years old) reported being physically punished by teachers in the last week of 2009?	['38 percent of', '58% of', '78% of', '98 percent of']	C	global_facts	A) 38 percent of	A
Consider the following statistics: (1) In every country people think that individuals in their own country are no happier than they are. (2) In the United States, women's overall happiness is higher than that of men.	['The Truth, the Truth', 'True or False?', 'True or False ?', 'Falsehood and Lies']	B	global_facts	C)True or False?	C
How many people were killed by terrorism globally in 2017?	['260 years old', 'two thousand six hundred', '26,000 or more', 'two hundred and sixty thousand']	C	global_facts	B) two thousand six hundred	B
In 1935, how many Americans supported the Civil Rights Act?	['More than 90%', '70% of the', '50% of the', 'Thirty percent']	A	global_facts	D)Thirty percent	D
Which of the following countries emitted the most CO2 per capita in 2017?	['Japanese', 'from Canada', 'The Russian Federation', 'from Iran']	B	global_facts	B) from Canada	B
As of 2019, about how many percent of Indians say it is necessary to believe in God in order to be comfortable and have a good price?	['59% of', '69% of', '79% of', 'It is 89%']	C	global_facts	C)79% of	C
How many children aged 13-15 in China have reported being bullied at school more than once in the past 12 months since 2015?	['9 percent', '19 percent of', '39% of the', '59% of']	B	global_facts	B)19 percent of	B
How many Ethiopian children (aged 8) reported being physically abused by teachers in the past week in 2009?	['18 percent of the', '38 percent of', '58% of', '78% of']	B	global_facts	B)38 percent of	B
Since 2018, how many percent of Tunisians believe that their country's multi-racial, multi-ethnic and multi-ethnic population makes for a better place to live?	['24 percent', '39% of the', '54% of', '69% of']	A	global_facts	B)39% of	B
Since 2015, the rate of global	['1.5 children for each woman', '2.5 children to each woman', '3.5 children to each woman', '4.5 children to each woman']	B	global_facts	B)2.5 children to each woman	B
What is the global average income in 2020?	['$300 or more', '$1,000 or more', '$10,000 or more', '$30,000 for a family']	C	global_facts	C)000 or more	C
How many Americans voted to run for a third term before being re-elected for a third term?	['20 percent of', '40 percent', '60% of the', 'eighty percent']	C	global_facts	B)40 percent	B
As of 2019, how many Italians think it is important to have an independent media in our country?	['41% of', '56% of', '71 percent of', '86% of']	B	global_facts	C)71 percent of	C
What percentage of the world's GDP was government spending on education in 2017?	['one percent', 'two per cent', 'four percent.', 'eight percent']	C	global_facts	C)four percent	C
Which of the following countries has the highest number of homeless people since 2013?	['The United States', 'Chile', 'Ireland and Ireland', 'Spain']	A	global_facts	A) The United States	A
Overall, average income growth in the least developed countries accelerated between 1960 and 1995	['was about zero.', 'than in high-income countries.', 'than Britain during the Industrial Revolution.', 'an average of 3.0 percent per year']	C	global_facts	A)was about zero.	A
How much of the earth's surface will be covered by forests by 2015?	['15 percent of', 'Thirty percent', '45 percent of', '60% of the']	B	global_facts	A)15 percent of	A
Rapid population growth has been achieved	['In Africa, the poorest regions of the world have the lowest overall economic growth.', 'Asia is the poorest region in the world and the most economically stable.', 'In Asia, the poorest region of the world has the lowest overall economic growth.', 'Africa is the poorest region in the world and the most economically stable.']	C	global_facts	A)In Africa	A
What age group in the world is most affected by HIV/AIDS?	['less than 5', '14 times', '15 to 49', 'more than 50']	C	global_facts	C)15 to 49	C
What percentage of total US GDP was accounted for by Q in 2015?	['one percent', 'three percent.', '9 percent', '20 percent of']	A	global_facts	B)three percent.	B
As of 2017, what percentage of Indians live in urban areas?	['19 percent of', 'Thirty four percent', '49% of', '64% of']	B	global_facts	B)Thirty four percent	B
Consider the following: (1) In affluent countries, the average cost of living is higher. (2) Important events in life, such as marriage or divorce, affect our happiness, but the long-term impact is surprisingly small.	['The Truth, the Truth', 'True or False?', 'Falsehood and Truth', 'Falsehood and Lies']	A	global_facts	C)True or False?	C
At the time of his promotion, what was the difference from the remaining schools in the South and the U.S.?	['eighty percent', '40 percent', '-40 percent', '-80% of']	B	global_facts	B) 40 percent	B
As of 2013, two-thirds of Americans think that political parties are the most corrupt	['36 percent of', '56% of', '76% of', '96 percent of']	C	global_facts	C)76% of	C
Which of the following countries spent the largest proportion of its GDP on renewable energy in 2015?	['China', 'Japanese', 'Chile', 'from India']	C	global_facts	A) China	A
As of 2020, how much do you have to earn per year to be among the world's richest one percent?	['of $150,000', '$75,000 or more', '$35,000, or', '$15,000 or more']	C	global_facts	D) $150,000 or more	D
How many Americans believed in the Holocaust in 1943?	['Thirty percent', '50% of the', '70% of the', 'More than 90%']	B	global_facts	C)70% of the	C
Which of the following countries reduced the most CO2 in 2017?	['from Canada', 'The Russian Federation', 'from Iran', 'Japanese']	D	global_facts	B) The Russian Federation	B
At the time of independence, there were hundreds of thousands of university graduates in ____, but none in ____.	['India, the Congo', 'India, South Korea', 'Republic of the Congo, South Korea', 'South Korea, India']	A	global_facts	A) India, B) the Congo	A
As of 2013, the role of people who think that political parties in India are corrupt	['26 percent of', '46% of', '66% of', '86% of']	D	global_facts	C)66% of	C
As of 2019, what percentage of French people believe that God plays an important role in their lives?	['11 percent of', '31% of', '51% of the', '71 percent of']	B	global_facts	A) 11 percent of	A
