subject	question	choices	answer	command_r+	prompt	verbalized
international_law	Je, wajumbe wa mahakama ya usuluhishi wanateuliwaje?	['Wajumbe wote wa mahakama ya usuluhishi huteuliwa na wahusika', 'Wajumbe wote wa mahakama ya usuluhishi huteuliwa na wahusika', 'Wanachama wote wa mahakama ya usuluhishi huteuliwa na mtu wa tatu asiye na upendeleo, kama vile rais wa ICJ', 'Wanachama wote wa mahakama ya usuluhishi huteuliwa na wahusika kutoka kwa orodha ya wasuluhishi iliyodhibitiwa']	A	C)Wanachama wote wa mahakama ya usuluhishi huteuliwa na mtu wa tatu asiye na upendeleo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, wajumbe wa mahakama ya usuluhishi wanateuliwaje?
 A)Wajumbe wote wa mahakama ya usuluhishi huteuliwa na wahusika B)Wajumbe wote wa mahakama ya usuluhishi huteuliwa na wahusika C)Wanachama wote wa mahakama ya usuluhishi huteuliwa na mtu wa tatu asiye na upendeleo D)kama vile rais wa ICJ"	C
international_law	Nadharia ya msingi ya utambuzi ni gani?	['Utambuzi ni uamuzi wa hali ya serikali', 'Utambuzi unahitaji idhini ya kikatiba kutoka kwa mataifa ya tatu', 'Utambuzi unahitaji kwamba katiba ya Nchi inayotambulika ijumuishe dhamana za kutosha za haki za binadamu', 'Nchi zinazotaka kutambuliwa lazima ziwe na katiba inayofaa']	A	C)Utambuzi unahitaji kwamba katiba ya Nchi inayotambulika ijumuishe dhamana za kutosha za haki za binadamu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nadharia ya msingi ya utambuzi ni gani?
 A)Utambuzi ni uamuzi wa hali ya serikali B)Utambuzi unahitaji idhini ya kikatiba kutoka kwa mataifa ya tatu C)Utambuzi unahitaji kwamba katiba ya Nchi inayotambulika ijumuishe dhamana za kutosha za haki za binadamu D)Nchi zinazotaka kutambuliwa lazima ziwe na katiba inayofaa"	C
international_law	Utaratibu wa utekelezaji wa Mkataba wa Kimataifa wa Haki za Kiraia na Kisiasa (na Itifaki) unajumuisha	['Utaratibu wa kuripoti pekee', 'Hukumu ya mahakama ya kimataifa', 'Haki ya ombi binafsi tu', 'Utaratibu wa kuripoti na haki ya ombi la mtu binafsi']	D	D) Utaratibu wa kuripoti na haki ya ombi la mtu binafsi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Utaratibu wa utekelezaji wa Mkataba wa Kimataifa wa Haki za Kiraia na Kisiasa (na Itifaki) unajumuisha
 A)Utaratibu wa kuripoti pekee B)Hukumu ya mahakama ya kimataifa C)Haki ya ombi binafsi tu D)Utaratibu wa kuripoti na haki ya ombi la mtu binafsi"	D
international_law	Mikataba ya kujitekeleza ni nini?	['Mikataba ya kujitekeleza huidhinishwa tu na mamlaka ya utendaji', 'Mikataba ya kujitegemea iko wazi na sahihi vya kutosha kiasi cha kutohitaji hatua zozote za utekelezaji', 'Kujitekeleza kutegemea hatua za utekelezaji zinazotolewa katika mkataba wenyewe', 'Mikataba ya kujitegemea inafuata kanuni muhimu ya mabadiliko']	B	A)Mikataba ya kujitekeleza huidhinishwa tu na mamlaka ya utendaji	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mikataba ya kujitekeleza ni nini?
 A)Mikataba ya kujitekeleza huidhinishwa tu na mamlaka ya utendaji B)Mikataba ya kujitegemea iko wazi na sahihi vya kutosha kiasi cha kutohitaji hatua zozote za utekelezaji C)Kujitekeleza kutegemea hatua za utekelezaji zinazotolewa katika mkataba wenyewe D)Mikataba ya kujitegemea inafuata kanuni muhimu ya mabadiliko"	A
international_law	Je, ICJ inapinga wazo la kwamba shambulio lenye silaha laweza kutokea kupitia mfululizo wa vitendo vya silaha vyenye nguvu ndogo, lakini vinavyoongezeka?	['ICJ haikuwa na uhasama wowote kwa nadharia ya mkusanyiko', 'Dhana ya shambulio la silaha inahusu shambulio moja, sio matukio mengi madogo ya nguvu ya silaha', 'Katika kesi ya Nikaragua ICJ alikataa nadharia mkusanyiko', 'ICJ haijawahi kushughulikia suala hili']	A	D)Katika kesi ya Nikaragua ICJ alikataa nadharia mkusanyiko	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, ICJ inapinga wazo la kwamba shambulio lenye silaha laweza kutokea kupitia mfululizo wa vitendo vya silaha vyenye nguvu ndogo, lakini vinavyoongezeka?
 A)ICJ haikuwa na uhasama wowote kwa nadharia ya mkusanyiko B)Dhana ya shambulio la silaha inahusu shambulio moja C)sio matukio mengi madogo ya nguvu ya silaha D)Katika kesi ya Nikaragua ICJ alikataa nadharia mkusanyiko"	D
international_law	Je, kuna kipaumbele chochote kati ya korti na mahakama za kimataifa?	['Kulingana na sheria ya lis pendens, mahakama au mahakama inayochukua kwanza mzozo huo ina mamlaka ya kipekee ya kuuhukumu', 'Mahakama ya Kimataifa ya Haki kwa ufafanuzi ina kipaumbele juu ya korti au mahakama nyingine yoyote', 'Kwa kuwa hakuna sheria ya lis pendens katika sheria za kimataifa na yote inategemea idhini ya wahusika kwenye mzozo, hakuna kipaumbele au uongozi kati ya korti za kimataifa na mahakama ', 'Mahakama za kikanda au maalum zina kipaumbele juu ya wengine wote kulingana na kanuni ya lex specialis']	C	C)Mahakama ya Kimataifa ya Haki kwa ufafanuzi ina kipaumbele juu ya korti au mahakama nyingine yoyote	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, kuna kipaumbele chochote kati ya korti na mahakama za kimataifa?
 A)Kulingana na sheria ya lis pendens B)mahakama au mahakama inayochukua kwanza mzozo huo ina mamlaka ya kipekee ya kuuhukumu C)Mahakama ya Kimataifa ya Haki kwa ufafanuzi ina kipaumbele juu ya korti au mahakama nyingine yoyote D)Kwa kuwa hakuna sheria ya lis pendens katika sheria za kimataifa na yote inategemea idhini ya wahusika kwenye mzozo"	C
international_law	Je, Mataifa ya tatu yanafurahia haki zozote za uvuvi ndani ya Eneo la Kiuchumi la Kipekee la Jimbo lingine?	"[""Wakati Jimbo la pwani haliwezi kuvua 'jumla ya samaki wanaoruhusiwa', Jimbo la pwani linapaswa kuipa Jimbo lingine ufikiaji wa samaki wa ziada huku kipaumbele kikipewa Nchi zinazoendelea na nchi kavu"", 'Nchi za tatu huenda zisiweze kuwa na ufikiaji wa uvuvi ndani ya EEZ ya Jimbo lingine', 'Jimbo la pwani linapaswa kutoa ufikiaji wa uvuvi ndani ya EEZ yake kwa Mataifa jirani peke yao', 'Mataifa ya Tatu yana uhuru wa kuvua ndani ya EEZ nyingine, isipokuwa kutoka maeneo fulani yaliyotengwa']"	A	C)Nchi za tatu huenda zisiweze kuwa na ufikiaji wa uvuvi ndani ya EEZ ya Jimbo lingine	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, Mataifa ya tatu yanafurahia haki zozote za uvuvi ndani ya Eneo la Kiuchumi la Kipekee la Jimbo lingine?
 A)Wakati Jimbo la pwani haliwezi kuvua 'jumla ya samaki wanaoruhusiwa B)Jimbo la pwani linapaswa kuipa Jimbo lingine ufikiaji wa samaki wa ziada huku kipaumbele kikipewa Nchi zinazoendelea na nchi kavu C)Nchi za tatu huenda zisiweze kuwa na ufikiaji wa uvuvi ndani ya EEZ ya Jimbo lingine D)Jimbo la pwani linapaswa kutoa ufikiaji wa uvuvi ndani ya EEZ yake kwa Mataifa jirani peke yao"	C
international_law	Kusudi la kinga huru ya kisheria ni gani?	['Lengo la kinga ya kisheria ni kuwalinda Viongozi wa Nchi za kigeni dhidi ya aibu', 'Kinga ya kisheria huilinda Serikali isiingiliwe na serikali nyingine', 'Kinga ya kisheria inalinda Mataifa dhidi ya kushtakiwa katika mahakama za Mataifa mengine', 'Kusudi la kinga ya kisheria ni kutoa adhabu kwa ajili ya uhalifu wote']	C	C)Kinga ya kisheria inalinda Mataifa dhidi ya kushtakiwa katika mahakama za Mataifa mengine	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kusudi la kinga huru ya kisheria ni gani?
 A)Lengo la kinga ya kisheria ni kuwalinda Viongozi wa Nchi za kigeni dhidi ya aibu B)Kinga ya kisheria huilinda Serikali isiingiliwe na serikali nyingine C)Kinga ya kisheria inalinda Mataifa dhidi ya kushtakiwa katika mahakama za Mataifa mengine D)Kusudi la kinga ya kisheria ni kutoa adhabu kwa ajili ya uhalifu wote"	C
international_law	Mamlaka ya haiba tulivu ni nini?	['Ni mamlaka kulingana na utaifa wa mkosaji', 'Ni mamlaka kulingana na mahali ambapo kosa lilifanyikia', 'Ni mamlaka kulingana na utaifa wa wahasiriwa', 'Ni mamlaka kulingana na nchi ambapo mtu wa kisheria alisajiliwa']	C	C)Ni mamlaka kulingana na utaifa wa wahasiriwa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mamlaka ya haiba tulivu ni nini?
 A)Ni mamlaka kulingana na utaifa wa mkosaji B)Ni mamlaka kulingana na mahali ambapo kosa lilifanyikia C)Ni mamlaka kulingana na utaifa wa wahasiriwa D)Ni mamlaka kulingana na nchi ambapo mtu wa kisheria alisajiliwa"	C
international_law	Ni aina gani ya haki zifuatazo zimeelezwa kama haki za kizazi cha kwanza?	['Haki za kijamii na kiuchumi', 'Haki za kiraia na kisiasa', 'Haki za kitamaduni', 'Haki za watu']	B	Haki za watu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni aina gani ya haki zifuatazo zimeelezwa kama haki za kizazi cha kwanza?
 A)Haki za kijamii na kiuchumi B)Haki za kiraia na kisiasa C)Haki za kitamaduni D)Haki za watu"	D
international_law	Tatizo la 'kugawanyika' kwa sheria ya kimataifa ni gani?	['Kugawanyika kwa sheria ya kimataifa kunahusu uwezekano wa mifumo tofauti ya kisheria kutumia kanuni sawa ya sheria ya kimataifa', 'Inawezekana kwa mifumo kadhaa ya kisheria (yaani sheria ya uwekezaji wa kigeni na sheria ya haki za binadamu) kuwepo na kuendeleza kwa kutengwa, hatimaye kuishia katika uzalishaji wa sheria tofauti za sheria ya kimataifa', 'Kugawanyika ni wakati Mataifa yanachukua tafsiri tofauti za kanuni noja ya sheria ya kimataifa', 'Kugawanyika ni wakati Mataifa hayakubaliani kutii kanuni fulani ya sheria za kimataifa']	B	D)Kugawanyika ni wakati Mataifa yanachukua tafsiri tofauti za kanuni noja ya sheria ya kimataifa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Tatizo la 'kugawanyika' kwa sheria ya kimataifa ni gani?
 A)Kugawanyika kwa sheria ya kimataifa kunahusu uwezekano wa mifumo tofauti ya kisheria kutumia kanuni sawa ya sheria ya kimataifa B)Inawezekana kwa mifumo kadhaa ya kisheria (yaani sheria ya uwekezaji wa kigeni na sheria ya haki za binadamu) kuwepo na kuendeleza kwa kutengwa C)hatimaye kuishia katika uzalishaji wa sheria tofauti za sheria ya kimataifa D)Kugawanyika ni wakati Mataifa yanachukua tafsiri tofauti za kanuni noja ya sheria ya kimataifa"	D
international_law	Nini maana ya idhini iliyodokezwa?	['Kuchukuliwa kwa idhini ya Baraza la Usalama la jeshi wakati serikali imeonywa mapema', 'Uidhinishaji dhahiri kwa misingi ya idadi maalum ya kura za wanachama wa UNSC', 'Dhana kwamba mashambulizi yote yasiyo halali yatakuwa chini ya jeshi kwa azimio la UNSC', 'Katika visa vya mashambulizi ya mara kwa mara kinyume cha sheria UNSC itaidhinisha Mataifa jirani kuchukua hatua zozote wanazoona ni muhimu kurekebisha hali hiyo']	A	D)Katika visa vya mashambulizi ya mara kwa mara kinyume cha sheria UNSC itaidhinisha Mataifa jirani kuchukua hatua zozote wanazoona ni muhimu kurekebisha hali hiyo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nini maana ya idhini iliyodokezwa?
 A)Kuchukuliwa kwa idhini ya Baraza la Usalama la jeshi wakati serikali imeonywa mapema B)Uidhinishaji dhahiri kwa misingi ya idadi maalum ya kura za wanachama wa UNSC C)Dhana kwamba mashambulizi yote yasiyo halali yatakuwa chini ya jeshi kwa azimio la UNSC D)Katika visa vya mashambulizi ya mara kwa mara kinyume cha sheria UNSC itaidhinisha Mataifa jirani kuchukua hatua zozote wanazoona ni muhimu kurekebisha hali hiyo"	D
international_law	Mwanafalsafa yupi aliyeita wazo la haki za asili 'upuuzi juu ya nguzo'?	['Alan Gerwith', 'Emmanuel Kant', 'John Locke', 'Jeremy Bentham']	D	C)John Locke	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mwanafalsafa yupi aliyeita wazo la haki za asili 'upuuzi juu ya nguzo'?
 A)Alan Gerwith B)Emmanuel Kant C)John Locke D)Jeremy Bentham"	C
international_law	Nani ana mamlaka ya kuhitimisha mkataba kwa upande wa Mataifa?	"['Mikataba inahitimishwa na wawakilishi wenye uwezo wa Mataifa. Viongozi wa Nchi, viongozi wa serikali, mawaziri wa mambo ya nje na viongozi wa misheni za kidiplomasia wanachukuliwa kuwa na mamlaka hayo', 'Mikataba inaweza tu kujadiliwa na kuhitimishwa na viongozi wa Nchi na mawaziri wa mambo ya nje', ""Mikataba inajadiliwa na kutiwa saini tu na watu ambao wana 'mamlaka kamili' muhimu na hakuna mtu anayechukuliwa kuwa na mamlaka kama hayo"", 'Mikataba inahitimishwa tu na wanachama wa misheni za kidiplomasia za Mataifa']"	A	D)Mikataba inaweza tu kujadiliwa na kuhitimishwa na viongozi wa Nchi na mawaziri wa mambo ya nje	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nani ana mamlaka ya kuhitimisha mkataba kwa upande wa Mataifa?
 A)Mikataba inahitimishwa na wawakilishi wenye uwezo wa Mataifa. Viongozi wa Nchi B)viongozi wa serikali C)mawaziri wa mambo ya nje na viongozi wa misheni za kidiplomasia wanachukuliwa kuwa na mamlaka hayo D)Mikataba inaweza tu kujadiliwa na kuhitimishwa na viongozi wa Nchi na mawaziri wa mambo ya nje"	D
international_law	Mpinzani mkakamavu' ni yupi?	['Serikali ambayo inaendelea kupinga sheria husika baada ya kuundwa kwake', 'Serikali ambayo inakanusha kufungwa na sheria inayohusika kwa muda mfupi', 'Serikali inayoendelea kupinga kihadharani kuundwa kwa sheria ya kimila tangu mwanzo', 'Serikali ambayo inakubali kuundwa kwa kanuni ya sheria za kimila lakini inaendelea kupinga kuhusu yaliyomo']	C	A)Serikali ambayo inaendelea kupinga sheria husika baada ya kuundwa kwake	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mpinzani mkakamavu' ni yupi?
 A)Serikali ambayo inaendelea kupinga sheria husika baada ya kuundwa kwake B)Serikali ambayo inakanusha kufungwa na sheria inayohusika kwa muda mfupi C)Serikali inayoendelea kupinga kihadharani kuundwa kwa sheria ya kimila tangu mwanzo D)Serikali ambayo inakubali kuundwa kwa kanuni ya sheria za kimila lakini inaendelea kupinga kuhusu yaliyomo"	A
international_law	Maana ya usalama wa pamoja ni gani?	['Haki ya kujilinda kwa mataifa zaidi ya moja yanayofanya kazi kwa pamoja', 'Haki ya washirika wa mtu kutetea Jimbo athirika', 'Kuidhinishwa kwa jeshi na Baraza la UN', 'Uidhinishaji wa misheni za kulinda amani na Baraza Kuu la UN']	C	A)Haki ya kujilinda kwa mataifa zaidi ya moja yanayofanya kazi kwa pajo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Maana ya usalama wa pamoja ni gani?
 A)Haki ya kujilinda kwa mataifa zaidi ya moja yanayofanya kazi kwa pamoja B)Haki ya washirika wa mtu kutetea Jimbo athirika C)Kuidhinishwa kwa jeshi na Baraza la UN D)Uidhinishaji wa misheni za kulinda amani na Baraza Kuu la UN"	A
international_law	Mkataba wa Ulaya wa Haki za Kibinadamu unahusika zaidi na ni ipi kati ya yafuatayo?	['Haki za kiuchumi na za kijamii', 'Haki za mazingira', 'Haki za kiraia na za kisiasa', 'Uhuru wa kiuchumi']	C	A)Haki za kiuchumi na za kijamii	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mkataba wa Ulaya wa Haki za Kibinadamu unahusika zaidi na ni ipi kati ya yafuatayo?
 A)Haki za kiuchumi na za kijamii B)Haki za mazingira C)Haki za kiraia na za kisiasa D)Uhuru wa kiuchumi"	A
international_law	Je, mamlaka ya mahakama za kimataifa yanadhibitiwa na kanuni zilezile zinazotumika kwa mahakama za kitaifa?	['Kanuni za mamlaka zinazotumika kwa mahakama za kitaifa pia zinalingana na za mahakama za kimataifa', 'Mamlaka ya mahakama zote za kimataifa yanadhibitiwa na Baraza la Usalama la UN', 'Mahakama za kimataifa zina baadhi ya kanuni sawa za mamlaka zinazotumika kwa mahakama za kitaifa, lakini si zote', 'Mamlaka ya mahakama za kimataifa yanaamriwa tu na mikataba yao ya anzilishi']	D	A)Kanuni za mamlaka zinazotumika kwa mahakama za kitaifa pia zinalingana na za mahakama za kimataifa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, mamlaka ya mahakama za kimataifa yanadhibitiwa na kanuni zilezile zinazotumika kwa mahakama za kitaifa?
 A)Kanuni za mamlaka zinazotumika kwa mahakama za kitaifa pia zinalingana na za mahakama za kimataifa B)Mamlaka ya mahakama zote za kimataifa yanadhibitiwa na Baraza la Usalama la UN C)Mahakama za kimataifa zina baadhi ya kanuni sawa za mamlaka zinazotumika kwa mahakama za kitaifa D)lakini si zote"	A
international_law	Nini maana ya haki za pamoja?	['Haki za pamoja huwa ni za vikundi tofauti vya watu', 'Haki za pamoja ni zile ambazo ni za vikundi fulani tofauti na wasnachama binafsi wa kikundi', 'Haki za wachache ni haki za pamoja', 'Haki za pamoja zinajumuisha haki ya kikundi pamoja na haki za mtu binafsi za wanachama wa kikundi']	B	D)Haki za pamoja zinajumuisha haki ya kikundi pamoja na haki za mtu binafsi za wanachama wa kikundi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nini maana ya haki za pamoja?
 A)Haki za pamoja huwa ni za vikundi tofauti vya watu B)Haki za pamoja ni zile ambazo ni za vikundi fulani tofauti na wasnachama binafsi wa kikundi C)Haki za wachache ni haki za pamoja D)Haki za pamoja zinajumuisha haki ya kikundi pamoja na haki za mtu binafsi za wanachama wa kikundi"	D
international_law	Je, Mataifa yako chini ya wajibu wowote yanapofanya mazungumzo?	['Mataifa hayana wajibu wowote kuhusu jinsi yanavyofanya mazungumzo yao', 'Mataifa yako chini ya wajibu wa kujiendesha ili mazungumzo yawe ya maana', 'Mataifa yako chini ya wajibu wa kutafuta suluhu la mzozo wakati wowote yanapofanya mazungumzo', 'Mataifa yako chini ya wajibu wa kumfahamisha Katibu Mkuu wa UN kuhusu maendeleo ya mazungumzo yao']	B	B)Mataifa yako chini ya wajibu wa kujiendesha ili mazungumzo yawe ya maana	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, Mataifa yako chini ya wajibu wowote yanapofanya mazungumzo?
 A)Mataifa hayana wajibu wowote kuhusu jinsi yanavyofanya mazungumzo yao B)Mataifa yako chini ya wajibu wa kujiendesha ili mazungumzo yawe ya maana C)Mataifa yako chini ya wajibu wa kutafuta suluhu la mzozo wakati wowote yanapofanya mazungumzo D)Mataifa yako chini ya wajibu wa kumfahamisha Katibu Mkuu wa UN kuhusu maendeleo ya mazungumzo yao"	B
international_law	Kuna tofauti gani kubwa kati ya kufuata mambo ya asili na kufuata mambo chanya?	['Kwa upande mmoja, uasilia unatokana na seti ya sheria ambazo zina lengo na upeo wa ulimwengu wote na kwa upande mwingine, uchanya unategemea mfumo wa kisheria thabiti uliopangwa na ambao umeundwa na Mataifa kwa kuzingatia maslahi na matakwa yao', 'Ingawa uasilia unatumikia tu nadharia ya sheria ya haki za binadamu, uchanya una wigo mpana na wa jumla zaidi', 'Uasilia unahusu maadili ya msingi ya jamii ya kimataifa, ilhali uchanya unahusu sheria za kimataifa', 'Uasilia ni shule ya mawazo inayotetewa nje ya bara la Ulaya, ilhali uchanya ni nadharia inayozingatia utamaduni wa Ulaya']	A	C)uchanya unategemea mfumo wa kisheria thabiti uliopangwa na ambao umeundwa na Mataifa kwa kuzingatia maslahi na matakwa yao	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kuna tofauti gani kubwa kati ya kufuata mambo ya asili na kufuata mambo chanya?
 A)Kwa upande mmoja B)uasilia unatokana na seti ya sheria ambazo zina lengo na upeo wa ulimwengu wote na kwa upande mwingine C)uchanya unategemea mfumo wa kisheria thabiti uliopangwa na ambao umeundwa na Mataifa kwa kuzingatia maslahi na matakwa yao D)Ingawa uasilia unatumikia tu nadharia ya sheria ya haki za binadamu"	C
international_law	Mwenendo wa kimataifa usio sahihi' ni nini?	['Mwenendo usio sahihi wa kimataifa ni utendaji au ukosaji kutenda jambo ambalo ni ukiukaji wa sheria ya kimataifa ya uhalifu', 'Mwenendo usio sahihi wa kimataifa ni kila ukiukaji wa wajibu wa kimataifa wa Serikali, iwe unahusishwa nayo au la', 'Mwenendo usio sahihi wa kimataifa unajumuisha kitendo au kutotenda kunakohusishwa na Serikali, jambo ambalo linajumuisha ukiukaji wa wajibu wa kimataifa wa Serikali', 'Mwenendo usio sahihi wa kimataifa ni mwenendo ambao hauwezi kusamehewa kwa misingi ya lazima, nguvu kubwa n.k.']	C	A)Mwenendo usio sahihi wa kimataifa ni utendaji au ukosaji kutenda jambo ambalo ni ukiukaji wa sheria ya kimataifa ya uhalifu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mwenendo wa kimataifa usio sahihi' ni nini?
 A)Mwenendo usio sahihi wa kimataifa ni utendaji au ukosaji kutenda jambo ambalo ni ukiukaji wa sheria ya kimataifa ya uhalifu B)Mwenendo usio sahihi wa kimataifa ni kila ukiukaji wa wajibu wa kimataifa wa Serikali C)iwe unahusishwa nayo au la D)Mwenendo usio sahihi wa kimataifa unajumuisha kitendo au kutotenda kunakohusishwa na Serikali"	A
international_law	Je, athari ya kanuni moja muhimu ni nini?	['Inasisitiza kuwa mamlaka yapo tu wakati yanafaa', 'Athari ya kanuni muhimu hutumika kutoa mamlaka kwa Serikali ambayo ina uhusiano mzuri na mwenendo mbaya', 'Athari ya kanuni muhimu hutumika kutoa mamlaka kwa Serikali inayoshiriki utaifa wa mkosaji', 'Athari ya kanuni muhimu hutumika kutoa mamlaka ya mahakama kwa serikali ambayo mwenendo wa eneo lake una athari']	D	A)Inasisitiza kuwa mamlaka yapo tu wakati yanafaa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, athari ya kanuni moja muhimu ni nini?
 A)Inasisitiza kuwa mamlaka yapo tu wakati yanafaa B)Athari ya kanuni muhimu hutumika kutoa mamlaka kwa Serikali ambayo ina uhusiano mzuri na mwenendo mbaya C)Athari ya kanuni muhimu hutumika kutoa mamlaka kwa Serikali inayoshiriki utaifa wa mkosaji D)Athari ya kanuni muhimu hutumika kutoa mamlaka ya mahakama kwa serikali ambayo mwenendo wa eneo lake una athari"	A
international_law	Ni watu gani wanachukuliwa kuwa sehemu ya 'de facto' vya Serikali chini ya sheria ya uwajibikaji wa kimataifa?	"[""De facto' ni watu ambao wamepewa mamlaka na sheria kutekeleza vipengele vya mamlaka ya kiserikali"", ""De facto' ni watu ambao kwa kweli wanatenda kulingana na maagizo ya, au chini ya uongozi au udhibiti wa Serikali hio katika kutekeleza mwenendo unaohusishwa na Serikali"", ""De facto' ni viungo vya serikali ambavyo hufanya kazi bila mamlaka inayostahili au kwa nguvu za hali ya juu"", ""De facto' ni viungo ambavyo kuwepo kwa sheria zilizopendekezwa au kutokuwepo kwake hakuwezi kuhusishwa na Serikali""]"	B	D)De facto' ni viungo vya serikali ambavyo hufanya kazi bila mamlaka inayostahili au kwa nguvu za hali ya juu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni watu gani wanachukuliwa kuwa sehemu ya 'de facto' vya Serikali chini ya sheria ya uwajibikaji wa kimataifa?
 A)De facto' ni watu ambao wamepewa mamlaka na sheria kutekeleza vipengele vya mamlaka ya kiserikali B)De facto' ni watu ambao kwa kweli wanatenda kulingana na maagizo ya C)au chini ya uongozi au udhibiti wa Serikali hio katika kutekeleza mwenendo unaohusishwa na Serikali D)De facto' ni viungo vya serikali ambavyo hufanya kazi bila mamlaka inayostahili au kwa nguvu za hali ya juu"	D
international_law	Je, ni sharti gani la msingi linahitajika ili kuingizwa kwa desturi chini ya sheria ya Kiingereza?	['Desturi inajumuishwa ikiwa haipingani na sheria iliyopo', 'Desturi ni bora kuliko sheria ya Kiingereza na inajumuishwa kila wakati', 'Desturi lazima kwanza itambuliwe na Bunge kabla ya mahakama kuileta katika nyanja ya ndani', 'Desturi inajumuishwa na kupitishwa kwa sheria ya utekelezaji']	A	A) Desturi inajumuishwa ikiwa haipingani na sheria iliyopo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, ni sharti gani la msingi linahitajika ili kuingizwa kwa desturi chini ya sheria ya Kiingereza?
 A)Desturi inajumuishwa ikiwa haipingani na sheria iliyopo B)Desturi ni bora kuliko sheria ya Kiingereza na inajumuishwa kila wakati C)Desturi lazima kwanza itambuliwe na Bunge kabla ya mahakama kuileta katika nyanja ya ndani D)Desturi inajumuishwa na kupitishwa kwa sheria ya utekelezaji"	A
international_law	Je, matumizi ya jeshi yaliruhusiwa kabla ya Mkataba wa UN?	['Jeshi lilipigwa marufuku', 'Jeshi liliruhusiwa bila vikwazo', 'Jeshi liliruhusiwa chini ya masharti machache', 'Jeshi halikudhibitiwa chini ya sheria za kimataifa kabla ya 1945']	C	D)Jeshi halikudhibitiwa chini ya sheria za kimataifa kabla ya 1945	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Je, matumizi ya jeshi yaliruhusiwa kabla ya Mkataba wa UN?
 A)Jeshi lilipigwa marufuku B)Jeshi liliruhusiwa bila vikwazo C)Jeshi liliruhusiwa chini ya masharti machache D)Jeshi halikudhibitiwa chini ya sheria za kimataifa kabla ya 1945"	D
