subject,question,choices,answer,output
international_law,Mshushio ni nini?,"['Mshushio ni misamaha kutoka kwa majukumu fulani ya haki za binadamu yaliyomo katika mkataba', 'Mshushio unarejelea uwezo wa wenye haki kuleta madai dhidi ya Serikali kwa kukiuka wajibu', 'Serikali inaweza kusimamisha haki fulani kwa njia ya mshushio katika hali zinazotishia kuwepo kwake', 'Mshushio ni uwepo wa vifungu vya utekelezaji katika mikataba ya haki za binadamu']",C,C) Serikali inaweza kusimamisha haki fulani kwa njia ya mshushio katika hali zinazotishia kuwepo kwake
international_law,Ni nini maana ya ukilinganishwaji wa kitamaduni?,"['Ukilinganishwaji wa kitamaduni unasisitiza kwamba haki za binadamu zinatumika kwa usawa kwa wote bila vikwazo', 'Ukilinganishwaji wa kitamaduni unasisitiza kwamba haki za binadamu zina asili ya kitamaduni', 'Ukilinganishwaji wa kitamaduni unasisitiza kwamba matumizi ya haki za binadamu yanahusiana na sheria katika kila taifa', 'Ukilinganishwaji wa kitamaduni unasisitiza kwamba utamaduni wa wenyeji unapaswa kuthibitisha kuwepo na utendaji wa haki zote za binadamu']",D,"D) Ukilinganishwaji wa kitamaduni unasisitiza kwamba utamaduni wa wenyeji unapaswa kuthibitisha kuwepo na utendaji wa haki zote za binadamu.

Ukilinganishwaji wa kitamaduni ni dhana inayotambua kwamba haki za binadamu na maadili yanaweza kutafsiriwa na kutekelezwa kwa njia tofauti kulingana na muktadha wa kitamaduni wa jamii husika. Hii inamaanisha kwamba utamaduni wa wenyeji unapaswa kuzingatiwa na kuthibitishwa katika utekelezaji wa haki za binadamu, ili kuhakikisha kuwa haki hizo zinaeleweka na kukubalika ndani ya muktadha wa kitamaduni wa jamii hiyo."
international_law,"Je, utambuzi wa serikali umeenea katika mazoezi ya kisasa ya kimataifa?","['Utambuzi wa serikali umeenea sana katika mazoezi ya kisasa', 'Utambuzi wa serikali kwa kiasi kikubwa umebadilishwa na Utambuzi wa kiutendaji', 'Utambuzi wa serikali ni jambo la kawaida kwa vikundi vya waasi', 'Serikali za kidemokrasia pekee ndizo zinazotambuliwa katika utendaji wa kisasa']",B,A) Utambuzi wa serikali umeenea sana katika mazoezi ya kisasa
international_law,"Je, Universal Declaration of Human Rights (UDHR) ina hali gani ya kisheria?","['UDHR ni mkataba wa kimataifa', 'UDHR ni azimio la Baraza Kuu la UN', 'UDHR ni azimio la Baraza la Usalama la UN', 'UDHR ni tamko lililopitishwa na Mataifa kadhaa katika mkutano wa kimataifa']",B,"Jibu sahihi ni:
B) UDHR ni azimio la Baraza Kuu la UN

Azimio la Kimataifa la Haki za Binadamu (Universal Declaration of Human Rights - UDHR) lilipitishwa na Baraza Kuu la Umoja wa Mataifa mnamo tarehe 10 Desemba 1948. Hata hivyo, UDHR si mkataba wa kimataifa na haina nguvu ya kisheria kama mikataba. Ni tamko la kimataifa ambalo linaweka viwango vya pamoja vya haki za binadamu ambazo nchi wanachama zinapaswa kufuata."
international_law,"Je, ni katika hali gani ukiukaji wa haki za binadamu unaofanyika nje ya eneo la Nchi ambazo ni wanachama wa ECHR unaangukia katika msamaha wa ECHR?","['ECHR inatumika nje ya Ulaya ambapo haki za binadamu zinakiukwa na Nchi ambazo ni wanachama wa ECHR walio nje ya nchi', 'ECHR inatumika nje ya nchi katika hali ambapo Nchi mwanachama hutumia udhibiti mzuri', 'ECHR inatumika nje ya nchi ambapo Nchi mwanachama imechangia nguvu katika ujumbe wa kulinda amani wa UN', 'ECHR inatumika nje ya nchi ambapo ukiukaji wa haki za binadamu unafanyika katika makoloni ya zamani ya nchi wanachama']",B,"Jibu sahihi ni:
B) ECHR inatumika nje ya nchi katika hali ambapo Nchi mwanachama hutumia udhibiti mzuri.

Hii inamaanisha kwamba Mkataba wa Ulaya wa Haki za Binadamu (ECHR) unaweza kutumika nje ya mipaka ya nchi mwanachama ikiwa nchi hiyo ina udhibiti mzuri wa eneo au watu nje ya mipaka yake. Hii inaweza kujumuisha hali kama vile operesheni za kijeshi au utawala wa eneo lililokaliwa. Mahakama ya Ulaya ya Haki za Binadamu imeweka wazi kwamba mamlaka ya ECHR inaweza kupanuliwa nje ya mipaka ya kijiografia ya nchi mwanachama ikiwa nchi hiyo ina udhibiti wa kutosha wa eneo au watu husika."
international_law,Kanuni ya 'pacta sunt servanda' inamaanisha nini?,"['Wahusika wa mkataba wanapaswa kufahamu masharti yake na sio kuyatafsiri vibaya', 'Wahusika wa mkataba wanapaswa kulinda lengo na madhumuni ya mkataba', 'Wahusika wa mkataba wanapaswa kuzingatia masharti yake kwa nia njema', 'Wahusika wa mkataba hawapaswi kukiuka masharti muhimu zaidi ya mkataba']",C,"Kanuni ya 'pacta sunt servanda' inamaanisha nini?
C) Wahusika wa mkataba wanapaswa kuzingatia masharti yake kwa nia njema

Kanuni hii ni msingi muhimu katika sheria ya mikataba na inasisitiza kwamba wahusika wa mkataba wanapaswa kutekeleza masharti ya mkataba kwa uaminifu na kwa nia njema."
international_law,Matokeo ya kukosekana kwa sheria za utekelezaji katika kesi ya Baraza la Tin yalikuwa gani?,"['Baraza la Kimataifa la Tin lilikuwa na makao yake makuu huko London na hivyo kutokuwepo kwa sheria ya utekelezaji hakukuwa na maana', 'Mikataba ya msingi ya mashirika ya kimataifa iko chini ya kanuni muhimu ya kuingizwa', 'Kutokuwepo kwa utekelezaji wa sheria kuhusiana na mkataba wa mwanzilishi wa Baraza kulimaanisha kwamba watu binafsi hawakupata haki na wajibu kutoka kwayo katika mfumo wa sheria wa Kiingereza', 'Kutokuwepo kwa utekelezaji wa sheria nchini Uingereza kuhusiana na shirika la kimataifa hakuna maana chini ya sheria za kimataifa']",C,C) Kutokuwepo kwa utekelezaji wa sheria kuhusiana na mkataba wa mwanzilishi wa Baraza kulimaanisha kwamba watu binafsi hawakupata haki na wajibu kutoka kwayo katika mfumo wa sheria wa Kiingereza
international_law,Ni kauli gani kati ya zifuatazo ni kweli?,"['Sheria ya Haki za Kibinadamu ya 1998 inajumuisha Mkataba wa Ulaya wa Haki za Kibinadamu katika sheria za Uingereza', 'Sheria ya Haki za Kibinadamu ya 1998 inaruhusu mahakama kubatilisha sheria ya msingi', 'Sheria ya Haki za Kibinadamu ya 1998 inaruhusu mtu yeyote aliye na kesi inayofaa kuwasilisha kesi mahakamani', 'Sheria ya Haki za Kibinadamu ya 1998 inajumuisha katiba ya Umoja wa Ulaya ya haki za kimsingi katika sheria za Uingereza']",A,"Kauli sahihi ni:

A) Sheria ya Haki za Kibinadamu ya 1998 inajumuisha Mkataba wa Ulaya wa Haki za Kibinadamu katika sheria za Uingereza.

Sheria ya Haki za Kibinadamu ya 1998 (Human Rights Act 1998) ilijumuisha Mkataba wa Ulaya wa Haki za Kibinadamu (European Convention on Human Rights) katika sheria za Uingereza, na hivyo kutoa haki zinazotambulika chini ya mkataba huo kuwa sehemu ya sheria za ndani za Uingereza."
international_law,"Je, ni aina gani wajibu wa fidia unaweza kuchukua?","['Fidia inaweza kuchukua tu aina ya fidia ya kifedha, ikiwa ni pamoja na riba', 'Fidia inaashiria tu urejeshaji wa kimwili wa kitendo kisicho sahihi', 'Fidia inajumuisha urejeshaji, fidia, na kuridhika, huenda ukawa peke yake au pamoja na aina nyingine za fidia', 'Aina ya fidia ni suala la Serikali inayohusika kuamua']",C,"Jibu sahihi ni:

D) Fidia inajumuisha urejeshaji

Fidia inaweza kuchukua aina mbalimbali, ikiwemo fidia ya kifedha, urejeshaji wa kimwili wa mali au hali iliyokuwa kabla ya kitendo kisicho sahihi, na hata fidia ya aina nyingine kama vile huduma au matengenezo. Hivyo, fidia haijumuishi tu malipo ya kifedha bali pia inaweza kujumuisha urejeshaji wa hali au mali iliyoharibika au kupotea."
international_law,Sheria zilizopendekezwa za upande mmoja' ni nini?,"['Ni sheria zilizopendekezwa ambazo Mataifa hufanya kama mazoezi katika muktadha wa desturi', 'Ni sheria zilizopendekezwa zinazounda wajibu wa kisheria wa upande mmoja kwa Nchi inayokaimu', 'Sheria zilizopendekezwa za upande mmoja ni sheria za kisiasa za Serikali zisizo na athari yoyote ya kisheria', 'Sheria zilizopendekezwa za upande mmoja ni zile ambazo Serikali hufanya ili kufungwa katika mkataba']",B,B) Ni sheria zilizopendekezwa zinazounda wajibu wa kisheria wa upande mmoja kwa Nchi inayokaimu
international_law,"Je, utekaji-nyara wa nje ya nchi ni msingi wa kukataa mamlaka ya kisheria ya mahakama za Kiingereza?","['Utekaji nyara kama huo unajumuisha matumizi mabaya ya mchakato na husababisha kusimamishwa kwa kesi', 'Utekaji nyara kama huo husababisha uwajibikaji wa mtekaji lakini hausababishi kusimamishwa kwa kesi', 'Kusitishwa kwa kesi chini ya hali kama hizo kungezuia utekelezaji wa haki kwa wahalifu wa kimataifa', 'Mahakama zinaweza, lakini mara chache husitisha kesi katika kesi za utekaji nyara wa nje ya nchi']",A,"Katika muktadha wa kisheria wa Kiingereza, utekaji nyara wa nje ya nchi unaweza kuwa na athari kwenye mamlaka ya mahakama, lakini si mara zote unakuwa msingi wa kukataa mamlaka ya kisheria ya mahakama za Kiingereza. Hapa kuna majibu kwa chaguo zako:

A) **Utekaji nyara kama huo unajumuisha matumizi mabaya ya mchakato na husababisha kusimamishwa kwa kesi** - Hii si sahihi kabisa. Ingawa utekaji nyara unaweza kuonekana kama matumizi mabaya ya mchakato, mahakama za Kiingereza hazina sera ya moja kwa moja ya kusimamisha kesi kwa sababu hiyo pekee.

B) **Utekaji nyara kama huo husababisha uwajibikaji wa mtekaji lakini hausababishi kusimamishwa kwa kesi** - Hii ni sahihi zaidi. Mahakama inaweza kuchukulia hatua dhidi ya wale waliohusika katika utekaji nyara, lakini hii haimaanishi kuwa kesi itasimamishwa moja kwa moja.

C) **Kusitishwa kwa kesi chini ya hali kama hizo kungezuia utekelezaji wa haki kwa wahalifu wa kimataifa** - Hii inaweza kuwa sahihi kwa kiasi fulani. Kusitisha kesi kwa sababu ya utekaji nyara kunaweza kuzuia utekelezaji wa haki, hasa kwa wahalifu wa kimataifa.

D) **Mahakama zinaweza** - Hii ni jibu lisilokamilika. Mahakama zinaweza kuchukua hatua mbalimbali kulingana na hali maalum za kesi, ikiwa ni pamoja na kuzingatia uhalali wa mchakato wa kuleta mshtakiwa mbele ya mahakama.

Kwa hivyo, jibu sahihi zaidi ni **B) Utekaji nyara kama huo husababisha uwajibikaji wa mtekaji lakini hausababishi kusimamishwa kwa kesi**. Mahakama za Kiingereza zinaweza kuendelea na kesi hata kama mshtakiwa aliletwa mbele ya mahakama kwa njia isiyo halali, lakini zinaweza pia kuchukua hatua dhidi ya wale waliohusika katika utekaji nyara."
international_law,Ni nini maana ya 'kanuni za sekondari' katika sheria ya uwajibikaji wa kimataifa?,"['Kanuni za sekondari ni kanuni za fasiri ya sheria za kimataifa, ikiwa ni pamoja na sheria ya uwajibikaji wa kimataifa', 'Sheria za sekondari ni sheria zinazosimamia matokeo ya kisheria yanayotokana na ukiukaji wa sheria za msingi, yaani, wajibu wa kimataifa wa Mataifa', 'Kanuni za sekondari ni kanuni zinazosimamia kwa upekee dhana ya sifa katika sheria ya uwajibikaji wa kimataifa', 'Kanuni za sekondari ni kanuni zinazosimamia sheria ya hatua za kupinga pekee']",B,"Katika muktadha wa sheria ya uwajibikaji wa kimataifa, 'kanuni za sekondari' zina maana gani?

C) Sheria za sekondari ni sheria zinazosimamia matokeo ya kisheria yanayotokana na ukiukaji wa sheria za msingi.

Hii inamaanisha kwamba kanuni za sekondari haziweki majukumu au haki za msingi, bali zinatoa mwongozo kuhusu nini kinachotokea kisheria wakati sheria za msingi zinapokiukwa. Kwa mfano, zinatoa mwongozo kuhusu fidia, kurekebisha hali, au hatua nyingine zinazopaswa kuchukuliwa ili kushughulikia ukiukaji wa sheria za msingi."
international_law,"Je, kanuni muhimu ya kuingizwa inapendekeza nini kuhusiana na mikataba?","['Kanuni muhimu ya kuingizwa inahitaji kwamba mikataba yote ibadilishwe kisheria kabla ya kuwa sheria ya ndani', 'Kanuni muhimu ya kuingizwa haihitaji hatua yoyote zaidi katika ngazi ya ndani', 'Kanuni muhimu ya kuingizwa inachukulia mikataba kuwa duni kuliko sheria za ndani', 'Kanuni muhimu ya ujumuishaji inapendekeza kwamba mikataba iliyoidhinishwa ipitishwe moja kwa moja katika nyanja za sheria za nyumbani']",D,"D) Kanuni muhimu ya ujumuishaji inapendekeza kwamba mikataba iliyoidhinishwa ipitishwe moja kwa moja katika nyanja za sheria za nyumbani.

Kanuni muhimu ya kuingizwa (incorporation principle) inamaanisha kwamba mikataba ya kimataifa ambayo imeidhinishwa na nchi inaweza kuwa sehemu ya sheria za ndani moja kwa moja bila hitaji la hatua za ziada za kisheria. Hii inamaanisha kwamba mikataba hiyo inakuwa na nguvu ya kisheria ndani ya nchi mara tu inapokuwa imeidhinishwa na kuanza kutumika."
international_law,"Je, hatua za muda zinazotolewa na ICJ zinawabana wahusika?","['Hapana, kwa mujibu wa tafsiri halisi ya kifungu husika cha serikali, hatua za muda sio za kisheria', 'Hapana, isipokuwa ikiwa wahusika wamekubaliana hivyo kabla', 'Inategemea Mahakama kama hatua za muda zitakuwa nza kubana', 'Ndiyo, imekuwa ikishikiliwa na Mahakama mara kwa mara tangu kesi ya La Grand (2001) kwamba inawabana']",D,"A) Hapana

Hatua za muda zinazotolewa na Mahakama ya Kimataifa ya Haki (ICJ) zinawabana wahusika. Kwa mujibu wa Kifungu cha 41 cha Mkataba wa ICJ, hatua hizi zina lengo la kuhakikisha kwamba haki za pande zote mbili zinalindwa wakati kesi inaendelea. Hivyo, hatua za muda ni za kisheria na zinapaswa kutekelezwa na wahusika."
international_law,Ni wakati gani hatua za kukabiliana huwa haramu?,"['Hatua za kukabiliana na hali ni kinyume cha sheria wakati mambo mengine hayana uwiano au yanakiuka kanuni za sheria za kimataifa (k.m. matumizi ya nguvu, haki za binadamu)', 'Hatua za kukabiliana ni kinyume cha sheria zinapochukuliwa wakati wa vita', 'Hatua za kukabiliana ni kinyume cha sheria zinapokiuka mikataba ya nchi mbili', 'Hatua za kukabiliana ni kinyume cha sheria wakati Nchi inayohusika haikubali nazo']",A,"A) Hatua za kukabiliana na hali ni kinyume cha sheria wakati mambo mengine hayana uwiano au yanakiuka kanuni za sheria za kimataifa (k.m. matumizi ya nguvu, haki za binadamu).

Hii ni sahihi kwa sababu hatua za kukabiliana zinapaswa kufuata kanuni za uwiano na kutokukiuka sheria za kimataifa, ikiwa ni pamoja na haki za binadamu na matumizi ya nguvu. Ikiwa hatua hizo zinakiuka kanuni hizi, basi zinachukuliwa kuwa haramu."
international_law,Kuna tofauti gani kati ya njia za kisiasa na kisheria za kusuluhisha mizozo?,"['Matokeo yanayotokana na mbinu za kisheria, yaani usuluhishi au uamuzi wa ICJ, ni ya mwisho na yanawabana wahusika, ilhali sivyo ilivyo kwa mbinu za kidiplomasia', 'Mbinu za kisiasa zinafuatwa kwa idhini ya wahusika wa wakati huo kwenye mzozo, ilhali mbinu za kisheria hazifuati', 'Njia za kisiasa husababisha suluhu la mwisho la mzozo huo, ilhali sivyo ilivyo kwa mbinu za kisheria', 'Mbinu za kisheria za kusuluhisha mizozo hufuatwa tu kuhusiana na mizozo mikubwa, ilhali njia za kisiasa hutumika katika mizozo yote']",A,"Njia za kisiasa na kisheria za kusuluhisha mizozo zina tofauti kadhaa muhimu:

A) Matokeo yanayotokana na mbinu za kisheria, kama vile usuluhishi au uamuzi wa Mahakama ya Kimataifa ya Haki (ICJ), ni ya mwisho na yanawabana wahusika. Hii ina maana kwamba pande zinazohusika zinapaswa kutii uamuzi huo kisheria na kunaweza kuwa na athari za kisheria ikiwa hawatafuata.

B) Kwa upande mwingine, mbinu za kisiasa au kidiplomasia, kama vile mazungumzo, upatanishi, na majadiliano, hazina nguvu ya kisheria ya kulazimisha pande zinazohusika kutii matokeo. Matokeo ya mbinu hizi mara nyingi hutegemea nia njema na utayari wa pande zote kutekeleza makubaliano.

C) Njia za kisheria zinahusisha matumizi ya sheria na kanuni zilizowekwa kimataifa au kitaifa na zinaendeshwa na vyombo maalum kama vile mahakama au mabaraza ya usuluhishi. Hizi ni taratibu rasmi ambazo zinafuata sheria na kanuni maalum.

D) Njia za kisiasa au kidiplomasia zinahusisha mazungumzo na majadiliano kati ya pande zinazohusika na mara nyingi zinahusisha wahusika wa tatu kama wapatanishi au wasuluhishi. Hizi ni taratibu zisizo rasmi zaidi na zinaweza kuwa na nafasi kubwa ya kubadilika kulingana na hali na mahitaji ya pande zinazohusika.

Kwa hivyo, tofauti kuu ni kwamba mbinu za kisheria zinatoa matokeo ya mwisho na yanayobana kisheria, wakati mbinu za kisiasa zinategemea utayari wa pande zinazohusika kutekeleza makubaliano bila kulazimishwa kisheria."
international_law,Ni nini msingi wa kumalizika kwa masuluhisho ya ndani katika haki za binadamu za kimataifa?,"['Sheria ya masuluhisho ya ndani inalenga kuachilia mahakama za kimataifa kushughulikia kesi mbaya zaidi', 'Sheria ya masuluhisho ya ndani inalenga kuwazuia waombaji kutumia mfumo vibaya kwa kuwasilisha maombi yasiyo ya lazima', 'Sheria ya masuluhisho ya ndani inalenga kwa upande mmoja kuzuia wingi wa maombi kwa mahakama za kimataifa na wakati huo huo ikijenga uwezo wa mahakama za ndani', 'Sheria ya masuluhisho ya ndani husaidia kuonyesha kwamba mahakama za kitaifa daima ziko na nafasi nzuri zaidi ya kushughulikia kesi kuliko zile za kimataifa']",C,"Msingi wa kumalizika kwa masuluhisho ya ndani katika haki za binadamu za kimataifa ni kuhakikisha kwamba njia zote za kisheria na za kiutawala ndani ya nchi husika zimetumika kabla ya kupeleka kesi kwenye mahakama za kimataifa. Hii inasaidia katika kuimarisha mfumo wa haki ndani ya nchi na kupunguza mzigo kwa mahakama za kimataifa. Kwa hivyo, jibu sahihi ni:

C) Sheria ya masuluhisho ya ndani inalenga kwa upande mmoja kuzuia wingi wa maombi kwa mahakama za kimataifa na wakati huo huo ikijenga uwezo wa mahakama za ndani."
international_law,Ni kesi gani kati ya zifuatazo zinazoonyesha vyema 'kanuni ya chombo hai' inayotumiwa na Mahakama ya Ulaya ya Haki za Kibinadamu?,"['Golder v UK (1978)', 'A v UK (2009)', 'Goodwin v UK (2002)', 'Osman v UK (1998)']",C,"Kanuni ya ""chombo hai"" (living instrument) ni dhana inayotumiwa na Mahakama ya Ulaya ya Haki za Kibinadamu (ECtHR) kuelezea jinsi Mkataba wa Ulaya wa Haki za Kibinadamu (ECHR) unavyopaswa kufasiriwa. Kwa mujibu wa kanuni hii, Mkataba unapaswa kufasiriwa kwa namna inayozingatia mabadiliko ya kijamii, kisheria, na kiutamaduni ambayo yametokea tangu ulipoandikwa.

Kesi ya **Goodwin v UK (2002)** ndiyo inayojulikana zaidi kwa kutumia kanuni hii. Katika kesi hii, Mahakama iliamua kwamba haki za watu waliobadili jinsia zinapaswa kutambuliwa chini ya ECHR, hata ingawa Mkataba haukuzungumzia moja kwa moja masuala ya watu waliobadili jinsia wakati ulipoandikwa. Mahakama ilitumia kanuni ya ""chombo hai"" kufasiri haki hizi kwa namna inayozingatia mabadiliko ya kijamii na kisheria yaliyotokea tangu kuanzishwa kwa Mkataba.

Kwa hivyo, jibu sahihi ni:

**C) Goodwin v UK (2002)**"
international_law,"Je, utambuzi wa hukumu za kigeni unategemea sheria sawa na zile zinazotumika katika ujumuishaji na mabadiliko ya mikataba?","['Hukumu za kigeni zinatekelezwa kwa misingi ya kanuni muhimu ya kuingizwa', 'Hukumu za kigeni zinatekelezwa kwa misingi ya fundisho la mabadiliko', 'Utambuzi wa hukumu za kigeni unategemea kuwepo kwa mikataba ifaayo ya nchi mbili au ya kimataifa', 'Mahakama zinatumia busara kuhusu utekelezaji wa hukumu za kigeni kwa misingi ya utawala wa heshima']",C,"C) Utambuzi wa hukumu za kigeni unategemea kuwepo kwa mikataba ifaayo ya nchi mbili au ya kimataifa.

Utambuzi na utekelezaji wa hukumu za kigeni mara nyingi hutegemea kuwepo kwa mikataba maalum kati ya nchi zinazohusika. Mikataba hii inaweza kuwa ya nchi mbili (bilateral) au ya kimataifa (multilateral). Bila mikataba hii, nchi nyingi hazina wajibu wa kisheria wa kutambua na kutekeleza hukumu za kigeni, na hivyo suala hili linaweza kuwa gumu zaidi na kutegemea sheria za ndani za nchi husika."
international_law,Ni matokeo gani muhimu zaidi ya Nyumba ya Mabwana katika kesi ya Pinochet?,"['Kesi ya Pinochet ilithibitisha kwamba wakuu wa zamani wa Nchi wanafurahia kinga kamili ya kisheria', 'Kesi ya Pinochet ilithibitisha kuwa sheria zote za umma zinazopondekezwa zinafurahia kinga ya kisheria', 'Kesi ya Pinochet ilithibitisha kwamba viongozi wa zamani wa Nchi huacha kufurahia kinga ya sheria ya kibinafsi mara tu watakapoondolewa ofisini', 'Kesi ya Pinochet ilithibitisha kuwa kuhusiana na kinga ya kisheria hakuna tofauti kati ya mkuu wa sasa na mkuu wa zamani wa Nchi']",C,"Matokeo muhimu zaidi ya Nyumba ya Mabwana katika kesi ya Pinochet ni:

C) Kesi ya Pinochet ilithibitisha kwamba viongozi wa zamani wa Nchi huacha kufurahia kinga ya sheria ya kibinafsi mara tu watakapoondolewa ofisini.

Katika kesi hii, Nyumba ya Mabwana iliamua kwamba Augusto Pinochet, aliyekuwa dikteta wa Chile, hakuwa na kinga ya kisheria dhidi ya mashtaka ya uhalifu wa kivita na uhalifu dhidi ya ubinadamu baada ya kuondoka madarakani. Uamuzi huu ulikuwa muhimu kwa sababu ulionyesha kuwa viongozi wa zamani wanaweza kuwajibishwa kisheria kwa vitendo vyao wakati walipokuwa madarakani."
international_law,Ni kauli gani kati ya zilizo hapa chini ni ya uwongo?,"['Kesi za uhalifu wa kivita huko Nuremberg na Tokyo zilifanyika mara tu baada ya Vita vya Kwanza vya Kidunia', ""Kesi za uhalifu wa kivita zilianzisha 'uhalifu dhidi ya ubinadamu' kama kosa"", 'Kesi za uhalifu wa kivita ziliwajibisha watu binafsi kisheria kwa vitendo kama vile uhalifu wa kivita na uhalifu dhidi ya ubinadamu', 'Kesi za uhalifu wa kivita ziligundua kuwa ""amri bora"" hazingeweza kutumika kama utetezi wa uhalifu wa kivita au uhalifu dhidi ya ubinadamu']",A,"Kauli ya uwongo ni:

A) Kesi za uhalifu wa kivita huko Nuremberg na Tokyo zilifanyika mara tu baada ya Vita vya Kwanza vya Kidunia.

Kesi za uhalifu wa kivita huko Nuremberg na Tokyo zilifanyika baada ya Vita vya Pili vya Dunia, si baada ya Vita vya Kwanza vya Kidunia."
international_law,Jimbo gani lina mamlaka juu ya meli kwenye bahari kuu?,"['Majimbo yote yanaweza kuwa na mamlaka juu ya meli za kigeni kwenye bahari kuu', 'Majimbo yanaweza kuwa na mamlaka juu ya meli za kigeni kwenye bahari kuu katika hali za uhalifu zinazowahusu pekee', 'Jimbo la bendera linapaswa kutumia mamlaka ya kipekee juu ya meli zake kwenye bahari kuu, isipokuwa hali maalum, kama vile uharamia', 'Jimbo la bendera ndilo Jimbo pekee linalotumia mamlaka ya kipekee juu ya meli zake kwenye bahari kuu bila ubaguzi']",C,"Jibu sahihi ni:

C) Jimbo la bendera linapaswa kutumia mamlaka ya kipekee juu ya meli zake kwenye bahari kuu.

Kwa mujibu wa sheria za kimataifa, hususan Mkataba wa Umoja wa Mataifa wa Sheria za Bahari (UNCLOS), meli zinapokuwa kwenye bahari kuu, zinakuwa chini ya mamlaka ya kipekee ya jimbo ambalo bendera yake inapepea kwenye meli hiyo. Hata hivyo, kuna baadhi ya hali maalum ambapo majimbo mengine yanaweza kuchukua hatua, kama vile kupambana na uharamia, biashara ya watumwa, au uvuvi haramu."
international_law,"Je, mikataba inapaswa kuwa na muundo fulani?","['Mikataba inapaswa kuteuliwa kila wakati kama hivyo na kuchukua muundo fulani', 'Mikataba inapaswa kuchukua muundo fulani kila wakati, bila kujali jinsi imeteuliwa', 'Mikataba sio lazima ichukue muundo fulani au iteuliwe kama hivyo', 'Mikataba lazimaiteuliwe kama hivyo, bila kujali ni aina gani inayochukua']",C,"A) Mikataba inapaswa kuteuliwa kila wakati kama hivyo na kuchukua muundo fulani

Mikataba mara nyingi inahitaji kuwa na muundo fulani ili kuwa na ufanisi kisheria. Hii inajumuisha vipengele kama vile majina ya wahusika, masharti na vigezo vya makubaliano, malipo au fidia, muda wa mkataba, na masharti ya kuvunja mkataba. Bila muundo huu, inaweza kuwa vigumu kuthibitisha makubaliano na kutekeleza haki za kisheria zinazotokana na mkataba huo. Hata hivyo, mahitaji maalum yanaweza kutofautiana kulingana na aina ya mkataba na sheria za eneo husika."
international_law,Ni nini msingi wa nadharia ya umoja?,"['Nadharia hii hudai kwamba sheria ya kimataifa ni bora kuliko sheria za ndani', 'Hadharia hii inasisitiza kuwa sheria za kimataifa na za ndani ni sehemu ya utaratibu sawa wa kisheria', 'Nadharia hii inasisitiza kuwa sheria za ndani ni bora kuliko sheria za kimataifa', 'Nadharia hii inasisitiza kwamba sheria za ndani na kimataifa hazipingani kamwe']",B,"Msingi wa nadharia ya umoja ni B) Nadharia hii inasisitiza kuwa sheria za kimataifa na za ndani ni sehemu ya utaratibu sawa wa kisheria. Nadharia hii inaamini kwamba sheria za kimataifa na za ndani zinafanya kazi pamoja kama sehemu ya mfumo mmoja wa kisheria, na hazipaswi kuonekana kama mifumo miwili tofauti au inayopingana."
global_facts,"Kufikia 2016, ni takriban asilimia ngapi ya watu wazima wenye umri wa miaka 18 au zaidi walikuwa na uzito wa kupita kiasi?","[0.1, 0.2, 0.4, 0.8]",C,"Kufikia mwaka wa 2016, takriban asilimia 39 ya watu wazima wenye umri wa miaka 18 au zaidi walikuwa na uzito wa kupita kiasi. Hii ni takriban asilimia 0.4. Kwa hivyo, jibu sahihi ni:

C) 0.4"
global_facts,Pato la Taifa lilikuwa nini kwa kila mtu nchini Marekani mwaka 1850 wakati wa kurekebisha mfumuko wa bei na PPP katika bei za 2011?,"['Karibu $300', 'Karibu $3k', 'Karibu $8k', 'Karibu $15k']",B,"Pato la Taifa kwa kila mtu nchini Marekani mwaka 1850, wakati wa kurekebisha mfumuko wa bei na PPP katika bei za 2011, ni karibu $3,000. Kwa hivyo, jibu sahihi ni:

B) Karibu $3k"
global_facts,"Kufikia 2019, ni asilimia ngapi ya watu kutoka Marekani wanasema ushoga unapaswa kukubaliwa na jamii?","[0.52, 0.62, 0.72, 0.82]",C,"Kufikia mwaka wa 2019, asilimia 72% ya watu kutoka Marekani walisema kwamba ushoga unapaswa kukubaliwa na jamii. Kwa hivyo, jibu sahihi ni:

C) 0.72"
global_facts,Ni nchi ipi kati ya zifuatazo ilizalisha idadi kubwa ya nishati ya jumla kutoka vyanzo vya jua mnamo 2019?,"['China', 'Marekani', 'Ujerumani', 'Japani']",A,"A) China

Mnamo mwaka wa 2019, China ilizalisha idadi kubwa zaidi ya nishati ya jumla kutoka vyanzo vya jua ikilinganishwa na nchi nyingine yoyote duniani. China imewekeza sana katika nishati mbadala na inaongoza katika uzalishaji wa nishati ya jua."
global_facts,"Kudhibiti mfumuko wa bei na marekebisho ya PPP, ni takriban kiasi gani cha Pato la Taifa kwa kila mtu kiliongezeka kutoka 1950 hadi 2016 nchini Japani?","['kwa mara 5', 'kwa mara 10', 'kwa mara 15', 'kwa mara 20']",C,"Kudhibiti mfumuko wa bei na marekebisho ya PPP (Purchasing Power Parity), Pato la Taifa kwa kila mtu nchini Japani kiliongezeka kwa takriban mara 15 kutoka 1950 hadi 2016. Hivyo, jibu sahihi ni:

C) kwa mara 15"
