question	choices	answer	subject	output	verbalized
"Who is the ""everlasting adversary""?"	['The state that opposes the law in question is celebrating its creation.', 'The state that did not recognize the law questioned it for a while.', 'The state opposed the establishment of customary law from its inception and publicly.', 'A state that adopts a customary law but opposes the law.']	C	international_law	C) The state opposed the establishment of customary law from its inception and publicly.	C
What is collective security?	['You have the right to protect yourself from more than one nation collaborating with you', 'The right of the partners to protect the state in which the incident occurred.', 'Military order from the UN Security Council', 'Funding of peacekeeping operations by the UN General Assembly']	C	international_law	C) Military order from the UN Security Council	C
The European Convention on Human Rights has many concerns, but which of them?	['Economic and social rights', 'Environmental rights', 'Civil and political rights', 'Economic freedom']	C	international_law	C) Civil and political rights	C
Do the decisions of international courts violate the same principles that apply to national courts?	['The administrative rules applicable to the national courts are the same as those applicable to international courts.', 'Laws that all international courts have made law at the behest of the UN Security Council', 'International courts share some, but not all, of the judicial principles applicable to national courts.', 'The jurisdiction of international courts is limited by their founding treaties.']	D	international_law	C) International courts share some	C
What does it mean in general?	['You belong to different social groups.', 'The collective rights belong to specific groups as distinct from individual members.', 'Civil rights are universal rights.', 'Collective rights relate to the rights of the group and the individual rights of its members.']	B	international_law	B)The collective rights belong to specific groups as distinct from individual members.	B
Do the states have any role in trade?	['The provinces are not responsible for how they conduct their trade.', 'States are under an obligation so to conduct themselves that the negotiations are meaningful', 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations', 'States have an obligation to inform the UN secretary-general of their trade status.']	B	international_law	B) States are under an obligation so to conduct themselves that the negotiations are meaningful	B
What is the fundamental difference between naturalism and positivism?	['On the one hand, naturalism is based on a set of laws that are universal standards and goals, on the other hand, positivism is based on a systematic and regular set of laws that states establish with their will.', 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope', 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such', 'Naturalism is an ideology that is widespread outside Europe, whereas science is an ideology that is euro-centric.']	A	international_law	D	D
"What is ""the unrighteousness of the world""?"	['An international crime is an act or omission that violates international criminal law.', 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not', 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State', 'Misconduct in general is conduct that cannot be ignored because it is necessary, force majeure and excuse.']	C	international_law	B	B
What are your roles?	['It shows that authority exists only when it is active', 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct', 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender', 'List the effects in effect to give the State control over the area where the action produces the effects.']	D	international_law	B	B
Who is considered part of the state under the law of international obligations?	"['The organs of truth are individuals empowered by law to exercise the organs of governmental authority.', ""De facto organs' are the persons, who are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State"", ""De facto organs' are the de jure organs of the State that act without due authority or ultra vires"", 'Those responsible are those whose actions or omissions are not traceable back to the state.']"	B	international_law	A)	A
What is the essence of multiculturalism under Ghanaian law?	['We will add custom if it does not contradict the existing law.', 'Custom is superior to English law and is always incorporated', 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere', 'Tradition has linked gestures to the enforcement of the law.']	A	international_law	A)	A
Did they approve the use of military force before signing the United Nations Charter?	['The military was banned.', 'Armed force was permitted with no restrictions', 'Armed force was permitted subject to few restrictions', 'Before 1945, the military had no legal standing under international law.']	C	international_law	D) Before 1945	D
What is the principle of judicial protection?	"['It is a mandate based on harming national interests through foreign actions.', ""It is jurisdiction in order to protect one's nationals abroad"", 'It is jurisdiction in order to protect international human rights', 'It was a command to the offending nation.']"	A	international_law	B) It is jurisdiction in order to protect one's nationals abroad	B
Which of these statements is correct?	['The Council of Europe was founded in 1950 and has 27 member states', 'The Council of Europe was established in 1949 and consists of 47 member states', 'The Council of Europe was established in 1959 and consists of 34 member states', 'Established in 1984, the Council of Europe is made up of 19 member states']	B	international_law	B) The Council of Europe was established in 1949 and consists of 47 member states	B
"What is the ""reasonable result"" of maritime boundary laws and practices?"	"['It is the only form of maritime arbitration followed by international courts and tribunals.', 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case', ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test."", 'Possession of an anchorage is an old-fashioned way of making an unnecessary maritime boundary.']"	C	international_law	D) It is the end result that all delimitations of areas of continental shelf and EEZ should achieve	D
What is legal restraint?	['Exceptions are exceptions to specific human rights obligations contained in treaties.', 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation', 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence.', 'Commitment is the principle of fulfillment in human commitments.']	C	international_law	C) A State may suspend particular rights by means of a derogation in circumstances that threaten its existence.	C
What is the meaning of the metaphor?	['Tradition holds that human rights apply to all people without restriction.', 'Cultural relativism posits that human rights have a cultural origin', 'Cultural relativism posits that the application of human rights is relative to the laws in each nation.', 'Tradition holds that culture is the basis of all human existence and behavior.']	D	international_law	C) Cultural relativism posits that the application of human rights is relative to the laws in each nation.	C
Is the modern world dominated by governments?	['The concept of governments is common in modern practice.', 'Recognition of governments has largely been replaced by functional Recognition', 'Government recognition is common in respect of rebel entities', 'Democracy is the only modern form of government.']	B	international_law	B) Recognition of governments has largely been replaced by functional Recognition	B
What is the Universal Declaration of Human Rights (UDHR)?	['The UDHR is a multilateral agreement.', 'The UDHR is a UN General Assembly resolution', 'The UDHR is a UN Security Council resolution', 'The UDHR is a declaration adopted by many states at international conferences.']	B	international_law	B) The UDHR is a UN General Assembly resolution	B
Why would a violation of your rights result in a civil suit outside the jurisdiction of the ECHR?	"[""The European Court of Human Rights is located outside of Europe where the ECHR's national government has violated the human rights of members of foreign states."", 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control', 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission', 'ECHR for the former cities of the member states.']"	B	international_law	B) The ECHR applies extraterritorially in circumstances where a member State exercises effective control	B
What is meant by the principle 'pacta sunt servanda'?	['The contracting parties should be aware of its rules and not make mistakes in their interpretation.', 'Parties to a treaty should safeguard the object and purpose of the treaty', 'Parties to a treaty should adhere to its terms in good faith', 'The parties to a treaty should not violate the most important provisions of the treaty.']	C	international_law	C)Parties to a treaty should adhere to its terms in good faith	C
What was the result of disregard for the law in the Tin Committee case?	"['The headquarters of the International Tin Commission is in London so the lack of enforcement is not necessary.', 'The constitutive treaties of international organisations are subject to the doctrine of incorporation', ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system."", ""England's lack of enforcement of international law is irrelevant under international law.""]"	C	international_law	C) The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system.	C
Which of you is telling the truth?	['The Human Rights Act 1998 incorporated the European Convention on Human Rights into UK law.', 'The Human Rights Act 1998 allows a court to invalidate primary legislation', 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court', 'The Human Rights Act 1998 added the EU Charter for Fundamental Rights to UK law.']	A	international_law	A	A
What adjustments may be necessary?	['Remediation can cost not only money, but also interest.', 'Reparation denotes only the physical restitution of the wrongful act', 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation', 'Rehabilitation is up to the states involved to decide']	C	international_law	D) Reparation includes restitution	D
"What was the ""law of partiality""?"	['They are the acts of the provinces as customary acts.', 'They are acts creating unilateral legal obligations to the acting State', 'Unilateral acts are simply political acts of State devoid of any legal effect', 'Individual steps are taken by the states to bind the treaty.']	B	international_law	B) They are acts creating unilateral legal obligations to the acting State	B
Are kidnappings in other areas grounds for dismissal of legal proceedings by the UK courts?	"['Such kidnapping is a violation of the rules and leads to a moratorium.', ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings"", 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals', 'Courts may, but rarely, be involved in kidnappings in other jurisdictions.']"	A	international_law	B)Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings	B
What is the meaning of 'dried up by the laws of nature' in the law of universal obligation?	['Common law is the body of law that defines international law, including the law of international obligations.', 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, i.e. of the international obligations of the States.', 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility.', 'The second laws are the laws that govern the law of the laws of the opposite action.']	B	international_law	C) Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules	C
What did you write about collective bargaining?	['The collective doctrine requires that all treaties undergo legal change before they become customary law.', 'The doctrine of incorporation does not require any further action at the domestic level', 'The doctrine of incorporation treats treaties as inferior to domestic law', 'Write a summary showing that the contracts they sign fall within the jurisdiction of the civil law itself.']	D	international_law	B) The doctrine of incorporation does not require any further action at the domestic level	B
Are the ICJ's written actions available to the parties?	['No, as a literal interpretation of the provisions applicable to the state, the provisions are not binding.', 'No, unless the parties have agreed so beforehand', 'It depends upon the Court whether the provisional measures will be binding', 'Yes, the Court has consistently held since the La Grand case (2001) that they are in breach of contract.']	D	international_law	A)	A
When did you strike unlawfully?	['Restrictive measures are unlawful when inter alia they are unjustified or violate restrictive principles of international law (e.g. use of force, human rights)', 'Countermeasures are illegal when they are taken in the course of an armed conflict', 'Countermeasures are illegal when they violate bilateral treaties', 'Strikes are illegal when the responsible state does not intervene.']	A	international_law	A	A
What is the difference between applying politics and applying the law in settling disputes?	['The outcome of legal proceedings, such as a ruling by the ICJ, is final and binding on the parties, whereas this is not the case with civil proceedings.', 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods are not.', 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods', 'The legal weapons to end war are only for major conflicts, and yet, the political weapons are the ones to be used in all conflicts.']	A	international_law	C	C
And what is the purpose of bringing your indigenous reforms to the international community?	['The constitutional amendment envisages the creation of international courts to deal with the most serious cases.', 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions', 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts', 'The constitutional amendment helps to show that national courts are better placed to deal with cases than international ones.']	C	international_law	C) The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts	C
Which of the following cases illustrates the European Court of Human Rights' 'principle of subsistence'?	['Golder v. the UK (1978)', 'A v the UK (2009)', 'Goodwin v. the UK (2002)', 'Osman v. the UK (1998)']	C	international_law	D) Osman v. the UK (1998)	D
Is the recognition of foreign judgments subject to the same laws as those applicable to the validity and modification of treaties?	['Foreign judgments were enforced on the basis of collective doctrine.', 'Foreign judgments are enforced on the basis of the doctrine of transformation', 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties', 'The courts apply the principle of jurisdiction over a foreign territory by means of a statute of limitations.']	C	international_law	C) The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties	C
What was the most important finding of the Senate in Pinochet's case?	"[""Pinochet's case confirmed that former heads of state enjoyed full immunity."", 'The Pinochet case confirmed that all public acts enjoy immunity', 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office', 'The Pinochet case proves that in terms of security, there is no difference between the head of state and the president.']"	C	international_law	C) The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office	C
Which of the following statements is not true?	"['The war crimes trials in Nuremberg and Tokyo took place immediately after World War I.', ""The war crimes trials introduced a 'crime against humanity' as an offence"", 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity', 'Terrorism has come to realize that the ""higher commandments"" cannot be used as an excuse for war or terrorism.']"	A	international_law	A	A
Which state exercises control over shipping on the high seas?	['All states can exercise jurisdiction over foreign vessels on the high seas.', 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them.', 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy', 'A state with a navy is the only state that exercises exclusive control over its ships on the high seas.']	C	international_law	C	C
Does a contract have to be in a specific form?	['It should always be observed as such and have a definite appearance.', 'Treaties should always assume a particular form, no matter how they are designated', 'Treaties do not have to assume a particular form or designated as such', 'Contracts are negotiable, regardless of the type of contract.']	C	international_law	D)Treaties do not have to assume a particular form or designated as such	D
What is the basic foundation of your monist theory?	['Monism holds that universal law is superior to domestic law.', 'Monism posits that international and domestic law are part of the same legal order', 'Monism posits that domestic laws are superior to international law', 'Monism holds that natural law and the universe are not necessarily incompatible.']	B	international_law	B) Monism posits that international and domestic law are part of the same legal order	B
In 2016, how many adults aged 18 or over were overweight?	['10 percent', 'twenty percent', '40%', '80% of']	C	global_facts	C) 40%	C
What was the GDP per capita in the United States in 1850 when adjusted for inflation and PPP in 2011?	['$300 or so', 'Such as $3k', 'Like $8k or so.', 'As much as $15k']	B	global_facts	B)Such as $3k	B
In 2019, how many people from the United States said that homosexuality should become socially acceptable?	['52% of', '62% of', '72% of', '82% of']	C	global_facts	C)72% of	C
Which of the following countries created the largest amount of energy from solar sources in 2019?	['China', 'United States of America', 'Germany', 'Japanese']	A	global_facts	A)China	A
Conservation and reform-PPP, how much has GDP per capita increased from 1950 to 2016 in Japan?	['with multiples of 5', 'with 10 times', 'with multiples of 15', 'with 20 times']	C	global_facts	D) with 20 times	D
What is the leading cause of death among children under five (as of 2017)?	['Minor infections of the respiratory system', 'The pain of premature birth', 'Diarrhoea', 'The fever']	A	global_facts	C) Diarrhoea	C
By 2019, how many people in the world will not have access to safe drinking water?	['10 percent', 'twenty percent', '30%', '40%']	C	global_facts	A)10 percent	A
How many survey respondents from India reported that they had reported bribery money in the past year for the use of public services (such as education; judiciary; medicine and health; law enforcement; registration and licensing services; utilities; taxes and customs; and land provision) in 2017?	['29% of', '49% of', '69% of', '89% of']	C	global_facts	B) 49% of	B
In 2017, how many people in Brazil used a mobile phone in the last three months?	['18 percent', '38 percent', '58% of', '78% of']	C	global_facts	D)78% of	D
In 2017, how many people in India used a mobile phone in the last three months?	['11 percent', '26 percent', '41%', '56% of']	B	global_facts	C)41%	C
In 2018, how many Indians said that in addition to the diversity of people of different races, ethnic groups and nationalities in their country, it makes it an easier place to live (either badly or not at all)?	['23 percent', '38 percent', '53% of', '68% of']	D	global_facts	B)38 percent	B
In 2019, how much of the world's population lives in extreme poverty (less than $1.90 a day)?	['5%', '10 percent', '15 percent', '25% of']	B	global_facts	B)10 percent	B
In 2020, how much of the world's population is defecating outdoors?	['2%', '4%', '9%', '18 percent']	C	global_facts	C)9%	C
Which of the following is not an element of the principle of sharing and development?	['minimum wage law', 'land reform', 'progressive tax', 'additional educational opportunities']	A	global_facts	A)minimum wage law	A
How much of the world's population was illiterate in 1950?	['36 percent', '56% of', '76%', '96 percent']	B	global_facts	B)56%	B
In 2016, how many adults aged 18 or over were obese?	['6 percent', '13 percent', '27 percent', '46% of']	B	global_facts	B)13 percent	B
In 2019, how many Germans said that the relationship between the U.S. and Germany was good?	['34% of', '49% of', '64% of', '79% of']	A	global_facts	A)34%	A
In 2017, what percentage of Americans lived in urban areas?	['62% of', '72% of', '82% of', '92 percent']	C	global_facts	C)82%	C
What was the GDP per capita in the United States in 1950 when adjusted for inflation and PPP in 2011?	['Such as $3k', 'As much as $8k', 'As much as $15k', 'As much as $30k']	C	global_facts	C)As much as $15k	C
In 2016, how many people in the United States were homeless?	['55,000 people', 'five hundred and fifty thousand', '5 and a half million', '55,000,000 What is it?']	B	global_facts	C) five hundred and fifty thousand	C
In 1965 how many Americans thought it was wrong to send troops to Vietnam?	['25% of', '45 percent', '65 percent', '85 percent']	A	global_facts	A)25%	A
In 2013, the percentage of people in Ethiopia who thought that political parties were corrupt	['24 percent', '44 percent', '64% of', '84% of']	A	global_facts	D)84% of	D
In 1997, the World Bank found that half of the world's population lived in low- and middle-income countries, i.e., countries with per capita incomes of $1230 or less.	['25% of', '40%', '55 percent', '75 percent']	D	global_facts	D)75 percent	D
In 2015, how much of India's GDP was generated by agriculture?	['8 percent', '16 percent', '32 percent', '64% of']	B	global_facts	B)16 percent	B
Which of these is true about 2020?	['Men are more likely to suffer from depression and alcoholism than women.', 'Women are more likely to suffer from depression and alcoholism than men.', 'Men are more likely than women to develop depression while women are more likely than men to develop alcoholism.', 'Women are more likely than men to suffer from depression while men are more likely than women to suffer from alcoholism.']	D	global_facts	D) Women are more likely than men to suffer from depression while men are more likely than women to suffer from alcoholism.	D
In 2019, how many people in Brazil said that homosexuality should be accepted in society?	['37%', '47% of', '57% of', '67%']	D	global_facts	C) 57%	C
In 2017, Saudi Arabia's share of GDP in military spending was	['1%', '3%', '6 percent', '10 percent']	D	global_facts	D)10 percent	D
In 2019, how much of the electricity in the United States came from fossil fuels?	['23 percent', '43 percent', '63% of', '83% of']	C	global_facts	C) 63%	C
What percentage of children aged 13-15 in Egypt were sexually assaulted at least once in the last few months of 2015?	['10 percent', '30%', '50% of the', '70%']	D	global_facts	B) 30%	B
In 2018, how many U.S. adults said that criminal risk assessments for people with low convictions were an unwise decision-making tool?	['26 percent', '41%', '56% of', '71 percent']	C	global_facts	B)41%	B
In 2018, how many chickens were slaughtered for meat consumption?	['690 million', '6.9 billion', '69 billion', '690 billion']	C	global_facts	C)69 billion	C
In 2016, how much of South Sudan's population had access to electricity?	['9%', '29% of', '59% of', '79% of']	A	global_facts	A)9%	A
How many survey respondents from Mexico reported that they used bribery funds in the past year to spend on public services (such as education; justice; medicine and health; law enforcement; registration and licensing services; utilities; taxes and customs; and land allocation) in 2017?	['31%', '51 percent', '71 percent', '91% of']	B	global_facts	A)31%	A
Guidance for conservation and reform-PPP, how much has GDP per capita increased from 1950 to 2016 in China?	['with multiples of 4', 'with multiples of 8', 'with multiples of 16', 'with multiplication by 32']	C	global_facts	C)with multiples of 16	C
Ross Perot made electoral history by narrowly leading the presidential race in October as the third-party candidate with 39% of the popular vote.	['1 and 2', 'The 7th', '13 What is it?', '19th']	D	global_facts	D)19th	D
In 2019, how many Turks said that God plays an important role in their lives?	['59% of', '69% of', '79% of', '89% of']	D	global_facts	C)79% of	C
Which of these caused the most deaths in the 20th century?	['Hurricanes', 'A fire scare', 'The dance floor', 'Floodwaters']	D	global_facts	D)Floodwaters	D
What percentage of children aged 13-15 in the United States reported one or more school shootings in the last 12 months of 2015?	['15 percent', '35 percent', '55 percent', '75 percent']	B	global_facts	A) 15 percent	A
Addressing sustainability and innovation-PPP, how much has GDP per capita increased from 1950 to 2016 in South Korea?	['with multiples of 4', 'with multiples of 8', 'with multiples of 16', 'with multiplication by 32']	D	global_facts	C)with multiples of 16	C
In 2019, how many people from Turkey agreed to run the state for the benefit of all?	['36 percent', '51 percent', '66% of', '81%']	C	global_facts	B)51 percent	B
In 2015, what percentage of the world's population was illiterate 15 years ago?	['81%', '86% of', '91% of', '96 percent']	B	global_facts	B)86%	B
How many survey respondents from India reported that they had reported bribery money in the past year for the use of public services (such as education; judiciary; medicine and health; law enforcement; registration and licensing services; utilities; taxes and customs; and land provision) in 2017?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	B)46%	B
In 2019, which of the following has the lowest life expectancy?	['Brazil', 'China', 'Mexico', 'Iran']	C	global_facts	A)Brazil	A
In 2019, how many deaths per year are caused by unsafe drinking water?	['1.2 million', '2.4 million', '3.6 million', '4.8 million']	A	global_facts	A)1.2 million	A
Which of the following causes the highest number of deaths worldwide each year (in 2017)?	['Diarrheal diseases', 'What is diabetes?', 'Illnesses of old age', 'Damage to roads']	C	global_facts	A) Diarrheal diseases	A
How many people were infected with HIV/AIDS in 2020?	['3 million', '14 million', '42 million', 'One hundred twenty-four million']	C	global_facts	C)42 million	C
What percentage of children aged 13-15 in the United States were bullied at least once in the last few months of 2015?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	A)26 percent	A
In 2019, how many South Koreans said that belief in God is important for morality and decency?	['25% of', '45 percent', '65 percent', '85 percent']	B	global_facts	A)25%	A
What percentage of children aged 13-15 in Japan were bullied at least once in the last few months of 2015?	['6 percent', '16 percent', '36 percent', '66% of']	C	global_facts	C) 36 percent	C
In 2018, how many U.S. adults said that computer systems will always discriminate against people?	['43 percent', '58% of', '73%', '88% of']	B	global_facts	A)43 percent	A
In 2017, China's military spending as a percentage of GDP was	['0.50% by weight', '2%', '6 percent', '12 percent']	B	global_facts	B)2%	B
"The idea that inertia first increases with growth, then decreases with growth rate (known as ""U-change inertia"") has, as of 2020,"	['is strongly supported by many studies', 'get only partial support, not random research', 'be supported by periodic surveys only, not individual surveys', 'Become a generalist based on proven studies']	B	global_facts	B)get only partial support	B
Across the globe, 30-year-old men have spent 10 years in school, on average. How many years have their female peers spent in school, on average, in 2020?	['12 years', '9 years old', '6 years', '3 years']	B	global_facts	B) 9 years	B
In 2017, the ratio of deaths in Greenland to suicides was	['0.90% by weight', '1.80% of', '3.60% of', '7.20% of the']	D	global_facts	C) 3.60% of	C
In 2019, how many Russians said that homosexuality should become socially acceptable?	['14 percent', '24 percent', '34% of', '44 percent']	A	global_facts	B)24 percent	B
In 2019, how many Americans said that the relationship between the U.S. and Germany was good?	['60% of the', '75 percent', '90% of', '45 percent']	B	global_facts	D)45 percent	D
In 2019, how many Americans said it was very important to have a free press in our country without government/state support?	['50% of the', '60% of the', '70%', '80% of']	D	global_facts	C)70%	C
In 1987 during the Iran Contra, how many Americans believed that Reagan was withholding information?	['2%', '25% of', '50% of the', '75 percent']	D	global_facts	D) 75 percent	D
In sub-Saharan Africa, by 2020,	['No country has developed since a few years ago.', 'The Democratic Republic of Congo is poorer than it was in 1980.', 'some countries have had a relatively low rate of growth.', 'Some countries have achieved moderate levels of development, but the Democratic Republic of Congo is poorer than it was in 1980.']	C	global_facts	B	B
World Bank data shows that in 1995, the poorest 20% of households represented 7.5% of household income in Niger, the bottom 20% represented 11.8% of household income, the middle 20% represented 15.5% of household income, the bottom 20% represented 21.1% of household income, while the top 20% represented 44.1% of household income.	['15 and a half', '34.80% by weight', '48.10 percent', '65.20% of the']	B	global_facts	C)48.10 percent	C
How many children aged 15-14 were working around the world in 2012?	['5 million', '30 million', '150 million', '500 million']	C	global_facts	C)150 million	C
Different developing countries have different levels of access to secondary education. Some countries with high access to secondary education, as of 2020, are:	['Colombia, Peru, Uruguay, and Costa Rica.', 'Bhutan, Niger, Cambodia, and Costa Rica.', 'Uruguay, Costa Rica, Timor-Leste, and Pakistan.', 'Bhutan, Cambodia, Uruguay and Costa Rica.']	A	global_facts	D) and Costa Rica.	D
What is the percentage of children in Vietnam (8 years old) who were punished by their teachers in the last week of 2009?	['10 percent', 'twenty percent', '40%', '80% of']	B	global_facts	D) 80%	D
What percentage of children in India (8 years old) were punished by their teachers in the last week of 2009?	['38 percent', '58% of', '78% of', '98 percent']	C	global_facts	C)78% of	C
Note these statements: (1) In every country, people tend to think that other people in their country are not as happy as they are. (2) In the United States, women's happiness is significantly higher than men's. Which of these statements is Yes/No?	['Yes, of course', 'Yes, yes and no.', 'No, yes, of course', 'No, yes, of course']	B	global_facts	D) yes and no.	D
In 2017, how many people died from suicide worldwide?	['260 years old', '2,600 years old', '26,000 people', 'Hundred and sixty thousand']	C	global_facts	D	D
In 1935 how many Americans generally adhered to Social Security laws?	['90% of', '70%', '50% of the', '30%']	A	global_facts	A)90% of	A
Which of these countries produced the highest per capita CO2 emissions in 2017?	['Japanese', 'Canadians', 'Russia', 'Iran']	B	global_facts	B) Canadians	B
In 2019, how many Indians say it is important to believe in God in order to have good morals and values?	['59% of', '69% of', '79% of', '89% of']	C	global_facts	D)89% of	D
What percentage of children aged 13-15 in China reported one or more school shootings in the last 12 months of 2015?	['9%', '19 percent', '39% of', '59% of']	B	global_facts	B)19 percent	B
What is the percentage of children in Ethiopia (8 years old) who were bullied by their teachers in the last week of 2009?	['18 percent', '38 percent', '58% of', '78% of']	B	global_facts	C) 58%	C
In 2018, how many Tunisians said that in addition to the diversity of people of different races, ethnic groups and nationalities in their country made it an easier place to live (with or without discrimination)?	['24 percent', '39% of', '54% of', '69% of']	A	global_facts	B)39%	B
In 2015, the global birth rate was	['1.5 children per woman', '2.5 children per woman', '3.5 children per woman', '4.5 children per woman']	B	global_facts	B)2.5 children per woman	B
What is the average foreign salary in 2020?	['$300 or more', '$1,000 each', '$10,000 or more', '$30,000 or more']	C	global_facts	A)	A
Before being elected to a third term, how many U.S. presidents voted in favor of a third term?	['twenty percent', '40%', '60% of the', '80% of']	C	global_facts	A)twenty percent	A
In 2019, how many Italians say it is very important to have a free press in our country without state support?	['41%', '56% of', '71 percent', '86% of']	B	global_facts	A)41%	A
How much of the world's GDP was spent on global education in 2017?	['1%', '2%', '4%', '8 percent']	C	global_facts	C)4%	C
In 2013, which of these countries had the highest per capita homelessness?	['United States', 'Chile', 'from Ireland', 'Spain']	A	global_facts	C) from Ireland	C
Overall, the average income growth rate of the least developed countries increased dramatically between 1960 and 1995	['is a valley in general', 'better than countries with high wages', 'Great Britain during the industrial revolution', 'is an average of 3.0% per year']	C	global_facts	D) is an average of 3.0% per year	D
In 2015, how much of the world's land was desert?	['15 percent', '30%', '45 percent', '60% of the']	B	global_facts	B)30%	B
An unprecedented level of human intellectual development has occurred	['in Africa, which is the poorest region in the world with the lowest overall economic growth.', 'in Asia, which is the poorest region in the world with the fastest economic growth.', 'in Asia, which is the poorest region in the world with the lowest overall economic growth.', 'in Africa, which is the poorest region in the world with the highest economic growth rate.']	C	global_facts	C	C
What age group has the highest rate of HIV/AIDS deaths in the world?	['Below 5', '14-year-old', '15 to 49', 'more than 50']	C	global_facts	C)15 to 49	C
In 2015, agriculture accounted for about what percent of US GDP?	['1%', '3%', '9%', 'twenty percent']	A	global_facts	A)1%	A
As of 2017, what percentage of Indians live in urban areas?	['19 percent', '34% of', '49% of', '64% of']	B	global_facts	B)34%	B
Consider these statements: (1) As countries become more affluent, people sacrifice higher levels of life satisfaction. (2) Major life events such as marriage or divorce affect our happiness, but surprisingly have little long-term impact. Which of these statements is Yes/No, in 2020?	['Yes, of course', 'Yes, yes and no.', 'No, yes, of course', 'No, no, not at all']	A	global_facts	C	C
At its height, what was the overall difference in the acceptance of racist doctrines from the South and the rest of the U.S.?	['80% of', '40%', '- 40%', '-80% of']	B	global_facts	A)80% of	A
In 2013, the percentage of people in the United States who thought that political parties were corrupt	['36 percent', '56% of', '76%', '96 percent']	C	global_facts	C)76%	C
Which of these countries had the highest share of GDP in renewable energy generation in 2015?	['China', 'Japanese', 'Chile', 'India']	C	global_facts	C)Chile	C
In 2020, how much do you need to pay per year to be among the top 1% richest people in the world?	['$150,000 or more', '$75,000 or more', '$35,000 or more', '$15,000 or more']	C	global_facts	B) $150,000 or more	B
In 1943, how many Americans believed in the Holocaust?	['30%', '50% of the', '70%', '90% of']	B	global_facts	A)30%	A
Which of these countries produced the most CO2 emissions in 2017?	['Canadians', 'Russia', 'Iran', 'Japanese']	D	global_facts	B) Russia	B
At the time of independence, hundreds of thousands of university graduates were already in _____, but it was hard to find anything in ____.	['India, the Congo', 'India, South Korea', 'Congo, South Korea', 'South Korea, India']	A	global_facts	B) the Congo	B
In 2013, the percentage of people in Ethiopia who thought that political parties were corrupt	['26 percent', '46% of', '66% of', '86% of']	D	global_facts	D)86% of	D
In 2019, how many French people said that God plays an important role in their lives?	['11 percent', '31%', '51 percent', '71 percent']	B	global_facts	A)11 percent	A
In 2017, the United States military expenditure as a percentage of GDP was	['1%', '3%', '6 percent', '10 percent']	B	global_facts	B)3%	B
In 2017, the proportion of global deaths by suicide was	['0.70% by weight', '1.40% by weight', '2.80 percent', '5.60% of']	B	global_facts	C)2.80 percent	C
Many countries that became independent after World War II found that the threat of colonialism hindered their economic development.	['Political and social boundaries across the various ethnic groups that are so similar', 'Lack of access to higher education and training for civilians under the communist regime', 'the management of domestic trade by a foreign-only board of directors', 'all']	D	global_facts	D) all	D
