question	choices	answer	subject	output	verbalized
What does collective security mean?	['The right to defend oneself in more than one country indicates harmony', 'The right of one of the allies to defend the accused Nation', 'Military authorization by the UN Security Council', 'Authorization of peacekeeping missions by the UN General Assembly']	C	international_law	C) Military authorization by the UN Security Council	C
Of the following, what is the European Convention on Human Rights most concerned about?	['Social and economic rights', 'Environmental rights', 'Civil and political rights', 'Freedom from financial pressures']	C	international_law	C) Civil and political rights	C
Is the jurisprudence of international courts governed by the same principles that apply to national courts?	['Principles applicable to the jurisdiction of the court to national courts in general and to foreign courts', 'The jurisdiction of all foreign courts is controlled by the UN Security Council', 'International jurisdictions share some but not all of the principles of jurisdiction applicable to international courts.', 'The jurisdiction of the courts of foreign courts is limited only by their treaties']	D	international_law	C) International jurisdictions share some but not all of the principles of jurisdiction applicable to international courts.	C
What is the meaning of cumulative rights?	['Collective rights belong to different groups of people', 'Collective rights are those which belong to a particular group in comparison with the individual members of the group', 'Minority rights for collective rights', 'Collective rights are the rights of such a group as well as the individual rights of the members of the group.']	B	international_law	D)Collective rights are the rights of such a group as well as the individual rights of the members of the group.	D
Are countries subject to a goal when they negotiate?	['Countries not under the obligation know how to conduct their negotiations', 'Nations are held accountable for their conduct and for meaningful negotiations', 'The parties are under obligation to find a solution to the dispute when they hold negotiations.', 'The contracting parties must inform the UN Secretary-General of the progress of their negotiations.']	B	international_law	B)Nations are held accountable for their conduct and for meaningful negotiations	B
What is the difference between nature and the law of nature?	['On the one hand, legitimacy depends on a set of rules that are not universal and prescriptive, and on the other hand, authenticity depends on the structure and interconnectedness of a legal system that is international in scope and made by enthusiasts and aspirants.', 'While identity applies to the encyclopedia of human rights law the law of identity is open and has a general scope.', 'Identity by current values of the foreign population at the time the identity database takes it into account in the foreign law', 'That was the school of thought spoken outside of Europe, while encyclopedias were Euro-centric encyclopedias.']	A	international_law	B	B
What is foreign promiscuity?	"['of foreign crime.', ""Foreign misconduct is a breach of a State's foreign obligation, whether or not you have contributed"", 'Foreign misconduct involves an act or omission imposed on a nation that constitutes a breach of the foreign obligation of the Nation.', 'Foreign misconduct is an unforgivable disregard for the most important, the most powerful.']"	C	international_law	D) Foreign misconduct involves an act or omission imposed on a nation that constitutes a breach of the foreign obligation of the Nation.	D
What are the effects of the teachings?	['conveys the fact that the power of the court exists when it is properly exercised.', 'Law enforcement works to ensure the authority of the court in a Nation with active contacts and harmful conduct.', 'The effect of the statute is to guarantee the power of the court in a nation that shares the nationality of the offender.', 'The operation of the statute serves to ensure the jurisdiction of the national court in whose jurisdiction the conduct results.']	D	international_law	D) The operation of the statute serves to ensure the jurisdiction of the national court in whose jurisdiction the conduct results.	D
What people are considered de facto, members of the Nation under international labour law?	"['De facto organs are persons authorized by law to exercise parts of governmental authority', ""De facto organs' are people who actually act at the behest of, or under the direction and control of, that Nation in carrying out conduct that has affected the nation."", ""De facto organs', are de jure organs' of the State acting without authority."", ""The de facto organs', their actions or omissions will have no impact on the nation.""]"	B	international_law	B)	B
What is an important milestone in the consolidation of laws under English law?	['A custom is binding if it does not conflict with existing published law', 'The custom is above English law and remains united.', 'The client must be known to parliament before the courts can bring it to the domestic sector.', 'Customs consolidated by the enactment of a published law']	A	international_law	A)	A
Was military deployment originally authorized by the United Nations Charter?	['Military is prohibited', 'Military action was permitted without conditions', 'Soldiers were allowed to target a limited number of targets', 'Military forces were not regulated under foreign law before 1945.']	C	international_law	A)Military is prohibited	A
What is the protective purpose of judicial law?	"['It is the power of the court to rely on damages sought by the state for conduct committed abroad.', ""By the power of the court to protect one's international"", 'By force in court to protect the rights of foreigners', 'The jurisdiction of the court depends on the nationality of the offender']"	A	international_law	A)	A
Which of the following statements is true?	['Council of Europe founded in 1950 with 27 member countries', 'The Council of Europe was founded in 1949 and has 47 member nations', 'The Council of Europe was founded in 1959 with 34 member nations', 'The Council of Europe was founded in 1984 with 19 member nations']	B	international_law	B) The Council of Europe was founded in 1949 and has 47 member nations	B
What have been the legal and practical consequences of the distinction between rights and obligations?	['It is the only way to separate rights and obligations for foreign courts and tribunals to follow', 'The relevant outcomes are those that the judge or magistrate will determine to be ex aequo et bono when their confidentiality and what they consider to be fair or appropriate is limited,', 'Circumstances related to the accompanying test', 'Getting the right results is an old-fashioned method of limitation that no longer works.']	C	international_law	C)	C
What is freedom from the law?	['The sanctions are concessions arising from the human rights obligations contained in the treaty.', 'Defamation means that the powers that be do not have the rights to bring allegations to the nation that they have breached an obligation', 'A nation may suspend a few privileges because of a scandal in situations that threaten its very existence.', 'Disgraceful emphasis on laws in human rights treaties']	C	international_law	C) A nation may suspend a few privileges because of a scandal in situations that threaten its very existence.	C
What does cultural analysis mean?	['The traditional way of life indicates that human rights operate equally without restraint', 'cultural relevance indicates that human rights have a cultural origin.', 'Cultural affinity indicates that the human rights applicant is related to the laws in each country.', 'Cultural relevance indicates that the local culture must ensure the existence of effective human rights for all.']	D	international_law	D)Cultural relevance indicates that the local culture must ensure the existence of effective human rights for all.	D
Is the appearance of governments common in the international transit system?	['The appearance of governments is very common in modern production.', 'Government visibility has largely been taken over by the operation of Visibility.', 'Government appearances are commonly associated with disobedience', 'Only democratic governments are seen to function temporarily.']	B	international_law	C) Government appearances are commonly associated with disobedience	C
What is the legal creation of the Universal Declaration of Human Rights (UDHR)?	"['The UDHR is a landmark treaty', ""The UDHR is the UN General Assembly's solution"", ""The UDHR is the UN Security Council's solution"", 'The UDHR has been proclaimed by a handful of Nations at an international conference.']"	B	international_law	B) The UDHR is the UN General Assembly's solution	B
Under what circumstances when a violation of human rights occurs outside the jurisdiction of the ECHR does a Member State fall within the remission by the ECHR?	['The ECHR operates outside Europe where human rights are violated by members of States beyond the EECR', 'The ECHR applies extrajudicial jurisdiction in cases where a Member State exercises control', 'The ECHR operates in additional areas where a State member has contributed to a UN peacekeeping mission', 'The ECHR deals with additional areas where human rights violations occur in former colonies by member nations.']	B	international_law	B) The ECHR applies extrajudicial jurisdiction in cases where a Member State exercises control	B
What is meant by the principle pacta sunt servanda?	['Organisations must have an agreement that they understand how it works so that they do not misinterpret it', 'The parties to the agreement must be fully aware of the nature and purpose of the agreement', 'Intermediaries in a contract must conform to the terms in order to trust', 'The parties to the contract must not violate the essential commitments of the contract.']	C	international_law	D) The parties to the contract must not violate the essential commitments of the contract.	D
What is the effect of the lack of enforcement of the law published in the case of the Tin Council?	['The International Tin Council had its headquarters in London and there was an apparent inconsistency in the enforcement of published law.', 'The constitution of the treaty of foreign associations directed to the legal system of the association', 'The lack of enforcement of a law promulgated in respect of the Convention means that the people did not derive their rights and duties from the English legal system.', 'The inapplicability of a law promulgated in England in relation to a foreign association is inconsistent with foreign law.']	C	international_law	C) The lack of enforcement of a law promulgated in respect of the Convention means that the people did not derive their rights and duties from the English legal system.	C
Which of the following statements is true?	['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law', 'The Human Rights Act 1998 allows the court not to confirm the original bond', 'The Human Rights Act 1998 allows anyone with a substantial offence to bring his case before a court', 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law.']	A	international_law	A) The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law	A
What remedial action has been taken?	['Repayment is possible only with a variation of the ransom, which includes interest.', 'Fines only cover up the nature of misconduct', 'Repayment includes repayment, payment, satisfaction, individually or in combination with other means of payment', 'The form of payment is a matter for the State to decide.']	C	international_law	A)	A
Is the seizure of foreign lands, an area of denial or a matter of court order by the English courts?	['the nation we are doing as working on a customs issue', 'There is a law that makes two legal obligations to what the State represents', 'The primary spokesmen are the political laws of the Nation which enter into any legislative action.', 'Unilateral actions are those taken by the State to bind itself to the treaty.']	B	international_law	D) Unilateral actions are those taken by the State to bind itself to the treaty.	D
Is overburdening an area of refusal or a rule of jurisdiction by the English courts?	"['That hijacking allows abuse of the road and leads you to not go to action.', ""Such kidnappings add to the kidnappers' problems but do not stop the trial"", 'Continued trials under such circumstances may impede the administration of justice with respect to international criminals', 'Courts can, but slowly, continue to prosecute kidnapping cases in more and more places.']"	A	international_law	C)Continued trials under such circumstances may impede the administration of justice with respect to international criminals	C
What is the meaning of conventions in international labor law?	['The second set of rules are the rules for the interpretation of assignments relating to foreign law, including foreign employment law.', 'The second set of laws are the laws governing the legal consequences arising from the breach of important laws that imply the foreign obligations of the Nation.', 'The second criterion is the laws that specifically deal with the idea of contributing to the foreign labor law.', 'The second laws are laws that deal specifically with the law of defendants']	B	international_law	B)including foreign employment law.	B
What does the theory of integration suggest with respect to written accounts?	['The common law of incorporation requires all treaties to make an amendment to the published law before it becomes domestic law.', 'The combined policy does not require further action at the domestic level.', 'Common law treats contracts as unusual in domestic law.', 'The principle of incorporation suggests that modified contracts automatically pass into the realm of domestic law.']	D	international_law	B) The combined policy does not require further action at the domestic level.	B
Are the interim rulings issued by the ICJ binding on other bodies?	"['No to a literal interpretation related to the granting of the Nation, temporary solutions are not binding', 'No, unless the parties have agreed beforehand', ""It is the court's decision whether interim orders will be binding"", 'It has been held by the Court since the 2001 La Grand case that they are liable.']"	D	international_law	D)unless the parties have agreed beforehand	D
When risk-based solutions are not acceptable	['Retaliation is unlawful if it is otherwise consistent with or in violation of a foreign law standard of living (e.g. use of violence, human rights)', 'Self-defense is unlawful when undertaken during a military conflict', 'Vengeance is forbidden when agreements are broken between two parties', 'Self-defense is illegal if the State is willing if it does not consent to it.']	A	international_law	D) Vengeance is forbidden when agreements are broken between two parties	D
What is the difference between the political and the legal meaning of breaking an agreement?	['The outcome of legal proceedings, judged by the ICJ, is final and binding on the parties, although not necessarily on the parties.', 'Political means are based on the consent of the parties to the dispute, while legal means do not.', 'Political means to wait until the final resolution of a conflict, while not always by legal means', 'Legal means of settlement of a dispute are made only in relation to important disputes, where politics means the settlement of all disputes.']	A	international_law	A) The outcome of legal proceedings	A
Does it make sense to eliminate local solutions to international human rights?	['Local remedies law aims to free up international forums to deal with serious crimes', 'The Local Solutions Act aims to stop applicants who abuse the system from filing unnecessary petitions.', 'Local settlement law aims to control the increase of appeals in foreign courts while building the power of local courts', 'The law of local remedies helps to show that domestic courts are better placed than foreign ones to deal with cases.']	C	international_law	D)The law of local remedies helps to show that domestic courts are better placed than foreign ones to deal with cases.	D
Which of the following cases best illustrates the biological principle used by the European Court of Human Rights?	['Ugolder v. the UK 1978', 'A v UK 2009', 'Goodwin v UK 2009 and', 'Osman v. the UK 1998']	C	international_law	C) Goodwin v UK 2009	C
Does the appearance of external judgments point to the same rules as those applicable to the compilation and translation of written texts?	['Outside decisions are enforced based on a consolidated legal system', 'Foreign judgments are emphasized in the reformist tradition', 'The visibility of foreign decisions depends on the existence of two or more appropriate treaties.', 'The courts use confidentiality as a means of enforcing foreign judgments under the principle of fair dealing.']	C	international_law	C) The visibility of foreign decisions depends on the existence of two or more appropriate treaties.	C
Why is it important to locate near the House of God in Pinochet's case?	"[""Pinochet's case has confirmed that former Heads of State enjoy vaccination"", ""Pinochet's case has confirmed that all civil laws are in favor of vaccination"", 'The Pinochet trial has ensured that former heads of State will stop enjoying the vaccine once they leave office.', 'The Pinochet case has confirmed that there is no vaccine-related difference between the current and former head of state.']"	C	international_law	C	C
Which of the following statements is not true?	['The Nuremberg and Tokyo war trials took place after World War I', 'Silent trial of war crimes, crimes against humanity', 'Trial of war criminals who have legally detained persons who have been convicted of such war crimes and crimes against humanity', 'Military crimes trials have found that large orders can never be used as a defense against war crimes or crimes against humanity.']	A	international_law	A	A
What Country uses law more than vessels on the high seas?	['All countries must be court-ordered above the high seas vessels', 'Nations may exercise jurisdiction over foreign vessels on the high seas only in criminal cases against them', 'Flag of the State to exercise special jurisdiction over ships at sea, with the exception of certain offences such as piracy', 'The flag of a State is the only State which exercises jurisdiction over a vessel of the high seas unconditionally.']	C	international_law	C) Flag of the State to exercise special jurisdiction over ships at sea	C
Should written accounts take on some form?	['Records must always be kept and follow a certain format', 'Agreements should always be made in a certain way, even if it adds', 'Contracts are not to be executed in a certain way or done in a certain way', 'Agreements are made even as they are said to be made.']	C	international_law	A	A
What is important about a monastic encyclopedia site?	['One encyclopedia of belief points out that foreign law takes precedence over domestic law.', 'An encyclopedia of common law points out that foreign and domestic law are part of the same legal order', 'The encyclopedia of one belief points out that domestic law is superior to foreign law', 'The encyclopedia of monotheism points out that domestic and foreign law cannot conflict.']	B	international_law	B) An encyclopedia of common law points out that foreign and domestic law are part of the same legal order	B
As of 2016, what percentage of adults aged 18 and over are overweight?	['10% of', '20% of the', '40% of the', '80% of the']	C	global_facts	C)40% of the	C
What was the GDP per capita in the United States in 1850 when adjusted for inflation and PPP figures in 2011?	['about $300', 'about $3k', 'about $8k', 'about $15k']	B	global_facts	B)about $3k	B
As of 2019, what percentage of the population of the United States considered homosexuality to be socially acceptable?	['52% of', '62% of', '72% of', '82% of']	C	global_facts	C)72%	C
Which of the following countries generated most of its energy from solar sources in 2019?	['in China', 'in the United States', 'in Germany', 'in Japan']	A	global_facts	C)in Germany	C
To control the rise and fall of PPP, how much has GDP per capita increased from 1950 to 2016 in Japan?	['times 5', 'more than 10 times', 'more than 15 times', 'more than 20 times']	C	global_facts	C)more than 15 times	C
What is the main cause of death of children under the age of six (as of the year 2017)	['infection of the lower respiratory', 'complications of premature birth', 'diarrhoea', 'the malaria']	A	global_facts	B)complications of premature birth	B
As of 2019, what percentage of the world's population does not have access to safe drinking water?	['10% of', '20% of the', 'Thirty percent', '40% of the']	C	global_facts	B	B
What percentage of survey respondents in India's report scored in the last year for social needs such as education, legal, health, graduation, registration, consents, consumption, tax and customs exemption and international affairs as of 2017?	['29% of', '49% of', '69% of', '89% of']	C	global_facts	C)69% of	C
As of 2017, how much of the population in Brazil has used the Internet in the last three months?	['10% of', '38 percent', '58% of', '78% of']	C	global_facts	C)58% of	C
As of 2017, how much of India's population has used the Internet in the last three months?	['11 percent', '26 percent', '41% of', '56% of']	B	global_facts	B)26 percent	B
As of 2018, what percentage of Indians say that the increase in the number of different racial, tribal and ethnic groups in their country makes it a better place to live than a worse one?	['23 percent of', '38 percent', '53% of', '68% of']	D	global_facts	B)38 percent	B
As of 2019, how much of the world's population lives below the poverty line (less than $1.90 a day)?	['5%', '10% of', '15% of the', '25% of the']	B	global_facts	B) 10%	B
As of the year 2020, what percentage of the world's population is masturbating in the open?	['2%', '4%', '9%', '18 percent of']	C	global_facts	A)2%	A
Which of the following is a policy approach to re-deployment with growth?	['published minimum wage law', 'the regeneration of the earth', 'of ongoing tax', 'to increase access to education']	A	global_facts	D)to increase access to education	D
What percentage of the world's population was literate in the year 1950?	['36 percent', '56% of', '76%', '96 percent']	B	global_facts	A)36 percent	A
As of 2016, what percentage of adults aged 18 and over were overweight?	['6%', '13 percent', '27 percent of', '46% of']	B	global_facts	D)46%	D
As of 2019, what percentage of Germans say that relations between the US and Germany are good?	['34% of', '49% of', '64% of', '79% of']	A	global_facts	A)34%	A
As of 2017, what percentage of Americans live in urban areas?	['62% of', '72% of', '82% of', '92 percent']	C	global_facts	C)82%	C
What was the GDP per capita in the United States in 1950 at the time of inflation change in PPP in 2011	['about $3k', 'about $8k', 'about $15k', 'about $30k']	C	global_facts	B) about $8k	B
How many people were homeless in the United States in 2016?	['55,000 people', 'five hundred and fifty thousand', '5 and a half million', '55,000,000 people']	B	global_facts	C) five hundred and fifty thousand	C
In the year 1965, how many Americans thought it was a mistake to send troops to Vietnam?	['25% of the', '45 percent', '65 percent of', '85% of the']	A	global_facts	B) 45 percent	B
As of 2013, half of Ethiopians think that political parties are corrupt	['24 percent', '44 percent', '64% of', '84% of']	A	global_facts	B)44 percent	B
In 1997 the world bank found that half the world's population lives on low incomes, and the median - that is, countries with per capita incomes of $1,230 or less - is estimated at	['25% of the', '40% of the', '55% of the', '75% of the']	D	global_facts	D)75% of the	D
As of 2015, what percentage of India's total GDP is accounted for by agriculture?	['8 percent', '16 percent', '32 percent', '64% of']	B	global_facts	B)16 percent	B
Which of the following is true as of the year 2020?	['men are more likely to be depressed and more likely to have alcoholism than women', 'women may be more likely to suffer from stress and to drink more than men', 'men are more likely to have a seizure than women, and women are more likely to have alcoholism than men.', 'women may have more seizures than men while men may have more alcoholism than women']	D	global_facts	C) men are more likely to have a seizure than women	C
As of 2019, what percentage of Brazilians think homosexuality should be accepted in society?	['37% of', '47% of', '57% of', '67%']	D	global_facts	C)57%	C
As of 2017, how much of GDP did Saudi Arabia spend on the military?	['1%', '3%', '6%', '10% of']	D	global_facts	D) 10%	D
As of 2019, how much of the electricity in the United States came from fossil fuels?	['23 percent of', '43 percent', '63% of', '83% of']	C	global_facts	C)63% of	C
What percentage of 13-15 year olds in Egypt reported being abused at least once in the past few months since 2015?	['10% of', 'Thirty percent', '50% of the', '70%']	D	global_facts	C) 50% of the	C
As of 2018, what percentage of U.S. adults who said that a crime risk assessment on individuals would find excuses for the unnecessary use of algorithmic decision-making?	['26 percent', '41% of', '56% of', '71 percent']	C	global_facts	B)41% of	B
In the year 2018, how many chickens were killed for meat production?	['690 billion', '6.9 billion', '69 billion', '690 billion']	C	global_facts	C) 69 billion	C
In the year 2016, what percentage of the population of South Sudan had access to electricity?	['9%', '29% of', '59% of', '79% of']	A	global_facts	A)9%	A
What percentage of survey respondents in the Mexico report scored high last year for public needs such as education, law, health, policing, registration and licensing services, utilities, non-profit tax and customs, and global affairs as of 2017?	['31% of', '51% of the', '71 percent', '91% of']	B	global_facts	C)71 percent	C
To control the rise and fall of PPP, how much did GDP per capita increase from 1950 to 2016 in China?	['by a factor of 4', 'times 8', '16 times', 'increased 32 times']	C	global_facts	D)increased 32 times	D
Ross Perot made voting history by leading the June presidential race as a third party candidate with 39%.	['1 and 2', 'The 7', 'The 13th', '19th']	D	global_facts	D)19th	D
As of 2019, what percentage of Turks say that God plays an important role in their lives?	['59% of', '69% of', '79% of', '89% of']	D	global_facts	C)79%	C
Which of the following was responsible for the greatest number of deaths in the 20th century?	['an earthquake', 'news of the storm', 'a pasture fire', 'floods']	D	global_facts	D)floods	D
What percentage of 13- to 15-year-olds in the United States reported being bullied in school, once or more times in the past 12 months since 2015?	['15% of the', '35% of the', '55% of the', '75% of the']	B	global_facts	B)35%	B
To control the rise and fall of PPP, how much did GDP per capita increase from 1950 to 2016 in South Korea?	['by a factor of 4', 'times 8', '16 times', 'increased 32 times']	D	global_facts	D)increased 32 times	D
As of 2019, what percentage of Turkish people agree that the country is working for the benefit of all?	['36 percent', '51% of the', '66% of', '81% of']	C	global_facts	A)36 percent	A
As of the year 2015, what percentage of the world's population over the age of 15 was literate?	['81% of', '86% of', '91% of', '96 percent']	B	global_facts	B)86%	B
What percentage of the survey respondents in the Chinese report were able to hear and identify societal needs ((such as education, legal, health and policing, permits and registration functioning, consumption, tax and customs benefits, and global issues as of 2020?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	C)66% of	C
As of 2019, which of the following has the shortest life expectancy?	['in Brazil', 'in China', 'in Mexico', 'in Iran']	C	global_facts	A)in Brazil	A
As of 2019, unsafe water is responsible for how many deaths each year?	['1.2 million', '2.4 million', '3.6 million', '4.8 million']	A	global_facts	A)1.2 million	A
Which of the following causes the most deaths in the world each year (as of 2017)	['diarrheal diseases', 'sugar', 'with dementia', 'road injuries']	C	global_facts	A) diarrheal diseases	A
How many people are estimated to have been infected with HIV/AIDS as of 2020?	['3 million', '14 million', '42 million', '124 million']	C	global_facts	C)42 million	C
What percentage of children aged 13-15 in the United States reported being abused at least once in the past few months as of 2015?	['26 percent', '46% of', '66% of', '86% of']	A	global_facts	A) 26 percent	A
As of 2019, what percentage of South Koreans say it is necessary to believe in God in order to be honest and maintain values?	['25% of the', '45 percent', '65 percent of', '85% of the']	B	global_facts	A)25%	A
What percentage of 13-15 year olds in Japan reported being abused at least once in the past few months since 2015?	['6%', '16 percent', '36 percent', '66% of']	C	global_facts	B)16 percent	B
As of the year 2018, what percentage of U.S. adults say that computer programs will consistently display human bias?	['43 percent', '58% of', '73% of', '88% of']	B	global_facts	B) 58%	B
As of 2017, the share of GDP spent on defense in China is about	['of 0.50%', '2.00% of', '6,00% of', 'of which:']	B	global_facts	B	B
The hypothesis that inequality increases first with progress, and then decreases with progress (called the inverted hypothesis) from the year 2020.	['substantially supported by many studies', 'based more on crossover rather than time series studies', 'is based more on time series than cross-sectional studies.', 'generally rejected by the experience-based']	B	global_facts	C) is based more on time series than cross-sectional studies.	C
Worldwide, a 30-year-old male has spent 10 years in school, on average. How many years have his female peers spent in school as of 2020?	['12 years', '9 years', '6 years', '3 years']	B	global_facts	B) 9 years	B
As of 2017, half of all deaths in Greenland were caused by suicide.	['0%', '1.80% of', '3.60% by weight', '7.20% of the']	D	global_facts	D)7.20% of the	D
As of 2019, what percentage of Russians say that same-sex relationships should be accepted by society?	['14 percent', '24 percent', 'Thirty percent', '44 percent']	A	global_facts	B)24 percent	B
As of 2019, what percentage of Americans say that relations between the US and Germany are good?	['60% of the', '75% of the', '90% of the', '45 percent']	B	global_facts	A)60%	A
As of the year 2019, what percentage of Americans say it is important to have free communication in our country without government surveillance?	['50% of the', '60% of the', '70%', '80% of the']	D	global_facts	C)70%	C
In 1987 during the Iran Contra what percentage of Americans believed that Reagan was withholding information?	['2%', '25% of the', '50% of the', '75% of the']	D	global_facts	D) 75% of the	D
Sub-Saharan Africa from 2020	['no country has been able to grow in recent years', 'The Democratic Republic of Congo is worse off than it was in 1980', 'other countries have experienced significant growth rates.', 'Other countries have already had high growth rates, but the Democratic Republic of Congo is suffering worse than it did in 1980.']	C	global_facts	C	C
World Bank figures show that in 1995 the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of household income, the middle 20% accounted for 15.5% of household income, the richest 20% accounted for 21.1% of household income and the top 20% accounted for 44.1% of household income.	['15.50% of the', '34.80% of the', 'of which: 48.10%', '62.20% of the']	B	global_facts	D)62.20% of the	D
How many children between the ages of 5-14 are working in the world as of the year 2012?	['5 million', '30 million', '150 million people', '500 million']	C	global_facts	C)150 million people	C
Lesser developed countries have different levels of secondary school education. Some countries with higher secondary school education, as of 2020,	['Colombia, Peru, Uruguay, and Costa Rica', 'Bhutan, Niger, Cambodia and Costa', 'Uruguay, Costa Rica, Timor-Leste and Pakistan.', 'in Bhutan, Cambodia, Uruguay, and Costa Rica']	A	global_facts	C) Uruguay	C
What was the percentage of children in Vietnam (under 8) reported to have been beaten by teachers in the past week in 2009?	['10% of', '20% of the', '40% of the', '80% of the']	B	global_facts	C)40% of the	C
What was the percentage of children in India (aged 8) reported to have been beaten by a teacher in the past week in 2009?	['38 percent', '58% of', '78% of', '98% of the']	C	global_facts	C)78% of	C
Look at the following statements:In each country people think that some people in their country are less happy than they actually are 2 In the United States women's happiness has increased both on their own and in relation to men.Which statements are true/False?	['it is true, it is true', 'True, False', 'Falsehood, the Truth', 'Lies, Lies']	B	global_facts	D) False	D
in 2017 how many people died due to forced labor worldwide?	['260 years old', 'two thousand six hundred', '26,000 people', 'Two hundred and sixty thousand']	C	global_facts	C)26	C
In the year 1935 how many Americans were in favor of the Social Security Act?	['90% of the', '70%', '50% of the', 'Thirty percent']	A	global_facts	B)70%	B
Which of the following countries exceeded the capital's CO2 in the year 2017?	['in Japan', 'in Canada', 'in Russia', 'in Iran']	B	global_facts	D)in Iran	D
As of 2019, what percentage of Indians say it is necessary to believe in God in order to have integrity and good values?	['59% of', '69% of', '79% of', '89% of']	C	global_facts	C)79%	C
What percentage of 13-15 year olds in China reported being bullied at school, once or more during the past 12 months since 2015?	['9%', '19 percent', '39% of', '59% of']	B	global_facts	B) 19 percent	B
What was the percentage of children in Ethiopia (age 8) reported to have been beaten by teachers in the last week of 2009?	['18 percent of', '38 percent', '58% of', '78% of']	B	global_facts	D)78% of	D
As of 2018, what percentage of Tunisians say that the increase in the number of different races, tribes and ethnicities in their country makes life better (compared to worse) rather than no difference?	['24 percent', '39% of', '54% of', '69% of']	A	global_facts	A)24 percent	A
As of 2015, the global fertility rate is estimated to be..	['1.5 children per woman', '2.5 children per woman', '3.5 children per woman', '4.5 children per woman']	B	global_facts	B) 2.5 children per woman	B
What is the international average salary as of 2020?	['$300 or more', '$1000', '$10,000 or more', '$ 30 000']	C	global_facts	B) $1000	B
Before you were re-elected for a third term as president, how many Americans agreed with you for a third term?	['20% of the', '40% of the', '60% of the', '80% of the']	C	global_facts	C)60% of the	C
As of 2019, what percentage of Italians say it is important to have free media in our country without government censorship?	['41% of', '56% of', '71 percent', '86% of']	B	global_facts	C)71 percent	C
What percentage of the world's GDP is public spending on education as of 2017?	['1%', '2%', '4%', '8 percent']	C	global_facts	C)4%	C
As of 2013, which of the following countries had the highest percentage of homeless people in each capital city?	['in the United States', 'in Chile', 'from Ireland', 'in Spain']	A	global_facts	B)in Chile	B
Overall, the growth rate of average income in underdeveloped countries between 1960 and 1995	['was incubated in the egg', 'exceeded that of high income countries', 'It surpassed that of Britain during the industrial revolution.', 'was estimated to be 3.0% per annum']	C	global_facts	C) It surpassed that of Britain during the industrial revolution.	C
As of the year 2015, what percent of the world's land area is forested?	['15% of the', '3000% by weight', '45 percent', '60% of the']	B	global_facts	A)15% of the	A
Targets of great population growth are now being realized	"['In Africa, the poorest region in the world with the lowest overall economic growth', ""Asia, the world's poorest region with the slowest economic growth."", 'Asia is the poorest region in the world with the least economic growth.', ""Africa is the world's worst-affected continent with slow economic growth.""]"	C	global_facts	A) In Africa	A
At what age is the world's death rate from HIV/AIDS at its highest?	['less than 5', '14 From the Earth', '15 to 49', 'more than 50']	C	global_facts	C)15 to 49	C
Since 2015, what percentage of total US GDP has agriculture contributed?	['1%', '3%', '9%', '20% of the']	A	global_facts	A)1%	A
As of 2017, what percentage of Indians live in an urban area?	['19 percent', '34% of', '49% of', '64% of']	B	global_facts	B)34%	B
Look at the following statements: 1 as countries get richer, the population is reporting higher levels of life satisfaction 2 important life factors such as marriage or divorce have an impact on our happiness but have a longer-term impact. Which of the following statements is true True/False as of the year 2020?	['The truth, the truth', 'True, False', 'Falsehood, the Truth', 'Lies, Lies']	A	global_facts	C)True	C
At your peak was the limited difference in the authorization of racial policy closures in schools from the South and the rest of the US?	['80% of the', '40% of the', '- 40%', '80% of the']	B	global_facts	A)80% of the	A
As of 2013, half of the people surveyed in the United States thought that political parties were among the most corrupt.	['36 percent', '56% of', '76%', '96 percent']	C	global_facts	B)56%	B
Which of the following countries invested the largest share of GDP in renewable energy in 2015?	['China', 'in Japan', 'in Chile', 'in India']	C	global_facts	C)in Chile	C
As of the year 2020, how much do you need to make a year to be part of the richest 1 percent of the world?	['$15,000 or more', '$75,000 or more', '$35,000 or more', '$15,000 or more']	C	global_facts	B	B
In 1943 how many Americans believed in the Holocaust?	['Thirty percent', '50% of the', '70%', '90% of the']	B	global_facts	A) Thirty percent	A
Which of the following countries recorded CO2 emissions in 2017?	['in Canada', 'in Russia', 'in Iran', 'in Japan']	D	global_facts	All of the above	unknown
At the time of independence, there were already thousands of universities - but they are all very difficult.	['India and the Congo', 'India and South Korea', 'in Congo and South Korea', 'South Korea and India']	A	global_facts	B)India and South Korea	B
As of 2013, half of the people in India think that political parties are corrupt	['26 percent', '46% of', '66% of', '86% of']	D	global_facts	C)66% of	C
As of 2019, what percentage of French people say that God plays an important role in their lives?	['11 percent', '31% of', '51% of the', '71 percent']	B	global_facts	A)11 percent	A
As of 2017, the share of GDP spent on defense by the United States is estimated at	['1%', '3%', '6%', '10% of']	B	global_facts	B)3%	B
As of 2017, the share of deaths in the population caused by suicide is estimated at	['of which:', '1,40% of the', '2.80% by weight', '5.60% by weight']	B	global_facts	D) 2.80% by weight	D
Many countries that gained their independence after World War II found that the legacy of racism held back economic development.	['false political boundaries that have divided racial groups with little in common', 'improper access to higher education and training in countries under pressure management', 'controlling domestic finances is a bunch of foreign minorities brought in by the stress forces.', 'all of the above']	D	global_facts	D) all of the above	D
