question	choices	answer	subject	command_r	prompt	verbalized
መንግስቶች ድርድር ሲያደርጉ ምን ምን አይነት ግዴታ አለባቸው?	['መንግስቶቸ ድርድሩን በምን አይነት መንገድ እንደሚያካሂዱ የሚያስገድድ ግዴታ የለባቸውም', 'መንግስቶች ድርድሩ ትርጉም ያለው እንዲሆን ራሳቸውን እንዲመሩ ግዴታ አለባቸው', 'መፍትሄ የማግኘት ግዴታ አለባቸው መንግስቶች ድርድር በሚያካሂዱበት ጊዜ ሁሉ አለመግባባቱን', 'መንግስታት ለተባበሩት መንግስታት ዋና ፀሃፊ የማሳወቅ ግዴታ አለባቸው የድርድሩን ሂደት']	B	international_law	C)መፍትሄ የማግኘት ግዴታ አለባቸው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: መንግስቶች ድርድር ሲያደርጉ ምን ምን አይነት ግዴታ አለባቸው?
 A)መንግስቶቸ ድርድሩን በምን አይነት መንገድ እንደሚያካሂዱ የሚያስገድድ ግዴታ የለባቸውም B)መንግስቶች ድርድሩ ትርጉም ያለው እንዲሆን ራሳቸውን እንዲመሩ ግዴታ አለባቸው C)መፍትሄ የማግኘት ግዴታ አለባቸው መንግስቶች ድርድር በሚያካሂዱበት ጊዜ ሁሉ አለመግባባቱን D)መንግስታት ለተባበሩት መንግስታት ዋና ፀሃፊ የማሳወቅ ግዴታ አለባቸው የድርድሩን ሂደት"	C
በተፈጥሮአዊነት እና በአዎንታዊነት መካከል ያለው ዋና ልዩነት ምንድ ነው?	['በአንድ በኩል ፣ተፈጥሮአዊነት ዓለም አቀፋዊ እና ተጨባጭ ወሰን ባላቸው ደንቦች ላይ የተመሰረተ ሲሆን በሌላ በኩል ፣አዎንታዊ አመለካከት በግዛቶች ከፍላጎታቸው እና ፍላጎቶቻቸው አንጻር በሚፈጠሩ የተዋቀረ እና ወጥ የሆነ የህግ ስርዓት ላይ የተመሰረተ ነው', 'ተፈጥሯዊነት የሰብአዊ መብቶችን ፅንሰ-ሀሳብ ብቻ የሚያገለግል ቢሆንም ፣አዎንታዊ አመለካከት ሰፋ ያለ እና ጠቅለል ያለ ወሰን አለው', 'ተፈጥሯዊነት የአለም አቀፍ ማህበረሰቡን መሰረታዊ እሴቶችን የሚመለከት ሲሆን፣ አዎንታዊነት ደግሞ አለም አቀፋዊ ህጎች እንደዚሁ ናቸው', 'ተፈጥሯዊነት ከአውሮፓ ውጭ የሚነገር የአስተሳሰብ ትምህርት ቤት ሲሆን፣ አዎንታዊ አመለካከት ደግሞ አውሮፓን ያማከለ ፅንሰ-ሀሳብ ነው']	A	international_law	C)ተፈጥሯዊነት የአለም አቀፍ ማህበረሰቡን መሰረታዊ እሴቶችን የሚመለከት ሲሆን፣ አዎንታዊነት ደግሞ አውሮፓን ያማከለ ፅንሰ-ሀሳብ ነው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: በተፈጥሮአዊነት እና በአዎንታዊነት መካከል ያለው ዋና ልዩነት ምንድ ነው?
 A)በአንድ በኩል ፣ተፈጥሮአዊነት ዓለም አቀፋዊ እና ተጨባጭ ወሰን ባላቸው ደንቦች ላይ የተመሰረተ ሲሆን በሌላ በኩል ፣አዎንታዊ አመለካከት በግዛቶች ከፍላጎታቸው እና ፍላጎቶቻቸው አንጻር በሚፈጠሩ የተዋቀረ እና ወጥ የሆነ የህግ ስርዓት ላይ የተመሰረተ ነው B)ተፈጥሯዊነት የሰብአዊ መብቶችን ፅንሰ-ሀሳብ ብቻ የሚያገለግል ቢሆንም ፣አዎንታዊ አመለካከት ሰፋ ያለ እና ጠቅለል ያለ ወሰን አለው C)ተፈጥሯዊነት የአለም አቀፍ ማህበረሰቡን መሰረታዊ እሴቶችን የሚመለከት ሲሆን፣ አዎንታዊነት ደግሞ አለም አቀፋዊ ህጎች እንደዚሁ ናቸው D)ተፈጥሯዊነት ከአውሮፓ ውጭ የሚነገር የአስተሳሰብ ትምህርት ቤት ሲሆን፣ አዎንታዊ አመለካከት ደግሞ አውሮፓን ያማከለ ፅንሰ-ሀሳብ ነው"	C
ምንድን ነው 'ዓለም አቀፍ የተሳሳተ ድርጊት' ?	['አለማቀፋዊ የተሳሳተ ድርጊት የአለም አቀፍ የወንጀለኛ መቅጫ ህገ ደንብን የሚጥስ ድርጊት ማድረግ ወይም አለማድረግ ነው', 'አለም አቀፍ የተሳሳተ ድርጊት የመንግስትን አለም አቀፍ ግዴታ ሁሉ መጣስ ነው፣አስተዋጽኦ ቢያደርግም ባያደርግም', 'አለም አቀፍ የተሳሳተ ድርጊት የመንግስትን አለም አቀፍ ግዴታ መጣስ ተግባር ወይም አለማድረግ ነው ፣ይህም የመንግስትን አለም አቀፍ ግዴታ ሁሉ መጣስ ነው', 'በአለም አቀፍ የተሳሳተ ድርጊት በአስፈላጊነት፣ ከአቅም በላይ የሆነ ምክያት ወዘተ ምክንያት ሊደረግ የማይችል ድርጊት ነው']	C	international_law	B)አለም አቀፍ የተሳሳተ ድርጊት የመንግስትን አለም አቀፍ ግዴታ ሁሉ መጣስ ነው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ምንድን ነው 'ዓለም አቀፍ የተሳሳተ ድርጊት' ?
 A)አለማቀፋዊ የተሳሳተ ድርጊት የአለም አቀፍ የወንጀለኛ መቅጫ ህገ ደንብን የሚጥስ ድርጊት ማድረግ ወይም አለማድረግ ነው B)አለም አቀፍ የተሳሳተ ድርጊት የመንግስትን አለም አቀፍ ግዴታ ሁሉ መጣስ ነው፣አስተዋጽኦ ቢያደርግም ባያደርግም C)አለም አቀፍ የተሳሳተ ድርጊት የመንግስትን አለም አቀፍ ግዴታ መጣስ ተግባር ወይም አለማድረግ ነው ፣ይህም የመንግስትን አለም አቀፍ ግዴታ ሁሉ መጣስ ነው D)በአለም አቀፍ የተሳሳተ ድርጊት በአስፈላጊነት፣ ከአቅም በላይ የሆነ ምክያት ወዘተ ምክንያት ሊደረግ የማይችል ድርጊት ነው"	B
የትምህርት ውጤት ምንድን ነው?	['የዳኝነት ስልጣን ወሰን የሚኖረው ውጤታማ ሲሆን ብቻ እንደሆነ ለጥፎል', 'ከጎጂ ድርጊት ጋር ውጤታማ ግንኙነት ላለው መንግስት ስልጣን ለመስጠት ያገለግላል የተፅኖ አስተምህሮው', 'የወንጀል አድራጊውን ዜግነት በሚጋራው ግዛት ላይ ስልጣን ለመስጠት ያገለግላል ተፅዕኖዎች አስተምህሮ', 'ምግባሩ በማን ግዛቱ ላይ ተፅእኖን ለሚያመጣ መንግስት ስልጣን ወሰን ለመስጠት ያገለግላል የተፅዕኖ አስተምህሮ']	D	international_law	B)ከጎጂ ድርጊት ጋር ውጤታማ ግንኙነት ላለው መንግስት ስልጣን ለመስጠት ያገለግላል የተፅኖ አስተምህሮው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: የትምህርት ውጤት ምንድን ነው?
 A)የዳኝነት ስልጣን ወሰን የሚኖረው ውጤታማ ሲሆን ብቻ እንደሆነ ለጥፎል B)ከጎጂ ድርጊት ጋር ውጤታማ ግንኙነት ላለው መንግስት ስልጣን ለመስጠት ያገለግላል የተፅኖ አስተምህሮው C)የወንጀል አድራጊውን ዜግነት በሚጋራው ግዛት ላይ ስልጣን ለመስጠት ያገለግላል ተፅዕኖዎች አስተምህሮ D)ምግባሩ በማን ግዛቱ ላይ ተፅእኖን ለሚያመጣ መንግስት ስልጣን ወሰን ለመስጠት ያገለግላል የተፅዕኖ አስተምህሮ"	B
በአለም አቀፍ የኃላፊነት ህግ መሰረት 'በተዘዋዋሪ 'የመንግስት አካል ተብለው የሚታሰቡት የትኞቹ ሰዎች ናቸው?	"[""በተዘዋዋሪ አካላት' የሚባሉት በህግ የመንግስት ስልጣን እንዲጠቀሙ የተሰጣቸው አካላት ናቸው"", ""በተዘዋዋሪ አካላት' የሚባሉት፣ አካላት፣ መንግስት በተሰጠው መመሪያ መሰረት የሚሰሩ፣ ወይም በሚመሩት ወይም የሚቆጣጠሩት፣ ለመንግስት የሚወሰደውን ድርጊት ሲፈጽም ነው"", ""በተዘዋዋሪ አካላት' ትክክለኛ የአካል ክፍሎች ሁነው የሚሰሩ ያለ ስልጣን ወይም ሥልጣንን ባለፈ ሁኔታ የሚሠሩ የመንግስት አካላት ናቸው"", ""በተዘዋዋሪ አካላት' የአካል ክፍሎች ናቸው፣ተግባሮቻቸው ወይም አለማድረጋቸው በመንግስት ላይ ሊጠቀስ የማይችል ነው""]"	B	international_law	A)በተዘዋዋሪ አካላት' የሚባሉት በህግ የመንግስት ስልጣን እንዲጠቀሙ የተሰጣቸው አካላት ናቸው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: በአለም አቀፍ የኃላፊነት ህግ መሰረት 'በተዘዋዋሪ 'የመንግስት አካል ተብለው የሚታሰቡት የትኞቹ ሰዎች ናቸው?
 A)በተዘዋዋሪ አካላት' የሚባሉት በህግ የመንግስት ስልጣን እንዲጠቀሙ የተሰጣቸው አካላት ናቸው B)በተዘዋዋሪ አካላት' የሚባሉት፣ አካላት፣ መንግስት በተሰጠው መመሪያ መሰረት የሚሰሩ፣ ወይም በሚመሩት ወይም የሚቆጣጠሩት፣ ለመንግስት የሚወሰደውን ድርጊት ሲፈጽም ነው C)በተዘዋዋሪ አካላት' ትክክለኛ የአካል ክፍሎች ሁነው የሚሰሩ ያለ ስልጣን ወይም ሥልጣንን ባለፈ ሁኔታ የሚሠሩ የመንግስት አካላት ናቸው D)በተዘዋዋሪ አካላት' የአካል ክፍሎች ናቸው፣ተግባሮቻቸው ወይም አለማድረጋቸው በመንግስት ላይ ሊጠቀስ የማይችል ነው"	A
በእንግሊዝ ህግ መሰረት ጉምሩክን ለማካተት ዋናው ቅድመ ሁኔታ ምንድን ነው?	['ጉምሩክ አሁን ካለው ህግ ጋር የማይጋጭ ከሆነ ይካተታል', 'ጉምሩክ ከእንግሊዝ ህግ ይበልጣል እና ሁልጊዜም ይካተታል', 'ፍርድ ቤቶች ወደ የሀገር ውስጥ ምህዋር ከማምጣታቸው በፊት ጉምሩክ መጀመሪያ በፓርላማ እውቅና ማግኘት አለበት', 'ጉምሩክ ይካተታል ከሚካተቱ አስፈፃሚ ህጎች ጋር']	A	international_law	C)ፍርድ ቤቶች ወደ የሀገር ውስጥ ምህዋር ከማምጣታቸው በፊት ጉምሩክ መጀመሪያ በፓርላማ እውቅና ማግኘት አለበት	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: በእንግሊዝ ህግ መሰረት ጉምሩክን ለማካተት ዋናው ቅድመ ሁኔታ ምንድን ነው?
 A)ጉምሩክ አሁን ካለው ህግ ጋር የማይጋጭ ከሆነ ይካተታል B)ጉምሩክ ከእንግሊዝ ህግ ይበልጣል እና ሁልጊዜም ይካተታል C)ፍርድ ቤቶች ወደ የሀገር ውስጥ ምህዋር ከማምጣታቸው በፊት ጉምሩክ መጀመሪያ በፓርላማ እውቅና ማግኘት አለበት D)ጉምሩክ ይካተታል ከሚካተቱ አስፈፃሚ ህጎች ጋር"	C
ከተባበሩት መንግስታት ቻርተር በፊት የጦር መሳሪያ መጠቀም ተፈቅዶ ነበር?	['የጦር መሳሪያ ተከልክሏል።', 'የጦር መሳሪያ ያለ ገደብ ተፈቅዷል', 'የጦር መሳሪያ ተፈቅዶል ከተወሰኑ ገደቦች ጋር', 'የጦር መሳሪያ በአለም አቀፍ ህግ ቁጥጥር አልተደረገም ነበር ከ1945 በፊት']	C	international_law	D) የጦር መሳሪያ በአለም አቀፍ ህግ ቁጥጥር አልተደረገም ነበር ከ1945 በፊት	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ከተባበሩት መንግስታት ቻርተር በፊት የጦር መሳሪያ መጠቀም ተፈቅዶ ነበር?
 A)የጦር መሳሪያ ተከልክሏል። B)የጦር መሳሪያ ያለ ገደብ ተፈቅዷል C)የጦር መሳሪያ ተፈቅዶል ከተወሰኑ ገደቦች ጋር D)የጦር መሳሪያ በአለም አቀፍ ህግ ቁጥጥር አልተደረገም ነበር ከ1945 በፊት"	D
የዳኝነት ስልጣን ወሰን ጥበቃ መርህ ምንድን ነው?	['የዳኝነት ሥልጣን ወሰን በውጭ አገር በሚፈጸም ተግባር በብሔራዊ ጥቅም ላይ በሚደርሰው ጉዳት ላይ የተመሠረተ ነው', 'የዳኝነት ስልጣን ወሰን የአንድን ውጭ ያለ ሀገር ዜጋ ለመጠበቅ ነው።', 'ዓለም አቀፍ ሰብአዊ መብቶችን ለማስጠበቅ የዳኝነት ሥልጣን ነው', 'በዳዩ ዜግነት ላይ የተመሰረተ የዳኝነት ስልጣን ወሰን ነው']	A	international_law	D)በዳዩ ዜግነት ላይ የተመሰረተ የዳኝነት ስልጣን ወሰን ነው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: የዳኝነት ስልጣን ወሰን ጥበቃ መርህ ምንድን ነው?
 A)የዳኝነት ሥልጣን ወሰን በውጭ አገር በሚፈጸም ተግባር በብሔራዊ ጥቅም ላይ በሚደርሰው ጉዳት ላይ የተመሠረተ ነው B)የዳኝነት ስልጣን ወሰን የአንድን ውጭ ያለ ሀገር ዜጋ ለመጠበቅ ነው። C)ዓለም አቀፍ ሰብአዊ መብቶችን ለማስጠበቅ የዳኝነት ሥልጣን ነው D)በዳዩ ዜግነት ላይ የተመሰረተ የዳኝነት ስልጣን ወሰን ነው"	D
ከሚከተሉት መግለጫዎች ውስጥ የትኛው ትክክል ነው?	['የአውሮፓ ምክር ቤት በ1950 የተቋቋመ ሲሆን 27 አባል ሀገራትን ያቀፈ ነው', 'የአውሮፓ ምክር ቤት በ1949 የተቋቋመ ሲሆን 47 አባል ሀገራትን ያቀፈ ነው', 'የአውሮፓ ምክር ቤት በ1959 የተመሰረተ ሲሆን 34 አባል ሀገራትን ያቀፈ ነው', 'የአውሮፓ ምክር ቤት በ1984 የተመሰረተ ሲሆን 19 አባል ሀገራትን ያቀፈ ነው']	B	international_law	B)የአውሮፓ ምክር ቤት በ1949 የተቋቋመ ሲሆን 47 አባል ሀገራትን ያቀፈ ነው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ከሚከተሉት መግለጫዎች ውስጥ የትኛው ትክክል ነው?
 A)የአውሮፓ ምክር ቤት በ1950 የተቋቋመ ሲሆን 27 አባል ሀገራትን ያቀፈ ነው B)የአውሮፓ ምክር ቤት በ1949 የተቋቋመ ሲሆን 47 አባል ሀገራትን ያቀፈ ነው C)የአውሮፓ ምክር ቤት በ1959 የተመሰረተ ሲሆን 34 አባል ሀገራትን ያቀፈ ነው D)የአውሮፓ ምክር ቤት በ1984 የተመሰረተ ሲሆን 19 አባል ሀገራትን ያቀፈ ነው"	B
ፍትሃዊ ውጤት' ምንድን ነው በባህር ወሰን የመገደብ ህግ እና አሠራር ውስጥ ያለው?	"['አለም አቀፍ ፍርድ ቤቶች እና ልዩ ፍርድ ቤቶች የሚከተሉት ብቸኛው የመወሰን ዘዴ ነው', 'ፍትሃዊ ውጤት አንድ ዳኛ ወይም የግልግል ዳኛ የሚወስኑት ከትክክለኛ ፍትህ ማለትም በራሳቸው ውሳኔ እና በወሰን ጉዳይ ፍትሃዊ እና እኩልነት ነው ብለው ከሚያምኑት አንፃር ነው', ""በአህጉራዊ መደርደሪያ እና ኢኢዚ ላይ የሚደረጉ ሁሉንም ውስንነቶች ግን ጊዜያዊ 'የፍትሃዊነት መስመር' በመሳል እና ዞኑን ከተገቢው ሁኔታ እና ከተመጣጣኝ ዋጋ አንጻር በማስተካከል ማሳካት ያለበት የመጨረሻ ውጤት ነው"", 'በአሁኑ ጊዜ የማይተገበር የቆየ የወሰን ዘዴ ነው ፍትሃዊ ውጤትን ማስገኘት']"	C	international_law	D)በአሁኑ ጊዜ የማይተገበር የቆየ የወሰን ዘዴ ነው ፍትሃዊ ውጤትን ማስገኘት	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ፍትሃዊ ውጤት' ምንድን ነው በባህር ወሰን የመገደብ ህግ እና አሠራር ውስጥ ያለው?
 A)አለም አቀፍ ፍርድ ቤቶች እና ልዩ ፍርድ ቤቶች የሚከተሉት ብቸኛው የመወሰን ዘዴ ነው B)ፍትሃዊ ውጤት አንድ ዳኛ ወይም የግልግል ዳኛ የሚወስኑት ከትክክለኛ ፍትህ ማለትም በራሳቸው ውሳኔ እና በወሰን ጉዳይ ፍትሃዊ እና እኩልነት ነው ብለው ከሚያምኑት አንፃር ነው C)በአህጉራዊ መደርደሪያ እና ኢኢዚ ላይ የሚደረጉ ሁሉንም ውስንነቶች ግን ጊዜያዊ 'የፍትሃዊነት መስመር' በመሳል እና ዞኑን ከተገቢው ሁኔታ እና ከተመጣጣኝ ዋጋ አንጻር በማስተካከል ማሳካት ያለበት የመጨረሻ ውጤት ነው D)በአሁኑ ጊዜ የማይተገበር የቆየ የወሰን ዘዴ ነው ፍትሃዊ ውጤትን ማስገኘት"	D
ምንድን ነው ማዋረድ?	['በስምምነት ውስጥ ከተካተቱት የሰብአዊ መብት ግዴታዎች ነፃ መሆን ማዋረድ ።', 'የመብት ባለቤቶች ግዴታን በመጣስ በመንግስት ላይ የይገባኛል ጥያቄ የማቅረብ ችሎታን ያመለክታል ማዋረድ', 'አንድ ግዛት ህልውናውን አደጋ ላይ በሚጥል ሁኔታዎች ላይ በመጣስ ልዩ መብቶችን ማገድ ማዋረድ ይችላል', 'በሰብአዊ መብት ስምምነቶች ውስጥ የማስፈጸሚያ አንቀጾች ናቸው ማዋረድ']	C	international_law	D)በሰብአዊ መብት ስምምነቶች ውስጥ የማስፈጸሚያ አንቀጾች ናቸው ማዋረድ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ምንድን ነው ማዋረድ?
 A)በስምምነት ውስጥ ከተካተቱት የሰብአዊ መብት ግዴታዎች ነፃ መሆን ማዋረድ ። B)የመብት ባለቤቶች ግዴታን በመጣስ በመንግስት ላይ የይገባኛል ጥያቄ የማቅረብ ችሎታን ያመለክታል ማዋረድ C)አንድ ግዛት ህልውናውን አደጋ ላይ በሚጥል ሁኔታዎች ላይ በመጣስ ልዩ መብቶችን ማገድ ማዋረድ ይችላል D)በሰብአዊ መብት ስምምነቶች ውስጥ የማስፈጸሚያ አንቀጾች ናቸው ማዋረድ"	D
ትርጉሙ ምንድን ነው የባህል አንጻራዊነት?	['የባህል አንጻራዊነት ሰብአዊ መብቶች ያለምንም ገደብ ለሁሉም ሰዎች በእኩልነት እንደሚተገበሩ ያሳያል', 'የባህል አንጻራዊነት ይጠቁማል ሰብአዊ መብቶች ባህላዊ መነሻ እንዳላቸው', 'የባህል አንጻራዊነት የሰብአዊ መብቶች አተገባበር በእያንዳንዱ ብሔረሰብ ውስጥ ካሉ ህጎች አንጻር መሆኑን ያሳያል', 'የአካባቢ ባህል የሰብአዊ መብቶችን ህልውና እና ተግባር ማረጋገጥ እንዳለበት ያሳያል የባህል አንጻራዊነት']	D	international_law	A) የባህል አንጻራዊነት ሰብአዊ መብቶች ያለምንም ገደብ ለሁሉም ሰዎች በእኩልነት እንደሚተገበሩ ያሳያል	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ትርጉሙ ምንድን ነው የባህል አንጻራዊነት?
 A)የባህል አንጻራዊነት ሰብአዊ መብቶች ያለምንም ገደብ ለሁሉም ሰዎች በእኩልነት እንደሚተገበሩ ያሳያል B)የባህል አንጻራዊነት ይጠቁማል ሰብአዊ መብቶች ባህላዊ መነሻ እንዳላቸው C)የባህል አንጻራዊነት የሰብአዊ መብቶች አተገባበር በእያንዳንዱ ብሔረሰብ ውስጥ ካሉ ህጎች አንጻር መሆኑን ያሳያል D)የአካባቢ ባህል የሰብአዊ መብቶችን ህልውና እና ተግባር ማረጋገጥ እንዳለበት ያሳያል የባህል አንጻራዊነት"	A
የመንግሥታት እውቅና ሰፍኗል በዘመናዊው ዓለም አቀፍ አሠራር ውስጥ?	['በዘመናዊ አሰራር ውስጥ የመንግስት እውቅና በጣም ዋና ነው', 'በአብዛኛው በተግባራዊ እውቅና ተተክቷል የመንግሥታት እውቅና', 'ለአማፂ አካላት የተለመደ ነው የመንግስት እውቅና', 'በአሁናዊ አሠራር የሚታወቁት ዲሞክራሲያዊ መንግስታት ብቻ ናቸው']	B	international_law	D)በአሁናዊ አሠራር የሚታወቁት ዲሞክራሲያዊ መንግስታት ብቻ ናቸው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: የመንግሥታት እውቅና ሰፍኗል በዘመናዊው ዓለም አቀፍ አሠራር ውስጥ?
 A)በዘመናዊ አሰራር ውስጥ የመንግስት እውቅና በጣም ዋና ነው B)በአብዛኛው በተግባራዊ እውቅና ተተክቷል የመንግሥታት እውቅና C)ለአማፂ አካላት የተለመደ ነው የመንግስት እውቅና D)በአሁናዊ አሠራር የሚታወቁት ዲሞክራሲያዊ መንግስታት ብቻ ናቸው"	D
ሕጋዊ ተፈጥሮው ምንድን ነው የዓለም አቀፉ የሰብዓዊ መብቶች ድንጋጌ( ዩዲኤችአር)?	['ዩዲኤችአር የብዙ አካላት ስምምነት ነው', 'የተባበሩት መንግሥታት ጠቅላላ ጉባኤ ውሳኔ ነው ዩዲኤችአር', 'የተባበሩት መንግሥታት የፀጥታው ምክር ቤት ውሳኔ ነው ዩዲኤችአር', 'በዓለም አቀፍ ኮንፈረንስ ላይ በበርካታ መንግሥታት የፀደቀ መግለጫ ነው ዩዲኤችአር']	B	international_law	A)ዩዲኤችአር የብዙ አካላት ስምምነት ነው	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ሕጋዊ ተፈጥሮው ምንድን ነው የዓለም አቀፉ የሰብዓዊ መብቶች ድንጋጌ( ዩዲኤችአር)?
 A)ዩዲኤችአር የብዙ አካላት ስምምነት ነው B)የተባበሩት መንግሥታት ጠቅላላ ጉባኤ ውሳኔ ነው ዩዲኤችአር C)የተባበሩት መንግሥታት የፀጥታው ምክር ቤት ውሳኔ ነው ዩዲኤችአር D)በዓለም አቀፍ ኮንፈረንስ ላይ በበርካታ መንግሥታት የፀደቀ መግለጫ ነው ዩዲኤችአር"	A
ከኢሲኤችአር አባል ሀገራት ክልል ውጭ የሚፈጸሙ የሰብአዊ መብት ጥሰቶች በኢሲኤችአር ስልጣን ውስጥ የሚወድቁት በምን ሁኔታ ነው?	['ኢሲኤችአር በውጭ ሀገራት በኢሲኤችአር አባል ሀገራት ሰብአዊ መብቶች ከአውሮፓ ውጭ በሚጣሱበት ይሠራል', 'ኢሲኤችአር ከግዛት ውጭ የሚተገበረው አባል ሀገር ውጤታማ ቁጥጥር በሚደረግበት ጊዜ ነው', 'አንድ አባል ሀገር ለተባበሩት መንግስታት ሰላም ማስከበር ተልእኮ ሃይሎችን ባደረገበት ቦታ ነው ኢሲኤችአር የሚመለከተው', 'ኢሲኤችአር የሚመለከተው በቀድሞው የአባል ሀገራት ቅኝ ግዛቶች የሰብአዊ መብት ረገጣ በሚፈጸምበት መንግስት ውጭ ይሠራል']	B	international_law	D)ኢሲኤችአር የሚመለከተው በቀድሞው የአባል ሀገራት ቅኝ ግዛቶች የሰብአዊ መብት ረገጣ በሚፈጸምበት መንግስት ውጭ ይሠራል	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ከኢሲኤችአር አባል ሀገራት ክልል ውጭ የሚፈጸሙ የሰብአዊ መብት ጥሰቶች በኢሲኤችአር ስልጣን ውስጥ የሚወድቁት በምን ሁኔታ ነው?
 A)ኢሲኤችአር በውጭ ሀገራት በኢሲኤችአር አባል ሀገራት ሰብአዊ መብቶች ከአውሮፓ ውጭ በሚጣሱበት ይሠራል B)ኢሲኤችአር ከግዛት ውጭ የሚተገበረው አባል ሀገር ውጤታማ ቁጥጥር በሚደረግበት ጊዜ ነው C)አንድ አባል ሀገር ለተባበሩት መንግስታት ሰላም ማስከበር ተልእኮ ሃይሎችን ባደረገበት ቦታ ነው ኢሲኤችአር የሚመለከተው D)ኢሲኤችአር የሚመለከተው በቀድሞው የአባል ሀገራት ቅኝ ግዛቶች የሰብአዊ መብት ረገጣ በሚፈጸምበት መንግስት ውጭ ይሠራል"	D
ምን ማለት ነው 'ፓክታ ሱንት ሰርቫንዳ' የሚለው መርህ ?	['በስምምነቱ ውስጥ ያሉ ተዋዋይ ወገኖች ውሎቹን ማወቅ ይገባቸዋል እና በተሳሳተ መንገድ ሊተረጉሙም አይገባም', 'የስምምነቱ ተዋዋይ ወገኖች የስምምነቱን ግብ እና ዓላማ መጠበቅ አለባቸው', 'በስምምነቱ ውስጥ ያሉ አካላት በቅን ልቦና ዝርዝሮቹን ማክበር አለባቸው', 'በጣም አስፈላጊ የሆኑትን የስምምነት ድንጋጌዎች መጣስ የለባቸውም የስምምነቱ ተዋዋይ ወገኖች']	C	international_law	A)በስምምነቱ ውስጥ ያሉ ተዋዋይ ወገኖች ውሎቹን ማወቅ ይገባቸዋል እና በተሳሳተ መንገድ ሊተረጉሙም አይገባም	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ምን ማለት ነው 'ፓክታ ሱንት ሰርቫንዳ' የሚለው መርህ ?
 A)በስምምነቱ ውስጥ ያሉ ተዋዋይ ወገኖች ውሎቹን ማወቅ ይገባቸዋል እና በተሳሳተ መንገድ ሊተረጉሙም አይገባም B)የስምምነቱ ተዋዋይ ወገኖች የስምምነቱን ግብ እና ዓላማ መጠበቅ አለባቸው C)በስምምነቱ ውስጥ ያሉ አካላት በቅን ልቦና ዝርዝሮቹን ማክበር አለባቸው D)በጣም አስፈላጊ የሆኑትን የስምምነት ድንጋጌዎች መጣስ የለባቸውም የስምምነቱ ተዋዋይ ወገኖች"	A
