question	choices	answer	subject	command_r	prompt	verbalized
Mootummoonni yeroo marii gaggeessan dirqama kamiyyuu jala jiruu?	['Mootummoonni marii isaanii akkamitti akka gaggeessan dirqama tokkollee hin qaban', 'Mootummoonni mariin hiika akka qabaatu akka of gaggeessuuf dirqama jala jiru', 'Mootummoonni yeroo marii gaggeessan hundatti furmaata falmichaa argachuuf dirqama qabu', 'Biyyoonni adeemsa marii isaanii Barreessaa Muummicha Dhaabbata UN beeksisuuf dirqama qabu']	B	international_law	D)Biyyoonni adeemsa marii isaanii Barreessaa Muummicha Dhaabbata UN beeksisuuf dirqama qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Mootummoonni yeroo marii gaggeessan dirqama kamiyyuu jala jiruu?
 A)Mootummoonni marii isaanii akkamitti akka gaggeessan dirqama tokkollee hin qaban B)Mootummoonni mariin hiika akka qabaatu akka of gaggeessuuf dirqama jala jiru C)Mootummoonni yeroo marii gaggeessan hundatti furmaata falmichaa argachuuf dirqama qabu D)Biyyoonni adeemsa marii isaanii Barreessaa Muummicha Dhaabbata UN beeksisuuf dirqama qabu"	D
Garaagarummaa guddaan Uumamaa fi Qajeelummaa gidduu jiru maali? 	['Gama tokkoon, uumamni tuuta seera bal’ina waliigalaa fi kaayyoo qabu irratti kan hundaa’e yoo ta’u, gama biraatiin ammoo, gajeelummaan sirna seeraa caaseffama qabuu fi walitti hidhame kan Mootummoonni fedhii fi fedhii isaanii ilaalchisee uuman irratti kan hundaa’e dha', 'Uumamni ti’oorii seera mirga namoomaa qofa kan tajaajilu yoo ta’u, qajeelummaan ammoo bal’ina bal’aa fi waliigalaa qaba', 'Uumamni kan ilaallatu gatiiwwan bu’uuraa hawaasa idil-addunyaa yoo ta’u, qajeelummaanis ammoo akkasuma seera idil-addunyaa ti', 'Uumamni yaada mana barumsaa  Awurooppaatiin alatti leellifamu yoo ta’u, qajeelummaan ammoo yaada Euro-centric tiyoorii dha']	A	international_law	D)gajeelummaan sirna seeraa caaseffama qabuu fi walitti hidhame kan Mootummoonni fedhii fi fedhii isaanii ilaalchisee uuman irratti kan hundaa’e dha	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Garaagarummaa guddaan Uumamaa fi Qajeelummaa gidduu jiru maali? 
 A)Gama tokkoon B)uumamni tuuta seera bal’ina waliigalaa fi kaayyoo qabu irratti kan hundaa’e yoo ta’u C)gama biraatiin ammoo D)gajeelummaan sirna seeraa caaseffama qabuu fi walitti hidhame kan Mootummoonni fedhii fi fedhii isaanii ilaalchisee uuman irratti kan hundaa’e dha"	D
Gocha dogoggoraa idil-addunyaa' maali?	['Gochi dogoggoraa idil-addunyaa gocha ykn dhiisuu seera yakkaa idil-addunyaa cabsuudha', 'Gochi dogoggoraa idil-addunyaa dirqama idil-addunyaa Mootummaan qabu cabsuu hunda, kan kanaan walqabatees ta’e hin taane', 'Gochi akka idil-addunyaatti dogoggora ta’e gocha yookiin dhiisuu Mootummaan walqabatee raawwatamu kan of keessaa qabu yoo ta’u, kunis dirqama idil-addunyaa Mootummaan qabu cabsuu kan ta’e dha', 'Gochi sadarkaa idil-addunyaatti dogoggora ta’e gocha barbaachisummaa, humna ol’aanaa fi kkf sababeeffachuun dhiifama gochuu hin dandeenyedha.']	C	international_law	D) Gochi akka idil-addunyaatti dogoggora ta’e gocha yookiin dhiisuu Mootummaan walqabatee raawwatamu kan of keessaa qabu yoo ta’u	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Gocha dogoggoraa idil-addunyaa' maali?
 A)Gochi dogoggoraa idil-addunyaa gocha ykn dhiisuu seera yakkaa idil-addunyaa cabsuudha B)Gochi dogoggoraa idil-addunyaa dirqama idil-addunyaa Mootummaan qabu cabsuu hunda C)kan kanaan walqabatees ta’e hin taane D)Gochi akka idil-addunyaatti dogoggora ta’e gocha yookiin dhiisuu Mootummaan walqabatee raawwatamu kan of keessaa qabu yoo ta’u"	D
Dhiibbaan doktiriinii maali?	['Aangoon murtii kan jiru yeroo bu’a qabeessa ta’e qofa akka ta’e kaa’a', 'Doktiriiniin dhiibbaa Mootummaa gocha miidhaa geessisu waliin walitti dhufeenya amala miidhaa qabeessa ta’e qabuuf aangoo murtii kennuudhaaf tajaajila', 'Doktiriiniin bu’aa Mootummaan lammummaa yakkamaa qooddatuuf aangoo murtii kennuudhaaf tajaajila', 'Doktiriiniin dhiibbaa Mootummaa gochi kun naannoo isaa irratti dhiibbaa fiduuf aangoo murtii kennuudhaaf tajaajila']	D	international_law	D) Doktiriiniin dhiibbaa Mootummaa gochi kun naannoo isaa irratti dhiibbaa fiduuf aangoo murtii kennuudhaaf tajaajila	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dhiibbaan doktiriinii maali?
 A)Aangoon murtii kan jiru yeroo bu’a qabeessa ta’e qofa akka ta’e kaa’a B)Doktiriiniin dhiibbaa Mootummaa gocha miidhaa geessisu waliin walitti dhufeenya amala miidhaa qabeessa ta’e qabuuf aangoo murtii kennuudhaaf tajaajila C)Doktiriiniin bu’aa Mootummaan lammummaa yakkamaa qooddatuuf aangoo murtii kennuudhaaf tajaajila D)Doktiriiniin dhiibbaa Mootummaa gochi kun naannoo isaa irratti dhiibbaa fiduuf aangoo murtii kennuudhaaf tajaajila"	D
Seera itti gaafatamummaa idil-addunyaa jalatti namoonni akka qaama Mootummaa seera irraa argame ta’anii ilaalaman kam fa’i?	"['Qaamota seera irraa jechuun namoota dhuunfaa qaamolee aangoo mootummaa akka fayyadaman seeraan aangoo kennameefii dha', ""Qaamonni seera irraa namoota, dhugaa dubbachuuf, gocha Mootummaa sanaan walqabatee raawwatamu raawwachuu keessatti qajeelfama Mootummaa sanaatiin yookiin qajeelfama yookiin to'annoo Mootummaa sanaa jalatti kan socho'anidha"", ""Qaamota seera irraa jechuun qaamolee Mootummaa seeraan aangoo sirrii ykn ultra vires malee socho'aniidha"", 'Qaamoleen seera irraa qaamolee, kan gochi isaanii ykn dhiisuun isaanii Mootummaa wajjin walqabsiisuu hin dandeenye dha']"	B	international_law	D)gocha Mootummaa sanaan walqabatee raawwatamu raawwachuu keessatti qajeelfama Mootummaa sanaatiin yookiin qajeelfama yookiin to'annoo Mootummaa sanaa jalatti kan socho'anidha	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Seera itti gaafatamummaa idil-addunyaa jalatti namoonni akka qaama Mootummaa seera irraa argame ta’anii ilaalaman kam fa’i?
 A)Qaamota seera irraa jechuun namoota dhuunfaa qaamolee aangoo mootummaa akka fayyadaman seeraan aangoo kennameefii dha B)Qaamonni seera irraa namoota C)dhugaa dubbachuuf D)gocha Mootummaa sanaan walqabatee raawwatamu raawwachuu keessatti qajeelfama Mootummaa sanaatiin yookiin qajeelfama yookiin to'annoo Mootummaa sanaa jalatti kan socho'anidha"	D
Seera Ingilizii keessatti aadaan akka hammatamu haalli bu’uuraa maali?	"[""Aadaan kan bu'uureffamu seera jiruun kan wal hin faallessine yoo ta’e dha"", 'Aadaan seera Ingilizii kan caaluu fi yeroo hunda kan hammatame dha', 'Manneen murtii gara kutaa biyya keessaatti osoo hin fidiin dura dura Paarlamaan beekamtii argachuu qaba', 'Aadaan seera hojiirra oolmaa  wajjin ragga’uun kan hammatamudha']"	A	international_law	C)Manneen murtii gara kutaa biyya keessaatti osoo hin fidiin dura dura Paarlamaan beekamtii argachuu qaba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Seera Ingilizii keessatti aadaan akka hammatamu haalli bu’uuraa maali?
 A)Aadaan kan bu'uureffamu seera jiruun kan wal hin faallessine yoo ta’e dha B)Aadaan seera Ingilizii kan caaluu fi yeroo hunda kan hammatame dha C)Manneen murtii gara kutaa biyya keessaatti osoo hin fidiin dura dura Paarlamaan beekamtii argachuu qaba D)Aadaan seera hojiirra oolmaa  wajjin ragga’uun kan hammatamudha"	C
Chaartara Dhaabbata Mootummoota Gamtoomanii dura humna waraanaa fayyadamuun hayyamamaa turee?	['Humni hidhate dhorkamee ture', 'Humni hidhannoo daangaa tokko malee hayyamameef', 'Humni hidhannoo daangaa muraasaan hayyamameef', 'Humni hidhannoo bara 1945 dura seera idil-addunyaa jalatti hin to’atamne']	C	international_law	The correct answer is: D) Humni hidhannoo bara 1945 dura seera idil-addunyaa jalatti hin to’atamne.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Chaartara Dhaabbata Mootummoota Gamtoomanii dura humna waraanaa fayyadamuun hayyamamaa turee?
 A)Humni hidhate dhorkamee ture B)Humni hidhannoo daangaa tokko malee hayyamameef C)Humni hidhannoo daangaa muraasaan hayyamameef D)Humni hidhannoo bara 1945 dura seera idil-addunyaa jalatti hin to’atamne"	D
Qajeelfamni eegumsaa aangoo murtii maali?	['Gocha biyya alaa keessatti raawwatameen faayidaa biyyaa irratti miidhaa geessisu irratti hundaa’ee aangoo murtii ti', 'Lammii ofii biyya alaa jiru eeguuf jecha aangoo seeraa ti', 'Mirgoota namoomaa idil-addunyaa eeguuf jecha aangoo seeraa ti', 'Innis aangoo seeraa yakkamaa lammummaa  irratti hundaa’ee dha']	A	international_law	C)Mirgoota namoomaa idil-addunyaa eeguuf jecha aangoo seeraa ti	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Qajeelfamni eegumsaa aangoo murtii maali?
 A)Gocha biyya alaa keessatti raawwatameen faayidaa biyyaa irratti miidhaa geessisu irratti hundaa’ee aangoo murtii ti B)Lammii ofii biyya alaa jiru eeguuf jecha aangoo seeraa ti C)Mirgoota namoomaa idil-addunyaa eeguuf jecha aangoo seeraa ti D)Innis aangoo seeraa yakkamaa lammummaa  irratti hundaa’ee dha"	C
Himoota armaan gadii keessaa kamtu sirrii dha?	['Manni Maree Awurooppaa bara 1950 kan hundeeffame yoo ta’u, biyyoota miseensa 27 of keessaa qaba', 'Manni Maree Awurooppaa bara 1949 kan hundeeffame yoo ta’u, biyyoota miseensa ta’an 47 of keessaa qaba', 'Manni Maree Awurooppaa bara 1959 kan hundeeffame yoo ta’u, biyyoota miseensa 34 of keessaa qaba', 'Manni Maree Awurooppaa bara 1984 kan hundeeffame yoo ta’u, biyyoota miseensa 19 of keessaa qaba']	B	international_law	C)Manni Maree Awurooppaa bara 1949 kan hundeeffame yoo ta’u	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Himoota armaan gadii keessaa kamtu sirrii dha?
 A)Manni Maree Awurooppaa bara 1950 kan hundeeffame yoo ta’u B)biyyoota miseensa 27 of keessaa qaba C)Manni Maree Awurooppaa bara 1949 kan hundeeffame yoo ta’u D)biyyoota miseensa ta’an 47 of keessaa qaba"	C
Seeraa fi gocha daangaa galaanaa keessatti 'bu'aan walqixaa' maali?	"['Malli daangeessuu manneen murtii fi manneen murtii idil-addunyaa hordofan qofaadha', ""Bu’aan haqa qabeessa ta’e abbaan murtii ykn abbaan murtii tokko 'ex aequo et bono' jechuun murteessuu danda’a, jechuunis murtoo isaanii irratti hundaa’uun fi dhimma daangaa irratti waan haqa qabeessaa fi haqa qabeessa jedhanii fudhatan ilaalcha keessa galchuun"", 'Daangeffamni naannoolee kontinentaalaa fi EEZ hundi galmaan gahuu kan qabu, garuu, yeroof ‘sarara fageenya walqixaa’ kaasuun fi haalawwan barbaachisoo ta’anii fi qormaata walmadaalummaa ilaalcha keessa galchuun zoonii sirreessuudhaan booda bu’aa dhumaa dha.', 'Bu’aa haqa qabeessa ta’e argachuun mala daangeessuu durii yoo ta’u yeroo ammaa hojiirra hin oolle']"	C	international_law	D)Daangeffamni naannoolee kontinentaalaa fi EEZ hundi galmaan gahuu kan qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Seeraa fi gocha daangaa galaanaa keessatti 'bu'aan walqixaa' maali?
 A)Malli daangeessuu manneen murtii fi manneen murtii idil-addunyaa hordofan qofaadha B)Bu’aan haqa qabeessa ta’e abbaan murtii ykn abbaan murtii tokko 'ex aequo et bono' jechuun murteessuu danda’a C)jechuunis murtoo isaanii irratti hundaa’uun fi dhimma daangaa irratti waan haqa qabeessaa fi haqa qabeessa jedhanii fudhatan ilaalcha keessa galchuun D)Daangeffamni naannoolee kontinentaalaa fi EEZ hundi galmaan gahuu kan qabu"	D
Salphisuu jechuun maali?	['Salphisuu jechuun dirqama mirga namoomaa addaa waliigaltee tokko keessatti argamu irraa bilisa ta’uudha', 'Salphisuu jechuun dandeettii abbootiin mirgaa dirqama cabsuudhaan Mootummaa irratti himannaa dhiyeessu jechuudha', 'Mootummaan tokko haalawwan jiraachuu isaa balaadhaaf saaxilan keessatti mirga addaa karaa hir’isuun addaan kutuu ni danda’a', 'Salphisuun waliigalteewwan mirga namoomaa keessatti keewwata raawwachiisummaati']	C	international_law	C)Mootummaan tokko haalawwan jiraachuu isaa balaadhaaf saaxilan keessatti mirga addaa karaa hir’isuun addaan kutuu ni danda’a	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Salphisuu jechuun maali?
 A)Salphisuu jechuun dirqama mirga namoomaa addaa waliigaltee tokko keessatti argamu irraa bilisa ta’uudha B)Salphisuu jechuun dandeettii abbootiin mirgaa dirqama cabsuudhaan Mootummaa irratti himannaa dhiyeessu jechuudha C)Mootummaan tokko haalawwan jiraachuu isaa balaadhaaf saaxilan keessatti mirga addaa karaa hir’isuun addaan kutuu ni danda’a D)Salphisuun waliigalteewwan mirga namoomaa keessatti keewwata raawwachiisummaati"	C
Hiikni walitti dhiyeenya aadaa maali?	['Walitti dhiyeenyi aadaa mirgi namoomaa daangaa malee hundaaf walqixa akka hojjetu kaa’a', 'Waliiti dhufeenyi aadaa mirgi namoomaa ka’umsa aadaa akka qabu kaa’a', 'Walitti dhiyeenyi aadaa hojiirra oolmaan mirga namoomaa seera saba tokkoon tokkoon isaanii keessatti argamuun walqabatee akka ta’e kaa’a', 'Walitti dhufeenya aadaa aadaan naannoo jiraachuu fi shaakala mirga namoomaa hunda mirkaneessuu qaba jedhee kaa’a']	D	international_law	C)Walitti dhiyeenyi aadaa hojiirra oolmaan mirga namoomaa seera saba tokkoon tokkoon isaanii keessatti argamuun walqabatee akka ta’e kaa’a	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Hiikni walitti dhiyeenya aadaa maali?
 A)Walitti dhiyeenyi aadaa mirgi namoomaa daangaa malee hundaaf walqixa akka hojjetu kaa’a B)Waliiti dhufeenyi aadaa mirgi namoomaa ka’umsa aadaa akka qabu kaa’a C)Walitti dhiyeenyi aadaa hojiirra oolmaan mirga namoomaa seera saba tokkoon tokkoon isaanii keessatti argamuun walqabatee akka ta’e kaa’a D)Walitti dhufeenya aadaa aadaan naannoo jiraachuu fi shaakala mirga namoomaa hunda mirkaneessuu qaba jedhee kaa’a"	C
Beekamtiin mootummootaaf kennamu hojii idil-addunyaa yeroo ammaa keessatti babal’atee jiraa?	['Beekamtiin mootummootaaf kennamu dalagaa yeroo ammaa keessatti dedduu babal’ateera', 'Beekamtiin mootummootaaf kennamu baay’inaan beekamtii dalagaadhaan bakka bu’eera', 'Qaamolee finciltootaa ilaalchisee beekamtiin mootummaa kennuunis waanuma jiruudha', 'Mootummoota dimokiraatawaa qofatu qabatamaan yeroo ammaa beekamtii argata']	B	international_law	D) Mootummoota dimokiraatawaa qofatu qabatamaan yeroo ammaa beekamtii argata	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Beekamtiin mootummootaaf kennamu hojii idil-addunyaa yeroo ammaa keessatti babal’atee jiraa?
 A)Beekamtiin mootummootaaf kennamu dalagaa yeroo ammaa keessatti dedduu babal’ateera B)Beekamtiin mootummootaaf kennamu baay’inaan beekamtii dalagaadhaan bakka bu’eera C)Qaamolee finciltootaa ilaalchisee beekamtiin mootummaa kennuunis waanuma jiruudha D)Mootummoota dimokiraatawaa qofatu qabatamaan yeroo ammaa beekamtii argata"	D
Labsiin Mirgoota Namoomaa Addunyaa (UDHR) maalummaa seeraa maali?	['UDHR waliigaltee biyyoota hedduu ti', 'UDHR murtii Yaa’ii Waliigalaa UN ti', 'UDHR murtii Mana Maree Nageenyaa UN ti', 'UDHR labsii Biyyoonni hedduun konfiraansii idil-addunyaa irratti fudhatanidha']	B	international_law	C)UDHR murtii Mana Maree Nageenyaa UN ti	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Labsiin Mirgoota Namoomaa Addunyaa (UDHR) maalummaa seeraa maali?
 A)UDHR waliigaltee biyyoota hedduu ti B)UDHR murtii Yaa’ii Waliigalaa UN ti C)UDHR murtii Mana Maree Nageenyaa UN ti D)UDHR labsii Biyyoonni hedduun konfiraansii idil-addunyaa irratti fudhatanidha"	C
Dhiittaan mirga namoomaa naannoo Biyyoota miseensa ECHR taʼaniin alatti raawwatamu haala akkamii keessatti aangoo ECHR jalatti kufa?	['ECHR Awurooppaan alatti bakka mirgi namoomaa biyyoota miseensa ECHR biyya alaa jiraniin sarbameetti hojiirra oola', 'ECHR haala Biyyi miseensa ta’e tokko to’annoo bu’a qabeessa ta’e itti raawwatu keessatti naannoo ala hojiirra oola', 'ECHR bakka Biyyi miseensa ta’e tokko ergama nagaa eegsisuu Dhaabbata Mootummoota Gamtoomaniif humna gumaachetti naannoo ala hojiirra oola', 'ECHRn bakka sarbamni mirga namoomaa kolonii duraanii Biyyoota miseensa ta’an keessatti raawwatamaa jirutti naannoo ala hojiirra oola']	B	international_law	C)ECHR bakka Biyyi miseensa ta’e tokko ergama nagaa eegsisuu Dhaabbata Mootummoota Gamtoomaniif humna gumaachetti naannoo ala hojiirra oola	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dhiittaan mirga namoomaa naannoo Biyyoota miseensa ECHR taʼaniin alatti raawwatamu haala akkamii keessatti aangoo ECHR jalatti kufa?
 A)ECHR Awurooppaan alatti bakka mirgi namoomaa biyyoota miseensa ECHR biyya alaa jiraniin sarbameetti hojiirra oola B)ECHR haala Biyyi miseensa ta’e tokko to’annoo bu’a qabeessa ta’e itti raawwatu keessatti naannoo ala hojiirra oola C)ECHR bakka Biyyi miseensa ta’e tokko ergama nagaa eegsisuu Dhaabbata Mootummoota Gamtoomaniif humna gumaachetti naannoo ala hojiirra oola D)ECHRn bakka sarbamni mirga namoomaa kolonii duraanii Biyyoota miseensa ta’an keessatti raawwatamaa jirutti naannoo ala hojiirra oola"	C
Qajeelfamni 'pacta sunt servanda' jedhu maal jechuudha?	['Namoonni waliigaltee tokko irratti hirmaatan jechoota isaa beekuu malee dogoggoraan hiikuu hin qaban', 'Qaamoleen waliigaltee tokkoo akeekaa fi kaayyoo waliigaltichaa eeguu qabu', 'Namoonni waliigaltee tokko irratti hirmaatan haalawwan isaa amanamummaa gaariin kabajuu qabu', 'Namoonni waliigaltee tokko irratti hirmaatan tumaalee waliigalticha keessatti barbaachisoo ta’an cabsuu hin qaban']	C	international_law	D)Namoonni waliigaltee tokko irratti hirmaatan tumaalee waliigalticha keessatti Barbaachisoo ta’an cabsuu hin qaban	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Qajeelfamni 'pacta sunt servanda' jedhu maal jechuudha?
 A)Namoonni waliigaltee tokko irratti hirmaatan jechoota isaa beekuu malee dogoggoraan hiikuu hin qaban B)Qaamoleen waliigaltee tokkoo akeekaa fi kaayyoo waliigaltichaa eeguu qabu C)Namoonni waliigaltee tokko irratti hirmaatan haalawwan isaa amanamummaa gaariin kabajuu qabu D)Namoonni waliigaltee tokko irratti hirmaatan tumaalee waliigalticha keessatti barbaachisoo ta’an cabsuu hin qaban"	D
Dhimma Mana Maree Tin irratti seerri hojiirra ooluu dhabamuun bu’aan isaa maal ture?	['Manni Maree Tin Idil-addunyaa teessoo isaa Landanitti waan tureef seera hojiirra oolchuu dhabuun bu’aa hin qabu ture', 'Waliigalteewwan hundee dhaabbilee idil-addunyaa doktiriinii hundeeffama jalatti kan bulani dha', 'Waliigaltee hundeeffama Mana Marichaa ilaalchisee seera hojiirra ooluu dhabuun isaa sirna seeraa Ingilizii keessatti namoonni dhuunfaa mirgaa fi dirqama irraa hin arganne jechuudha', 'Dhaabbata idil-addunyaa ilaalchisee Ingilizitti seera hojiirra ooluu dhabuun seera idil-addunyaa jalatti bu’aa hin qabu']	C	international_law	D) Dhaabbata idil-addunyaa ilaalchisee Ingilizitti seera hojiirra ooluu dhabuun seera idil-addunyaa jalatti bu’aa hin qabu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dhimma Mana Maree Tin irratti seerri hojiirra ooluu dhabamuun bu’aan isaa maal ture?
 A)Manni Maree Tin Idil-addunyaa teessoo isaa Landanitti waan tureef seera hojiirra oolchuu dhabuun bu’aa hin qabu ture B)Waliigalteewwan hundee dhaabbilee idil-addunyaa doktiriinii hundeeffama jalatti kan bulani dha C)Waliigaltee hundeeffama Mana Marichaa ilaalchisee seera hojiirra ooluu dhabuun isaa sirna seeraa Ingilizii keessatti namoonni dhuunfaa mirgaa fi dirqama irraa hin arganne jechuudha D)Dhaabbata idil-addunyaa ilaalchisee Ingilizitti seera hojiirra ooluu dhabuun seera idil-addunyaa jalatti bu’aa hin qabu"	D
Himoota armaan gadii keessaa kamtu dhugaadha?	['Seerrii Mirgoota Namoomaa bara 1998 bahe Konveenshinii Mirgoota Namoomaa Awurooppaa seera UK keessatti hammateera', 'Labsiin Mirgoota Namoomaa bara 1998 bahe manni murtii tokko seera sadarkaa duraa akka diigu hayyama', 'Labsiin Mirgoota Namoomaa bara 1998 bahe namni dhimma madaalawaa qabu kamiyyuu mana murtiitti dhimma akka dhiyeessu ni hayyama', 'Seerrii Mirga Namoomaa bara 1998 chaartara mirga bu’uuraa EU seera UK keessatti hammateera']	A	international_law	C)Labsiin Mirgoota Namoomaa bara 1998 bahe namni dhimma madaalawaa qabu kamiyyuu mana murtiitti dhimma akka dhiyeessu ni hayyama	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Himoota armaan gadii keessaa kamtu dhugaadha?
 A)Seerrii Mirgoota Namoomaa bara 1998 bahe Konveenshinii Mirgoota Namoomaa Awurooppaa seera UK keessatti hammateera B)Labsiin Mirgoota Namoomaa bara 1998 bahe manni murtii tokko seera sadarkaa duraa akka diigu hayyama C)Labsiin Mirgoota Namoomaa bara 1998 bahe namni dhimma madaalawaa qabu kamiyyuu mana murtiitti dhimma akka dhiyeessu ni hayyama D)Seerrii Mirga Namoomaa bara 1998 chaartara mirga bu’uuraa EU seera UK keessatti hammateera"	C
Dirqamni beenyaa bifa akkamii qabaachuu danda’a?	['Beenyaan dhala dabalatee bifa beenyaa maallaqaa qofa ta’uu danda’a', 'Beenyaan gocha dogoggoraa qaamaan deebisuu qofa agarsiisa', 'Beenyaan deebisuu, beenyaa fi itti quufinsa, kophaa isaa yookaan bifa beenyaa biroo cinatti kan dabalatudha', 'Bifa beenyaa dhimma Mootummaan itti gaafatamummaa qabu murteessuu qabuudha']	C	international_law	Beenyaan deebisuu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dirqamni beenyaa bifa akkamii qabaachuu danda’a?
 A)Beenyaan dhala dabalatee bifa beenyaa maallaqaa qofa ta’uu danda’a B)Beenyaan gocha dogoggoraa qaamaan deebisuu qofa agarsiisa C)Beenyaan deebisuu D)beenyaa fi itti quufinsa"	unknown
Gochoonni gama tokkoon raawwataman' maali?	['Isaanis gochoota Mootummoonni haala aadaa keessatti akka shaakalaatti raawwataniidha', 'Isaanis gochoota dirqama seeraa gama tokkoon Mootummaa hojiirra jiruuf uumuudha', 'Gochoonni gama tokkoon raawwataman gocha siyaasaa Mootummaa bu’aa seeraa tokkollee kan hin qabneedha', 'Gochoonni gama tokkoon raawwataman kanneen Mootummaan waliigaltee tokkoon hidhamuudhaaf raawwatudha']	B	international_law	C)Gochoonni gama tokkoon raawwataman gocha siyaasaa Mootummaa bu’aa seeraa tokkollee kan hin qabneedha	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Gochoonni gama tokkoon raawwataman' maali?
 A)Isaanis gochoota Mootummoonni haala aadaa keessatti akka shaakalaatti raawwataniidha B)Isaanis gochoota dirqama seeraa gama tokkoon Mootummaa hojiirra jiruuf uumuudha C)Gochoonni gama tokkoon raawwataman gocha siyaasaa Mootummaa bu’aa seeraa tokkollee kan hin qabneedha D)Gochoonni gama tokkoon raawwataman kanneen Mootummaan waliigaltee tokkoon hidhamuudhaaf raawwatudha"	C
Butamuun naannoo ala ta’e manneen murtii Ingilizii aangoo murtii karaa biraatiin seera qabeessa ta’e diduudhaaf sababa ta’aa?	['Butamuun akkasii adeemsa seeraan ala fayyadamuu kan taasisu yoo ta’u, adeemsi akka tursiisu taasisa', 'Butamuun akkasii itti gaafatamummaa nama bute sanaa kan uumu yoo ta’u malee adeemsi akka tursiisu hin geessisu', 'Haala akkanaa keessatti adeemsi turuun yakkamtoota idil-addunyaa ilaalchisee haqaa akka hin kennamne ni dhorka', 'Manneen murtii dhimmoota butamuu naannoo ala ta’an irratti adeemsa falmii dhaabuu ni danda’u, garuu yeroo muraasa']	A	international_law	C)Butamuun akkasii itti gaafatamummaa nama bute sanaa kan uumu yoo ta’u malee adeemsi akka tursiisu hin geessisu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Butamuun naannoo ala ta’e manneen murtii Ingilizii aangoo murtii karaa biraatiin seera qabeessa ta’e diduudhaaf sababa ta’aa?
 A)Butamuun akkasii adeemsa seeraan ala fayyadamuu kan taasisu yoo ta’u B)adeemsi akka tursiisu taasisa C)Butamuun akkasii itti gaafatamummaa nama bute sanaa kan uumu yoo ta’u malee adeemsi akka tursiisu hin geessisu D)Haala akkanaa keessatti adeemsi turuun yakkamtoota idil-addunyaa ilaalchisee haqaa akka hin kennamne ni dhorka"	C
