question	choices	answer	subject	command_r	prompt	verbalized
Waba yintoni umphumo wokungabikho kowisomthetho kwityala leTin Council?	['IInternational Tin Council yayizikomkhulu eLondon kwaye kungoko ukungabikho kokuphunyezwa komthetho kwakungabalulekanga.', 'Izivumelwano ezisisiseko zemibutho yamazwe ngamazwe zixhomekeke kwimfundiso yokuzibandakanya', 'Ukungabikho kokuphunyezwa komthetho ngokubhekiselele kwisivumelwano sokusekwa kwebhunga kwakuthetha ukuba abantu abazange bafumane amalungelo nemisebenzi kwinkqubo yomthetho yamaNgesi', 'Ukungabikho kokuphunyezwa komthetho eNgilane ngokubhekiselele kwimibutho yamazwe ngamazwe kubanesiphumo phantsi kwamazwe ngamazwe']	C	international_law	A)IInternational Tin Council yayizikomkhulu eLondon kwaye kungoko ukungabikho kokuphunyezwa komthetho kwakungabalulekanga.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Waba yintoni umphumo wokungabikho kowisomthetho kwityala leTin Council?
 A)IInternational Tin Council yayizikomkhulu eLondon kwaye kungoko ukungabikho kokuphunyezwa komthetho kwakungabalulekanga. B)Izivumelwano ezisisiseko zemibutho yamazwe ngamazwe zixhomekeke kwimfundiso yokuzibandakanya C)Ukungabikho kokuphunyezwa komthetho ngokubhekiselele kwisivumelwano sokusekwa kwebhunga kwakuthetha ukuba abantu abazange bafumane amalungelo nemisebenzi kwinkqubo yomthetho yamaNgesi D)Ukungabikho kokuphunyezwa komthetho eNgilane ngokubhekiselele kwimibutho yamazwe ngamazwe kubanesiphumo phantsi kwamazwe ngamazwe"	A
Kwezi nkcazelo zilandelayo yeyiphi eyinyani?	['UMthetho Wamalungelo Abantu wowe1998 udibanisa iNgqungquthela YaseYurophu Yamalungelo Abantu kumthetho waseUK', 'UMthetho wamaLungelo oLuntu ka1998 uvumela inkundla ukuba iwutshitshise umthetho osisiseko', 'Umthetho wamalungelo oluntu ka-1998 uvumela nawuphi na umntu onetyala elifanelekileyo ukuba aze netyala phambi kwenkundla', 'Umthetho wamalungelo oluntu ka-1998 ubandakanya i-EU Charter yamalungelo asisiseko kumthetho wase-UK']	A	international_law	C)Umthetho wamalungelo oluntu ka-1998 uvumela nawuphi na umntu onetyala elifanelekileyo ukuba aze netyala phambi kwenkundla	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kwezi nkcazelo zilandelayo yeyiphi eyinyani?
 A)UMthetho Wamalungelo Abantu wowe1998 udibanisa iNgqungquthela YaseYurophu Yamalungelo Abantu kumthetho waseUK B)UMthetho wamaLungelo oLuntu ka1998 uvumela inkundla ukuba iwutshitshise umthetho osisiseko C)Umthetho wamalungelo oluntu ka-1998 uvumela nawuphi na umntu onetyala elifanelekileyo ukuba aze netyala phambi kwenkundla D)Umthetho wamalungelo oluntu ka-1998 ubandakanya i-EU Charter yamalungelo asisiseko kumthetho wase-UK"	C
Zeziphi iindlela ezinokuthatyathelwa isinyanzeliso sokubuyisela?	['Imbuyekezo inokuthatha kuphela uhlobo lwembuyekezo yemali, kuquka nenzala', 'Imbuyekezo ibonisa kuphela ukubuyiselwa ngokomzimba kwesenzo esingalunganga', 'Ukulungisa kubandakanya imbuyekezo, imbuyekezo, kunye nokwaneliseka, kukodwa okanye ecaleni kwezinye iindlela zembuyekezo ', 'Indlela yokubuyisela ngumbandela welizwe elinoxanduva lokwenza isigqibo']	C	international_law	C) Imbuyekezo ibonisa kuphela ukubuyiselwa ngokomzimba kwesenzo esingalunganga	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Zeziphi iindlela ezinokuthatyathelwa isinyanzeliso sokubuyisela?
 A)Imbuyekezo inokuthatha kuphela uhlobo lwembuyekezo yemali B)kuquka nenzala C)Imbuyekezo ibonisa kuphela ukubuyiselwa ngokomzimba kwesenzo esingalunganga D)Ukulungisa kubandakanya imbuyekezo"	C
Yintoni 'izenzo ezimacala omabini'?	['Zizenzo ezenziwa nguRhulumente njengesiqhelo kumxholo wesiko', 'Zizenzo ezidala izibophelelo zomthetho ezicalanye kuRhulumente obambeleyo', 'Izibophelelo zomthetho ezicalanye zizenzo zopolitiko zombuso ezingenaso nasiphi na isiphumo somthetho', 'Izenzo zomthetho ezicalanye zezo umbuso azenzayo ukuze abopheleleke kwisivumelwano']	B	international_law	D)Izenzo zomthetho ezicalanye zezo umbuso azenzayo ukuze abopheleleke kwisivumelwano.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Yintoni 'izenzo ezimacala omabini'?
 A)Zizenzo ezenziwa nguRhulumente njengesiqhelo kumxholo wesiko B)Zizenzo ezidala izibophelelo zomthetho ezicalanye kuRhulumente obambeleyo C)Izibophelelo zomthetho ezicalanye zizenzo zopolitiko zombuso ezingenaso nasiphi na isiphumo somthetho D)Izenzo zomthetho ezicalanye zezo umbuso azenzayo ukuze abopheleleke kwisivumelwano"	D
Ingaba ukuxhwilwa kwamanye amazwe kusisizathu sokwaliwa kwezinye iindawo ezisemthethweni zolawulo ziinkundla zamaNgesi?	['Ukuxhwilwa okunjalo kuthetha ukusetyenziswa kakubi kwenkqubo kwaye kukhokelela ekumisweni kwenkqubo', 'Ukuxhwilwa okunjalo kuvelisa ubutyala bomqweqwedisi kodwa akukhokeleli kukumiswa kwenkqubo', 'Ukumiswa kwenkqubo phantsi kweemeko ezinjalo kuya kuthintela ukulawulwa kobulungisa ngokubhekiselele kubaphuli- mthetho bamazwe ngamazwe', 'Iinkundla zinokuthi, kodwa azifane zimise inkqubo yamatyala okuxhwilwa kommandla owongezelelweyo ']	A	international_law	D)Iinkundla zinokuthi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ingaba ukuxhwilwa kwamanye amazwe kusisizathu sokwaliwa kwezinye iindawo ezisemthethweni zolawulo ziinkundla zamaNgesi?
 A)Ukuxhwilwa okunjalo kuthetha ukusetyenziswa kakubi kwenkqubo kwaye kukhokelela ekumisweni kwenkqubo B)Ukuxhwilwa okunjalo kuvelisa ubutyala bomqweqwedisi kodwa akukhokeleli kukumiswa kwenkqubo C)Ukumiswa kwenkqubo phantsi kweemeko ezinjalo kuya kuthintela ukulawulwa kobulungisa ngokubhekiselele kubaphuli- mthetho bamazwe ngamazwe D)Iinkundla zinokuthi"	D
Ithini intsingiselo 'yemigaqo yesibini' kumthetho woxanduva lwamazwe ngamazwe?	['Imithetho yesibini yimigaqo yokutolika umthetho wamazwe ngamazwe, kubandakanywa nomthetho woxanduva lwamazwe ngamazwe', 'Imithetho yesibini yimigaqo elawula imiphumo yomthetho evela ekwaphulwa kwemigaqo ephambili, oko kukuthi, izibophelelo zamazwe.', 'Imithetho yesibini yimigaqo elawula ngokukodwa ingqikelelo yemfanelo kumthetho woxanduva lwamazwe ngamazwe', 'Imithetho yesibini yimigaqo elawula ngokukodwa umthetho wamanyathelo okunqanda']	B	international_law	D) oko kukuthi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ithini intsingiselo 'yemigaqo yesibini' kumthetho woxanduva lwamazwe ngamazwe?
 A)Imithetho yesibini yimigaqo yokutolika umthetho wamazwe ngamazwe B)kubandakanywa nomthetho woxanduva lwamazwe ngamazwe C)Imithetho yesibini yimigaqo elawula imiphumo yomthetho evela ekwaphulwa kwemigaqo ephambili D)oko kukuthi"	D
Icebisa ntoni imfundiso yokumanyaniswa ngokuphathelele kwizivumelwano?	['Imfundiso yokumanyaniswa ifuna ukuba zonke izivumelwano zenze inguqu yomthetho ngaphambi kokuba zibe ngumthetho wasekhaya', 'Imfundiso yokubandakanywa ayifuni naliphi na elinye inyathelo kwinqanaba lasekhaya', 'Imfundiso yokubandakanya ithatha izivumelwano njengeziphantsi kumthetho wasekhaya', 'Imfundiso yokubandakanya icebisa ukuba izivumelwano zidlulela ngokuzenzekelayo kwinqanaba lomthetho wasekhaya']	D	international_law	C)Imfundiso yokubandakanya ithatha izivumelwano njengeziphantsi kumthetho wasekhaya	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Icebisa ntoni imfundiso yokumanyaniswa ngokuphathelele kwizivumelwano?
 A)Imfundiso yokumanyaniswa ifuna ukuba zonke izivumelwano zenze inguqu yomthetho ngaphambi kokuba zibe ngumthetho wasekhaya B)Imfundiso yokubandakanywa ayifuni naliphi na elinye inyathelo kwinqanaba lasekhaya C)Imfundiso yokubandakanya ithatha izivumelwano njengeziphantsi kumthetho wasekhaya D)Imfundiso yokubandakanya icebisa ukuba izivumelwano zidlulela ngokuzenzekelayo kwinqanaba lomthetho wasekhaya"	C
Ingaba imilinganiselo yethutyana ekhutshwe yiICJ iyabophelela amaqela?	['Hayi, ngokuchazwa ngokoqobo kwesibonelelo esifanelekileyo sikaRhulumente, imilinganiselo yethutyana ayibopheleli', 'Hayi, ngaphandle kokuba amaqela avumelene ngoko kwangaphambili', 'Kuxhomekeke enkundleni ukuba imiqathango yethutyana iza kubophelela na ', 'Ewe, ibisoloko ibanjwa yiNkundla ukusukela kwityala le-La Grand (2001) ukuba iyabophelela na']	D	international_law	C) imilinganiselo yethutyana ayibopheleli	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ingaba imilinganiselo yethutyana ekhutshwe yiICJ iyabophelela amaqela?
 A)Hayi B)ngokuchazwa ngokoqobo kwesibonelelo esifanelekileyo sikaRhulumente C)imilinganiselo yethutyana ayibopheleli D)Hayi"	C
Kunini apho amanyathelo okuthintela angekho mthethweni?	['Amanyathelo okuchasa akukho mthethweni xa phakathi kwezinye izinto engalinganiyo okanye ekwaphulwa kwesiqhelo somthetho wamazwe ngamazwe (umzekelo, ukusetyenziswa kwamandla, amalungelo oluntu)', 'Amanyathelo okuchasa awakho mthethweni xa ethatyathwa ngexesha longquzulwano ngezixhobo', 'Amanyathelo okuchasa awakho mthethweni xa esaphula izivumelwano zamazwe amabini', 'Amanyathelo okuchasa awakho mthethweni xa ilizwe elinoxanduva lingavumi kuwo']	A	international_law	C) amalungelo oluntu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kunini apho amanyathelo okuthintela angekho mthethweni?
 A)Amanyathelo okuchasa akukho mthethweni xa phakathi kwezinye izinto engalinganiyo okanye ekwaphulwa kwesiqhelo somthetho wamazwe ngamazwe (umzekelo B)ukusetyenziswa kwamandla C)amalungelo oluntu) D)Amanyathelo okuchasa awakho mthethweni xa ethatyathwa ngexesha longquzulwano ngezixhobo"	C
Uthini umahluko phakathi kweendlela zezopolitiko nezomthetho zokusonjululwa kweengxabano?	['Isiphumo esivela kwiindlela zomthetho, oko kukuthi, ulamlo okanye isigwebo yiICJ, sesokugqibela kwaye siyabophelela amaqela, kanti akunjalo kwiindlela zozakuzo.', 'Iindlela zezopolitiko zilandelwa ngokwemvume yamaqela ngelo xesha kwimpikiswano, ngelixa iindlela zomthetho zingekho', 'Iindlela zezopolitiko zikhokelela ekusonjululweni kokugqibela kwengxabano, ngelixa oku akunjalo ngeendlela zomthetho', 'Indlela zezomthetho zokusonjululwa kwengxabano zilandelwa kuphela malunga nempikiswano enkulu, ngelixa iindlela zezopolitiko zisetyenziswa kuzo zonke iingxabano']	A	international_law	D) sesokugqibela kwaye siyabophelela amaqela	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Uthini umahluko phakathi kweendlela zezopolitiko nezomthetho zokusonjululwa kweengxabano?
 A)Isiphumo esivela kwiindlela zomthetho B)oko kukuthi C)ulamlo okanye isigwebo yiICJ D)sesokugqibela kwaye siyabophelela amaqela"	D
Sithini isizathu sokudinwa kweendlela zasekuhlaleni kumalungelo abantu bamazwe ngamazwe?	['Umthetho weendlela walapha ujolise ekukhululeni iinkundla zamazwe ngamazwe ukuba zijongane nawona matyala anobuzaza', 'Umthetho wolungiso lwendawo ujolise ekuthinteleni abafakizicelo abasebenzisa kakubi inkqubo ekufakeni amaxwebhu ezikhalazo angeyomfuneko.', 'Umthetho wolungiso lwendalo ujolise kwelinye icala ukukhawulela umthamo wamaxwebhu ezikhalazo kwiinkundla zamazwe ngamazwe ngelixa kwangaxeshanye usakha amandla eenkundla zengingqi', 'Umthetho wolungiso lwendawo unceda ukubonisa ukuba iinkundla zelizwe zihlala zibekwe ngcono kunezamazwe ngamazwe ukujongana namatyala']	C	international_law	D)Umthetho wolungiso lwendawo unceda ukubonisa ukuba iinkundla zelizwe zihlala zibekwe ngcono kunezamazwe ngamazwe ukujongana namatyala.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Sithini isizathu sokudinwa kweendlela zasekuhlaleni kumalungelo abantu bamazwe ngamazwe?
 A)Umthetho weendlela walapha ujolise ekukhululeni iinkundla zamazwe ngamazwe ukuba zijongane nawona matyala anobuzaza B)Umthetho wolungiso lwendawo ujolise ekuthinteleni abafakizicelo abasebenzisa kakubi inkqubo ekufakeni amaxwebhu ezikhalazo angeyomfuneko. C)Umthetho wolungiso lwendalo ujolise kwelinye icala ukukhawulela umthamo wamaxwebhu ezikhalazo kwiinkundla zamazwe ngamazwe ngelixa kwangaxeshanye usakha amandla eenkundla zengingqi D)Umthetho wolungiso lwendawo unceda ukubonisa ukuba iinkundla zelizwe zihlala zibekwe ngcono kunezamazwe ngamazwe ukujongana namatyala"	D
Kwezi zilandelayo, liliphi eliwubonisa kakuhle ‘umgaqo wesixhobo esiphilayo’ osetyenziswa yiNkundla YaseYurophu Yamalungelo Abantu?	['iGolder v UK (1978)', 'iA v UK (2009)', 'U-Goodwin v UK (2002)', 'U-Osman v UK (1998)']	C	international_law	iGolder v UK (1978)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kwezi zilandelayo, liliphi eliwubonisa kakuhle ‘umgaqo wesixhobo esiphilayo’ osetyenziswa yiNkundla YaseYurophu Yamalungelo Abantu?
 A)iGolder v UK (1978) B)iA v UK (2009) C)U-Goodwin v UK (2002) D)U-Osman v UK (1998)"	A
Ngaba ukuvunywa kwezigwebo zamazwe angaphandle kuxhomekeke kwimithetho efanayo njengaleyo isebenzayo ekudityaneni nokuguqulwa kwezivumelwano?	['Izigwebo zakwamanye amazwe zinyanzeliswa ngesiseko semfundiso yokubandakanywa', 'Izigwebo zangaphandle zinyanzeliswa ngesiseko semfundiso yokuguqulwa', 'Ukwamkelwa kwezigwebo zamazwe angaphandle kuxhomekeke kubukho bezivumelwano ezifanelekileyo zamazwe amabini okanye zamazwe amaninzi', 'Iinkundla zisebenzisa ingqiqo malunga nokunyanzeliswa kwezigwebo zamazwe angaphandle ngokwesiseko somthetho wenkundla']	C	international_law	C) Ukamkelwa kwezigwebo zamazwe angaphandle kuxhomekeke kubukho bezivumelwano ezifanelekileyo zamazwe amabini okanye zamazwe amaninzi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ngaba ukuvunywa kwezigwebo zamazwe angaphandle kuxhomekeke kwimithetho efanayo njengaleyo isebenzayo ekudityaneni nokuguqulwa kwezivumelwano?
 A)Izigwebo zakwamanye amazwe zinyanzeliswa ngesiseko semfundiso yokubandakanywa B)Izigwebo zangaphandle zinyanzeliswa ngesiseko semfundiso yokuguqulwa C)Ukwamkelwa kwezigwebo zamazwe angaphandle kuxhomekeke kubukho bezivumelwano ezifanelekileyo zamazwe amabini okanye zamazwe amaninzi D)Iinkundla zisebenzisa ingqiqo malunga nokunyanzeliswa kwezigwebo zamazwe angaphandle ngokwesiseko somthetho wenkundla"	C
Yeyiphi eyona nto ibalulekileyo eyafunyanwa yiNdlu yeeNkosi kwityala likaPinochet?	['Ityala likaPinochet liqinisekisile ukuba iintloko zangaphambili zelizwe zikonwabele ukungakhuseleki ngokupheleleyo', 'Ityala lePinochet liqinisekisile ukuba zonke izenzo zoluntu ziyakonwabela ukungakhuseleki', 'Ityala le-Pinochet liqinisekisile ukuba iintloko zombuso zangaphambili ziyayeka ukonwabela ukungakhuseleki xa zisusiwe e-ofisini', 'Ityala le-Pinochet liqisekisile ukuba ngokubhekiselele kukhuseleko akukho mahluko phakathi kwentloko yelizwe yangoku kunye neyangaphambili ']	C	international_law	D) Ityala le-Pinochet liqisekisile ukuba ngokubhekiselele kukhuseleko akukho mahluko phakathi kwentloko yelizwe yangoku kunye neyangaphambili.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Yeyiphi eyona nto ibalulekileyo eyafunyanwa yiNdlu yeeNkosi kwityala likaPinochet?
 A)Ityala likaPinochet liqinisekisile ukuba iintloko zangaphambili zelizwe zikonwabele ukungakhuseleki ngokupheleleyo B)Ityala lePinochet liqinisekisile ukuba zonke izenzo zoluntu ziyakonwabela ukungakhuseleki C)Ityala le-Pinochet liqinisekisile ukuba iintloko zombuso zangaphambili ziyayeka ukonwabela ukungakhuseleki xa zisusiwe e-ofisini D)Ityala le-Pinochet liqisekisile ukuba ngokubhekiselele kukhuseleko akukho mahluko phakathi kwentloko yelizwe yangoku kunye neyangaphambili "	D
Yeyiphi kwezi nkcazelo zingezantsi ebubuxoki?	"['Ulingo lolwaphulomthetho lwemfazwe eNuremberg naseTokyo lwenzeka kwangoko emva kweMfazwe Yehlabathi yokuqala', ""Amatyala olwaphulomthetho lwemfazwe azisa 'ulwaphulo-mthetho eluntwini' njengetyala"", 'Amatyala olwaphula-mthetho lwemfazwe aye abamba abantu ngokusemthethweni ukuba babe noxanduva lwezenzo ezifana nolwaphulo-mthetho olujoliswe eluntwini', 'Amatyala olwaphulo-mthetho lwemfazwe zifumanise ukuba ""imiyalelo ephezulu"" ayinakusetyenziswa njengendlala yokuzikhusela kulwaphulo-mthetho lwemfazwe okanye ulwaphulo-mthetho oluchasene noluntu']"	A	international_law	C) Amatyala olwaphula-mthetho lwemfazwe aye abamba abantu ngokusemthethweni ukuba babe noxanduva lwezenzo ezifana nolwaphulo-mthetho olujoliswe eluntwini	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Yeyiphi kwezi nkcazelo zingezantsi ebubuxoki?
 A)Ulingo lolwaphulomthetho lwemfazwe eNuremberg naseTokyo lwenzeka kwangoko emva kweMfazwe Yehlabathi yokuqala B)Amatyala olwaphulomthetho lwemfazwe azisa 'ulwaphulo-mthetho eluntwini' njengetyala C)Amatyala olwaphula-mthetho lwemfazwe aye abamba abantu ngokusemthethweni ukuba babe noxanduva lwezenzo ezifana nolwaphulo-mthetho olujoliswe eluntwini D)Amatyala olwaphulo-mthetho lwemfazwe zifumanise ukuba ""imiyalelo ephezulu"" ayinakusetyenziswa njengendlala yokuzikhusela kulwaphulo-mthetho lwemfazwe okanye ulwaphulo-mthetho oluchasene noluntu"	C
Leliphi iLizwe elisebenzisa ulawulo kwiinqanawa kulwandle olukhulu?	['Onke aMazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle olukhulu', 'Amazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle oluphezulu kuphela kwiimeko zezenzo zolwaphulomthetho ezibaxhalabisayo', 'Ilizwe leflegi kufuneka libe negunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu, ngaphandle kwamatyala athile, anjengokuphanga', 'Ilizwe leflegi lilo kuphela ukusebenzisa igunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu ngaphandle kokukhetha']	C	international_law	C)Ilizwe leflegi kufuneka libe negunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Leliphi iLizwe elisebenzisa ulawulo kwiinqanawa kulwandle olukhulu?
 A)Onke aMazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle olukhulu B)Amazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle oluphezulu kuphela kwiimeko zezenzo zolwaphulomthetho ezibaxhalabisayo C)Ilizwe leflegi kufuneka libe negunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu D)ngaphandle kwamatyala athile"	C
Ingaba izivumelwano zifanele zibe nohlobo oluthile?	['Izivumelwano kufuneka zihlale zichongwe ngolo hlobo kwaye zithathe uhlobo oluthile', 'Izivumelwano kufuneka zisoloko zithatha uhlobo oluthile, nokuba zichongwe njani na', 'Izivumelwano akunyanzelekanga ukuba zithathe uhlobo oluthile okanye zichongwe ngolo hlobo', 'Izivumelwano kufuneka zichongwe ngolo hlobo, nokuba bathatha oluphi uhlobo']	C	international_law	D) Izivumelwano akunyanzelekanga ukuba zithathe uhlobo oluthile okanye sichongwe ngolo hlobo.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ingaba izivumelwano zifanele zibe nohlobo oluthile?
 A)Izivumelwano kufuneka zihlale zichongwe ngolo hlobo kwaye zithathe uhlobo oluthile B)Izivumelwano kufuneka zisoloko zithatha uhlobo oluthile C)nokuba zichongwe njani na D)Izivumelwano akunyanzelekanga ukuba zithathe uhlobo oluthile okanye zichongwe ngolo hlobo"	D
Yintoni isiseko sethiyori yemonist?	['IMonism ibeka ukuba umthetho wamazwe ngamazwe uphezulu kunemithetho yasekhaya', 'IMonism ibeka ukuba umthetho wamazwe ngamazwe kunye nowasekhaya uyinxalenye yomyalelo ofanayo womthetho', 'I-monism ibeka ukuba imithetho yasekhaya ingaphezulu kunomthetho wamazwe ngamazwe', 'I-monism ibeka ukuba umthetho wasekhaya kunye nowamazwe ngamazwe awukhe ungqubane ']	B	international_law	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Yintoni isiseko sethiyori yemonist?
 A)IMonism ibeka ukuba umthetho wamazwe ngamazwe uphezulu kunemithetho yasekhaya B)IMonism ibeka ukuba umthetho wamazwe ngamazwe kunye nowasekhaya uyinxalenye yomyalelo ofanayo womthetho C)I-monism ibeka ukuba imithetho yasekhaya ingaphezulu kunomthetho wamazwe ngamazwe D)I-monism ibeka ukuba umthetho wasekhaya kunye nowamazwe ngamazwe awukhe ungqubane "	C
Ukusukela ngo2016, malunga nepesenteji yabantu abadala abaneminyaka eyi18 okanye ngaphezulu babetyebe kakhulu?	['10%', '20%', 'Ama-40%', 'Ama-80%']	C	global_facts	C) Ama-40%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ukusukela ngo2016, malunga nepesenteji yabantu abadala abaneminyaka eyi18 okanye ngaphezulu babetyebe kakhulu?
 A)10% B)20% C)Ama-40% D)Ama-80%"	C
Yayiyintoni iGDP ngomntu ngamnye eUnited States kwi1850 xa kulungiswa ukunyuka kwamaxabiso kunye nePPP kumaxabiso e2011?	['Malunga ne$300', 'Malunga ne$3k', 'Malunga nama-$8k', 'Malunga nama-$15k']	B	global_facts	C) Malunga nama-$8k	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Yayiyintoni iGDP ngomntu ngamnye eUnited States kwi1850 xa kulungiswa ukunyuka kwamaxabiso kunye nePPP kumaxabiso e2011?
 A)Malunga ne$300 B)Malunga ne$3k C)Malunga nama-$8k D)Malunga nama-$15k"	C
Ukusukela ngo2019, malunga nepesenti engakanani yabantu baseUnited States abathi ubufanasini kufuneka bamkelwe eluntwini?	['52%', '62%', 'Ama-72%', 'Ama-82%']	C	global_facts	C) Ama-72%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ukusukela ngo2019, malunga nepesenti engakanani yabantu baseUnited States abathi ubufanasini kufuneka bamkelwe eluntwini?
 A)52% B)62% C)Ama-72% D)Ama-82%"	C
Leliphi kumazwe alandelayo avelise awona mandla apheleleyo kwimithombo yelanga ngo2019?	['China', 'United States', 'I-Germany', 'I-Japan']	A	global_facts	C)I-Germany	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Leliphi kumazwe alandelayo avelise awona mandla apheleleyo kwimithombo yelanga ngo2019?
 A)China B)United States C)I-Germany D)I-Japan"	C
Ukulawula ukunyuka kwamaxabiso kunye nePPP-uhlengahlengiso, malunga nokuba ingakanani iGDP ngekhaphitha yonyuka ukusuka kwi1950 ukuya kwi2016 eJapan?	['nge5 fold', 'nge10 fold', 'nge-15 lefoldi', 'ngama-20 efoldi']	C	global_facts	C)nge-15 lefoldi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ukulawula ukunyuka kwamaxabiso kunye nePPP-uhlengahlengiso, malunga nokuba ingakanani iGDP ngekhaphitha yonyuka ukusuka kwi1950 ukuya kwi2016 eJapan?
 A)nge5 fold B)nge10 fold C)nge-15 lefoldi D)ngama-20 efoldi"	C
Yintoni eyona nto ibangela ukufa kubantwana abangaphantsi kweminyaka emihlanu ubudala (ukusukela ngo2017)?	['Izifo ezisezantsi zokuphefumla', 'Iingxaki zokuzalwa kwangaphambi kwexesha', 'Izifo zotyatyazo', 'Isifo seengcongconi']	A	global_facts	C) Izifo zotyatyazo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Yintoni eyona nto ibangela ukufa kubantwana abangaphantsi kweminyaka emihlanu ubudala (ukusukela ngo2017)?
 A)Izifo ezisezantsi zokuphefumla B)Iingxaki zokuzalwa kwangaphambi kwexesha C)Izifo zotyatyazo D)Isifo seengcongconi"	C
Ukusukela ngo2019, ingakanani ipesenti yabantu behlabathi abangenawo amanzi okusela akhuselekileyo?	['10%', '20%', 'Ama-30%', 'Ama-40%']	C	global_facts	C) Ama-30%	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Ukusukela ngo2019, ingakanani ipesenti yabantu behlabathi abangenawo amanzi okusela akhuselekileyo?
 A)10% B)20% C)Ama-30% D)Ama-40%"	C
Malunga nepesenteji yophando lwabaphenduli abavela eIndiya abathe bahlawula isinyobo kulo nyaka uphelileyo ukuze bafikelele kwiinkonzo zoluntu (ezifana nemfundo, inkundla yezomthetho; ezonyango nempilo; amapolisa; iinkonzo zobhaliso nemvume; izinto eziluncedo; ingeniso yerhafu kunye nezithethe; kunye nenkonzo yomhlaba) ukusukela ngo2017?	['29%', '49%', 'Ama-69%', 'Ama-89%']	C	global_facts	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about global_facts. Return the correct option only
user: Malunga nepesenteji yophando lwabaphenduli abavela eIndiya abathe bahlawula isinyobo kulo nyaka uphelileyo ukuze bafikelele kwiinkonzo zoluntu (ezifana nemfundo, inkundla yezomthetho; ezonyango nempilo; amapolisa; iinkonzo zobhaliso nemvume; izinto eziluncedo; ingeniso yerhafu kunye nezithethe; kunye nenkonzo yomhlaba) ukusukela ngo2017?
 A)29% B)49% C)Ama-69% D)Ama-89%"	C
