subject,question,choices,answer,output
global_facts,"Kufikia 2019, ni asilimia ngapi ya Wajerumani wanasema uhusiano kati ya Amerika na Ujerumani ni mzuri?","[0.34, 0.49, 0.64, 0.79]",A,"Kulingana na utafiti uliofanywa na Pew Research Center mwaka wa 2019, asilimia 57 ya Wajerumani waliona kuwa uhusiano kati ya Amerika na Ujerumani ni mbaya, huku asilimia 39 tu wakiona kuwa ni mzuri. Hivyo, hakuna jibu sahihi katika chaguo ulizotoa (A) 0.34, (B) 0.49, (C) 0.64, (D) 0.79. Jibu lililo karibu zaidi na ukweli ni (B) 0.49, ingawa hii si sahihi moja kwa moja kulingana na data iliyotolewa."
global_facts,"Kufikia 2017, ni asilimia ngapi ya Wamarekani wanaishi mijini?","[0.62, 0.72, 0.82, 0.92]",C,"Kufikia mwaka 2017, takriban asilimia 82 (0.82) ya Wamarekani wanaishi mijini. Jibu sahihi ni C) 0.82."
global_facts,Pato la Taifa lilikuwa nini kwa kila mtu nchini Marekani mwaka wa 1950 wakati wa kurekebisha mfumuko wa bei na PPP katika bei za 2011?,"['Takriban $3k', 'Takriban $8k', 'Takriban $15k', 'Takriban $30k']",C,"Kulingana na data kutoka kwa vyanzo mbalimbali kuhusu historia ya kiuchumi ya Marekani, pato la taifa kwa kila mtu (GDP per capita) mwaka wa 1950, likirekebishwa kwa mfumuko wa bei na kulingana na nguvu ya kununua (PPP) ya mwaka 2011, lilikuwa karibu na $15,000. Hivyo, jibu sahihi ni C) Takriban $15k."
global_facts,"Mnamo 2016, ni takriban watu wangapi nchini Marekani ambao hawakuwa na makazi?","[55000, 550000, 5500000, 55000000]",B,"Jibu sahihi ni B) 550000. Kulingana na ripoti za mwaka 2016 kutoka kwa Idara ya Nyumba na Maendeleo ya Mjini ya Marekani (HUD), ilikadiriwa kuwa takriban watu 550,000 walikuwa hawana makazi katika usiku mmoja uliohesabiwa nchini Marekani."
global_facts,Mnamo 1965 ni Wamarekani wangapi walidhani kwamba tendo la kutuma wanajeshi Vietnam lilikuwa kosa?,"[0.25, 0.45, 0.65, 0.85]",A,"Mnamo 1965, asilimia ya Wamarekani waliokuwa wakifikiri kwamba kutuma wanajeshi Vietnam lilikuwa kosa ilikuwa chini. Kulingana na uchunguzi wa maoni uliofanywa na Gallup mnamo Mei 1965, asilimia 24 tu ya Wamarekani walifikiri kwamba kutuma wanajeshi huko Vietnam lilikuwa kosa. Hii inamaanisha kuwa jibu sahihi kwa swali lako ni A) 0.25."
global_facts,"Kufikia 2013, sehemu ya watu nchini Ethiopia ambao wanafikiri vyama vya siasa ni fisadi ni","[0.24, 0.44, 0.64, 0.84]",A,"Samahani, sina data maalum ya moja kwa moja kuhusu maoni ya watu wa Ethiopia kuhusu ufisadi katika vyama vya siasa kufikia mwaka 2013. Hata hivyo, ni muhimu kuzingatia kwamba maoni kama haya yanaweza kubadilika kulingana na matukio ya kisiasa na mabadiliko katika jamii. Kwa data sahihi na ya kina, ningependekeza kutafuta ripoti za utafiti zilizofanywa na mashirika ya utafiti au taasisi za serikali zinazohusika na maswala ya siasa na ufisadi nchini Ethiopia."
global_facts,"Mnamo 1997, Benki ya Dunia iligundua kwamba sehemu ya idadi ya watu duniani wanaoishi katika nchi za kipato cha chini na cha chini-kati—yaani, nchi zilizo na kipato cha mtu mmoja cha $1230 au chini—ilikuwa takriban","[0.25, 0.4, 0.55, 0.75]",D,"Mwaka 1997, Benki ya Dunia iliripoti kwamba takriban asilimia 75 (0.75) ya idadi ya watu duniani waliishi katika nchi za kipato cha chini na cha chini-kati. Hii inaonyesha jinsi gani umaskini ulikuwa umenea katika nchi nyingi zinazoendelea wakati huo. Kwa hiyo, jibu sahihi ni D) 0.75."
global_facts,"Kufikia 2015, kilimo kilikuwa na takriban asilimia ngapi ya Pato la Taifa la India?","[0.08, 0.16, 0.32, 0.64]",B,"Kufikia mwaka 2015, kilimo kilichangia takriban asilimia 17 ya Pato la Taifa la India. Hata hivyo, hakuna chaguo lililotolewa katika swali lako linaloakisi asilimia hii kwa usahihi. Chaguzi zilizotolewa zinaonekana kuwa na makosa au zimepotoshwa. Kwa hiyo, jibu sahihi halipo katika chaguo ulizotoa."
global_facts,Ni ipi kati ya zifuatazo ni kweli kufikia 2020?,"['wanaume wana uwezekano mkubwa wa kuwa na msongo wa mawazo na wana uwezekano mkubwa wa kuwa na shida ya matumizi ya pombe kuliko wanawake.', 'wanawake wana uwezekano mkubwa wa kuwa na msongo wa mawazo na wana uwezekano mkubwa wa kuwa na shida ya matumizi ya pombe kuliko wanaume.', 'wanaume wana uwezekano mkubwa wa kuwa na msongo wa mawazo kuliko wanawake, ilhali wanawake wana uwezekano mkubwa wa kuwa na shida ya matumizi ya pombe kuliko wanaume.', 'wanawake wana uwezekano mkubwa wa kuwa na msongo wa mawazo kuliko wanaume, ilhali wanaume wana uwezekano mkubwa wa kuwa na shida ya matumizi ya pombe kuliko wanawake.']",D,"Jibu sahihi ni B) wanawake wana uwezekano mkubwa wa kuwa na msongo wa mawazo na wana uwezekano mkubwa wa kuwa na shida ya matumizi ya pombe kuliko wanaume.

Kulingana na tafiti mbalimbali zilizofanywa hadi kufikia mwaka 2020, imebainika kuwa wanawake wana uwezekano mkubwa zaidi wa kupata msongo wa mawazo ikilinganishwa na wanaume. Hii inaweza kuchangiwa na sababu mbalimbali ikiwemo majukumu ya kijamii, kiuchumi na kifamilia ambayo wanawake wengi hukabiliana nayo.

Kuhusu matumizi ya pombe, ingawa kwa jumla wanaume huwa na viwango vya juu vya matumizi ya pombe kuliko wanawake, wanawake wanaoanza kutumia pombe wana uwezekano mkubwa wa kuendeleza matatizo yanayohusiana na pombe haraka zaidi kuliko wanaume. Hii inajulikana kama ""telescoping effect."" Wanawake pia wana uwezekano mkubwa wa kupata madhara ya kiafya yanayohusiana na pombe haraka zaidi kuliko wanaume, hata kama wamekuwa wakitumia pombe kwa muda mfupi au kwa kiwango kidogo ikilinganishwa na wanaume."
global_facts,"Kufikia 2019, ni asilimia ngapi ya watu kutoka Brazili wanasema ushoga unapaswa kukubaliwa na jamii?","[0.37, 0.47, 0.57, 0.67]",D,"Kulingana na utafiti wa Pew Research Center uliofanyika mwaka wa 2013, asilimia 60 ya Wabrazili waliripoti kwamba jamii inapaswa kukubali ushoga. Hata hivyo, kwa kuwa swali lako linahusu mwaka wa 2019 na hakuna data maalum iliyotolewa kwa mwaka huo katika swali lako, ni vigumu kutoa jibu sahihi bila data ya moja kwa moja kutoka mwaka huo. Hata hivyo, kulingana na chaguo zilizotolewa (ambazo zinaonekana kuwa ni za asilimia lakini zimeandikwa kwa mfumo wa decimal), hakuna jibu linaloonekana kuendana moja kwa moja na data ya 2013. Kwa hiyo, ningependekeza kutumia chanzo cha karibu zaidi na mwaka 2019 au kutafuta data ya hivi karibuni zaidi ili kupata jibu sahihi zaidi."
global_facts,"Kufikia 2017, sehemu ya GDP iliyotumiwa kwa jeshi na Saudi Arabia ni karibu","[0.01, 0.03, 0.06, 0.1]",D,"Kufikia mwaka 2017, Saudi Arabia ilikuwa inatumia sehemu kubwa ya GDP yake kwa matumizi ya kijeshi. Kwa mujibu wa data kutoka vyanzo mbalimbali kama vile World Bank na SIPRI (Stockholm International Peace Research Institute), Saudi Arabia ilikuwa inatumia karibu asilimia 10 ya GDP yake kwa matumizi ya kijeshi. Hivyo, jibu sahihi ni:
D) 0.1"
global_facts,"Kufikia 2019, ni sehemu ngapi ya umeme ilitokana na nishati ya mafuta nchini Merika?","[0.23, 0.43, 0.63, 0.83]",C,"Kufikia mwaka 2019, sehemu ya umeme iliyotokana na nishati ya mafuta nchini Marekani ilikuwa ni asilimia 0.63. Jibu sahihi ni C) 0.63."
global_facts,"Je, ni asilimia ngapi ya watoto wenye umri wa miaka 13-15 nchini Misri ambao waliripoti kunyanyaswa angalau mara moja katika miezi michache iliyopita kufikia 2015?","[0.1, 0.3, 0.5, 0.7]",D,"Kulingana na ripoti ya UNICEF ya mwaka 2015, asilimia 70 ya watoto wenye umri wa miaka 13-15 nchini Misri waliripoti kunyanyaswa angalau mara moja katika miezi michache iliyopita. Hivyo, jibu sahihi ni D) 0.7."
global_facts,"Kufikia 2018, ni asilimia ngapi ya watu wazima wa Marekani wanasema tathmini ya hatari ya uhalifu kwa watu walio na nafasi ya kusamehewa ni matumizi yasiyo ya busara ya kufanya maamuzi ya algoriti?","[0.26, 0.41, 0.56, 0.71]",C,"Kwa masikitiko, sina data maalum kuhusu asilimia ya watu wazima wa Marekani wanaoona kuwa tathmini ya hatari ya uhalifu kwa watu walio na nafasi ya kusamehewa ni matumizi yasiyo ya busara ya kufanya maamuzi ya algoriti hadi mwaka wa 2018. Hata hivyo, ni muhimu kutambua kwamba maoni kuhusu matumizi ya algoriti katika mifumo ya haki za kisheria yanaweza kutofautiana sana kutokana na uelewa wa teknolojia, masuala ya faragha, na imani katika haki na usawa. Iwapo unahitaji takwimu maalum, ningekushauri kutafuta ripoti za utafiti au tafiti za maoni zilizofanywa kuhusu mada hii."
global_facts,"Mnamo 2018, ni kuku wangapi waliuawa kwa minajili ya uzalishaji wa nyama?","['milioni 690 ', 'bilioni 6.9 ', 'bilioni 69 ', 'bilioni 690']",C,"Jibu sahihi ni B) bilioni 6.9. Takwimu zinaonyesha kuwa kila mwaka, takriban bilioni 6.9 za kuku huchinjwa kote duniani kwa ajili ya uzalishaji wa nyama."
global_facts,"Mnamo 2016, ni asilimia ngapi ya wakazi wa Sudan Kusini walikuwa wamepata umeme?","[0.09, 0.29, 0.59, 0.79]",A,"Kulingana na ripoti mbalimbali, upatikanaji wa umeme nchini Sudan Kusini umekuwa mdogo sana. Mnamo mwaka 2016, ilikadiriwa kuwa asilimia 1 tu ya wakazi wa Sudan Kusini walikuwa na ufikiaji wa umeme. Hata hivyo, chaguzi zilizotolewa katika swali lako (0.09%, 0.29%, 0.59%, 0.79%) zote ziko chini ya asilimia 1. Kwa hiyo, hakuna chaguo lililotolewa linaloakisi kwa usahihi takwimu halisi. Kwa msingi wa data inayopatikana, hakuna jibu sahihi kati ya chaguo A, B, C, au D."
global_facts,Ni takriban asilimia ngapi ya waliohojiwa kutoka Mexico waliripoti kuwa walitoa hongo katika muda wa mwaka uliopita ili kupata huduma za umma (kama vile elimu; mahakama; matibabu na afya; polisi; huduma za usajili na vibali; huduma; mapato ya ushuru na forodha; na huduma ya ardhi) kufikia 2017?,"[0.31, 0.51, 0.71, 0.91]",B,"Kulingana na ripoti ya Transparency International ya mwaka 2017, takriban asilimia 51 ya waliohojiwa kutoka Mexico waliripoti kuwa walitoa hongo ili kupata huduma za umma katika kipindi cha mwaka uliopita. Hivyo, jibu sahihi ni B) 0.51."
global_facts,"Kudhibiti mfumuko wa bei na marekebisho ya PPP, ni takriban kiasi gani cha Pato la Taifa kwa kila mtu kiliongezeka kutoka 1950 hadi 2016 nchini China?","['kwa mara 4', 'kwa mara 8', 'kwa mara 16', 'kwa mara 32']",C,"Kulingana na data na tafiti zilizopo, Pato la Taifa kwa kila mtu (GDP per capita) nchini China liliongezeka kwa kiasi kikubwa kutoka mwaka 1950 hadi 2016. Kwa kuzingatia marekebisho ya mfumuko wa bei na PPP (Purchasing Power Parity), ongezeko hili linakadiriwa kuwa kubwa zaidi ya mara 32. Hii inaonyesha kuwa jibu sahihi ni D) kwa mara 32."
global_facts,Ross Perot anaweka historia ya upigaji kura kwa kuongoza kinyang'anyiro cha urais kwa muda mfupi mwezi Juni kama mgombeaji wa kikundi cha tatu kwa 39%. Anamalizia kwa _% ya kura maarufu.,"[1, 7, 13, 19]",D,"Ross Perot alimaliza kinyang'anyiro cha urais cha mwaka 1992 akiwa na 19% ya kura maarufu. Hivyo, jibu sahihi ni D) 19."
global_facts,"Kufikia 2019, ni asilimia ngapi ya Waturuki wanasema Mungu ana jukumu muhimu katika maisha yao?","[0.59, 0.69, 0.79, 0.89]",D,"Kulingana na utafiti wa Pew Research Center uliofanyika mwaka wa 2017, asilimia 88 ya watu nchini Uturuki walisema kuwa imani kwa Mungu ni muhimu sana katika maisha yao. Hii inakaribia chaguo D) 0.89, ambalo linaweza kuchukuliwa kama jibu sahihi kulingana na data hiyo."
global_facts,Ni gani kati ya zifuatazo zilihusika na kifo kikubwa zaidi katika karne ya 20?,"['Mitetemeko ya ardhi', 'Shughuli ya volkeno', 'Mioto ya misitu', 'Mafuriko']",D,"Jibu sahihi ni D) Mafuriko. Katika karne ya 20, mafuriko yalihusika na vifo vingi zaidi ikilinganishwa na mitetemeko ya ardhi, shughuli ya volkeno, na mioto ya misitu. Mojawapo ya mafuriko mabaya zaidi yalitokea nchini China mwaka 1931, ambapo inakadiriwa kuwa watu kati ya 1,000,000 hadi 4,000,000 walipoteza maisha yao. Mafuriko haya yalitokana na Mto Yangtze kufurika, na ni mojawapo ya majanga mabaya zaidi ya asili katika historia ya binadamu."
global_facts,"Je, ni asilimia ngapi ya watoto wenye umri wa miaka 13-15 nchini Marekani ambao waliripoti kuwa katika mapambano ya kimwili shuleni, mara moja au zaidi katika kipindi cha miezi 12 iliyopita kufikia 2015?","[0.15, 0.35, 0.55, 0.75]",B,"Kulingana na data kutoka kwa Utafiti wa Kitaifa wa Afya ya Vijana wa 2015 (Youth Risk Behavior Surveillance System - YRBSS) iliyotolewa na Vituo vya Kudhibiti na Kuzuia Magonjwa (CDC) nchini Marekani, asilimia ya wanafunzi wa shule za sekondari (daraja la 9 hadi 12) ambao waliripoti kuhusika katika mapambano ya kimwili shuleni mara moja au zaidi katika kipindi cha miezi 12 iliyopita ilikuwa takriban asilimia 22.6% mnamo 2015. Hata hivyo, swali lako linahusu kundi maalum la umri (miaka 13-15), ambalo linaweza kuwa na tofauti kidogo katika takwimu, lakini data hiyo maalum haipatikani moja kwa moja kutoka kwa ripoti hiyo.

Kwa hiyo, kwa kukosa data sahihi kuhusu kundi la umri wa miaka 13-15, tunaweza kusema kwamba jibu sahihi halipo kati ya chaguo ulizotoa (A) 0.15, (B) 0.35, (C) 0.55, (D) 0.75. Takwimu zilizopo zinaonyesha asilimia ya jumla kwa wanafunzi wote wa sekondari, ambayo ni chini ya 25%."
global_facts,"Kudhibiti mfumuko wa bei na marekebisho ya PPP, ni takriban kiasi gani cha Pato la Taifa kwa kila mtu kiliongezeka kutoka 1950 hadi 2016 nchini Korea Kusini?","['kwa mara 4', 'kwa mara 8', 'kwa mara 16', 'kwa mara 32']",D,"Korea Kusini imekuwa na ukuaji wa kipekee wa kiuchumi tangu vita vya Korea vilivyokamilika mwaka 1953. Kuanzia miaka ya 1960, nchi hii ilianza kutekeleza sera za kiuchumi zilizolenga maendeleo ya viwanda na uchumi wa soko. Matokeo yake, Korea Kusini imekuwa moja ya nchi zilizo na uchumi unaoendelea kwa kasi kubwa duniani.

Kulingana na data za Benki ya Dunia na vyanzo vingine vya kiuchumi, Pato la Taifa kwa kila mtu (GDP per capita) nchini Korea Kusini limeongezeka kwa kiasi kikubwa tangu 1950 hadi 2016. Katika kipindi hicho, GDP per capita iliongezeka kutoka takriban $67 mwaka 1953 hadi zaidi ya $27,000 mwaka 2016, kwa kutumia marekebisho ya nguvu ya ununuzi (PPP). Hii inaonyesha ongezeko la zaidi ya mara 400 katika kipindi hicho.

Hata hivyo, kwa kuzingatia chaguzi zilizotolewa (mara 4, 8, 16, 32), hakuna chaguo linalolingana moja kwa moja na ongezeko halisi la GDP per capita ya Korea Kusini kama ilivyoelezwa. Chaguo lililo karibu zaidi na kuonyesha ongezeko kubwa ni D) kwa mara 32, lakini hata hivyo, hii bado ni chini ya ongezeko halisi lililorekodiwa."
global_facts,"Kufikia 2019, ni asilimia ngapi ya watu kutoka Uturuki wanakubali kwamba nchi hio linaendeshwa kwa manufaa ya watu wote?","[0.36, 0.51, 0.66, 0.81]",C,"Samahani, sina data maalum ya moja kwa moja kuhusu asilimia ya watu kutoka Uturuki wanaokubali kwamba nchi hiyo inaendeshwa kwa manufaa ya watu wote kufikia mwaka 2019. Hata hivyo, kwa kawaida, maoni kama haya yanaweza kupatikana kupitia tafiti za maoni ya umma au ripoti za taasisi za utafiti zinazohusika na masuala ya kisiasa na kijamii. Ningependekeza kutafuta ripoti za taasisi kama Pew Research Center, Eurobarometer, au taasisi zingine zinazofanya tafiti za maoni ya umma nchini Uturuki kwa taarifa sahihi zaidi."
global_facts,"Kufikia 2015, ni asilimia ngapi ya watu duniani zaidi ya umri wa miaka 15 walikuwa wanajua kusoma na kuandika?","[0.81, 0.86, 0.91, 0.96]",B,"Kufikia mwaka 2015, takriban asilimia 86 ya watu duniani walio zaidi ya umri wa miaka 15 walikuwa wanajua kusoma na kuandika. Jibu sahihi ni B) 0.86."
global_facts,Takriban ni asilimia ngapi ya waliohojiwa kutoka China waliripoti kuwa walitoa hongo katika muda wa mwaka uliopita ili kupata huduma za umma (kama vile elimu; mahakama; matibabu na afya; polisi; huduma za usajili na vibali; huduma; mapato ya ushuru na forodha; na huduma ya ardhi) kufikia 2017?,"[0.26, 0.46, 0.66, 0.86]",A,"Kwa bahati mbaya, sina data maalum ya utafiti wa mwaka 2017 kuhusu asilimia ya watu kutoka China walioripoti kutoa hongo ili kupata huduma za umma. Ili kupata jibu sahihi, ningependekeza kutafuta ripoti za utafiti zilizofanywa na mashirika kama Transparency International au taasisi zingine zinazoshughulikia masuala ya rushwa na uwazi. Hizi zinaweza kutoa takwimu sahihi na za kina kuhusu suala hili."
global_facts,"Kufikia 2019, ni nchi ipi kati ya zifuatazo ilikuwa na umri wa chini zaidi wa kuishi?","['Brazili', 'China', 'Mexico', 'Iran']",C,"Kufikia mwaka 2019, Iran ilikuwa na umri wa chini zaidi wa kuishi ukilinganisha na Brazil, China, na Mexico. Takwimu zinaonyesha kuwa umri wa kuishi nchini Iran ulikuwa chini kidogo ikilinganishwa na nchi hizo nyingine tatu."
global_facts,"Kufikia 2019, maji yasiyo salama kunyanywa yamesababisha vifo vingapi kila mwaka?","['milioni 1.2 ', 'milioni 2.4', 'milioni 3.6', 'milioni 4.8']",A,"Kufikia 2019, maji yasiyo salama kunywa yamesababisha vifo vya watu wapatao milioni 1.2 kila mwaka. Jibu ni A) milioni 1.2."
global_facts,Ni ipi kati ya zifuatazo husababisha vifo vingi zaidi ulimwenguni kila mwaka (kufikia 2017)?,"['Magonjwa ya kuhara', 'Ugonjwa wa kisukari', 'Ugonjwa wa kupoteza fahamu', 'Majeraha ya barabarani']",C,"Kulingana na takwimu za afya za dunia hadi mwaka 2017, magonjwa ya kuhara yalikuwa yanachangia idadi kubwa ya vifo ikilinganishwa na ugonjwa wa kisukari, ugonjwa wa kupoteza fahamu, na majeraha ya barabarani. Magonjwa ya kuhara yalikuwa husababisha vifo vya watoto wengi hasa katika nchi zinazoendelea, kutokana na sababu kama vile ukosefu wa maji safi na salama na huduma duni za usafi."
global_facts,Takriban ni watu wangapi wameambukizwa VVU/UKIMWI kufikia 2020?,"['milioni 3', 'milioni 14', 'milioni 42', 'milioni 124']",C,"Kufikia mwaka wa 2020, takriban watu milioni 37.7 duniani kote walikuwa wameambukizwa VVU/UKIMWI. Hivyo, hakuna jibu sahihi kati ya majibu yaliyotolewa (A) milioni 3, (B) milioni 14, (C) milioni 42, (D) milioni 124. Jibu lililo karibu zaidi na ukweli ni (C) milioni 42, lakini bado halielezei idadi sahihi."
global_facts,"Je, ni asilimia ngapi ya watoto wenye umri wa miaka 13-15 nchini Marekani ambao waliripoti kunyanyaswa angalau mara moja katika miezi michache iliyopita kufikia 2015?","[0.26, 0.46, 0.66, 0.86]",A,"Kulingana na data iliyotolewa na Vituo vya Kudhibiti na Kuzuia Magonjwa (CDC) nchini Marekani, takriban asilimia 20 ya wanafunzi wa shule za sekondari waliripoti kufanyiwa ukatili shuleni katika mwaka wa 2015. Hata hivyo, swali lako linahusiana na kipindi cha ""miezi michache iliyopita"" na linajumuisha aina zote za unyanyasaji, si tu ukatili shuleni. Kwa bahati mbaya, sina data sahihi inayolingana moja kwa moja na maelezo yako ya kipindi cha miezi michache iliyopita na aina zote za unyanyasaji kwa watoto wa umri wa miaka 13-15 kufikia 2015.

Ikiwa unahitaji takwimu sahihi zaidi kuhusu unyanyasaji wa watoto wa umri huo kwa kipindi na muktadha uliotajwa, ningependekeza kutafuta ripoti za kina kutoka kwa CDC au mashirika mengine yanayohusika na utafiti wa masuala ya watoto na vijana nchini Marekani."
global_facts,"Kufikia 2019, ni asilimia ngapi ya Wakorea wa Kusini wanasema ni muhimu kumwamini Mungu ili kuwa na maadili mema?","[0.25, 0.45, 0.65, 0.85]",B,"Kulingana na utafiti uliofanywa na Pew Research Center, asilimia ya Wakorea wa Kusini wanaosema ni muhimu kumwamini Mungu ili kuwa na maadili mema ni ndogo. Kwa mujibu wa data ya 2019, ni asilimia 25 tu ya Wakorea wa Kusini walisema ni muhimu kumwamini Mungu ili kuwa na maadili mema. Hivyo, jibu sahihi ni A) 0.25."
global_facts,"Je, ni asilimia ngapi ya watoto wenye umri wa miaka 13-15 nchini Japani ambao waliripoti kunyanyaswa angalau mara moja katika miezi michache iliyopita kufikia 2015?","[0.06, 0.16, 0.36, 0.66]",C,"Kulingana na data ya utafiti uliofanywa na Shirika la Afya Duniani (WHO) kuhusu afya ya vijana, iliripotiwa kuwa asilimia 36 ya watoto wenye umri wa miaka 13-15 nchini Japani waliripoti kunyanyaswa angalau mara moja katika miezi michache iliyopita kufikia mwaka 2015. Hivyo, jibu sahihi ni C) 0.36."
global_facts,"Kufikia 2018, ni asilimia ngapi ya watu wazima wa Marekani wanasema programu za kompyuta daima zitaonyesha upendeleo wa binadamu?","[0.43, 0.58, 0.73, 0.88]",B,"Kwa masikitiko, sina data maalum kuhusu swali lako kuhusu asilimia ya watu wazima wa Marekani wanaoamini kuwa programu za kompyuta daima zitaonyesha upendeleo wa binadamu hadi mwaka wa 2018. Hata hivyo, ni muhimu kuelewa kwamba mitazamo kuhusu teknolojia na AI inaweza kutofautiana kulingana na uzoefu, elimu, na uelewa wa jinsi teknolojia hizi zinavyofanya kazi. Kwa ujumla, kuna wasiwasi mkubwa kuhusu upendeleo na usawa katika teknolojia za AI, na hii ni mada ya utafiti na majadiliano yanayoendelea."
global_facts,"Kufikia 2017, sehemu ya Pato la Taifa iliyotumika kwa jeshi na Uchina ni karibu","[0.005, 0.02, 0.06, 0.12]",B,"Kufikia mwaka 2017, sehemu ya Pato la Taifa (GDP) iliyotumika kwa jeshi na Uchina ilikuwa karibu asilimia 1.9. Hii inamaanisha kuwa jibu sahihi kulingana na chaguo zilizopo ni:
B) 0.02"
global_facts,"Dhana kwamba ukosefu wa usawa huongezeka kwanza na maendeleo, kisha hupungua kwa maendeleo zaidi (inayojulikana kama “inverted U hypothesis”) kufikia 2020, imekuwa","['ikiungwa mkono sana na tafiti nyingi', 'ikiungwa mkono hasa na sehemu-mkato, si masomo ya mfululizo wa saa', 'ikiungwa mkono hasa na masomo ya mfululizo wa saa, si sehemu-mkato ya masomo', 'kwa ujumla imekataliwa na masomo ya majaribio']",B,"Dhana hiyo inayojulikana kama ""inverted U hypothesis"" au ""Kuznets Curve"" ilibuniwa na mchumi Simon Kuznets katika miaka ya 1950. Dhana hii inasema kwamba katika hatua za awali za maendeleo ya kiuchumi, ukosefu wa usawa wa kipato huongezeka, lakini baada ya kufikia kiwango fulani cha maendeleo ya kiuchumi, ukosefu wa usawa huanza kupungua.

Kufikia mwaka 2020, matokeo ya utafiti kuhusu dhana hii yamekuwa mchanganyiko. Watafiti wengine wamepata ushahidi unaounga mkono dhana hii, hasa katika nchi zilizoendelea, lakini wengine wamebaini kwamba ukosefu wa usawa unaweza kuendelea kuongezeka hata katika nchi zilizo na kiwango cha juu cha maendeleo ya kiuchumi. Aidha, kuna changamoto katika kutumia data za sehemu-mkato (cross-sectional data) kwa sababu zinaweza kutoa picha isiyo sahihi ya mabadiliko ya muda mrefu.

Kwa hiyo, jibu sahihi kwa swali lako kulingana na maelezo haya ni:
B) ikiungwa mkono hasa na sehemu-mkato

Hata hivyo, ni muhimu kutambua kwamba matokeo yanaweza kutofautiana kulingana na nchi na muda wa data zilizotumika katika utafiti."
global_facts,"Ulimwenguni kote, wanaume wenye umri wa miaka 30 wametumia miaka 10 shuleni, kwa wastani. Je, ni miaka mingapi ambayo wanawake wa umri huu huu wamekaa shuleni, kufikia 2020?","['miaka 12', 'miaka 9', 'miaka 6', 'miaka 3']",B,Jibu sahihi ni B) miaka 9. Wanawake wenye umri wa miaka 30 wamekaa shuleni kwa wastani wa miaka 9 kufikia mwaka 2020.
global_facts,"Kufikia 2017, asilimia ya vifo vilivyosababishwa kwa kujiua huko Greenland kwa takriban ni ","[0.009, 0.018, 0.036, 0.072]",D,"Kulingana na data zilizopo, Greenland ina mojawapo ya viwango vya juu zaidi vya kujiua duniani. Hata hivyo, siwezi kutoa jibu sahihi kwa swali lako bila data maalum ya mwaka husika na idadi kamili ya watu na vifo vilivyotokea. Viwango vya kujiua vinaweza kuhesabiwa kwa kutumia formula ya (idadi ya vifo vya kujiua / idadi ya watu) x 100,000. Kwa mfano, ripoti zilizopita zinaonyesha kuwa Greenland ilikuwa na viwango vya kujiua vya karibu 83 kwa kila 100,000 watu katika miaka ya 2010s.

Ili kujibu swali lako kwa usahihi, tunahitaji kujua idadi ya watu na idadi ya vifo vya kujiua kwa mwaka husika (2017) ili kuhesabu asilimia. Kwa hivyo, bila data hii, siwezi kuthibitisha moja kwa moja ni chaguo lipi sahihi kati ya A) 0.009 B) 0.018 C) 0.036 D) 0.072."
global_facts,"Kufikia 2019, ni asilimia ngapi ya watu kutoka Urusi wanasema ushoga unapaswa kukubaliwa na jamii?","[0.14, 0.24, 0.34, 0.44]",A,"Kulingana na utafiti uliofanywa na Pew Research Center mnamo 2019, asilimia 14 ya watu kutoka Urusi walisema kuwa ushoga unapaswa kukubaliwa na jamii. Kwa hivyo, jibu sahihi ni A) 0.14."
global_facts,"Kufikia 2019, ni asilimia ngapi ya Wamarekani wanasema uhusiano kati ya Amerika na Ujerumani ni mzuri?","[0.6, 0.75, 0.9, 0.45]",B,"Kulingana na utafiti uliofanywa na Pew Research Center mnamo 2019, asilimia 75 ya Wamarekani waliona kuwa uhusiano kati ya Marekani na Ujerumani ni mzuri. Hivyo, jibu sahihi ni B) 0.75."
global_facts,"Kufikia 2019, ni takriban asilimia ngapi ya Wamarekani wanasema ni muhimu sana kuwa na uhuru wa vyombo vya habari katika nchi yetu bila udhibiti wa serikali/nchi?","[0.5, 0.6, 0.7, 0.8]",D,"Kulingana na utafiti uliofanywa na Pew Research Center mwaka wa 2019, takriban asilimia 70 ya Wamarekani walikubaliana kwamba ni muhimu sana kuwa na uhuru wa vyombo vya habari bila udhibiti wa serikali. Hivyo, jibu sahihi ni C) 0.7."
global_facts,Mwaka 1987 wakati wa Iran Contra asilimia ngapi ya Wamarekani wanaamini Reagan alikuwa akificha habari?,"[0.02, 0.25, 0.5, 0.75]",D,"Chaguo D) 0.75 ni sahihi. Kulingana na uchunguzi wa maoni uliofanywa wakati wa kashfa ya Iran-Contra, takriban asilimia 75 ya Wamarekani waliamini kwamba Rais Ronald Reagan alikuwa akificha habari kuhusu kile alichokijua kuhusu biashara ya silaha kwa mateka."
