question	choices	answer	subject	command_r+	prompt
"valeur Nini ba résolution ya lisa'ga general ya Nation unies Na ndenge eaa ""liziba "" ya droit international ?"	['ba résolution ya AG eza considéré lokola maziba supplémentaire yamibeko internationale PE eza bongo contraignant PONA bikolo', 'ba résolution ya AG valent boyokani Oyo esalama ', 'ba résolution ya AG ezo lakisa kaka mobeko ya ba konkoko', 'Ba résolutions ya AG ezali considéré lokoka liziba matériel, en ndenge Oyo bakoki ko libela ba déclaration ya mibeko ya bankonk']	D	international_law	A) ba résolution ya AG eza considéré lokola maziba supplémentaire yamibeko internationale PE eza bongo contraignant PONA bikolo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: valeur Nini ba résolution ya lisa'ga general ya Nation unies Na ndenge eaa ""liziba "" ya droit international ?
 A)ba résolution ya AG eza considéré lokola maziba supplémentaire yamibeko internationale PE eza bongo contraignant PONA bikolo B)ba résolution ya AG valent boyokani Oyo esalama  C)ba résolution ya AG ezo lakisa kaka mobeko ya ba konkoko D)Ba résolutions ya AG ezali considéré lokoka liziba matériel"
ba boyokani Oyo esalami ezo linga bikolo misusu, elingi koloba biteni Oyo ya ekolo te	['ba boyakani Oyo esalama eza na makoki mingi te ya Ko Kela mibeko PONA bikolo misusu', 'boyokani Oyo esalama ezo Kela na mbala Moko bitinda PE ba droit PONA bikolo misusu', 'boyokani Oyo esalama ezo constituer bitinda te to PE ba droit PONA bikolo misusu kozanga bondimi na bango', 'je boyokani Oyo esalama ezo Kela bitinda te to PE ba droit PONA bikolo misusu, ata kutu bikiolo yango endimi']	C	international_law	C)boyokani Oyo esalama ezo constituer bitinda te to PE ba droit PONA bikolo misusu kozanga bondimi na bango	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ba boyokani Oyo esalami ezo linga bikolo misusu, elingi koloba biteni Oyo ya ekolo te
 A)ba boyakani Oyo esalama eza na makoki mingi te ya Ko Kela mibeko PONA bikolo misusu B)boyokani Oyo esalama ezo Kela na mbala Moko bitinda PE ba droit PONA bikolo misusu C)boyokani Oyo esalama ezo constituer bitinda te to PE ba droit PONA bikolo misusu kozanga bondimi na bango D)je boyokani Oyo esalama ezo Kela bitinda te to PE ba droit PONA bikolo misusu"
article Nini Na kati ya Oyo elandi ezali na mibeko qualifié te?	['article ya 3', 'article ya 8', 'article ya 9', 'article 11']	A	international_law	article ya 9	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: article Nini Na kati ya Oyo elandi ezali na mibeko qualifié te?
 A)article ya 3 B)article ya 8 C)article ya 9 D)article 11"
relation Nini eza kati ya masiba forme ya mibeko ya mokili mobimba?	['masiba fromellzs ya mibeko ya mokili mobimba eza hiérarchisée te', 'boyokani Oyo esalamaki eyaka liboso ya bonkoko', 'bonkoko eyaka liboso ya ya boyokani Oyo esalamaki ', 'ba principes généraux ya mibeko ezali likola ya Oyo ya bonkoko na boyokani']	A	international_law	D)ba principes généraux ya mibeko ezali likola ya Oyo ya bonkoko na boyokani	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: relation Nini eza kati ya masiba forme ya mibeko ya mokili mobimba?
 A)masiba fromellzs ya mibeko ya mokili mobimba eza hiérarchisée te B)boyokani Oyo esalamaki eyaka liboso ya bonkoko C)bonkoko eyaka liboso ya ya boyokani Oyo esalamaki  D)ba principes généraux ya mibeko ezali likola ya Oyo ya bonkoko na boyokani"
Na Nini ekateli 678 ya conseil ya sécurité ya Nations unies ezo monisa yango avantage spécifique apr rapport ya action ya ko mi batela Na bosolo Na titre ya article 51 ya charte ya Nations unies Na tango ya etumba ya Golfe?	['ekateli 678 e pesi nzela na ba alliés Yako bundisa Irak Na manduki nucléaire PE chimique ', 'ekateli 678 ezali Na kopekisa ya mingi koleka mibeko naturel ya komibatela Oyo ezali Na article 51 ya charte ya Nations unies', 'ekateli 678 ezalaki adopté PE ba sololaki yango Na lombango', 'ekateli 678 ezali na makasi koleka pamba te epesi nzela ko Salela makasi PONA mituna nionso eyo ezo bundisa kima PE sécurité Na région ya Golfe']	D	international_law	A)ekateli 678 e pesi nzela na ba alliés Yako bundisa Irak Na manduki nucléaire PE chimique	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Na Nini ekateli 678 ya conseil ya sécurité ya Nations unies ezo monisa yango avantage spécifique apr rapport ya action ya ko mi batela Na bosolo Na titre ya article 51 ya charte ya Nations unies Na tango ya etumba ya Golfe?
 A)ekateli 678 e pesi nzela na ba alliés Yako bundisa Irak Na manduki nucléaire PE chimique  B)ekateli 678 ezali Na kopekisa ya mingi koleka mibeko naturel ya komibatela Oyo ezali Na article 51 ya charte ya Nations unies C)ekateli 678 ezalaki adopté PE ba sololaki yango Na lombango D)ekateli 678 ezali na makasi koleka pamba te epesi nzela ko Salela makasi PONA mituna nionso eyo ezo bundisa kima PE sécurité Na région ya Golfe"
ba relations Nini ezali Na kati ya masiba formelles ya mibeko ya mokili mobimba	"['boyokani Oyo esalamaki ekoki kaka ko codifier mibeko ya bonkoko', 'mobeko ya bonkoko ezali liziba Oyo ekeseni na mibeko ya mokili mobimba PE ekoki ko kota na boyokani Oyo esalamaki te', 'boyokani Oyo esalamaki ekoki 1) ko codifier mobeko ya bonkoko, 2) ""cristalliser"" mibeko ya bankoko, 3) komema na développement ya mibeko ya bonkoko', 'mobeko ya bonkoko ekoki kaka ko wuta na kati ya boyokani Oyo esalamaki ya ba ngambu ebele']"	C	international_law	"D)2) ""cristalliser"" mibeko ya bankoko"	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ba relations Nini ezali Na kati ya masiba formelles ya mibeko ya mokili mobimba
 A)boyokani Oyo esalamaki ekoki kaka ko codifier mibeko ya bonkoko B)mobeko ya bonkoko ezali liziba Oyo ekeseni na mibeko ya mokili mobimba PE ekoki ko kota na boyokani Oyo esalamaki te C)boyokani Oyo esalamaki ekoki 1) ko codifier mobeko ya bonkoko D)2) ""cristalliser"" mibeko ya bankoko"
bokonzi ya ekolo elakisi Nini?	"['bokonzi ya ekolo ezali kondimama na bikolo nionso', ""bokonzi ya ekolo elakisi kozala na makoki ya ko sala boyokani Oyo esalamaki PE ko kota 'na ONU"", 'bokonzi ya ekolo ezolakisa Bonsomi ya komema makambu nayo Moko Na bozangi kokota ya libanda', 'likanisi ya bokonzi ya ekolo eliki ete bozali na Nzela ya komibatela']"	C	international_law	A)bokonzi ya ekolo ezali kondimama na bikolo nionso	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: bokonzi ya ekolo elakisi Nini?
 A)bokonzi ya ekolo ezali kondimama na bikolo nionso B)bokonzi ya ekolo elakisi kozala na makoki ya ko sala boyokani Oyo esalamaki PE ko kota 'na ONU C)bokonzi ya ekolo ezolakisa Bonsomi ya komema makambu nayo Moko Na bozangi kokota ya libanda D)likanisi ya bokonzi ya ekolo eliki ete bozali na Nzela ya komibatela"
 reconnaissance fonctionnelle eza Nini?	['Na bokeseni Na nguya , kondimama ezali mosala', 'kondimama eaa réciproque Na kati ya bikolo mibale ', 'kondimama epesamela kaka misala ya administration Fulani PE te na status ya ekolo Oyo ebengami bongo', 'kondimama epesameli Kaka bulamatari, PE te ekolo']	C	international_law	C)kondimama eaa réciproque Na kati ya bikolo mibale	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  reconnaissance fonctionnelle eza Nini?
 A)Na bokeseni Na nguya B)kondimama ezali mosala C)kondimama eaa réciproque Na kati ya bikolo mibale  D)kondimama epesamela kaka misala ya administration Fulani PE te na status ya ekolo Oyo ebengami bongo"
théorie ya acte ya bulamatari eza Nini?	"['acte ya bulamatari esengi ete ba mokanda nionso ya ekolo ezua immunité ', ""mateya ya Mokanda ya l'état ozolakisa ete évaluation ya bozalisami ya makambo mabe Oyo balobi esalami Na ekolo Moko etali exécutif PE te ba tribunaux  "", 'théorie ya Mokanda ya bulamatari elakisi ete ba tribunaux bazali Na nguya ya ko évaluer bozalisami ya mabe oyobalobi ekolo esali', 'mateya ya Mokanda ya bulamatari ezalali lolenge ya mibeko Oyo ezo pesa Nzela na ba tribunaux ya kopesa immunité Na misala ya liboso ya bikolo ya ba paya']"	B	international_law	A)acte ya bulamatari esengi ete ba mokanda nionso ya ekolo ezua immunité	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: théorie ya acte ya bulamatari eza Nini?
 A)acte ya bulamatari esengi ete ba mokanda nionso ya ekolo ezua immunité  B)mateya ya Mokanda ya l'état ozolakisa ete évaluation ya bozalisami ya makambo mabe Oyo balobi esalami Na ekolo Moko etali exécutif PE te ba tribunaux   C)théorie ya Mokanda ya bulamatari elakisi ete ba tribunaux bazali Na nguya ya ko évaluer bozalisami ya mabe oyobalobi ekolo esali D)mateya ya Mokanda ya bulamatari ezalali lolenge ya mibeko Oyo ezo pesa Nzela na ba tribunaux ya kopesa immunité Na misala ya liboso ya bikolo ya ba paya"
Na ndenge Nini structure ya société internationale ekoki ko tiama en évidence ?	['structure ya société internationale eza calké Na modèle ya kotelema ya ba system juridique ya mboka ', 'ba société internationale eza constitué Na lisanga Moko ya bikolo souverain PE ba masanga internationale misusu , Oyo nguya epesami na ordre Moko ya horizontale', 'société internationale eza Na buluyeke makasi Na ndenge ordre ya bokonzi eza te, ni vertical to PE horizontale ', 'structure ya société internationale eza rappeller Oyo ya ba mboka Oyo ya nguya makasi na mokili ']	B	international_law	D)société internationale eza Na buluyeke makasi Na ndenge ordre ya bokonzi eza te	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Na ndenge Nini structure ya société internationale ekoki ko tiama en évidence ?
 A)structure ya société internationale eza calké Na modèle ya kotelema ya ba system juridique ya mboka  B)ba société internationale eza constitué Na lisanga Moko ya bikolo souverain PE ba masanga internationale misusu C)Oyo nguya epesami na ordre Moko ya horizontale D)société internationale eza Na buluyeke makasi Na ndenge ordre ya bokonzi eza te"
Ezali na ndelo ya transposition ya mbeba ya bonkoko na droit ya anglais ?	['Ndelo moko ezali te na transposition ya mbeba ya bonkoko.', 'Mbeba ya bonkoko esengeli batiya yango na traité multilatérale mpo ete ezala mbala moko ebanda.', 'Ba tribunaux bakoki na bonsomi kokotisa mbeba ya bonkoko na cadre ya national.', 'Ezali ezaleli moko ambiguë, kasi mobeko moko na Parlement ekozala ya kosengela.']	D	international_law	A) Ndelo moko ezali te na transposition ya mbeba ya bonkoko.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ezali na ndelo ya transposition ya mbeba ya bonkoko na droit ya anglais ?
 A)Ndelo moko ezali te na transposition ya mbeba ya bonkoko. B)Mbeba ya bonkoko esengeli batiya yango na traité multilatérale mpo ete ezala mbala moko ebanda. C)Ba tribunaux bakoki na bonsomi kokotisa mbeba ya bonkoko na cadre ya national. D)Ezali ezaleli moko ambiguë"
zone contiguë ezalaka Na fonction Nini?	['zone contiguë esalaka lokola zone ya sécurité ya ekolo ya Pene ya ebale ', 'Zone continue eza zone Moko esika wapi ekolo ya Pene ya ebale ekoki ko tango PE kosalela bozui ya mabele', 'zone contiguë ezalali zone esika wapi ekolo ya Pene ya ebale eza na nzela ya ko pekisa PE ya ko pesa etumbu esika mobeko ebukami na kolanda mibeko ya douane, mpako, immigration to PE bokolongono ', 'zone contiguë ezali Zone esika wapi ekolo ya Pene ya ebale ezo batela biloko Oyo etikala uta kala PE eza na lisolo ya mukili']	C	international_law	A)zone contiguë esalaka lokola zone ya sécurité ya ekolo ya Pene ya ebale	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: zone contiguë ezalaka Na fonction Nini?
 A)zone contiguë esalaka lokola zone ya sécurité ya ekolo ya Pene ya ebale  B)Zone continue eza zone Moko esika wapi ekolo ya Pene ya ebale ekoki ko tango PE kosalela bozui ya mabele C)zone contiguë ezalali zone esika wapi ekolo ya Pene ya ebale eza na nzela ya ko pekisa PE ya ko pesa etumbu esika mobeko ebukami na kolanda mibeko ya douane D)mpako"
Kati ya makambo elandi, oyo wapi ezalaki traité te na Cour européenne ya droit ya motu na cadre ya kosengisa ya positive ya kobatela epai ya Leta ?	['Na ntango mosengi azali na nse ya kobatela ya Leta', 'Epai wapi Leta asengeli alandela na kofunda oyo etali ye', 'Kobimisa cadre moko juridique mpo ya kobatela bato na kati ya Leta', 'Kopesa bisika ya kofanda na baye banso bazangi ndako epai ya Leta.']	D	international_law	A)Na ntango mosengi azali na nse ya kobatela ya Leta	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kati ya makambo elandi, oyo wapi ezalaki traité te na Cour européenne ya droit ya motu na cadre ya kosengisa ya positive ya kobatela epai ya Leta ?
 A)Na ntango mosengi azali na nse ya kobatela ya Leta B)Epai wapi Leta asengeli alandela na kofunda oyo etali ye C)Kobimisa cadre moko juridique mpo ya kobatela bato na kati ya Leta D)Kopesa bisika ya kofanda na baye banso bazangi ndako epai ya Leta."
"Likambo nini ezalaki yambo ya kolimbola lolenge ya théorie ya marge ya ""kokumisa"" lokola kotiya na Cour européenne ya droit ya motu ?"	['Goodwin v UK (2002)', 'Airey kotutana Irlande (1979)', 'Osman v UK ( 1998)', 'Handyside v UK (1976)']	D	international_law	B) Airey kotutana Irlande (1979)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Likambo nini ezalaki yambo ya kolimbola lolenge ya théorie ya marge ya ""kokumisa"" lokola kotiya na Cour européenne ya droit ya motu ?
 A)Goodwin v UK (2002) B)Airey kotutana Irlande (1979) C)Osman v UK ( 1998) D)Handyside v UK (1976)"
biloko Nini esengeli PONA ko PONA ba membres ya tribunal Oyo ekataka makambo?	['ba membre nionso ya tribunal ba nommés Na ba ngambu', 'ba membre nionso ya tribunal ba ponami Na ba ngambu', 'ba membre nionso ya tribunal Oyo bakataka makambo baza nommés Na bato Fulani Oyo baza impartial , lokola président ya CIJ', 'ba membre nionso ya tribunal Oyo bakataka makambo ba ponami Na ba ngambu Na liste ya mukie ya ba médiateur ']	A	international_law	C	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: biloko Nini esengeli PONA ko PONA ba membres ya tribunal Oyo ekataka makambo?
 A)ba membre nionso ya tribunal ba nommés Na ba ngambu B)ba membre nionso ya tribunal ba ponami Na ba ngambu C)ba membre nionso ya tribunal Oyo bakataka makambo baza nommés Na bato Fulani Oyo baza impartial D)lokola président ya CIJ"
théorie constitutive ya kondimama eza Nini?	['kondimama eza na motuya Makasi PONA qualité ya ekolo', 'kondimama esengi nzela ya mobeko likonzi ya bikolo misusu', 'kondimama esengi ete mobeko likonzi ya ekolo Oyo endimami ezala Na ndanga ya kokoka na maye matali makoki ya bato', 'bikolo Oyo eza Na posa ete statut Na Bangor endimama basengeli kozala na mobeko likonzi Oyo eza valide']	A	international_law	D)bikolo Oyo eza Na posa ete statut Na Bangor endimama basengeli kozala na mobeko likonzi Oyo eza valide	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: théorie constitutive ya kondimama eza Nini?
 A)kondimama eza na motuya Makasi PONA qualité ya ekolo B)kondimama esengi nzela ya mobeko likonzi ya bikolo misusu C)kondimama esengi ete mobeko likonzi ya ekolo Oyo endimami ezala Na ndanga ya kokoka na maye matali makoki ya bato D)bikolo Oyo eza Na posa ete statut Na Bangor endimama basengeli kozala na mobeko likonzi Oyo eza valide"
lolenge Yako sala pacte ya mokili mobimba na maye matali makoki ya ba civil PE politicien ( PE protocole Na ye) ezali na biloko elandi	['lolenge ya rapport be moko', 'kosambisama ya tribunal ya mokili mobimba', 'makoki ya recours ya yo Moko se moko', 'lolenge yako matisa ba sango PE makoki ya recours ya yomoko']	D	international_law	A)lolenge ya rapport be moko	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: lolenge Yako sala pacte ya mokili mobimba na maye matali makoki ya ba civil PE politicien ( PE protocole Na ye) ezali na biloko elandi
 A)lolenge ya rapport be moko B)kosambisama ya tribunal ya mokili mobimba C)makoki ya recours ya yo Moko se moko D)lolenge yako matisa ba sango PE makoki ya recours ya yomoko"
Nini ezalali Na kati ya boyokani Oyo esalama ya auto-applicables?	['boyokani Oyo esalama ya auto-applicables ezali adoptés kaka na exécutif ', 'boyokani Oyo esalama ya auto-applicables eza polele PE précis Makasi PONA ko Salela ba mesures ya kotia na mosala', 'boyokani Oyo esalama ya auto-applicables esimbamina ba mesures ya botié na mosala Oyo elobami na boyokani Oyo esalama yango moko', 'boyokani Oyo esalama ya auto-applicables ezolanda théorie ya transposition ']	B	international_law	D)boyokani Oyo esalama ya auto-applicables ezolanda théorie ya transposition	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nini ezalali Na kati ya boyokani Oyo esalama ya auto-applicables?
 A)boyokani Oyo esalama ya auto-applicables ezali adoptés kaka na exécutif  B)boyokani Oyo esalama ya auto-applicables eza polele PE précis Makasi PONA ko Salela ba mesures ya kotia na mosala C)boyokani Oyo esalama ya auto-applicables esimbamina ba mesures ya botié na mosala Oyo elobami na boyokani Oyo esalama yango moko D)boyokani Oyo esalama ya auto-applicables ezolanda théorie ya transposition "
CIJ etelemeli likanisi ya attaqué ya ba soda emema ba mbala ebele ba acte ya mabinga ya makasi mokié, Kasi Ya accumulation ?	['CIJ etelemelaki théorie ya accumulation te', 'likanisi ya attaque ya be soda ezo lobela attaqué se Moko, PE te ba attaque ebele ya mabinga ya lakisi mukié ', 'Na likambu ya Nicaragua, CIJ ebwakisaki théorie ya accumulation ', 'CIJ atikala ko lobela motuna Wana te']	A	international_law	D)Na likambu ya Nicaragua	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: CIJ etelemeli likanisi ya attaqué ya ba soda emema ba mbala ebele ba acte ya mabinga ya makasi mokié, Kasi Ya accumulation ?
 A)CIJ etelemelaki théorie ya accumulation te B)likanisi ya attaque ya be soda ezo lobela attaqué se Moko C)PE te ba attaque ebele ya mabinga ya lakisi mukié  D)Na likambu ya Nicaragua"
ba cours PE ba tribunal ya mokili mobimba est-ce bazali Na nzela ya liboso?	['Na Oyo etali règle ya litispendance, cour to PE tribunal Oyo azali saisi Na liboso PONA mbeba azali Na makoki PONA yemoko Yako kata likambu', 'cour ya mokili Mobimba ya bosembo azali na esika ya yambo liboso ya ba cour PE ba tribunal ', 'lokola règle ya litispendance na makoki ya mokili Mobimba PE nionso ezali likambu ya kondima ya ba ngambu liboso ya mbeba, boyeyi la liboso to PE bokonzi na kati ya ba cours PE tribunal eza te', 'ba tribunaux ya région to PE spéciaux ezali koya liboso ya nionso mosusu, na kolanda principe ya lex specialis']	C	international_law	D)lokola règle ya litispendance na makoki ya mokili Mobimba PE nionso ezali likambu ya kondima ya ba ngambu liboso ya mbeba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: ba cours PE ba tribunal ya mokili mobimba est-ce bazali Na nzela ya liboso?
 A)Na Oyo etali règle ya litispendance B)cour to PE tribunal Oyo azali saisi Na liboso PONA mbeba azali Na makoki PONA yemoko Yako kata likambu C)cour ya mokili Mobimba ya bosembo azali na esika ya yambo liboso ya ba cour PE ba tribunal  D)lokola règle ya litispendance na makoki ya mokili Mobimba PE nionso ezali likambu ya kondima ya ba ngambu liboso ya mbeba"
bikolo misusu kozosepela Na mibeko ya koloba mbisi nakati ya zone ekonomik exclusive ya ekolo nususu?	"['tango ekolo ya pene na ebale ekoki te kozua ""nionso ya bo lobi Oyo endimami te"", esengeli Na ye apesa nzela na bikolo misusu ya zua Oyo ya likilo, nzela ya liboso esengeli ko pesama na bikolo en développement PE Na bikolo Oyo ekangama Na mokili', 'bikolo misusu ekoki ata mokié te ko zua nzela na bolobi mbisi Oyo ezali Na kati ya ZEE ya ekolo mususu', 'ekolo ya litoral ekoki ko pesa Nzela na boloni Oyo ezali Na ZEE na ye kaka na bikolo ya zinga zinga', 'bikolo misusu eza na Bonsomi ya ko loba na kati ya Zee mususu, ko longola ba zone déterminée misusu']"	A	international_law	D)bikolo misusu ekoki ata mokié te ko zua nzela na bolobi mbisi Oyo ezali Na kati ya ZEE ya ekolo mususu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: bikolo misusu kozosepela Na mibeko ya koloba mbisi nakati ya zone ekonomik exclusive ya ekolo nususu?
 A)tango ekolo ya pene na ebale ekoki te kozua ""nionso ya bo lobi Oyo endimami te B)esengeli Na ye apesa nzela na bikolo misusu ya zua Oyo ya likilo C)nzela ya liboso esengeli ko pesama na bikolo en développement PE Na bikolo Oyo ekangama Na mokili D)bikolo misusu ekoki ata mokié te ko zua nzela na bolobi mbisi Oyo ezali Na kati ya ZEE ya ekolo mususu"
Objectif nini ya immunité ya souveraine ?	['Immunité ezali na ntina mpo ya kobatela bakonzi ya ba mboka ya bampaya na mabaku nyoso.', 'Principe ya immunité ya kobatela Ekolo na bokamati mboka na etumba na Ekolo mosusu.', 'Immunité ekopekisa ba Ekolo balandela bango liboso ya ba tribunal ya ba Ekolo mosusu.', 'Principe ya immunité ezali na garantie ya impunité na makambo nyoso ya délictueux.']	C	international_law	B)Principe ya immunité ya kobatela Ekolo na bokamati mboka na etumba na Ekolo mosusu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Objectif nini ya immunité ya souveraine ?
 A)Immunité ezali na ntina mpo ya kobatela bakonzi ya ba mboka ya bampaya na mabaku nyoso. B)Principe ya immunité ya kobatela Ekolo na bokamati mboka na etumba na Ekolo mosusu. C)Immunité ekopekisa ba Ekolo balandela bango liboso ya ba tribunal ya ba Ekolo mosusu. D)Principe ya immunité ezali na garantie ya impunité na makambo nyoso ya délictueux."
"Ezali nini compétence "" personnelle passive"" ?"	['Ezali compétences etali likolo ya nationalité ya mobuki mbeba.', 'Ezali compétence etali esika epai wapi mbeba esalemaki.', 'Ezali compétence ezali na fonction ya nationalité ya mozwi likama.', 'Ezali compétence etali ekolo epai wapi motu ya moral azali immatriculé.']	C	international_law	A) Ezali compétences etali likolo ya nationalité ya mobuki mbeba.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ezali nini compétence "" personnelle passive"" ?
 A)Ezali compétences etali likolo ya nationalité ya mobuki mbeba. B)Ezali compétence etali esika epai wapi mbeba esalemaki. C)Ezali compétence ezali na fonction ya nationalité ya mozwi likama. D)Ezali compétence etali ekolo epai wapi motu ya moral azali immatriculé."
Kati ya lolenge ya droit elandi, oyo wapi elimboli lokola ba droits ya génération ya liboso ?	['Droit social mpe économique', 'Droit civil mpe économique', 'Droit ya culturel', 'Droit ya bato']	B	international_law	Droit ya bato	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kati ya lolenge ya droit elandi, oyo wapi elimboli lokola ba droits ya génération ya liboso ?
 A)Droit social mpe économique B)Droit civil mpe économique C)Droit ya culturel D)Droit ya bato"
"mama na likambo ya ""fragmentation"" ya droit international eza Nini?"	['fragmentarion ya droit international etindi Na makoki PONA ba régime juridique ya kokesana ya ko salela ba règles Moko ya droit international ', 'makoki ya ba régime juridique ebele ( ndakisa droit ya investissements ya ba paya PE régime ya droit ya batu) ezali PE ezo se développer Nako zanga kolanda batu ya ngambu Moko, komema suka na bokomi ya ba règle ya droit international Oyo ekeseni', 'fragmentation ezali tangu bikolo ezo limbola Na ndenge ya bokeseni règle Moko ya droit international ', 'tolobelaka fragmentation tango bikolo ezo koka ko yokana te Na maye etali botosi ya ba règle misusu ya droit international ']	B	international_law	A)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: mama na likambo ya ""fragmentation"" ya droit international eza Nini?
 A)fragmentarion ya droit international etindi Na makoki PONA ba régime juridique ya kokesana ya ko salela ba règles Moko ya droit international  B)makoki ya ba régime juridique ebele ( ndakisa droit ya investissements ya ba paya PE régime ya droit ya batu) ezali PE ezo se développer Nako zanga kolanda batu ya ngambu Moko C)komema suka na bokomi ya ba règle ya droit international Oyo ekeseni D)fragmentation ezali tangu bikolo ezo limbola Na ndenge ya bokeseni règle Moko ya droit international "
bo pesi zela ya ko bombama eza Nini?	['présomption ya kondima ya makasi ya mapinga ya Conseil de sécurité tangu ekolo ekebisami', 'bo pesi nzela ya ko bombama na base ya motango Moko spécifique ya maponami ya bato ya lisanga ya Conseil de sécurité ya Nations unies', 'présomption ete ba attaque nionso Oyo eza libanda ya mibeko eko Zala Na se ya makasi ya mapinga na resolution ya conseil ya sécurité ya Nations unies', 'Soki attaque libanda ya mibeko ebandelami, conseil ya sécurité ya Nations unies epesaka nzela ya bikolo ya nzinga nzinga ya ko Kya ba mesures Oyo ba moni esengeli PONA kosilisa likambu']	A	international_law	D)Soki attaque libanda ya mibeko ebandelami	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: bo pesi zela ya ko bombama eza Nini?
 A)présomption ya kondima ya makasi ya mapinga ya Conseil de sécurité tangu ekolo ekebisami B)bo pesi nzela ya ko bombama na base ya motango Moko spécifique ya maponami ya bato ya lisanga ya Conseil de sécurité ya Nations unies C)présomption ete ba attaque nionso Oyo eza libanda ya mibeko eko Zala Na se ya makasi ya mapinga na resolution ya conseil ya sécurité ya Nations unies D)Soki attaque libanda ya mibeko ebandelami"
"Philosophe nani alakisi likanisi ya droit naturel ya ""absurdité"" likolo ya pilotis ?"	['Alan Gerwith', 'Emmanuel KANT', 'John Locke', 'Jeremy Bentham']	D	international_law	B)Emmanuel KANT	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Philosophe nani alakisi likanisi ya droit naturel ya ""absurdité"" likolo ya pilotis ?
 A)Alan Gerwith B)Emmanuel KANT C)John Locke D)Jeremy Bentham"
